Coeff 1,Coeff 2,Coeff 3,Coeff 4,Coeff 5,Coeff 6,Coeff 7,Coeff 8,Coeff 9,Coeff 10,Coeff 11,Coeff 12,Coeff 13,Coeff 14,Coeff 15,Coeff 16,Coeff 17,Coeff 18,Coeff 19,Coeff 20,Coeff 21
-4.713814e+02,-4.654327e+02,-4.678471e+02,-4.077248e+02,-2.912086e+02,-1.747116e+02,-1.035118e+02,-9.058343e+01,-1.134577e+02,-1.093221e+02,-9.751615e+01,-9.726531e+01,-1.065587e+02,-1.377025e+02,-2.015339e+02,-2.904835e+02,-3.625229e+02,-4.114807e+02,-4.515601e+02,-4.623479e+02,-4.737849e+02
3.660588e+01,4.300772e+01,4.018502e+01,7.044370e+01,9.551802e+01,1.243948e+02,9.947574e+01,6.800452e+01,5.915962e+01,4.643900e+01,4.824714e+01,6.635007e+01,9.175930e+01,1.163099e+02,1.376110e+02,1.590504e+02,1.420851e+02,9.660516e+01,5.507275e+01,4.286888e+01,3.297787e+01
1.308577e+01,1.555348e+01,1.434968e+01,-1.396206e+01,-1.317414e+01,-2.330955e+01,-3.023009e+01,-1.988560e+01,-8.752794e-01,-9.330952e+00,-1.748739e+01,-2.401256e+01,-2.813665e+01,-1.641844e+01,-1.560883e+00,2.265243e+01,3.244461e+01,2.658463e+01,1.521225e+01,1.308996e+01,1.528667e+01
-1.090705e+00,-1.166619e+00,-2.561280e-01,-4.445680e+01,-5.614471e+01,-4.974595e+01,-4.194072e+01,-3.576241e+01,-3.369268e+01,-3.571662e+01,-3.839900e+01,-4.686683e+01,-5.457115e+01,-5.761361e+01,-5.592078e+01,-4.282002e+01,-1.882823e+01,-1.077705e+01,-2.907251e+00,4.455894e+00,1.071392e+01
1.594111e+00,8.615850e-01,3.508090e+00,1.151876e+00,-1.618260e+01,-1.828160e+01,-2.532841e+01,-2.910371e+01,-3.186643e+01,-3.329105e+01,-3.194530e+01,-3.276342e+01,-3.229165e+01,-3.252870e+01,-2.698199e+01,-1.269348e+01,-3.847189e+00,-2.239292e+00,7.217971e+00,1.570527e+01,1.538601e+01
1.081898e+01,9.853586e+00,1.308987e+01,4.282293e+01,5.002615e+01,4.485842e+01,4.882800e+01,5.162357e+01,4.596643e+01,5.026030e+01,5.743939e+01,5.666470e+01,5.454125e+01,5.126307e+01,4.088183e+01,2.971919e+01,1.331393e+01,1.282789e+01,1.770815e+01,2.333458e+01,1.815600e+01
1.447734e+01,1.321752e+01,1.585272e+01,2.071070e+01,-5.571347e+00,-1.709812e+01,-2.655215e+01,-3.399463e+01,-3.746385e+01,-3.866422e+01,-3.570150e+01,-3.715081e+01,-3.679311e+01,-2.751106e+01,-1.590747e+01,-5.236445e+00,4.583805e+00,7.411440e+00,1.006359e+01,1.148522e+01,1.000294e+01
1.131356e+01,1.022157e+01,1.178049e+01,-2.082078e-01,2.946469e+00,1.035012e+01,1.231554e+01,1.561924e+01,1.730613e+01,1.683014e+01,1.978120e+01,2.326152e+01,1.812391e+01,1.441391e+01,5.288672e+00,-5.667781e+00,-4.314030e+00,-4.159752e+00,-2.317329e+00,-2.378016e+00,1.734011e+00
6.640354e+00,6.257071e+00,6.993645e+00,-1.157641e+01,-1.284558e+01,-3.712561e+00,-4.338373e+00,-4.114922e+00,-1.035371e+00,-3.648344e+00,-2.549615e+00,1.050435e+00,7.346336e-01,-2.597054e+00,-5.848822e+00,-6.945153e-01,3.165083e+00,-1.823677e+00,-3.046072e-01,2.304592e+00,5.253805e+00
2.784904e+00,3.324710e+00,3.592496e+00,1.018731e+01,5.134671e+00,1.577598e+00,8.483927e+00,2.104260e+01,3.036183e+01,2.582909e+01,2.395895e+01,2.278909e+01,2.045620e+01,1.739468e+01,1.346176e+01,1.131419e+01,9.977289e+00,7.679496e+00,1.104141e+01,1.232665e+01,8.878668e+00
-1.220312e+00,-6.653726e-03,-1.656259e-01,4.795943e+00,-3.631214e+00,-8.979600e+00,-1.574328e+01,-1.831364e+01,-1.669915e+01,-1.665050e+01,-1.544637e+01,-1.251206e+01,-8.735659e+00,-1.129377e+00,6.697285e+00,9.528488e+00,3.734164e+00,6.782320e+00,1.247459e+01,1.040522e+01,5.423352e+00
-4.323992e+00,-3.658814e+00,-4.419969e+00,-4.039480e+00,-1.153386e+01,-4.956615e+00,-1.597136e+00,5.414668e-01,-1.938949e+00,-1.504279e+00,-1.497585e+00,-2.430549e+00,-5.477771e-01,8.936062e-01,-4.425141e+00,-2.711772e+00,-4.289168e+00,-4.227791e+00,6.312034e-02,-1.751433e+00,-2.040765e+00
-3.946169e+00,-5.403500e+00,-7.079013e+00,-8.321373e+00,-1.336322e+01,-2.162196e+01,-2.902090e+01,-3.254486e+01,-3.010152e+01,-2.956179e+01,-3.340060e+01,-3.001262e+01,-2.434058e+01,-1.358787e+01,-1.012018e+01,-6.645535e+00,-6.928607e+00,-1.107012e+01,-1.159614e+01,-1.136949e+01,-8.733160e+00
