Coeff 1,Coeff 2,Coeff 3,Coeff 4,Coeff 5,Coeff 6,Coeff 7,Coeff 8,Coeff 9,Coeff 10,Coeff 11,Coeff 12,Coeff 13,Coeff 14,Coeff 15,Coeff 16,Coeff 17,Coeff 18,Coeff 19,Coeff 20,Coeff 21,Coeff 22,Coeff 23,Coeff 24,Coeff 25
-4.853170e+02,-4.650929e+02,-4.641165e+02,-4.611524e+02,-4.313172e+02,-3.501660e+02,-2.718784e+02,-2.023582e+02,-1.119688e+02,-6.963636e+01,-7.812949e+01,-8.507211e+01,-7.198332e+01,-7.880547e+01,-1.089698e+02,-1.297758e+02,-1.655539e+02,-2.448221e+02,-3.498530e+02,-4.088135e+02,-4.427798e+02,-4.578274e+02,-4.628923e+02,-4.669926e+02,-4.750126e+02
6.077077e+01,7.373624e+01,7.122856e+01,7.546469e+01,9.881624e+01,8.220092e+01,6.078967e+01,5.833649e+01,6.553452e+01,4.821337e+01,3.911723e+01,5.105678e+01,5.701379e+01,6.291908e+01,8.630661e+01,1.121396e+02,1.281739e+02,1.329530e+02,1.404733e+02,1.155857e+02,9.349480e+01,8.015828e+01,7.643217e+01,7.223076e+01,6.544228e+01
2.173679e+01,1.333384e+01,6.638014e+00,8.949840e+00,3.382286e+01,4.527147e+01,3.724827e+01,2.575988e+01,-7.655159e-01,-1.997973e+01,-2.158658e+01,-1.591761e+01,-2.128629e+01,-2.771369e+01,-1.970253e+01,-2.337655e+01,-1.650584e+01,-1.352995e+00,-2.277173e+00,1.606333e+00,1.373544e+01,1.380970e+01,1.461705e+01,1.433165e+01,1.574308e+01
4.347723e+00,-2.346343e+00,-6.476276e+00,-7.973975e+00,1.753947e+01,3.848239e+01,5.361486e+01,5.432357e+01,3.868226e+01,2.544978e+01,1.264683e+01,-6.432344e+00,-1.323810e+01,-1.783671e+01,-2.288579e+01,-2.848457e+01,-3.467128e+01,-3.100862e+01,-2.390498e+01,-1.833225e+01,-8.610443e+00,-3.689585e+00,-3.415331e+00,-1.365859e+00,2.969789e+00
1.152053e+01,1.506508e+01,1.378044e+01,1.113302e+01,2.850943e+01,1.374616e+01,-6.574419e+00,-2.175290e+01,-4.690797e+01,-4.824834e+01,-3.876369e+01,-3.105646e+01,-3.632481e+01,-3.977082e+01,-4.420744e+01,-4.228151e+01,-3.490744e+01,-1.856092e+01,3.800448e+00,1.282345e+01,1.047572e+01,1.281604e+01,1.152342e+01,1.206311e+01,1.439260e+01
1.815113e+01,2.076539e+01,1.826719e+01,1.728932e+01,2.896739e+01,5.374355e+01,6.599876e+01,6.349722e+01,4.766269e+01,4.707433e+01,5.012983e+01,7.049219e+01,8.039229e+01,7.962010e+01,7.572836e+01,7.440962e+01,7.434445e+01,6.163833e+01,2.407887e+01,1.363565e+01,1.520245e+01,1.530062e+01,1.535036e+01,1.526438e+01,1.765192e+01
1.182456e+01,1.015443e+01,8.313377e+00,8.145701e+00,1.763570e+00,-1.226697e+01,-2.242422e+01,-3.769203e+01,-5.003272e+01,-5.727986e+01,-5.808277e+01,-5.567590e+01,-4.787786e+01,-4.705161e+01,-5.199628e+01,-5.640758e+01,-5.328256e+01,-3.695193e+01,-1.078775e+01,-2.911125e+00,2.950986e+00,3.157475e+00,3.854451e+00,6.959556e+00,1.203599e+01
2.094709e+00,1.707853e+00,3.061343e+00,2.664789e+00,-5.045843e-01,2.492420e+01,4.133755e+01,4.643511e+01,4.147310e+01,3.792004e+01,4.299759e+01,4.010195e+01,3.098771e+01,2.695361e+01,2.182688e+01,1.371232e+01,9.538503e+00,1.974466e+00,-6.530012e+00,-5.111653e+00,-2.218799e+00,-2.126280e+00,-2.895485e+00,1.962412e+00,7.352815e+00
-5.889798e-01,9.375604e-01,1.704951e+00,9.959905e-01,-1.002041e+01,-1.585213e+01,-1.622429e+01,-2.202622e+01,-3.068785e+01,-2.539620e+01,-9.799972e+00,-3.730923e+00,-4.116751e+00,-3.361254e+00,-8.016315e+00,-8.187639e+00,-3.853537e+00,-5.545599e+00,-4.428050e+00,1.914105e+00,3.506624e+00,2.183463e+00,1.297820e+00,2.507394e+00,3.916666e+00
2.332037e+00,3.358402e+00,1.702135e+00,3.873628e-01,-6.945951e+00,-1.194297e+01,-1.524379e+01,-2.115553e+01,-7.003103e+00,3.960921e+00,8.771833e+00,1.027401e+01,2.000814e+01,2.160312e+01,1.392986e+01,9.734379e+00,9.113449e+00,4.155756e+00,1.160067e-01,9.112220e+00,1.066513e+01,8.154345e+00,7.195207e+00,3.890227e+00,6.787549e-01
