Coeff 1,Coeff 2,Coeff 3,Coeff 4,Coeff 5,Coeff 6,Coeff 7,Coeff 8,Coeff 9,Coeff 10,Coeff 11,Coeff 12,Coeff 13,Coeff 14,Coeff 15,Coeff 16,Coeff 17,Coeff 18,Coeff 19,Coeff 20,Coeff 21,Coeff 22,Coeff 23,Coeff 24,Coeff 25,Coeff 26,Coeff 27,Coeff 28,Coeff 29,Coeff 30,Coeff 31,Coeff 32,Coeff 33,Coeff 34,Coeff 35,Coeff 36,Coeff 37,Coeff 38,Coeff 39
-5.140505e+02,-4.962763e+02,-5.012392e+02,-4.995930e+02,-4.985312e+02,-4.956996e+02,-4.692288e+02,-4.135793e+02,-3.812905e+02,-3.498221e+02,-3.178266e+02,-2.490895e+02,-1.867972e+02,-1.617195e+02,-1.513685e+02,-1.579140e+02,-1.664416e+02,-1.591182e+02,-1.440208e+02,-1.310512e+02,-1.212957e+02,-1.031354e+02,-9.145856e+01,-7.603724e+01,-5.006374e+01,-4.315168e+01,-6.658549e+01,-1.249645e+02,-1.997163e+02,-2.799834e+02,-3.596067e+02,-4.334810e+02,-4.865531e+02,-4.956440e+02,-4.949181e+02,-4.939184e+02,-4.954963e+02,-4.953169e+02,-5.080222e+02
4.901000e+01,6.060211e+01,5.745852e+01,6.043903e+01,6.216027e+01,6.633197e+01,6.381949e+01,4.676036e+01,4.577317e+01,4.926041e+01,3.620828e+01,7.044165e+01,1.053535e+02,1.131125e+02,9.671684e+01,8.118213e+01,7.062488e+01,6.197181e+01,5.414476e+01,4.998015e+01,5.286342e+01,5.512805e+01,5.693357e+01,5.246512e+01,6.973260e+01,9.329730e+01,1.036230e+02,1.131201e+02,1.156415e+02,1.177497e+02,1.126566e+02,8.755655e+01,6.315169e+01,6.125866e+01,6.220798e+01,6.307649e+01,6.383730e+01,6.256509e+01,5.065241e+01
1.576097e+01,1.258562e+01,1.175436e+01,1.211435e+01,1.509634e+01,1.885764e+01,2.684729e+01,2.293800e+01,2.375712e+01,2.366558e+01,1.752868e+01,-8.666841e-01,-1.565809e+01,-2.020081e+01,-1.685039e+01,-1.124273e+01,-1.648442e+00,4.540911e+00,-2.155183e+00,-1.101764e+01,-2.143662e+01,-2.731456e+01,-3.715507e+01,-5.023774e+01,-7.550737e+01,-9.238054e+01,-8.116853e+01,-5.752809e+01,-2.965709e+01,-1.282386e+01,-1.745980e+01,-1.382324e+01,2.884547e+00,7.914192e+00,8.526270e+00,7.309353e+00,1.151314e+01,1.125538e+01,1.115563e+01
3.236918e+00,3.769738e+00,-5.156254e-01,-4.420912e+00,-1.656773e+00,-9.387345e-01,-4.155800e+00,-1.042160e+01,-1.316126e+01,-8.650123e+00,-4.051520e+00,-3.222637e+01,-5.208478e+01,-4.254406e+01,-2.404512e+01,-1.872405e+01,-1.536778e+01,-1.285309e+01,-1.831629e+01,-2.430508e+01,-2.885694e+01,-2.868928e+01,-2.630702e+01,-2.229693e+01,-3.139551e+01,-4.648189e+01,-4.342625e+01,-3.360287e+01,-2.672139e+01,-1.339491e+01,-1.557455e+01,-1.621955e+01,-9.071927e+00,-6.808682e+00,-4.931805e+00,-5.713725e+00,-4.338364e+00,-1.078557e+00,5.252785e+00
7.286459e+00,1.285360e+01,9.996893e+00,8.262135e+00,7.305734e+00,3.239157e+00,1.339069e+01,1.989142e+01,1.569103e+01,1.758986e+01,1.863011e+01,8.059843e+00,-6.202563e+00,-2.948149e+01,-3.890836e+01,-3.270618e+01,-3.211517e+01,-2.872074e+01,-2.075648e+01,-1.793254e+01,-1.576798e+01,-1.288462e+01,-1.020806e+01,-1.021634e+01,-1.876744e+01,-3.276910e+01,-3.509911e+01,-3.023888e+01,-2.829637e+01,-2.174624e+01,-1.501627e+01,-7.477123e+00,2.471214e+00,6.826457e+00,1.043538e+01,1.373392e+01,1.006815e+01,1.127515e+01,1.527575e+01
1.116222e+01,1.653316e+01,1.831958e+01,1.974923e+01,1.613130e+01,1.083032e+01,-2.716821e+00,-8.357062e+00,-6.815844e+00,-9.079700e+00,-1.291631e+01,-1.510791e+00,2.412476e+01,4.919328e+01,5.019621e+01,4.390440e+01,3.767675e+01,3.876635e+01,4.176270e+01,4.639635e+01,4.934737e+01,5.376669e+01,5.298094e+01,5.670615e+01,5.540601e+01,5.817400e+01,6.148600e+01,4.985484e+01,4.600528e+01,3.028617e+01,1.690644e+01,1.633070e+01,1.987277e+01,1.838688e+01,1.916190e+01,2.120221e+01,1.779868e+01,1.655338e+01,1.600682e+01
1.246040e+01,1.469733e+01,1.483681e+01,1.367455e+01,1.038663e+01,8.793209e+00,1.887189e+01,2.652097e+01,2.369579e+01,2.010362e+01,2.314666e+01,2.974393e+01,1.888033e+01,-6.410573e+00,-2.066415e+01,-2.461511e+01,-2.351188e+01,-2.141140e+01,-2.306737e+01,-2.762652e+01,-2.862522e+01,-2.951320e+01,-3.362750e+01,-3.534972e+01,-3.590851e+01,-3.553287e+01,-3.181914e+01,-1.974603e+01,-1.582047e+01,-7.665220e+00,8.185025e+00,1.886961e+01,1.849720e+01,1.674656e+01,1.451288e+01,1.111077e+01,1.171002e+01,1.240752e+01,1.179986e+01
1.302508e+01,1.057963e+01,6.553203e+00,2.227633e+00,-5.207872e-02,1.489018e+00,-3.499345e-01,-3.399033e+00,5.737693e-01,2.848849e+00,3.739115e+00,-7.242738e+00,-4.640142e+00,1.090270e+00,9.520715e+00,1.268186e+01,1.485629e+01,1.905712e+01,2.041650e+01,2.397290e+01,2.741093e+01,2.941582e+01,3.200423e+01,3.573945e+01,3.449621e+01,3.098041e+01,2.850643e+01,2.791710e+01,2.057473e+01,1.343342e+01,-3.484940e+00,-1.597911e+00,4.909467e-01,6.598869e+00,7.081483e+00,3.966641e+00,5.839761e+00,5.053146e+00,6.960076e+00
9.128334e+00,6.939227e+00,4.202489e+00,8.291986e-01,-4.268277e-02,1.427414e+00,3.434632e+00,2.209654e+00,-3.473892e-01,-5.234959e+00,-9.338236e+00,-2.555486e+01,-2.425100e+01,-1.430121e+01,-8.672447e+00,-9.997314e+00,-1.590226e+01,-1.968085e+01,-2.213469e+01,-2.519623e+01,-2.232400e+01,-1.887574e+01,-1.758299e+01,-1.493648e+01,-1.331234e+01,-1.761953e+01,-2.733242e+01,-2.886165e+01,-1.857682e+01,-2.295895e+01,-1.286972e+01,1.860889e+00,-4.852057e-01,2.020892e+00,3.751770e+00,3.877982e+00,3.624963e+00,5.937691e-01,2.921309e+00
-1.117437e+00,-1.667569e+00,-1.120757e-01,-5.891455e-01,8.340413e-02,8.211195e-01,-1.999418e+00,3.058809e+00,3.136200e+00,3.301650e+00,8.183254e+00,7.915586e+00,1.062038e+01,2.237720e+01,2.554099e+01,1.811169e+01,2.064434e+01,1.913173e+01,1.559150e+01,1.214027e+01,1.353549e+01,1.187028e+01,9.670885e+00,8.702429e+00,1.566567e+00,-1.306925e+01,-1.630945e+01,-8.471275e+00,-2.582518e-01,-3.111876e+00,-1.241013e-01,2.054612e+00,3.030193e+00,3.808547e+00,1.383012e+00,1.348655e+00,2.846060e-01,1.261463e+00,2.124270e+00
