Coeff 1,Coeff 2,Coeff 3,Coeff 4,Coeff 5,Coeff 6,Coeff 7,Coeff 8,Coeff 9,Coeff 10,Coeff 11,Coeff 12,Coeff 13,Coeff 14,Coeff 15,Coeff 16,Coeff 17,Coeff 18,Coeff 19,Coeff 20,Coeff 21,Coeff 22,Coeff 23,Coeff 24,Coeff 25,Coeff 26,Coeff 27,Coeff 28,Coeff 29,Coeff 30,Coeff 31,Coeff 32,Coeff 33,Coeff 34,Coeff 35,Coeff 36,Coeff 37,Coeff 38,Coeff 39,Coeff 40,Coeff 41
-5.458782e+02,-5.249291e+02,-5.245604e+02,-5.262783e+02,-5.188680e+02,-5.184606e+02,-5.158687e+02,-5.022228e+02,-4.927418e+02,-4.926690e+02,-4.981972e+02,-5.160803e+02,-5.255162e+02,-5.227629e+02,-3.007518e+02,-1.505191e+02,-6.134471e+01,-3.538093e+01,-6.204479e+01,-1.260424e+02,-1.968165e+02,-2.333806e+02,-2.404314e+02,-2.362655e+02,-2.301309e+02,-2.383658e+02,-2.709842e+02,-3.257808e+02,-3.929677e+02,-4.328104e+02,-4.603443e+02,-4.898812e+02,-5.115813e+02,-5.218375e+02,-5.290928e+02,-5.287032e+02,-5.256784e+02,-5.265143e+02,-5.271937e+02,-5.250920e+02,-5.224570e+02
4.845728e+01,6.575397e+01,6.613295e+01,6.290036e+01,6.560008e+01,6.559964e+01,6.902773e+01,8.074497e+01,8.517649e+01,8.458412e+01,7.907700e+01,6.873560e+01,6.365783e+01,6.591217e+01,9.728842e+01,9.861842e+01,7.946320e+01,6.382974e+01,6.782158e+01,1.016262e+02,1.220413e+02,1.179533e+02,1.123640e+02,1.122762e+02,1.197953e+02,1.327342e+02,1.480447e+02,1.584514e+02,1.620607e+02,1.546525e+02,1.377567e+02,1.056121e+02,7.978596e+01,6.586899e+01,6.052910e+01,6.166199e+01,6.380598e+01,6.315013e+01,6.456297e+01,6.527554e+01,6.955154e+01
1.290844e+01,1.053490e+01,1.041051e+01,7.237232e+00,1.667982e+00,2.353627e+00,4.611660e+00,6.746536e+00,2.982882e+00,2.020230e+00,-2.167184e+00,1.518241e+00,8.237163e+00,8.118639e+00,-7.396191e+01,-9.420826e+01,-1.045000e+02,-1.139636e+02,-1.099492e+02,-9.161756e+01,-7.464522e+01,-6.268211e+01,-5.407761e+01,-5.526170e+01,-6.079374e+01,-5.989315e+01,-4.829185e+01,-2.150911e+01,2.429780e+01,5.432911e+01,6.057590e+01,4.383115e+01,2.247601e+01,7.565437e+00,8.657948e+00,1.133202e+01,9.760052e+00,9.518270e+00,1.261769e+01,1.113693e+01,1.298583e+01
1.208236e+00,-5.499243e+00,-6.677110e+00,-7.883817e+00,-9.718767e+00,-7.315636e+00,-7.318706e+00,-6.342184e+00,-7.538548e+00,-6.022731e+00,-9.486834e+00,-1.095136e+01,-3.595397e+00,-5.397337e+00,-1.214138e+01,-1.131022e+01,-4.708591e+00,1.959242e+00,4.419754e+00,2.268904e+00,5.579876e+00,1.058000e+01,2.237809e+01,2.986097e+01,3.192977e+01,2.994855e+01,2.444965e+01,2.451332e+01,3.277000e+01,3.902705e+01,3.881157e+01,3.191814e+01,1.242126e+01,-5.375680e+00,-4.489655e+00,-1.947731e+00,-3.726043e+00,-4.726805e+00,-3.682758e+00,-3.717377e+00,-6.940536e+00
1.126619e+01,1.054438e+01,9.140681e+00,8.219282e+00,1.054744e+01,1.249161e+01,1.022900e+01,1.120499e+01,1.104270e+01,1.467428e+01,1.383543e+01,1.340789e+01,1.616452e+01,1.212027e+01,4.666135e+00,3.163694e-01,-1.313771e+00,-1.760909e+00,-7.888249e+00,-1.436102e+01,-1.146705e+01,-1.044304e+01,-1.430507e+01,-1.175370e+01,-4.759143e+00,3.125442e+00,1.629954e+01,2.977822e+01,3.932590e+01,4.084286e+01,3.773950e+01,3.833263e+01,2.693635e+01,9.610424e+00,8.393763e+00,8.666361e+00,9.404367e+00,7.773629e+00,9.532449e+00,1.092054e+01,7.429411e+00
1.749158e+01,1.838470e+01,1.907506e+01,1.651875e+01,1.703615e+01,1.878055e+01,1.635667e+01,1.637062e+01,1.563075e+01,1.677599e+01,1.614122e+01,2.046787e+01,2.157823e+01,1.713658e+01,1.554149e+01,2.122208e+01,2.747701e+01,3.399534e+01,3.492431e+01,3.183930e+01,3.452219e+01,3.830527e+01,4.022896e+01,4.233794e+01,4.282169e+01,4.008023e+01,3.561275e+01,2.579098e+01,1.282993e+01,1.659702e+01,2.362591e+01,2.923761e+01,2.499954e+01,1.361081e+01,1.194195e+01,1.181563e+01,1.264251e+01,1.191479e+01,1.651950e+01,1.827355e+01,1.853572e+01
1.289059e+01,1.138817e+01,1.346214e+01,1.090232e+01,8.091550e+00,1.136189e+01,1.217576e+01,1.132439e+01,1.299135e+01,1.006744e+01,1.050356e+01,1.025764e+01,9.890721e+00,7.524128e+00,-3.371495e+01,-4.137524e+01,-4.160444e+01,-4.155291e+01,-4.064992e+01,-3.562428e+01,-2.303187e+01,-1.977834e+01,-1.814819e+01,-1.956345e+01,-2.819960e+01,-3.470510e+01,-3.424368e+01,-2.770156e+01,-2.239278e+01,-1.354914e+01,7.065438e-01,1.328512e+01,1.118921e+01,7.206141e+00,6.010869e+00,6.683867e+00,6.498122e+00,7.450298e+00,9.313173e+00,1.213552e+01,1.600179e+01
6.770335e+00,4.526425e+00,4.817967e+00,4.401971e+00,-7.159282e-01,3.073361e+00,6.827683e+00,5.592535e+00,5.519100e+00,5.988949e+00,9.985914e+00,7.756623e+00,3.704323e+00,1.641367e+00,-1.656021e+01,-7.534407e+00,-9.037082e-01,6.473710e+00,6.469748e+00,1.450060e+00,-4.985340e+00,-6.260851e+00,-6.595206e+00,-1.118583e+01,-2.151939e+01,-3.993323e+01,-5.454757e+01,-5.644693e+01,-4.365891e+01,-2.940183e+01,-1.661684e+01,2.999424e+00,1.375598e+00,2.643890e-01,2.362398e+00,3.423202e+00,3.476858e+00,4.929052e+00,2.009661e+00,5.321787e+00,1.121905e+01
1.924801e+00,-2.132705e-01,-8.954115e-01,7.181712e-01,-2.755327e+00,6.506532e-01,2.005692e+00,2.609889e+00,-1.858471e-01,2.317263e+00,8.421564e+00,8.796770e+00,3.329332e+00,4.298582e-01,3.017408e+01,2.219336e+01,1.970992e+01,2.439440e+01,1.991127e+01,9.975952e+00,3.156820e+00,-1.672481e+00,1.829271e+00,8.971118e-01,5.662119e+00,5.521317e+00,-1.949324e+00,-1.054481e+01,-1.834224e+01,-2.325369e+01,-1.588802e+01,-1.152111e+00,-5.331132e+00,-5.665544e+00,-4.292275e-01,2.235463e+00,6.364970e-01,5.731004e-01,5.220310e-01,4.007370e+00,6.332941e+00
-4.018953e+00,-5.860643e+00,-4.944965e+00,-3.568095e+00,-2.788074e+00,-5.096615e-01,-2.915375e+00,-2.296139e+00,-3.246150e+00,-3.472094e+00,2.251673e-01,-1.154912e+00,-2.614464e+00,-3.530317e+00,1.254615e+00,1.024917e+00,-1.257770e+00,4.437565e+00,2.863393e+00,-2.805800e-01,2.677238e-01,-2.527617e+00,-2.197247e+00,1.957445e-01,5.605992e+00,6.471240e+00,1.207052e+00,-7.595184e+00,-1.769734e+01,-2.218065e+01,-1.246446e+01,-9.385554e+00,-1.251329e+01,-6.793512e+00,-5.392794e+00,-3.651862e+00,-7.285680e+00,-9.209364e+00,-2.128640e+00,3.184972e+00,-9.074303e-01
