Coeff 1,Coeff 2,Coeff 3,Coeff 4,Coeff 5,Coeff 6,Coeff 7,Coeff 8,Coeff 9,Coeff 10,Coeff 11,Coeff 12,Coeff 13,Coeff 14,Coeff 15,Coeff 16,Coeff 17,Coeff 18,Coeff 19,Coeff 20,Coeff 21,Coeff 22,Coeff 23,Coeff 24,Coeff 25,Coeff 26,Coeff 27,Coeff 28,Coeff 29,Coeff 30,Coeff 31,Coeff 32,Coeff 33,Coeff 34,Coeff 35,Coeff 36,Coeff 37,Coeff 38,Coeff 39,Coeff 40,Coeff 41,Coeff 42,Coeff 43,Coeff 44,Coeff 45,Coeff 46,Coeff 47,Coeff 48,Coeff 49
-5.481696e+02,-5.324487e+02,-5.301513e+02,-5.267744e+02,-5.276528e+02,-5.288074e+02,-5.238321e+02,-5.091606e+02,-4.055115e+02,-3.047660e+02,-2.419501e+02,-2.138521e+02,-1.721070e+02,-1.613282e+02,-1.756150e+02,-1.808377e+02,-1.890827e+02,-1.953425e+02,-1.976671e+02,-1.921972e+02,-1.766287e+02,-1.718389e+02,-1.661035e+02,-1.554439e+02,-1.478454e+02,-1.372233e+02,-1.289709e+02,-1.071709e+02,-8.278870e+01,-6.046764e+01,-4.161246e+01,-5.167094e+01,-8.395959e+01,-1.300190e+02,-1.979847e+02,-2.845713e+02,-3.751819e+02,-4.454579e+02,-4.921846e+02,-5.213790e+02,-5.268411e+02,-5.286273e+02,-5.287252e+02,-5.306246e+02,-5.280861e+02,-5.263489e+02,-5.247411e+02,-5.265875e+02,-5.410806e+02
3.426798e+01,4.834388e+01,5.157711e+01,5.444884e+01,5.425264e+01,5.513985e+01,5.999521e+01,7.175198e+01,1.272358e+02,1.302274e+02,1.116456e+02,9.260355e+01,8.462161e+01,7.202977e+01,6.935264e+01,6.311426e+01,5.896938e+01,5.609833e+01,5.753241e+01,5.831390e+01,4.761761e+01,4.987253e+01,5.282321e+01,4.277826e+01,3.718020e+01,3.764611e+01,3.747584e+01,3.795402e+01,4.165099e+01,4.845553e+01,5.005616e+01,4.380534e+01,4.604472e+01,6.860838e+01,1.022898e+02,1.269560e+02,1.295849e+02,1.065562e+02,7.581909e+01,5.639403e+01,5.406870e+01,5.205477e+01,5.351456e+01,5.132460e+01,5.031482e+01,5.176400e+01,5.343877e+01,5.299003e+01,4.146353e+01
1.298628e+01,1.406836e+01,1.792210e+01,1.819188e+01,1.954652e+01,2.264405e+01,2.374951e+01,2.367524e+01,1.446908e+01,1.782692e+01,5.278625e+00,-9.420387e+00,-2.347981e+01,-1.691356e+01,1.765011e+00,6.615338e-01,1.454237e+00,9.747914e-01,5.414036e+00,3.835438e+00,-3.796042e+00,-3.800285e+00,-4.195473e+00,-1.054442e+01,-1.963583e+01,-2.719499e+01,-3.779849e+01,-4.689749e+01,-6.212910e+01,-7.209265e+01,-8.566637e+01,-8.787862e+01,-7.965192e+01,-7.233189e+01,-6.826329e+01,-5.515920e+01,-3.135905e+01,-1.768239e+01,-4.703939e-02,1.321348e+01,1.629925e+01,1.494012e+01,1.892464e+01,1.824801e+01,1.144948e+01,1.048517e+01,1.160210e+01,1.363210e+01,1.641411e+01
-2.923977e-02,-6.984711e-01,5.009748e+00,5.462252e+00,5.999283e+00,5.905319e+00,5.511799e+00,8.522321e+00,4.921271e+00,3.672587e+00,-4.252937e-01,-8.438236e+00,-3.833357e+00,-7.788031e+00,-1.046486e+01,-9.494349e+00,-1.034359e+01,-9.785774e+00,-9.059758e+00,-1.182512e+01,-1.307809e+01,-1.778159e+01,-2.469977e+01,-2.401960e+01,-2.507128e+01,-2.814714e+01,-2.946621e+01,-2.984500e+01,-3.218401e+01,-3.378099e+01,-3.089077e+01,-2.082557e+01,-1.869287e+01,-1.748938e+01,-2.666434e+01,-4.070330e+01,-3.779503e+01,-3.074996e+01,-1.410958e+01,1.684851e+00,6.417399e-01,-6.281568e-01,3.589002e+00,4.593920e+00,8.602168e-03,-2.712364e+00,-9.087957e-01,1.004818e-01,5.364874e+00
1.107450e+00,6.742148e+00,1.395158e+01,1.538245e+01,1.280615e+01,9.531866e+00,9.302400e+00,1.949266e+01,3.404686e+01,2.128864e+01,7.140221e+00,-4.849795e+00,-1.616232e+01,-1.400491e+01,-1.221400e+01,-1.088950e+01,-1.125271e+01,-1.118437e+01,-1.220765e+01,-1.253427e+01,-1.682412e+01,-1.273852e+01,-1.408158e+01,-1.587540e+01,-1.021915e+01,-3.314145e+00,1.843222e+00,1.776901e+00,-2.914364e+00,-8.808182e+00,-1.252797e+01,-8.685295e+00,-7.605680e+00,-7.457334e+00,1.935226e+00,1.458146e+01,1.482479e+01,1.325295e+01,1.057161e+01,1.240577e+01,8.938931e+00,8.207759e+00,1.073689e+01,1.229531e+01,1.336708e+01,1.040689e+01,1.230790e+01,1.253442e+01,1.219403e+01
6.322587e+00,1.292524e+01,1.863968e+01,1.935726e+01,1.548236e+01,1.395121e+01,1.338782e+01,1.774075e+01,-7.225154e+00,-4.938295e+00,8.136917e+00,1.827449e+01,2.175731e+01,2.765487e+01,2.659654e+01,2.807273e+01,2.703442e+01,2.787963e+01,2.822085e+01,3.159443e+01,3.457933e+01,3.637373e+01,3.574646e+01,3.906515e+01,4.465903e+01,4.529952e+01,4.426434e+01,4.066066e+01,3.522696e+01,3.405838e+01,3.552190e+01,3.886298e+01,4.946297e+01,5.486079e+01,4.377346e+01,2.442167e+01,1.937248e+01,1.988305e+01,1.537119e+01,1.348143e+01,1.601925e+01,1.659780e+01,1.778529e+01,1.959469e+01,2.204787e+01,1.805781e+01,1.771972e+01,2.021217e+01,1.899752e+01
5.332100e+00,6.523633e+00,8.130804e+00,7.990215e+00,7.046988e+00,7.828892e+00,7.103024e+00,8.999445e-01,-3.998618e+01,-5.291333e+01,-4.766810e+01,-4.015094e+01,-4.321721e+01,-4.695472e+01,-4.595331e+01,-4.281569e+01,-4.387608e+01,-4.566990e+01,-4.336201e+01,-3.534365e+01,-3.123536e+01,-3.286843e+01,-3.837896e+01,-4.364726e+01,-4.640129e+01,-4.388499e+01,-4.429666e+01,-4.299868e+01,-3.692851e+01,-2.932956e+01,-2.858442e+01,-3.010458e+01,-3.012319e+01,-2.827155e+01,-1.986766e+01,-1.061682e+01,-1.246457e+00,1.163167e+01,1.026328e+01,7.048594e+00,1.089449e+01,1.191568e+01,1.254000e+01,1.592341e+01,1.574199e+01,9.966715e+00,7.852584e+00,1.157370e+01,1.343179e+01
-7.637796e-01,-2.166856e+00,-3.131302e+00,-2.766162e+00,-4.106109e-01,-2.381521e-02,1.388501e-01,-4.871721e+00,-5.520853e+00,4.222066e+00,7.639466e+00,1.504856e+01,2.074302e+01,2.617724e+01,3.071892e+01,3.310641e+01,3.484778e+01,2.938776e+01,2.584295e+01,2.956527e+01,2.895566e+01,2.949507e+01,2.713428e+01,2.343285e+01,2.224931e+01,2.978566e+01,3.856356e+01,4.165137e+01,4.229082e+01,4.550992e+01,4.689337e+01,4.631713e+01,4.167643e+01,3.646411e+01,2.359815e+01,1.639022e+01,1.368926e+01,1.922994e+01,1.860961e+01,7.362389e+00,2.988138e+00,3.158700e+00,3.129904e+00,7.616831e+00,5.399141e+00,9.993114e-01,4.770003e-01,1.727170e+00,2.754081e+00
-4.607285e+00,-4.059623e+00,-3.539911e+00,-2.155618e+00,-5.158643e-01,3.023075e-01,2.358364e-01,2.244876e+00,6.383822e+00,8.857672e+00,3.817020e+00,1.833067e+00,2.357130e+00,2.538924e+00,3.530555e+00,2.785848e+00,1.428184e+00,-4.586459e+00,-4.844526e+00,-5.883994e-01,-2.166980e+00,-1.512379e+00,-3.779433e+00,-4.155392e+00,-2.888907e+00,-1.908844e+00,-4.833800e+00,-7.886423e+00,-8.147943e+00,-8.911455e+00,-7.969720e+00,-9.388531e+00,-1.524665e+01,-1.301765e+01,-5.477165e+00,7.751193e+00,7.038230e+00,1.619743e+01,1.754601e+01,6.747437e+00,-9.014927e-02,3.134511e-01,-3.657867e-01,1.563882e+00,1.190597e+00,1.024553e+00,2.282962e+00,7.115855e-01,-9.221331e-01
-3.591780e+00,-3.031813e+00,9.606338e-02,3.136727e+00,2.693820e+00,4.980493e+00,2.375762e+00,1.825424e+00,2.627383e+00,9.735067e+00,1.604888e+01,1.633945e+01,2.169862e+01,2.421574e+01,2.369357e+01,2.246489e+01,2.181358e+01,2.130046e+01,1.839485e+01,1.671737e+01,1.711234e+01,1.654897e+01,1.901927e+01,1.654204e+01,1.329166e+01,1.219748e+01,7.753458e+00,4.507672e+00,5.637260e+00,8.907524e+00,7.599271e+00,-1.922458e-02,-7.481405e+00,-7.302346e+00,-1.145174e+01,-1.425122e+01,-9.639805e+00,-2.467263e+00,-3.240591e+00,-1.952626e+00,-3.208361e-01,2.794885e+00,2.052374e+00,-4.233770e-01,2.729701e+00,4.754899e+00,4.633608e+00,2.169662e+00,1.936021e+00
