Coeff 1,Coeff 2,Coeff 3,Coeff 4,Coeff 5,Coeff 6,Coeff 7,Coeff 8,Coeff 9,Coeff 10,Coeff 11,Coeff 12,Coeff 13,Coeff 14,Coeff 15,Coeff 16,Coeff 17,Coeff 18,Coeff 19,Coeff 20,Coeff 21,Coeff 22,Coeff 23,Coeff 24,Coeff 25,Coeff 26,Coeff 27,Coeff 28,Coeff 29,Coeff 30,Coeff 31,Coeff 32,Coeff 33,Coeff 34,Coeff 35,Coeff 36,Coeff 37,Coeff 38,Coeff 39,Coeff 40,Coeff 41,Coeff 42,Coeff 43,Coeff 44,Coeff 45,Coeff 46
-4.737342e+02,-4.524864e+02,-4.469645e+02,-4.336753e+02,-4.234130e+02,-4.304255e+02,-3.887850e+02,-3.094320e+02,-2.540794e+02,-2.068549e+02,-1.326756e+02,-8.607571e+01,-7.300712e+01,-7.096599e+01,-8.606392e+01,-1.042436e+02,-1.017030e+02,-9.531807e+01,-9.362907e+01,-9.369579e+01,-9.243109e+01,-8.995004e+01,-9.715055e+01,-9.031985e+01,-6.226409e+01,-6.291888e+01,-6.840829e+01,-6.470064e+01,-6.680141e+01,-7.762598e+01,-9.853262e+01,-1.301408e+02,-1.844465e+02,-2.576501e+02,-3.530691e+02,-4.233923e+02,-4.486347e+02,-4.536580e+02,-4.522093e+02,-4.491329e+02,-4.501530e+02,-4.521377e+02,-4.484445e+02,-4.497561e+02,-4.519440e+02,-4.602648e+02
6.035550e+01,7.844245e+01,8.532564e+01,8.617697e+01,8.604433e+01,9.846002e+01,1.442003e+02,1.601320e+02,1.517465e+02,1.385894e+02,1.192895e+02,1.032972e+02,9.387151e+01,9.719781e+01,9.685710e+01,9.304292e+01,9.424858e+01,9.511752e+01,9.416382e+01,9.044119e+01,9.459985e+01,9.479980e+01,9.208109e+01,9.458385e+01,9.586604e+01,8.975841e+01,8.755643e+01,9.040251e+01,9.908251e+01,9.653806e+01,1.059989e+02,1.258764e+02,1.459927e+02,1.498540e+02,1.384732e+02,1.030092e+02,8.414452e+01,7.993517e+01,8.112050e+01,8.333897e+01,8.046685e+01,7.999042e+01,8.374834e+01,8.393567e+01,8.263333e+01,7.602121e+01
1.336396e+01,1.377347e+01,1.976366e+01,2.440925e+01,1.913805e+01,2.497302e+01,5.176083e+01,3.080453e+01,9.672394e+00,-1.262270e+01,-2.401055e+01,-3.892101e+01,-5.203284e+01,-5.938013e+01,-4.889809e+01,-3.733924e+01,-4.475715e+01,-5.027544e+01,-4.894270e+01,-4.880932e+01,-5.182600e+01,-5.897541e+01,-6.594751e+01,-6.950349e+01,-7.887218e+01,-8.051872e+01,-8.132408e+01,-8.194258e+01,-7.448604e+01,-6.512719e+01,-6.189537e+01,-5.857122e+01,-4.876881e+01,-3.360341e+01,-1.257166e+01,1.413091e+01,2.183610e+01,2.177868e+01,2.130381e+01,1.924884e+01,1.651283e+01,2.033691e+01,2.025383e+01,2.075770e+01,2.146329e+01,2.261173e+01
-6.132702e+00,-7.986715e+00,-2.633703e+00,-4.008581e+00,-8.306646e+00,-2.287723e+00,2.821949e+01,6.116739e+01,7.523486e+01,7.051476e+01,4.869201e+01,3.391018e+01,2.749029e+01,1.671048e+01,1.568947e+01,1.653288e+01,6.948646e+00,4.125344e+00,9.084166e+00,1.452905e+01,2.240779e+01,3.062383e+01,2.724034e+01,2.183056e+01,2.146412e+01,2.673804e+01,3.569628e+01,3.726448e+01,2.955368e+01,2.014207e+01,1.376053e+01,5.401970e+00,-1.724577e-02,-6.146512e+00,-2.073184e+01,-1.341489e+01,1.099369e+00,7.175910e-01,-1.005998e+00,-3.114786e+00,-2.263884e+00,1.142383e+00,-4.192124e-01,-2.733595e+00,-2.046771e+00,-1.128454e+00
5.990791e+00,7.936181e+00,9.594930e+00,1.640882e+01,1.681759e+01,1.544119e+01,2.564848e+01,1.701358e+01,-9.897754e-01,-1.875020e+01,-3.392397e+01,-3.724731e+01,-3.259547e+01,-3.352615e+01,-2.822472e+01,-2.526230e+01,-2.585032e+01,-2.479225e+01,-1.724611e+01,-1.751658e+01,-1.935999e+01,-1.763919e+01,-1.491685e+01,-1.875745e+01,-2.528831e+01,-2.344288e+01,-1.987735e+01,-2.398587e+01,-1.769347e+01,-1.619937e+01,-1.275788e+01,-3.133570e+00,4.856202e+00,6.205082e+00,5.158307e+00,6.417917e+00,1.465416e+01,1.350676e+01,9.898664e+00,1.182881e+01,1.496738e+01,1.419372e+01,1.371004e+01,1.173277e+01,1.354926e+01,9.039921e+00
1.744571e+01,1.632492e+01,1.317539e+01,1.308579e+01,1.717113e+01,2.046181e+01,2.411250e+00,-3.471674e+01,-3.693422e+01,-2.013369e+01,6.537735e-02,1.370400e+01,2.405347e+01,2.886005e+01,3.596400e+01,3.388712e+01,3.418004e+01,3.584584e+01,4.307636e+01,4.605864e+01,4.325386e+01,4.814647e+01,5.229811e+01,4.903674e+01,4.549054e+01,4.280112e+01,4.484734e+01,4.183458e+01,3.130169e+01,2.746161e+01,2.930103e+01,2.819199e+01,2.689915e+01,2.199235e+01,1.229875e+01,2.116889e+01,2.241110e+01,2.515775e+01,2.111969e+01,2.233439e+01,2.555865e+01,2.517531e+01,2.314576e+01,2.172710e+01,2.489304e+01,1.966717e+01
1.145969e+01,7.775146e+00,5.145596e+00,1.201383e+01,1.140316e+01,8.532849e+00,-1.028884e+01,-3.375562e+00,-2.175122e+00,-1.123052e+01,-3.176910e+01,-2.845441e+01,-1.691022e+01,-1.246334e+01,-1.249409e+01,-1.251893e+01,-1.278511e+01,-1.352577e+01,-1.890248e+01,-1.917444e+01,-1.974986e+01,-1.883736e+01,-1.749041e+01,-2.087556e+01,-2.135289e+01,-1.899794e+01,-1.511145e+01,-1.392908e+01,-1.131686e+01,-1.218748e+01,-1.411645e+01,-9.117994e+00,-4.932966e-01,1.117532e+01,1.652798e+01,1.951752e+01,1.403998e+01,1.841724e+01,1.813888e+01,1.512810e+01,1.750868e+01,2.005512e+01,1.787868e+01,1.489279e+01,1.548013e+01,1.508204e+01
1.078088e+00,1.601761e+00,4.265303e+00,5.438223e+00,3.776763e+00,-2.146924e+00,-1.301823e+01,-8.030645e+00,-3.068732e+00,2.726186e+00,8.301015e+00,1.484266e+01,2.236981e+01,2.400906e+01,2.009777e+01,1.408280e+01,1.154772e+01,1.391549e+01,1.586758e+01,1.704258e+01,1.973344e+01,2.114907e+01,1.842077e+01,2.164328e+01,2.465194e+01,1.772301e+01,1.598232e+01,2.075081e+01,2.048304e+01,2.160624e+01,1.875346e+01,1.150162e+01,6.852950e+00,5.567929e+00,4.361637e+00,1.221937e+01,8.941660e+00,7.499774e+00,8.981487e+00,5.910190e+00,6.408897e+00,8.846550e+00,9.703070e+00,7.875067e+00,4.831461e+00,7.045167e+00
-3.962529e-01,3.813043e+00,9.109133e+00,1.400312e+00,-1.502377e+00,-1.028927e+01,-2.461172e+01,-2.927893e+01,-1.683584e+01,-3.980767e+00,-1.540441e+01,-2.252131e+01,-2.173346e+01,-1.962606e+01,-2.251840e+01,-2.584301e+01,-2.770782e+01,-2.683029e+01,-2.873252e+01,-3.440450e+01,-3.749962e+01,-3.692465e+01,-3.029729e+01,-2.841470e+01,-3.107917e+01,-3.430840e+01,-3.072574e+01,-2.740269e+01,-2.718185e+01,-2.917987e+01,-3.201761e+01,-3.548369e+01,-3.382867e+01,-2.521793e+01,-1.079697e+01,4.928130e+00,1.223201e+01,6.803486e+00,6.015073e+00,5.379714e+00,3.444524e+00,4.741524e+00,7.230038e+00,7.517599e+00,4.586708e+00,4.620749e+00
2.200367e+00,5.667450e+00,7.964134e+00,1.874290e+00,1.353854e-01,-9.013941e+00,-2.449482e+01,-1.374870e+01,-1.392985e+01,-8.486326e+00,-3.664017e-01,5.943214e+00,5.336836e+00,4.888557e+00,5.366195e+00,1.039485e+01,1.530890e+01,1.523159e+01,1.204612e+01,5.304334e+00,-1.150720e+00,-2.684711e+00,-2.948667e+00,-8.247504e-01,5.177501e+00,3.643995e+00,-3.080644e+00,-7.409678e+00,-9.462717e+00,-9.447693e+00,-6.760964e+00,-5.637273e+00,-9.780592e+00,-1.802383e+01,-1.580069e+01,-1.680573e+00,8.620468e+00,7.156226e+00,5.235570e+00,6.076911e+00,3.710991e+00,4.387431e+00,7.886115e+00,6.523211e+00,4.799249e+00,3.750210e+00
