Coeff 1,Coeff 2,Coeff 3,Coeff 4,Coeff 5,Coeff 6,Coeff 7,Coeff 8,Coeff 9,Coeff 10,Coeff 11,Coeff 12,Coeff 13,Coeff 14,Coeff 15,Coeff 16,Coeff 17,Coeff 18,Coeff 19,Coeff 20,Coeff 21,Coeff 22,Coeff 23,Coeff 24,Coeff 25
-4.834907e+02,-4.663328e+02,-4.646176e+02,-4.545912e+02,-4.463833e+02,-4.282727e+02,-3.543097e+02,-1.980330e+02,-1.131773e+02,-7.793674e+01,-9.061776e+01,-8.854868e+01,-6.838662e+01,-7.909943e+01,-9.610041e+01,-1.296261e+02,-1.996962e+02,-2.814593e+02,-3.424366e+02,-4.081671e+02,-4.465040e+02,-4.495478e+02,-4.493443e+02,-4.499941e+02,-4.634556e+02
5.346075e+01,6.485908e+01,6.601108e+01,7.832591e+01,8.730717e+01,1.054111e+02,1.431432e+02,1.639080e+02,1.462519e+02,1.243768e+02,1.172618e+02,8.649170e+01,6.047696e+01,6.375383e+01,9.853366e+01,1.233264e+02,1.335765e+02,1.366037e+02,1.362283e+02,1.010427e+02,7.791238e+01,7.808422e+01,7.977847e+01,8.026205e+01,7.004578e+01
1.558817e+01,8.858002e+00,7.456009e+00,1.782030e+01,2.082420e+01,2.706666e+01,8.782429e+00,-3.577665e+01,-6.124464e+01,-7.883551e+01,-7.637015e+01,-4.945948e+01,-2.516829e+01,-9.312243e+00,-1.874749e+01,-2.300641e+01,-1.723055e+01,-1.943989e+01,-3.210022e+01,-2.021272e+01,-1.273310e-01,4.365935e+00,6.305376e+00,8.765921e+00,1.103376e+01
3.445588e+00,-4.144985e+00,-6.480581e+00,2.872819e+00,2.670652e+00,6.537564e+00,8.007483e-01,-6.723891e+00,-1.133419e+01,-2.368691e+01,-2.398034e+01,-3.448640e+01,-4.426913e+01,-4.763639e+01,-5.820724e+01,-5.923259e+01,-4.686686e+01,-3.417854e+01,-4.583849e+01,-3.487484e+01,-1.370723e+01,-1.354084e+01,-1.444168e+01,-1.172201e+01,-9.125813e+00
1.177817e+01,9.600719e+00,8.391941e+00,1.414232e+01,1.636015e+01,2.358430e+01,1.450262e+01,-2.891615e+01,-4.090620e+01,-4.318758e+01,-4.354761e+01,-3.248481e+01,-2.716209e+01,-2.699502e+01,-3.054869e+01,-3.165375e+01,-2.390549e+01,-1.814233e+01,-3.641623e+00,6.123876e+00,1.007402e+01,6.404215e+00,5.168630e+00,7.894279e+00,5.336211e+00
1.497722e+01,1.052803e+01,1.026870e+01,1.263909e+01,1.656257e+01,2.404409e+01,2.479956e+01,4.075510e+01,5.419870e+01,6.172273e+01,6.483099e+01,7.172052e+01,7.900783e+01,7.869113e+01,7.003156e+01,6.875847e+01,5.350708e+01,2.415299e+01,1.556756e+01,1.440414e+01,1.215381e+01,1.203579e+01,1.265996e+01,1.625172e+01,1.285753e+01
9.967821e+00,2.848665e+00,2.232136e+00,3.987689e+00,5.461978e+00,1.188910e+01,1.112407e+01,-1.646521e+01,-2.143487e+01,-1.806731e+01,-2.344864e+01,-3.663749e+01,-3.314366e+01,-3.368336e+01,-3.510592e+01,-3.180749e+01,-2.732032e+01,-1.679564e+01,-1.144236e+00,5.975711e+00,2.728248e+00,4.394816e+00,3.997952e+00,7.489730e+00,5.687028e+00
6.213316e+00,2.708420e+00,1.130815e+00,1.827821e+00,1.828053e+00,7.757060e+00,-4.158315e+00,-1.647968e+01,-1.124269e+00,9.294710e+00,1.556723e+01,2.603192e+01,2.443483e+01,2.708928e+01,2.015373e+01,1.471874e+01,1.221501e+01,6.409479e+00,3.982092e+00,8.898031e+00,5.346908e+00,2.467371e+00,2.441803e+00,4.353518e+00,2.985879e+00
4.849453e+00,3.913426e+00,2.428589e+00,7.490107e-01,2.512504e+00,4.120642e+00,2.899023e+00,1.064445e+01,9.072525e+00,1.758939e+01,1.673017e+01,1.815706e-01,-5.398535e+00,-6.377862e+00,-8.160726e+00,-7.077872e+00,-2.062140e+00,3.831773e+00,1.149739e+01,9.277295e+00,7.274447e+00,2.955934e+00,7.864725e+00,8.752028e+00,7.126683e+00
2.732084e+00,1.567874e+00,1.276895e-01,-4.946117e+00,-1.848501e+00,-6.549906e+00,-7.204348e+00,-5.018152e+00,-7.603657e-01,4.318882e+00,7.030782e+00,1.668746e+01,1.649156e+01,1.666283e+01,1.650799e+01,1.672838e+01,9.949524e+00,2.230158e+00,6.008234e+00,3.318082e+00,7.798936e-01,8.317854e-01,6.416532e+00,6.459378e+00,5.794770e+00
