Coeff 1,Coeff 2,Coeff 3,Coeff 4,Coeff 5,Coeff 6,Coeff 7,Coeff 8,Coeff 9,Coeff 10,Coeff 11,Coeff 12,Coeff 13,Coeff 14,Coeff 15,Coeff 16,Coeff 17,Coeff 18,Coeff 19,Coeff 20,Coeff 21,Coeff 22,Coeff 23,Coeff 24,Coeff 25,Coeff 26,Coeff 27,Coeff 28,Coeff 29,Coeff 30,Coeff 31,Coeff 32,Coeff 33,Coeff 34,Coeff 35,Coeff 36,Coeff 37
-5.246487e+02,-5.033398e+02,-5.051452e+02,-5.249890e+02,-5.339716e+02,-5.378851e+02,-5.349548e+02,-5.338865e+02,-5.345568e+02,-5.297689e+02,-5.251879e+02,-5.186321e+02,-4.800534e+02,-4.097422e+02,-2.527744e+02,-1.675694e+02,-1.528168e+02,-1.796182e+02,-2.081832e+02,-2.159968e+02,-1.731388e+02,-1.455531e+02,-1.517609e+02,-2.048072e+02,-3.066871e+02,-4.120955e+02,-5.017509e+02,-5.356907e+02,-5.385780e+02,-5.385780e+02,-5.385780e+02,-5.385780e+02,-5.384822e+02,-5.364839e+02,-5.023729e+02,-4.407171e+02,-4.045709e+02
7.425023e+00,2.108540e+01,2.162183e+01,9.852602e+00,3.761655e+00,5.077798e-01,7.776011e-01,1.386686e+00,3.200290e+00,1.030499e+01,1.802674e+01,2.271664e+01,4.707190e+01,1.158967e+02,1.746549e+02,1.782463e+02,1.738871e+02,1.683442e+02,1.550626e+02,1.511928e+02,1.822740e+02,2.084616e+02,2.242679e+02,2.292001e+02,1.968152e+02,1.224309e+02,4.029724e+01,3.800863e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.318649e-01,2.848046e-01,1.322789e+01,3.768359e+01,5.943265e+01
-1.037782e+01,-2.262045e+01,-1.908234e+01,-5.905051e+00,-7.513931e-01,9.167141e-02,-1.661392e+00,-1.425212e+00,1.772638e+00,8.565935e+00,1.619018e+01,1.323777e+01,-1.432159e+01,-5.380522e+00,-4.840277e+01,-7.901835e+01,-8.662413e+01,-7.818625e+01,-6.297720e+01,-5.839290e+01,-7.223502e+01,-7.076586e+01,-7.111513e+01,-6.187216e+01,-2.887241e+01,7.093199e+00,1.375228e+01,2.993397e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.210608e-01,-1.862078e+00,-2.950332e+01,-7.798241e+01,-8.828024e+01
-9.672779e+00,-2.463124e+01,-2.413821e+01,-9.565694e+00,-1.695663e+00,2.794243e-01,2.493737e+00,3.484247e+00,3.700976e+00,9.162254e+00,1.395034e+01,1.005982e+01,-3.000283e+01,-5.584543e+01,-4.595595e+01,-2.894055e+01,-2.635056e+01,-2.086176e+01,-1.751566e+01,-1.489604e+01,-3.890104e+01,-4.510416e+01,-5.673649e+01,-8.890738e+01,-1.185415e+02,-6.605347e+01,-9.659981e+00,1.774815e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.037050e-01,1.083825e+00,-1.006771e+01,-4.136226e+01,-4.742681e+01
-3.329773e-02,-1.262953e+00,-3.593857e+00,-2.535431e+00,-1.365388e-01,-5.488424e-02,5.510565e-01,6.912171e-01,1.804341e+00,6.555700e+00,1.069456e+01,1.160771e+01,3.166935e-01,-2.142997e+01,-4.710088e+01,-6.062891e+01,-6.410259e+01,-6.506290e+01,-7.245039e+01,-6.931718e+01,-8.179375e+01,-8.779453e+01,-8.060916e+01,-7.156448e+01,-7.321350e+01,-5.715857e+01,-1.917761e+01,3.166476e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,8.073656e-02,2.359402e+00,1.089305e+01,1.412211e+01,1.691632e+01
-1.007631e+00,1.298227e+00,1.625802e+00,2.742316e-01,-6.816612e-01,-6.869416e-01,-4.239614e+00,-4.921705e+00,-1.291646e+00,2.702524e+00,7.182528e+00,8.532832e+00,1.969761e+01,1.366856e+01,-6.050542e+00,-6.819561e-01,6.960380e-01,-8.566294e-01,-6.639176e+00,-4.232003e+00,-5.452282e+00,-1.715112e+01,-2.866938e+01,-3.475940e+01,-1.234439e+01,-1.537623e+01,-1.802327e+01,-1.176569e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.339871e-02,-9.730825e-01,-8.620391e+00,-2.393232e-01,9.766667e+00
-5.365012e+00,-1.106920e+01,-9.141233e+00,-4.431935e+00,-3.145259e+00,-4.277777e-01,-7.160896e-01,-4.491998e-01,1.917654e-01,2.334966e+00,4.417789e+00,-1.871818e-01,4.248713e+00,1.680874e+00,5.589551e+00,1.645428e+00,5.755700e+00,4.978576e+00,2.447334e+00,-3.308775e-01,-7.073137e-01,-1.131011e+01,-1.155966e+01,-9.005095e+00,-7.922975e+00,-4.277034e+00,-1.565457e+01,-2.496561e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.317090e-02,-1.777924e+00,-1.483952e+01,-1.310490e+01,-6.277788e+00
2.300795e+00,-4.294317e+00,-6.828425e+00,-5.773126e+00,-2.915783e+00,-9.254199e-03,1.894794e+00,1.911527e+00,2.660674e-01,1.057813e+00,1.703453e+00,-5.278275e+00,-1.261703e+01,-2.311306e+01,-2.385569e+01,-3.298751e+01,-3.612893e+01,-3.862598e+01,-3.710077e+01,-3.435835e+01,-4.021004e+01,-5.172526e+01,-4.997181e+01,-4.562738e+01,-4.265729e+01,-2.734063e+01,-1.640619e+01,-3.460957e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-8.310914e-03,1.181798e+00,7.878512e+00,3.850546e+00,-2.291395e+00
1.194139e+01,1.439532e+01,8.642580e+00,7.679250e-01,8.503840e-01,-2.584659e-01,-2.131029e+00,-3.176853e+00,-2.870859e+00,-2.773246e+00,-1.049297e+00,-2.282101e+00,-4.832792e+00,-2.182088e+01,-3.434425e+01,-2.879903e+01,-2.627209e+01,-2.856803e+01,-2.964644e+01,-2.333059e+01,-2.534916e+01,-3.269279e+01,-3.574399e+01,-4.644984e+01,-4.794196e+01,-4.143970e+01,-1.715031e+01,-3.938985e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-3.934148e-02,1.003607e+00,9.789858e+00,9.174932e+00,7.768487e+00
5.842808e+00,1.245027e+01,1.155612e+01,6.085282e+00,3.262356e+00,-1.360804e-01,-1.079123e+00,-1.175002e+00,-2.287507e+00,-3.751126e+00,-2.947881e+00,8.871267e-01,7.162192e+00,-5.952070e+00,-1.286201e+01,-1.761370e+01,-1.641269e+01,-1.778647e+01,-1.887857e+01,-1.466260e+01,-9.260169e+00,-1.040051e+01,-1.346876e+01,-1.518167e+01,-1.927826e+01,-2.473010e+01,-1.388716e+01,-3.869566e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-6.824572e-02,-1.891684e+00,-8.263651e+00,-4.595500e+00,1.377799e-01
