Coeff 1,Coeff 2,Coeff 3,Coeff 4,Coeff 5,Coeff 6,Coeff 7,Coeff 8,Coeff 9,Coeff 10,Coeff 11,Coeff 12,Coeff 13,Coeff 14,Coeff 15,Coeff 16,Coeff 17,Coeff 18,Coeff 19,Coeff 20,Coeff 21,Coeff 22,Coeff 23,Coeff 24,Coeff 25,Coeff 26,Coeff 27,Coeff 28,Coeff 29,Coeff 30,Coeff 31,Coeff 32,Coeff 33,Coeff 34,Coeff 35,Coeff 36,Coeff 37,Coeff 38,Coeff 39,Coeff 40,Coeff 41,Coeff 42,Coeff 43,Coeff 44,Coeff 45,Coeff 46,Coeff 47,Coeff 48
-5.896860e+02,-5.896860e+02,-5.896860e+02,-5.896860e+02,-5.896860e+02,-5.896860e+02,-5.896860e+02,-5.896860e+02,-5.896860e+02,-5.795157e+02,-5.438560e+02,-5.336142e+02,-5.585793e+02,-5.705435e+02,-5.734001e+02,-5.286384e+02,-3.758651e+02,-2.812836e+02,-2.286875e+02,-1.982944e+02,-2.153767e+02,-2.732758e+02,-2.806546e+02,-2.191103e+02,-1.954207e+02,-2.226989e+02,-2.544794e+02,-2.860183e+02,-3.407618e+02,-4.074115e+02,-4.770168e+02,-5.236942e+02,-5.640319e+02,-5.878707e+02,-5.894418e+02,-5.896860e+02,-5.896860e+02,-5.896860e+02,-5.896860e+02,-5.896860e+02,-5.896860e+02,-5.896860e+02,-5.896860e+02,-5.896860e+02,-5.896860e+02,-5.896860e+02,-5.896860e+02,-5.896860e+02
0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.552665e+00,1.620863e+01,1.703771e+01,1.362507e+01,1.759163e+01,1.242600e+01,2.843792e+01,1.230879e+02,1.723345e+02,1.826067e+02,1.985567e+02,2.073821e+02,1.888062e+02,1.952939e+02,2.173755e+02,2.194507e+02,2.046623e+02,2.032289e+02,2.124281e+02,1.983508e+02,1.605577e+02,1.114652e+02,7.272238e+01,3.244443e+01,2.484921e+00,3.356029e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-1.045082e+01,-2.809807e+01,-3.248732e+01,-1.243507e+01,7.460026e+00,6.844144e-01,-1.863539e+01,-5.129301e+01,-7.451169e+01,-9.436424e+01,-1.142441e+02,-1.109393e+02,-8.567326e+01,-8.009893e+01,-1.095523e+02,-1.184798e+02,-1.080701e+02,-8.949355e+01,-6.425542e+01,-3.301105e+01,-7.344701e+00,1.985774e+01,3.100510e+01,2.341724e+01,2.246427e+00,3.066878e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.026801e+00,3.185468e+00,8.060207e+00,8.541370e+00,1.180040e+01,4.326674e+00,-2.567946e+00,-1.584447e+01,-2.623978e+01,-3.847617e+01,-5.980793e+01,-6.733577e+01,-6.132930e+01,-6.780623e+01,-7.361098e+01,-6.806870e+01,-5.690443e+01,-6.560983e+01,-8.388218e+01,-8.576982e+01,-6.688095e+01,-2.689171e+01,4.338313e+00,1.433329e+01,1.875163e+00,2.603393e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.020647e+01,1.949282e+01,1.723718e+01,1.633951e+01,1.392253e+01,7.283613e+00,-8.223006e+00,-1.592436e+01,-2.241766e+01,-2.876320e+01,-2.763785e+01,-1.928012e+01,-9.183717e+00,-1.421656e+01,-2.373305e+01,-2.630518e+01,-1.714058e+01,-1.846468e+01,-2.510931e+01,-2.985062e+01,-2.241986e+01,-1.029510e+01,4.245822e+00,8.456460e+00,1.406610e+00,1.992177e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-9.159574e-01,-5.012521e+00,-7.613179e+00,-7.289909e-01,4.215422e+00,-5.060868e-01,-1.465959e+01,-3.307639e+01,-3.462239e+01,-2.545284e+01,-9.499475e+00,-2.964699e+00,6.983897e+00,8.710197e+00,4.915308e-01,6.407691e-01,4.307779e+00,7.377207e+00,1.028057e+01,1.192554e+01,1.490347e+01,1.533963e+01,1.149806e+01,5.030999e+00,8.833680e-01,1.268187e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-1.008120e+01,-1.310645e+01,-7.049563e+00,-4.822122e+00,-3.683840e+00,-7.455418e+00,-1.585953e+01,-2.930946e+01,-3.631742e+01,-4.035052e+01,-2.796972e+01,-2.055352e+01,-1.177074e+01,4.417298e+00,1.188156e+01,1.125221e+01,1.380209e+01,1.487037e+01,1.455022e+01,9.797462e+00,3.675752e+00,9.131021e+00,6.702207e+00,1.371618e+00,3.494858e-01,4.729109e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-1.166183e-01,3.058131e+00,5.002170e+00,3.896554e+00,-9.515570e-01,-2.038697e+00,-6.990800e+00,-3.415093e+01,-3.991705e+01,-2.944529e+01,-2.511975e+01,-2.837531e+01,-2.850541e+01,-2.688715e+01,-2.079491e+01,-1.828885e+01,-1.263578e+01,-8.846802e+00,-1.370267e+01,-1.877910e+01,-1.971525e+01,-1.209644e+01,-6.788607e+00,-3.469714e+00,-1.550443e-01,-3.481964e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,8.976616e+00,1.038937e+01,8.785480e+00,5.872856e+00,2.018620e+00,5.264462e+00,1.822968e+01,-9.365932e+00,-1.307841e+01,-8.968626e+00,-1.444438e+01,-1.899046e+01,-2.485011e+01,-2.752859e+01,-2.360769e+01,-2.103311e+01,-1.790270e+01,-1.627492e+01,-2.488064e+01,-2.541621e+01,-2.172962e+01,-1.748209e+01,-1.414149e+01,-7.507428e+00,-5.988504e-01,-1.148270e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-1.264962e+00,-8.414809e+00,-9.894123e+00,-8.060227e+00,-5.725898e+00,-2.125115e+00,3.825300e+00,-1.364444e+01,-8.366692e+00,1.058995e-01,-2.202784e+00,-1.061008e+01,-1.015905e+01,-5.069276e+00,-1.773960e+00,-4.163568e+00,-4.202367e+00,-6.093338e+00,-6.351111e+00,-6.056963e+00,-9.228308e+00,-9.910666e+00,-1.157016e+01,-8.128577e+00,-9.620253e-01,-1.881632e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
