Coeff 1,Coeff 2,Coeff 3,Coeff 4,Coeff 5,Coeff 6,Coeff 7,Coeff 8,Coeff 9,Coeff 10,Coeff 11,Coeff 12,Coeff 13,Coeff 14,Coeff 15,Coeff 16,Coeff 17,Coeff 18,Coeff 19,Coeff 20,Coeff 21,Coeff 22,Coeff 23,Coeff 24,Coeff 25,Coeff 26,Coeff 27,Coeff 28,Coeff 29,Coeff 30,Coeff 31,Coeff 32,Coeff 33,Coeff 34,Coeff 35,Coeff 36,Coeff 37,Coeff 38,Coeff 39,Coeff 40,Coeff 41,Coeff 42
-5.100506e+02,-4.900182e+02,-4.943126e+02,-4.984415e+02,-4.919703e+02,-4.500099e+02,-3.737881e+02,-3.180019e+02,-2.913260e+02,-2.205848e+02,-1.436565e+02,-1.231486e+02,-1.298863e+02,-1.328316e+02,-1.386677e+02,-1.402752e+02,-1.396875e+02,-1.423418e+02,-1.536772e+02,-1.568466e+02,-1.465904e+02,-1.434428e+02,-1.175985e+02,-9.394772e+01,-8.230623e+01,-7.397946e+01,-6.246233e+01,-3.681454e+01,-1.776744e+01,-1.699543e+01,-5.112130e+01,-1.334767e+02,-2.545492e+02,-3.485725e+02,-4.027542e+02,-4.458622e+02,-4.689175e+02,-4.799959e+02,-4.871488e+02,-4.792968e+02,-4.789262e+02,-4.910621e+02
7.108797e+01,8.584831e+01,7.987245e+01,7.669673e+01,8.318468e+01,1.329352e+02,1.711748e+02,1.680847e+02,1.546845e+02,1.438321e+02,1.241891e+02,1.021584e+02,8.824043e+01,8.746075e+01,8.870041e+01,8.320395e+01,8.004900e+01,7.968544e+01,7.758588e+01,7.674295e+01,7.492828e+01,7.064307e+01,6.503271e+01,6.124274e+01,5.562882e+01,5.288861e+01,5.114587e+01,5.492331e+01,5.383370e+01,6.237460e+01,8.642297e+01,1.154893e+02,1.589872e+02,1.534809e+02,1.306387e+02,1.092827e+02,9.592242e+01,9.265443e+01,8.583746e+01,8.988225e+01,8.950676e+01,8.112450e+01
2.040857e+01,1.553774e+01,1.251875e+01,1.404523e+01,1.773826e+01,4.954185e+01,5.543216e+01,3.857712e+01,1.855393e+01,-8.063103e+00,-2.406945e+01,-2.796274e+01,-3.059182e+01,-2.514843e+01,-2.341311e+01,-2.095878e+01,-1.706623e+01,-1.552455e+01,-1.448931e+01,-2.037605e+01,-2.412986e+01,-2.445550e+01,-2.679866e+01,-3.385342e+01,-4.385640e+01,-5.363923e+01,-6.122542e+01,-7.522160e+01,-8.658492e+01,-9.566884e+01,-8.954095e+01,-6.529550e+01,-4.414531e+01,-2.290939e+01,-1.265365e+01,3.008135e+00,1.058635e+01,1.387213e+01,1.194381e+01,1.029691e+01,1.020695e+01,1.389919e+01
-1.772320e-01,-5.565912e+00,-2.073347e+00,1.313793e+00,5.729186e+00,2.274323e+01,2.915195e+01,3.270947e+01,3.595779e+01,3.734859e+01,2.548287e+01,1.626905e+01,9.015471e+00,3.221426e+00,-3.922107e+00,-2.965780e+00,-5.997422e+00,-9.263158e+00,-5.474072e+00,-4.321292e+00,-3.623763e+00,-4.602366e+00,-3.705230e+00,-1.183951e+00,3.211789e+00,4.289018e+00,8.160838e+00,6.597379e+00,2.901510e+00,2.005127e+00,4.022303e+00,9.071756e+00,8.381041e-01,-1.166483e+01,-1.702316e+01,-1.215145e+01,-7.018638e+00,-8.440174e+00,-6.434030e+00,-4.766774e+00,-3.352455e+00,2.496977e+00
1.082211e+01,1.418872e+01,2.156788e+01,2.343468e+01,2.682341e+01,2.986593e+01,1.949904e+01,6.180967e+00,1.383432e+00,-1.611454e+01,-2.753992e+01,-2.312175e+01,-9.343025e+00,-7.816626e+00,-1.045361e+01,-1.459941e+01,-1.105093e+01,-8.291273e+00,-7.242764e+00,-7.511051e-01,3.577746e-01,1.124194e+00,-1.491747e+00,-1.944396e-01,-6.776099e-01,4.245457e-02,-1.215062e-01,-5.174794e+00,-9.834946e+00,-1.338980e+01,-1.705549e+01,-1.026886e+01,3.669426e+00,9.717989e+00,1.089592e+01,1.611214e+01,1.557813e+01,1.404074e+01,1.448228e+01,1.339897e+01,1.418550e+01,1.818950e+01
1.820764e+01,2.249526e+01,2.782623e+01,2.695699e+01,2.630791e+01,1.770400e+01,-3.219603e+00,-1.425409e+01,-1.676261e+01,-1.064549e+00,7.983302e+00,1.528134e+01,2.733893e+01,3.847511e+01,4.788620e+01,4.618683e+01,4.652125e+01,4.246732e+01,3.949802e+01,4.436168e+01,4.360254e+01,4.584504e+01,4.960663e+01,4.805281e+01,4.343233e+01,4.305805e+01,4.228118e+01,4.033463e+01,3.947169e+01,4.112111e+01,3.811243e+01,3.032975e+01,1.698285e+01,1.309228e+01,1.240384e+01,2.267487e+01,2.565251e+01,2.377164e+01,2.129659e+01,1.627136e+01,1.666029e+01,1.901254e+01
9.422258e+00,1.037282e+01,1.203380e+01,9.005081e+00,6.201405e+00,-6.745604e+00,-9.648476e+00,-6.567219e+00,-4.347473e+00,-2.007257e+01,-3.535667e+01,-3.110735e+01,-2.133452e+01,-2.018409e+01,-1.949283e+01,-2.493452e+01,-2.153867e+01,-2.494302e+01,-2.478936e+01,-2.521029e+01,-2.822805e+01,-2.321263e+01,-2.366580e+01,-2.791187e+01,-3.179586e+01,-2.992188e+01,-2.902075e+01,-2.455423e+01,-2.701664e+01,-2.910024e+01,-2.760752e+01,-2.602587e+01,-9.739190e+00,2.536767e+00,4.667353e+00,9.361185e+00,1.347790e+01,1.031171e+01,9.846748e+00,9.038698e+00,1.065092e+01,1.370481e+01
1.435772e+00,1.803881e+00,1.943925e+00,-1.591569e+00,-3.761322e+00,-1.846723e+01,-5.296547e+00,7.630403e+00,1.298426e+01,9.173711e+00,5.941377e+00,1.413695e+01,2.143796e+01,1.504338e+01,1.403875e+01,1.190729e+01,1.174549e+01,9.378380e+00,1.002727e+01,1.183998e+01,1.405307e+01,1.642226e+01,1.863097e+01,1.453001e+01,1.274289e+01,1.602336e+01,1.604870e+01,1.781553e+01,1.436017e+01,1.340964e+01,8.244166e+00,2.668889e+00,5.214483e-01,-3.541192e+00,-3.707884e+00,4.247498e+00,7.438262e+00,3.892765e+00,2.524344e+00,2.321212e+00,4.132863e+00,1.008374e+01
2.737197e+00,3.011008e+00,2.935412e+00,6.054274e-01,-1.067697e+00,-1.892228e+01,-2.559751e+01,-2.404913e+01,-1.773641e+01,-2.102997e+01,-3.097046e+01,-2.624627e+01,-1.462337e+01,-1.208764e+01,-8.225996e+00,-8.008921e+00,-8.597592e+00,-9.042768e+00,-1.284257e+01,-1.415373e+01,-1.280497e+01,-1.099376e+01,-1.203901e+01,-1.443008e+01,-1.638801e+01,-1.513329e+01,-1.320406e+01,-1.229303e+01,-1.949237e+01,-2.515468e+01,-2.500052e+01,-2.495471e+01,-1.133779e+01,2.061583e-02,1.277263e+00,5.871131e+00,7.386075e+00,8.995432e+00,4.556882e+00,1.922731e+00,2.401351e+00,5.804405e+00
4.014741e+00,2.909681e+00,2.176833e+00,1.991508e+00,-3.553493e-01,-1.745527e+01,-1.324782e+01,-4.272674e+00,1.161602e+00,7.034463e-01,2.190916e+00,9.223896e+00,1.701284e+01,2.214251e+01,2.564741e+01,2.417052e+01,2.435217e+01,2.235958e+01,2.177344e+01,2.470341e+01,2.525936e+01,2.277842e+01,2.327058e+01,2.461381e+01,1.986066e+01,1.944948e+01,2.146651e+01,1.616431e+01,1.094912e+01,1.558415e+00,2.990564e+00,-1.521477e+00,-1.009285e+01,3.750322e+00,5.606859e+00,2.062869e+00,3.722580e+00,6.955968e+00,4.956927e+00,7.475637e+00,6.250453e+00,3.995619e+00
