Coeff 1,Coeff 2,Coeff 3,Coeff 4,Coeff 5,Coeff 6,Coeff 7,Coeff 8,Coeff 9,Coeff 10,Coeff 11,Coeff 12,Coeff 13,Coeff 14,Coeff 15,Coeff 16,Coeff 17,Coeff 18,Coeff 19,Coeff 20,Coeff 21,Coeff 22,Coeff 23
-5.178472e+02,-4.949322e+02,-4.946089e+02,-4.902998e+02,-4.888333e+02,-4.891826e+02,-4.866987e+02,-4.307729e+02,-3.306864e+02,-1.765431e+02,-1.087413e+02,-1.089259e+02,-9.090893e+01,-8.393195e+01,-1.016000e+02,-1.405201e+02,-2.168979e+02,-3.144023e+02,-3.852220e+02,-4.472280e+02,-4.782652e+02,-4.826410e+02,-5.031445e+02
7.969345e+01,9.244053e+01,9.222017e+01,9.683557e+01,1.018928e+02,9.978789e+01,9.638081e+01,9.584407e+01,1.021878e+02,1.216446e+02,1.036344e+02,7.750197e+01,8.081955e+01,9.319451e+01,1.187097e+02,1.475459e+02,1.627404e+02,1.606667e+02,1.583067e+02,1.263667e+02,9.610854e+01,8.898940e+01,7.880069e+01
1.601957e+01,6.348213e+00,6.132077e+00,9.195770e+00,1.218476e+01,8.086550e+00,-1.356277e+00,-2.243692e+01,-1.635596e+01,-2.944931e+01,-3.659169e+01,-2.701657e+01,-2.491170e+01,-2.893926e+01,-2.557214e+01,-1.981693e+01,-1.565375e+01,-1.198303e+01,-1.008744e+01,-3.892649e+00,9.163172e-01,4.990234e-01,1.020939e+01
3.326536e+00,-6.331376e-01,-2.244305e+00,-2.861595e-01,-3.677756e+00,-5.315493e+00,-8.668869e+00,-2.241428e+01,-2.949927e+01,-3.085040e+01,-2.426033e+01,-1.278325e+01,-1.854585e+01,-2.644740e+01,-3.742855e+01,-4.553083e+01,-4.337258e+01,-2.743625e+01,-3.074900e+01,-2.399737e+01,1.480455e+00,9.794614e+00,1.220178e+01
1.904467e+01,2.124628e+01,1.682958e+01,1.962745e+01,1.907080e+01,2.027948e+01,2.184474e+01,3.109453e+01,1.691637e+01,-2.284859e+01,-3.040289e+01,-3.015185e+01,-4.322795e+01,-4.523666e+01,-4.939380e+01,-5.089264e+01,-4.355975e+01,-2.399105e+01,-1.047116e+01,-1.923991e+00,1.045663e+01,1.468057e+01,1.093620e+01
1.814324e+01,1.459716e+01,1.262159e+01,1.718572e+01,1.963831e+01,2.128368e+01,2.098697e+01,4.709192e+01,6.725760e+01,7.099355e+01,7.502002e+01,8.226012e+01,8.621394e+01,8.863377e+01,9.309513e+01,8.546727e+01,6.391581e+01,2.802616e+01,1.216923e+01,8.417353e+00,1.194554e+01,1.086047e+01,1.160248e+01
7.231244e+00,2.468748e+00,2.843222e+00,5.659943e+00,7.008083e+00,9.566288e+00,9.624828e+00,5.292120e+00,-1.354315e+01,-4.239095e+01,-4.957998e+01,-4.834730e+01,-4.603945e+01,-4.976175e+01,-4.891865e+01,-5.050165e+01,-3.241405e+01,-1.205266e+01,7.745440e-01,1.135658e+01,1.608901e+01,1.534291e+01,1.712236e+01
3.264532e+00,3.251435e-01,-1.720435e-01,5.294252e-01,2.060349e+00,6.761956e+00,8.758237e+00,-9.804698e+00,-1.104236e+01,-1.107578e+01,-3.237361e+00,1.345561e+01,2.488912e+01,2.234321e+01,1.158183e+01,6.608571e+00,1.138398e+01,1.247856e+01,4.615842e+00,5.495399e+00,2.217856e+00,2.499890e+00,3.263950e+00
1.894756e+00,-3.124961e+00,6.401566e-01,3.733547e+00,2.287445e+00,5.314630e+00,7.005780e+00,-5.171924e-01,-7.003487e+00,-2.108730e+01,-2.241858e+01,-1.736117e+01,-2.080169e+01,-2.255156e+01,-2.801288e+01,-2.725677e+01,-1.836113e+01,-3.273111e+00,3.672645e+00,3.106794e+00,-2.438196e+00,-1.568401e+00,-7.759318e-01
-3.581506e-02,-5.045236e+00,7.520933e-01,1.032749e+00,-2.048555e+00,-3.857245e-01,3.063911e-01,1.116128e+01,9.337313e+00,3.796815e+00,5.798467e+00,1.127622e+01,1.473444e+01,1.927052e+01,1.878023e+01,2.114571e+01,1.506227e+01,1.518031e+00,-3.496469e-01,3.870486e+00,3.130116e+00,4.024576e+00,5.412083e+00
2.067252e-01,-1.475973e+00,-1.869408e+00,-4.928764e+00,-5.318966e+00,-4.137046e+00,-3.564160e+00,1.806402e+00,4.204323e+00,5.461690e+00,3.117561e+00,9.127282e-01,6.903798e+00,1.082907e+01,1.591291e+01,2.031822e+01,1.745796e+01,5.176838e+00,8.901950e-01,-3.504848e+00,-2.491669e+00,-7.785845e-01,7.677373e-01
-7.536019e-01,-2.323649e+00,-3.484662e+00,-1.976892e+00,-3.183264e+00,-4.832707e+00,-3.264278e+00,-8.139021e-01,-2.790942e+00,-8.461052e+00,-8.898446e+00,-1.073737e+01,-8.767462e+00,-1.167070e+01,-8.464285e+00,-1.244261e+01,-1.569434e+01,-1.408040e+01,-9.041203e+00,-6.862248e+00,-8.883566e+00,-9.315023e+00,-9.632879e+00
-3.599236e+00,-7.249855e+00,-5.325994e+00,-4.206323e+00,-3.670674e+00,-5.673885e+00,-2.658556e+00,-1.703928e+01,-2.158739e+01,-1.753557e+01,-1.532307e+01,-1.388819e+01,-1.585560e+01,-1.405944e+01,-7.390956e+00,-1.237888e+01,-1.100702e+01,-1.970534e+00,-5.145341e+00,-5.217292e+00,-8.251758e+00,-9.604727e+00,-8.939934e+00
