Coeff 1,Coeff 2,Coeff 3,Coeff 4,Coeff 5,Coeff 6,Coeff 7,Coeff 8,Coeff 9,Coeff 10,Coeff 11,Coeff 12,Coeff 13,Coeff 14,Coeff 15,Coeff 16,Coeff 17,Coeff 18,Coeff 19,Coeff 20,Coeff 21,Coeff 22,Coeff 23
-5.479944e+02,-5.479944e+02,-5.479944e+02,-5.479944e+02,-5.479944e+02,-5.479944e+02,-5.479944e+02,-5.451859e+02,-2.004193e+02,-9.436262e+01,-8.504713e+01,-1.326098e+02,-1.617665e+02,-2.170427e+02,-2.821459e+02,-3.390618e+02,-3.963001e+02,-4.334314e+02,-4.481595e+02,-4.811595e+02,-5.026818e+02,-5.252906e+02,-5.454703e+02
0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.211429e-01,1.374100e+02,1.257300e+02,1.186108e+02,1.242957e+02,1.135288e+02,1.161849e+02,1.164725e+02,1.110502e+02,1.059273e+02,1.105940e+02,1.090104e+02,7.786215e+01,5.457058e+01,2.998965e+01,3.514932e+00
0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.068038e+00,-9.182761e+01,-9.726299e+01,-1.041965e+02,-9.998724e+01,-6.803731e+01,-1.427801e+01,2.464048e+01,3.776754e+01,4.678534e+01,4.836897e+01,4.567361e+01,4.254851e+01,3.431464e+01,2.473367e+01,3.352441e+00
0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-2.732534e-01,-3.567275e+01,-2.931846e+01,-4.782710e+00,5.383871e+01,8.105981e+01,9.727115e+01,9.329150e+01,7.660902e+01,5.418549e+01,1.929918e+01,5.292906e+00,1.572597e+01,1.866871e+01,1.858537e+01,3.088545e+00
0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-2.397339e+00,-2.502011e+01,-3.079980e+01,-4.336440e+01,-6.303453e+01,-6.926009e+01,-7.577025e+01,-6.961283e+01,-4.835361e+01,-2.064019e+01,-4.154587e+00,1.556796e+00,8.223820e+00,1.363881e+01,1.296533e+01,2.733227e+00
0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.022400e+00,-1.028436e+01,-1.142313e+01,-2.916029e+01,-3.784315e+01,-3.480470e+01,-3.153583e+01,-2.084874e+01,-3.505139e+00,6.800434e+00,9.641659e+00,8.838750e+00,8.776566e+00,1.233723e+01,7.733668e+00,2.299682e+00
0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-1.693945e+00,-3.628677e+01,-3.406480e+01,-3.223419e+01,-2.697695e+01,-1.299623e+01,-3.521755e+00,-1.613079e+00,7.952298e+00,8.071641e+00,3.919235e+00,2.545390e+00,3.514893e+00,6.328901e+00,2.292781e+00,1.803626e+00
0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,7.849402e-01,2.281427e+01,2.363219e+01,1.209516e+01,-1.051771e+01,-2.268233e+01,-4.545856e+01,-6.779025e+01,-6.335927e+01,-4.855862e+01,-2.813519e+01,-1.327160e+01,-7.692072e+00,-4.102869e+00,-3.006228e+00,1.262499e+00
0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-3.405476e-01,3.089592e+00,2.564615e+00,-2.174187e+00,-1.200926e+01,-2.001024e+01,-2.334330e+01,-2.020989e+01,-1.223984e+01,-1.245115e+01,-2.346866e+01,-2.293577e+01,-1.583925e+01,-1.219723e+01,-6.878818e+00,6.946285e-01
0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-2.382973e+00,-6.929719e+00,2.666559e+00,-1.024061e+00,-3.204339e+01,-3.314181e+01,-3.023346e+01,-2.418103e+01,-2.454188e+01,-2.140297e+01,-2.682590e+01,-2.354820e+01,-1.633949e+01,-1.369170e+01,-8.431683e+00,1.184346e-01
0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.927774e-01,-4.107508e+00,-1.231533e+01,-1.305021e+01,-5.559243e+00,-8.181840e+00,-1.851880e+01,-3.010268e+01,-4.098745e+01,-3.550077e+01,-3.027304e+01,-1.890978e+01,-1.274574e+01,-1.069162e+01,-8.142883e+00,-4.483167e-01
0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-2.376606e+00,-3.975104e+01,-2.702979e+01,-1.294717e+01,-1.260997e+01,-1.322595e+01,-1.282682e+01,-1.291564e+01,-4.732238e+00,8.741356e-01,-1.052776e+01,-1.390428e+01,-9.962093e+00,-7.845160e+00,-7.380706e+00,-9.891111e-01
0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.448287e+00,-4.307113e+00,-7.660628e+00,-6.569224e+00,5.183242e+00,9.409230e-01,1.968200e+00,-6.036363e+00,-1.218253e+01,-1.763625e+01,-1.763703e+01,-1.260133e+01,-8.969290e+00,-7.356174e+00,-7.125022e+00,-1.489170e+00
