Coeff 1,Coeff 2,Coeff 3,Coeff 4,Coeff 5,Coeff 6,Coeff 7,Coeff 8,Coeff 9,Coeff 10,Coeff 11,Coeff 12,Coeff 13,Coeff 14,Coeff 15,Coeff 16,Coeff 17,Coeff 18,Coeff 19,Coeff 20,Coeff 21,Coeff 22,Coeff 23,Coeff 24,Coeff 25,Coeff 26,Coeff 27,Coeff 28,Coeff 29,Coeff 30,Coeff 31,Coeff 32,Coeff 33,Coeff 34,Coeff 35,Coeff 36,Coeff 37,Coeff 38,Coeff 39,Coeff 40,Coeff 41,Coeff 42,Coeff 43,Coeff 44,Coeff 45,Coeff 46
-5.081452e+02,-5.063964e+02,-5.053901e+02,-5.066097e+02,-5.062001e+02,-5.046270e+02,-5.036504e+02,-5.041559e+02,-4.362287e+02,-2.847696e+02,-1.735556e+02,-1.270531e+02,-1.371173e+02,-1.717735e+02,-1.992775e+02,-2.152990e+02,-2.181946e+02,-2.217121e+02,-2.230756e+02,-2.205472e+02,-2.090250e+02,-1.967114e+02,-1.817800e+02,-1.755456e+02,-1.842921e+02,-2.026442e+02,-2.344216e+02,-2.709178e+02,-3.047535e+02,-3.334159e+02,-3.655686e+02,-4.064706e+02,-4.506062e+02,-4.806124e+02,-4.993620e+02,-5.027860e+02,-5.061314e+02,-5.076747e+02,-5.067806e+02,-5.077652e+02,-4.977148e+02,-4.809162e+02,-4.758705e+02,-4.785758e+02,-4.848102e+02,-4.945118e+02
1.496598e+01,1.732922e+01,1.872397e+01,1.705904e+01,1.759892e+01,1.989347e+01,2.120541e+01,2.053392e+01,8.917168e+01,1.573133e+02,1.471439e+02,1.346974e+02,1.169154e+02,1.019427e+02,1.041779e+02,1.157747e+02,1.149944e+02,1.123932e+02,1.126387e+02,1.108334e+02,1.015090e+02,9.930800e+01,1.108503e+02,1.273645e+02,1.467908e+02,1.540157e+02,1.549730e+02,1.616785e+02,1.779204e+02,1.813452e+02,1.617789e+02,1.249119e+02,7.712018e+01,4.471362e+01,2.403230e+01,2.087912e+01,1.694223e+01,1.525600e+01,1.658037e+01,1.566806e+01,2.230939e+01,3.151137e+01,3.294932e+01,3.449495e+01,3.155228e+01,2.383285e+01
1.385231e+01,1.598538e+01,1.720576e+01,1.575528e+01,1.613890e+01,1.850319e+01,1.964393e+01,1.915039e+01,2.921670e+01,9.714771e+00,-4.664366e+00,-1.525833e+01,-1.685179e+01,3.762635e+00,1.126603e+01,1.280436e+01,1.053532e+01,9.186263e+00,1.292277e+01,1.915049e+01,1.313807e+01,6.079180e+00,-3.358090e+00,-1.173237e+01,-1.080252e+01,-1.090752e+00,1.319614e+01,2.528589e+01,2.451401e+01,3.616320e+01,5.030070e+01,5.043810e+01,3.231152e+01,2.311367e+01,1.629424e+01,1.631404e+01,1.456010e+01,1.405200e+01,1.512607e+01,1.487700e+01,9.283266e+00,-1.583339e+00,-6.424983e+00,1.376152e+00,5.919214e+00,7.040978e+00
1.258401e+01,1.449226e+01,1.533197e+01,1.429728e+01,1.434028e+01,1.649148e+01,1.743648e+01,1.734135e+01,-1.642226e+01,-6.757837e+01,-7.647130e+01,-7.872044e+01,-6.979878e+01,-5.905096e+01,-6.003496e+01,-5.613612e+01,-5.530292e+01,-5.317393e+01,-4.824883e+01,-5.131757e+01,-5.236871e+01,-5.006662e+01,-5.225893e+01,-6.359850e+01,-8.044257e+01,-8.183524e+01,-7.078336e+01,-5.373179e+01,-4.513583e+01,-3.960214e+01,-2.304831e+01,-9.901151e+00,-7.385558e+00,3.891105e+00,1.016155e+01,1.264769e+01,1.311352e+01,1.243056e+01,1.314456e+01,1.374446e+01,6.282407e+00,-4.321542e+00,-7.863128e+00,-3.558049e+00,4.399607e-01,4.521414e+00
1.149458e+01,1.331588e+01,1.360484e+01,1.313547e+01,1.265204e+01,1.416460e+01,1.494149e+01,1.547299e+01,-2.513099e+01,-5.279676e+01,-5.836347e+01,-5.712233e+01,-5.180586e+01,-5.667669e+01,-4.310019e+01,-3.277327e+01,-3.350488e+01,-3.343107e+01,-3.250563e+01,-3.515128e+01,-3.653302e+01,-4.467710e+01,-4.733444e+01,-4.480114e+01,-4.765036e+01,-4.644916e+01,-4.408862e+01,-3.743406e+01,-3.729840e+01,-2.797410e+01,-2.826809e+01,-2.632888e+01,-1.984507e+01,-1.956681e+00,8.872948e+00,1.125762e+01,1.293497e+01,1.155994e+01,1.165969e+01,1.242800e+01,1.217204e+01,9.705739e+00,6.829233e+00,4.175481e+00,6.041959e+00,1.069409e+01
1.048595e+01,1.230556e+01,1.215239e+01,1.221689e+01,1.113795e+01,1.174724e+01,1.237873e+01,1.362466e+01,-1.252538e+01,1.426036e+01,2.529403e+01,3.054153e+01,4.275774e+01,4.793787e+01,5.024590e+01,4.296936e+01,4.275648e+01,4.888279e+01,5.824488e+01,6.288273e+01,6.375704e+01,5.830038e+01,4.665590e+01,4.037065e+01,3.680528e+01,3.220163e+01,1.774160e+01,4.319591e+00,5.109794e+00,3.705049e+00,-3.643817e+00,-9.855934e+00,-6.465506e+00,4.214629e+00,9.697046e+00,1.073674e+01,1.182239e+01,1.027493e+01,1.017032e+01,1.099748e+01,1.621978e+01,1.570719e+01,1.040140e+01,5.268681e+00,7.653584e+00,1.182144e+01
9.190812e+00,1.100515e+01,1.073886e+01,1.110230e+01,9.542986e+00,9.339300e+00,9.821992e+00,1.162555e+01,-4.518100e+00,-1.209237e+01,-1.155300e+01,-1.612360e+01,-1.207794e+01,-9.916444e+00,-7.920118e+00,-9.215734e+00,-1.302454e+01,-1.358702e+01,-1.018156e+01,-1.110777e+01,-1.294470e+01,-1.311258e+01,-1.241898e+01,-1.640792e+01,-2.744539e+01,-2.517560e+01,-1.940785e+01,-1.570105e+01,-7.642778e+00,9.453609e+00,1.254603e+01,1.154442e+01,1.377833e+01,1.338123e+01,9.782956e+00,9.295612e+00,8.903804e+00,9.002613e+00,8.910606e+00,9.428390e+00,1.440718e+01,1.612213e+01,1.174153e+01,6.760015e+00,8.559111e+00,8.514671e+00
7.393087e+00,9.084995e+00,9.054744e+00,9.415880e+00,7.620493e+00,6.960030e+00,7.310886e+00,9.294229e+00,-6.309394e+00,-1.679758e+01,-1.967976e+01,-1.764404e+01,-6.699537e+00,-1.421440e+00,1.858889e+00,7.536123e+00,1.070348e+01,9.095226e+00,9.445378e+00,1.099374e+01,1.436081e+01,1.776077e+01,1.870148e+01,1.954703e+01,1.740267e+01,1.728479e+01,1.641391e+01,1.467335e+01,9.377963e+00,8.649335e+00,1.287807e+01,1.751846e+01,2.203213e+01,1.624734e+01,7.805413e+00,6.894501e+00,5.425881e+00,6.980697e+00,7.097772e+00,7.672025e+00,9.642754e+00,1.437505e+01,1.207742e+01,7.768727e+00,8.310108e+00,5.636819e+00
5.302621e+00,6.816182e+00,7.033191e+00,7.221150e+00,5.412997e+00,4.630663e+00,4.959147e+00,6.662993e+00,-4.557372e+00,8.310876e+00,1.632127e+01,2.059016e+01,1.988503e+01,1.265630e+01,5.526869e+00,6.572790e+00,9.694533e+00,4.234498e+00,4.058319e+00,9.787620e+00,5.179685e+00,9.834740e-01,-6.089186e-01,4.752608e+00,1.044744e+01,1.106174e+01,1.316272e+01,1.815245e+01,1.354735e+01,6.828850e+00,4.365212e+00,7.041430e+00,1.394936e+01,1.126745e+01,5.379506e+00,4.577341e+00,3.714698e+00,5.323700e+00,5.207046e+00,5.746069e+00,4.989557e+00,6.045246e+00,4.461498e+00,2.260211e+00,2.668149e+00,2.568707e+00
3.419775e+00,4.803016e+00,4.936560e+00,4.992790e+00,3.241759e+00,2.426398e+00,2.948992e+00,4.001508e+00,7.402233e+00,-1.263988e+01,-1.420695e+01,-1.419892e+01,-9.298336e+00,-5.929331e+00,-9.242193e+00,-1.125487e+01,-1.467228e+01,-1.804718e+01,-1.242076e+01,-6.323605e+00,-6.831737e+00,-7.446321e+00,-7.275636e+00,-1.218890e+01,-1.518142e+01,-1.733524e+01,-1.920741e+01,-1.775536e+01,-1.417506e+01,-4.021153e+00,-3.716351e+00,-5.903450e+00,-7.105247e-01,2.677404e+00,2.548248e+00,2.615106e+00,3.419471e+00,3.331846e+00,2.854381e+00,3.773821e+00,2.418654e+00,-2.797669e+00,-3.040582e+00,-3.388266e+00,-2.827184e+00,5.457896e-01
