Coeff 1,Coeff 2,Coeff 3,Coeff 4,Coeff 5,Coeff 6,Coeff 7,Coeff 8,Coeff 9,Coeff 10,Coeff 11,Coeff 12,Coeff 13,Coeff 14,Coeff 15,Coeff 16,Coeff 17,Coeff 18,Coeff 19,Coeff 20,Coeff 21,Coeff 22,Coeff 23,Coeff 24,Coeff 25,Coeff 26,Coeff 27,Coeff 28,Coeff 29,Coeff 30,Coeff 31,Coeff 32,Coeff 33,Coeff 34,Coeff 35,Coeff 36,Coeff 37,Coeff 38,Coeff 39
-4.506763e+02,-4.346128e+02,-4.593331e+02,-4.855782e+02,-4.897203e+02,-4.609621e+02,-2.554409e+02,-1.293885e+02,-6.575453e+01,-4.627996e+01,-4.910564e+01,-6.919714e+01,-8.874677e+01,-5.032239e+01,-4.411528e+01,-5.368055e+01,-5.326059e+01,-4.698831e+01,-3.767672e+01,-5.731426e+01,-7.265454e+01,-9.259913e+01,-1.314548e+02,-1.782489e+02,-2.478033e+02,-3.412863e+02,-4.277531e+02,-4.731370e+02,-4.872093e+02,-4.925634e+02,-4.935577e+02,-4.941554e+02,-4.902303e+02,-4.875239e+02,-4.837073e+02,-4.814209e+02,-4.834825e+02,-4.831122e+02,-4.986441e+02
6.668543e+01,7.854018e+01,7.678074e+01,7.272321e+01,7.419362e+01,8.638504e+01,1.115278e+02,1.169753e+02,9.704446e+01,7.409979e+01,5.958519e+01,5.791339e+01,7.113648e+01,7.704958e+01,7.199610e+01,6.836488e+01,7.491704e+01,6.590433e+01,6.136735e+01,6.331454e+01,7.016942e+01,8.390452e+01,1.085171e+02,1.135126e+02,9.840259e+01,9.425449e+01,9.861118e+01,8.323454e+01,7.439953e+01,6.999548e+01,6.654408e+01,6.567828e+01,6.947627e+01,6.987330e+01,6.447129e+01,6.422250e+01,6.303407e+01,5.931807e+01,4.933617e+01
-6.102478e+00,-9.543318e+00,-1.307566e+00,8.396756e+00,1.211824e+01,-1.882980e+00,-4.908502e+01,-5.300968e+01,-5.167614e+01,-5.954781e+01,-6.070136e+01,-5.816772e+01,-6.261842e+01,-7.247495e+01,-6.155084e+01,-5.538473e+01,-7.386478e+01,-1.054810e+02,-1.085111e+02,-9.687923e+01,-9.205586e+01,-8.548795e+01,-7.284415e+01,-5.872214e+01,-5.049522e+01,-5.298043e+01,-3.218293e+01,2.387192e+00,9.383932e+00,9.611882e+00,2.177786e+00,5.377244e-01,2.284897e+00,2.039521e+00,1.494298e+00,4.180146e+00,8.291931e+00,7.104788e+00,8.852942e+00
1.061540e+01,9.255493e+00,5.227520e+00,-3.563926e+00,-2.683175e+00,-1.397949e+01,-2.924585e+01,-3.237374e+01,-2.757683e+01,-1.720590e+01,-1.298356e+01,-7.016812e+00,-3.206008e+00,-1.387265e+01,-2.532021e+01,-2.253386e+01,-1.598476e+01,6.201852e+00,7.373736e+00,3.708323e+00,3.425737e+00,3.663223e+00,-1.021928e+01,-3.127496e+01,-3.471410e+01,-3.617875e+01,-2.411354e+01,-7.353434e+00,1.356385e-01,4.622475e-01,-5.351147e+00,-7.850332e+00,-7.774317e+00,-5.352633e+00,2.866344e+00,6.219115e+00,1.054888e+01,1.356659e+01,1.178104e+01
6.596561e+00,9.808125e+00,1.252070e+01,1.065968e+01,1.375725e+01,-1.702003e+00,-3.221558e+01,-3.686090e+01,-4.005848e+01,-2.911768e+01,-1.992407e+01,-1.595618e+01,-1.213174e+01,-7.551461e+00,-4.654811e+00,-2.069338e+00,-1.826865e-01,2.095221e+00,-2.177425e+00,-3.594771e+00,-6.223442e-01,7.012214e+00,1.607693e+01,2.053500e+01,2.449492e+01,2.684829e+01,2.428223e+01,1.809182e+01,1.796615e+01,1.691292e+01,1.793224e+01,1.685936e+01,1.412511e+01,1.195139e+01,7.978289e+00,5.534536e+00,7.052446e+00,3.788420e+00,4.383887e-01
3.195233e+01,3.119394e+01,2.296301e+01,2.081855e+01,2.125833e+01,7.754805e+00,1.577095e+01,2.183541e+01,2.836177e+01,3.796350e+01,4.239008e+01,4.359731e+01,3.818851e+01,3.754848e+01,4.493765e+01,4.881335e+01,4.200133e+01,4.093604e+01,4.263335e+01,4.745379e+01,4.122529e+01,3.226392e+01,2.728292e+01,2.835515e+01,3.957517e+01,3.774149e+01,2.780548e+01,1.965309e+01,1.671882e+01,1.674606e+01,1.746642e+01,1.854123e+01,1.608826e+01,1.044070e+01,1.197577e+01,1.795171e+01,2.386007e+01,2.176111e+01,1.961743e+01
1.910199e-01,2.432263e+00,4.871462e-01,8.372564e+00,1.119769e+01,2.226480e+00,-4.117035e+01,-5.264993e+01,-4.974858e+01,-4.400337e+01,-4.077217e+01,-3.297618e+01,-2.885758e+01,-3.010541e+01,-2.754461e+01,-2.887481e+01,-3.167172e+01,-2.497453e+01,-2.512700e+01,-2.017921e+01,-1.896083e+01,-1.557666e+01,-1.141477e+01,-1.465950e+01,-1.468042e+01,-6.207000e+00,7.261240e+00,6.719701e+00,5.873373e+00,5.810752e+00,1.735349e+00,2.384187e+00,2.511744e+00,1.332442e+00,1.157878e+00,7.050084e+00,1.257795e+01,1.389489e+01,1.247601e+01
-1.187861e+01,-1.051620e+01,-9.723942e+00,1.200088e+00,1.316324e+00,1.003848e+00,-2.952134e+00,4.181239e+00,1.347065e+01,1.867587e+01,1.934576e+01,1.847137e+01,1.398927e+01,1.037040e+01,7.573092e+00,-3.837807e-01,-2.561932e+00,1.591519e+00,5.262152e+00,1.988554e+00,2.216749e+00,1.496122e+00,-2.263373e+00,-4.917165e+00,-5.040690e+00,-6.921413e+00,-7.059182e+00,1.147608e+00,1.360397e+00,-6.442820e-01,-1.453858e+00,-1.352051e+00,-1.592524e+00,1.592113e+00,-6.967257e+00,-1.021804e+01,-8.643083e+00,-6.789271e+00,-7.330090e+00
2.282114e+01,1.977881e+01,1.462157e+01,6.521942e+00,-1.090316e+00,1.718651e+01,3.342862e+01,2.882686e+01,2.893482e+01,2.977581e+01,2.892414e+01,2.629354e+01,2.224162e+01,2.483517e+01,2.161167e+01,1.549390e+01,1.278697e+01,1.391911e+01,1.325793e+01,6.104852e+00,9.021470e+00,1.400408e+01,1.400722e+01,5.786892e+00,1.723267e+00,-2.761110e+00,1.444635e+00,1.593946e+00,-1.080906e+00,-2.196039e+00,2.353128e+00,4.259280e+00,3.132773e+00,4.365808e+00,6.902896e+00,7.660644e+00,1.133317e+01,1.538458e+01,1.306259e+01
-8.974543e+00,-7.012751e+00,-5.969703e+00,-5.361752e+00,-2.932178e+00,8.542727e+00,1.275764e+01,1.291674e+01,1.795048e+01,2.138016e+01,2.114108e+01,1.779935e+01,1.075475e+01,4.002220e+00,-9.800553e-02,-3.215449e+00,-4.179596e+00,1.309441e+00,3.638058e+00,-4.222347e-01,2.662180e+00,4.101418e+00,7.049338e+00,1.291854e+01,1.653455e+01,2.050000e+01,7.521450e+00,2.929117e-01,-4.512060e+00,-3.307815e+00,-9.813020e-01,7.044830e-01,1.472282e+00,-2.403642e+00,-5.874399e+00,-5.590992e+00,-3.571277e+00,-5.560862e+00,-4.574678e+00
