Coeff 1,Coeff 2,Coeff 3,Coeff 4,Coeff 5,Coeff 6,Coeff 7,Coeff 8,Coeff 9,Coeff 10,Coeff 11,Coeff 12,Coeff 13,Coeff 14,Coeff 15,Coeff 16,Coeff 17,Coeff 18,Coeff 19,Coeff 20,Coeff 21,Coeff 22,Coeff 23,Coeff 24
-4.997505e+02,-4.905945e+02,-4.866957e+02,-4.553972e+02,-3.728613e+02,-2.512611e+02,-2.031196e+02,-1.756841e+02,-1.417719e+02,-1.359545e+02,-1.140783e+02,-1.068024e+02,-1.231645e+02,-9.942509e+01,-6.945674e+01,-6.789370e+01,-9.436201e+01,-1.604583e+02,-2.444168e+02,-3.275806e+02,-3.965333e+02,-4.492555e+02,-4.756300e+02,-4.860887e+02
2.417482e+01,3.289661e+01,3.507664e+01,4.046924e+01,5.235780e+01,6.340638e+01,7.368479e+01,6.605128e+01,4.468302e+01,3.825515e+01,3.250064e+01,2.649321e+01,3.665997e+01,3.453197e+01,3.370967e+01,5.362269e+01,9.695404e+01,1.331312e+02,1.445714e+02,1.397019e+02,1.112388e+02,6.910822e+01,4.516994e+01,3.452064e+01
1.665688e+01,1.784023e+01,1.520570e+01,3.094527e+01,4.083919e+01,1.103109e+01,-1.287380e+01,-2.786698e+01,-3.742032e+01,-3.518109e+01,-4.223088e+01,-4.892441e+01,-4.810932e+01,-4.457868e+01,-5.934529e+01,-7.468932e+01,-6.422667e+01,-3.749952e+01,-7.857445e+00,2.787451e+00,1.072462e+01,1.393608e+01,1.345474e+01,1.189247e+01
1.001725e+01,8.983765e+00,7.019530e+00,-8.726680e+00,-9.900206e+00,5.505786e+00,1.304591e+01,5.522150e+00,4.198413e+00,1.382255e+00,-1.769826e+00,-3.688728e+00,-8.462320e+00,-5.213531e+00,-6.500000e+00,-2.094647e+01,-3.357508e+01,-4.086735e+01,-3.296960e+01,-2.093580e+01,-1.978007e+01,-1.337584e+01,-4.285127e+00,1.603014e+00
7.623978e+00,1.074592e+01,1.264692e+01,2.073464e+01,2.759910e+01,3.003668e-01,-2.070140e+01,-3.090865e+01,-3.551913e+01,-3.001853e+01,-2.862560e+01,-3.037008e+01,-2.765657e+01,-3.038554e+01,-3.343268e+01,-3.435437e+01,-3.434602e+01,-1.939391e+01,-1.267816e+01,-1.626278e+00,7.392241e-02,-7.437427e+00,-1.332526e+00,6.664124e+00
8.799253e+00,1.539018e+01,1.732168e+01,9.931234e+00,-1.137536e+01,3.274588e+00,2.068402e+01,3.952328e+01,4.709299e+01,4.747395e+01,4.974779e+01,5.539346e+01,5.360785e+01,5.561259e+01,5.091624e+01,4.326151e+01,3.251199e+01,2.110679e+01,1.577056e+01,8.443324e+00,3.670729e+00,3.412486e+00,8.200145e+00,1.412973e+01
1.030806e+01,1.441866e+01,1.193596e+01,1.480071e+01,-5.110958e+00,-2.610445e+01,-3.161096e+01,-2.837844e+01,-3.013092e+01,-3.214488e+01,-3.178640e+01,-2.666807e+01,-2.483511e+01,-3.042699e+01,-3.121515e+01,-3.383945e+01,-3.656669e+01,-3.618869e+01,-2.829134e+01,-1.173751e+01,-8.000475e+00,7.084383e+00,1.273531e+01,1.553624e+01
9.581507e+00,8.144355e+00,2.769475e+00,-6.536745e-01,-7.039300e-01,8.218151e+00,2.764743e+01,3.717565e+01,3.722430e+01,3.557738e+01,3.638718e+01,4.236694e+01,3.971410e+01,4.052889e+01,4.047482e+01,3.307023e+01,2.329016e+01,1.124343e+01,9.311114e+00,7.958539e+00,2.206826e+00,1.038710e+01,1.150192e+01,1.206617e+01
6.475336e+00,2.422370e+00,-6.066979e-01,4.796520e-02,-1.680791e+01,-8.503996e+00,-5.893567e+00,1.245202e+00,-2.916842e+00,-9.335976e+00,-1.229152e+01,-8.061547e+00,-3.977780e+00,-3.954218e+00,2.227778e+00,5.531053e+00,8.754325e+00,6.144400e+00,1.036289e+01,1.254394e+01,1.569541e+01,1.370162e+01,7.449082e+00,7.125967e+00
2.577043e+00,-1.490782e-01,1.519235e+00,3.264088e+00,-1.063097e+01,-2.312889e+01,-1.765585e+01,-6.480163e+00,-2.831218e+00,-5.105275e+00,-7.680979e+00,-9.388080e+00,-1.182884e+01,-6.936250e+00,-1.793273e+00,-2.238522e+00,3.337170e-01,9.280677e-01,7.969844e+00,5.224195e+00,7.117924e+00,1.070422e+01,2.540015e+00,2.617481e+00
