Coeff 1,Coeff 2,Coeff 3,Coeff 4,Coeff 5,Coeff 6,Coeff 7,Coeff 8,Coeff 9,Coeff 10,Coeff 11,Coeff 12,Coeff 13,Coeff 14,Coeff 15,Coeff 16,Coeff 17,Coeff 18,Coeff 19,Coeff 20,Coeff 21,Coeff 22,Coeff 23,Coeff 24,Coeff 25,Coeff 26,Coeff 27,Coeff 28,Coeff 29,Coeff 30,Coeff 31,Coeff 32,Coeff 33,Coeff 34,Coeff 35,Coeff 36,Coeff 37,Coeff 38,Coeff 39,Coeff 40,Coeff 41,Coeff 42,Coeff 43,Coeff 44,Coeff 45,Coeff 46,Coeff 47,Coeff 48,Coeff 49,Coeff 50,Coeff 51
-4.999736e+02,-4.795284e+02,-4.821618e+02,-4.818821e+02,-4.804275e+02,-4.786219e+02,-4.825639e+02,-4.865167e+02,-4.826765e+02,-4.768780e+02,-4.753608e+02,-3.985285e+02,-2.922718e+02,-2.340570e+02,-1.953111e+02,-1.381717e+02,-1.115716e+02,-1.106643e+02,-1.037503e+02,-9.885218e+01,-9.459935e+01,-8.296760e+01,-7.835837e+01,-8.001555e+01,-7.801001e+01,-7.410729e+01,-7.239423e+01,-6.061243e+01,-5.400145e+01,-6.552985e+01,-7.393005e+01,-7.169971e+01,-5.332680e+01,-2.966579e+01,-4.087926e+01,-9.588155e+01,-1.517026e+02,-2.032492e+02,-2.788519e+02,-3.507805e+02,-4.111485e+02,-4.448459e+02,-4.646238e+02,-4.655847e+02,-4.677752e+02,-4.751623e+02,-4.774240e+02,-4.781432e+02,-4.773127e+02,-4.730778e+02,-4.800293e+02
5.644967e+01,7.377974e+01,7.128008e+01,7.091531e+01,7.213353e+01,7.534551e+01,7.170244e+01,6.611240e+01,7.011156e+01,7.457845e+01,7.322487e+01,1.205855e+02,1.417878e+02,1.390615e+02,1.283776e+02,1.099652e+02,9.694788e+01,9.281738e+01,7.853874e+01,6.805148e+01,6.793220e+01,6.543499e+01,6.328335e+01,6.501959e+01,6.565482e+01,6.872351e+01,6.462294e+01,6.409070e+01,7.128739e+01,7.269124e+01,6.991919e+01,5.640455e+01,4.883932e+01,5.528075e+01,6.610870e+01,9.378816e+01,1.207479e+02,1.296811e+02,1.344601e+02,1.203555e+02,9.139075e+01,7.547069e+01,6.608917e+01,7.065849e+01,7.412387e+01,6.849519e+01,6.855251e+01,7.123064e+01,7.294897e+01,7.695364e+01,7.253735e+01
2.404880e+01,2.117759e+01,2.125176e+01,1.982340e+01,1.970614e+01,2.300310e+01,2.268458e+01,1.731193e+01,1.866025e+01,1.960335e+01,1.760189e+01,3.212690e+01,1.114416e+01,-9.442707e+00,-1.792166e+01,-2.112569e+01,-3.368083e+01,-3.580456e+01,-2.918413e+01,-2.036258e+01,-2.174275e+01,-3.587317e+01,-3.752342e+01,-3.929548e+01,-4.245898e+01,-4.352405e+01,-4.591752e+01,-5.654618e+01,-5.925174e+01,-4.874787e+01,-4.269665e+01,-4.313167e+01,-5.361653e+01,-6.279556e+01,-7.265463e+01,-6.062068e+01,-3.687538e+01,-3.259226e+01,-2.248287e+01,-1.339989e+01,-7.378736e+00,2.013063e+00,6.117857e+00,1.299116e+01,1.410231e+01,1.142067e+01,1.153031e+01,1.574208e+01,1.738874e+01,1.807120e+01,2.036089e+01
7.927984e+00,-1.657878e+00,-1.577404e-01,-2.882558e+00,-3.144933e+00,-1.807352e+00,3.541909e-01,-4.473368e+00,-4.187358e+00,-4.967424e-01,2.365541e+00,4.528765e+01,5.654224e+01,5.148538e+01,4.218074e+01,2.054781e+01,1.023492e+01,-2.052611e-02,-1.488299e+01,-1.594932e+01,-1.657110e+01,-1.997763e+01,-1.747420e+01,-1.729309e+01,-1.828582e+01,-1.530784e+01,-9.381258e+00,-1.443000e+01,-1.390185e+01,-1.038530e+01,-9.901825e+00,-8.526001e+00,-1.059878e+01,-1.129913e+01,-9.125663e+00,-9.325781e+00,-1.301149e+01,-1.504152e+01,-9.120290e+00,-4.836280e+00,2.883252e+00,6.806181e+00,8.097277e+00,1.111214e+01,3.098679e+00,-2.259958e+00,-4.331380e+00,-2.541536e+00,-1.973291e+00,-1.453649e+00,1.104444e-01
1.118921e+01,8.232157e+00,1.043069e+01,7.118638e+00,7.757784e+00,6.746452e+00,8.741180e+00,5.326195e+00,6.027119e+00,1.041983e+01,1.535675e+01,2.806409e+01,1.485529e+00,-8.780447e+00,-1.765510e+01,-2.033620e+01,-8.747617e+00,-9.063992e+00,-1.021087e+01,-1.068322e+01,-1.059564e+01,-8.770850e+00,-2.441349e+00,1.060217e+00,3.937436e+00,6.357175e+00,9.847886e+00,4.475737e-01,-1.870632e+00,-9.978919e-01,6.251438e+00,5.045090e+00,-2.897099e+00,-7.552985e+00,-1.332263e+01,-6.080134e+00,-1.502668e+00,-9.827834e-01,4.041964e+00,4.647779e+00,-2.923769e+00,-3.985823e-01,8.094175e+00,9.419073e+00,7.558738e+00,4.539927e+00,6.359380e+00,1.019310e+01,9.944849e+00,1.185976e+01,1.115858e+01
1.472498e+01,1.640990e+01,1.996717e+01,1.847866e+01,2.065137e+01,1.935128e+01,1.781427e+01,1.760088e+01,1.732834e+01,1.682614e+01,2.083600e+01,-4.599846e+00,-1.347091e+01,-9.185862e+00,-1.235966e-01,3.658752e+00,8.535352e+00,1.009946e+01,1.446786e+01,1.770137e+01,2.052925e+01,1.962618e+01,2.195643e+01,2.086840e+01,1.988123e+01,2.043139e+01,1.717775e+01,1.424024e+01,1.532494e+01,1.436585e+01,1.312640e+01,1.574253e+01,1.245403e+01,1.154785e+01,1.045803e+01,1.016247e+01,1.256564e+01,4.930470e+00,-7.545573e+00,-5.030192e+00,1.187287e+01,1.142864e+01,1.612368e+01,1.270335e+01,1.278964e+01,1.306292e+01,1.535014e+01,2.013235e+01,1.834505e+01,1.837394e+01,1.715881e+01
9.693953e+00,9.537360e+00,1.219126e+01,1.153982e+01,1.561167e+01,1.656314e+01,1.388960e+01,1.664245e+01,1.383466e+01,1.163874e+01,1.022816e+01,-1.499824e+01,-1.025045e+01,-8.462988e+00,-1.315284e+01,-2.305296e+01,-1.968374e+01,-1.021869e+01,-2.634111e+00,1.669347e+00,1.093524e+00,-1.546234e+00,-1.130410e+00,-5.720348e+00,-5.625406e+00,-5.971125e+00,-1.036366e+01,-8.196309e+00,-3.519739e+00,-3.647938e+00,-4.042969e+00,-6.757997e+00,-9.295485e+00,-7.687121e+00,-8.194702e+00,-6.581635e+00,6.863548e+00,1.356077e+01,1.986481e+01,1.943396e+01,2.689478e+01,2.293445e+01,2.000646e+01,1.704399e+01,1.376920e+01,1.253720e+01,1.226029e+01,1.516633e+01,1.276490e+01,1.093357e+01,8.889809e+00
3.798625e+00,3.285496e+00,2.752815e+00,1.444378e+00,5.713036e+00,7.806324e+00,7.580232e+00,9.408117e+00,6.287877e+00,7.868682e+00,2.672008e+00,-1.212220e+01,-2.299384e+00,6.854337e+00,1.328620e+01,1.312895e+01,2.083619e+01,2.176638e+01,1.867190e+01,1.768236e+01,1.194748e+01,1.041819e+01,1.443530e+01,1.442703e+01,1.546511e+01,1.567912e+01,1.668112e+01,1.536842e+01,1.320449e+01,1.394431e+01,1.923587e+01,2.305828e+01,2.487135e+01,2.129131e+01,1.692937e+01,1.271345e+01,5.669251e+00,6.523344e+00,6.823905e-02,-3.928875e+00,5.200206e+00,3.478397e+00,3.002726e+00,3.518413e+00,5.400583e+00,2.725828e+00,2.709162e+00,5.986470e+00,5.979313e+00,6.813764e+00,4.755013e+00
2.426666e+00,5.445960e+00,3.939426e+00,3.372582e+00,5.612844e+00,5.589560e+00,5.444502e+00,3.873339e+00,4.272856e+00,7.695209e+00,5.840487e+00,-1.353383e+01,-9.837187e+00,-9.065487e+00,-1.018563e+01,-1.680495e+01,-1.812300e+01,-1.658043e+01,-1.930668e+01,-2.149475e+01,-2.809450e+01,-3.247398e+01,-3.131757e+01,-2.752965e+01,-2.459051e+01,-2.270718e+01,-2.520572e+01,-2.858287e+01,-2.838724e+01,-2.882999e+01,-3.045187e+01,-3.275793e+01,-3.444071e+01,-3.990281e+01,-4.245670e+01,-3.525103e+01,-2.542426e+01,-1.648994e+01,-6.830483e+00,-1.358488e+00,3.064901e+00,1.108616e+00,4.052884e+00,3.015680e+00,5.365483e+00,3.771394e+00,2.059695e+00,5.617556e+00,7.105653e+00,1.006091e+01,8.512672e+00
1.768824e+00,6.067849e+00,6.308507e+00,6.829526e+00,7.167949e+00,5.152631e+00,2.269349e+00,-5.412068e-01,3.802837e+00,5.700120e+00,5.090689e+00,-2.731038e+01,-2.697039e+01,-2.177471e+01,-7.144880e+00,2.635569e+00,1.232285e+01,1.713499e+01,1.834980e+01,1.808842e+01,1.436808e+01,1.491207e+01,1.645635e+01,1.542614e+01,1.505831e+01,1.241279e+01,7.834512e+00,7.776778e+00,7.962032e+00,6.684451e+00,8.728146e+00,7.208854e+00,3.296673e+00,-9.386282e+00,-1.306654e+01,-1.061961e+01,-1.131177e+01,-1.287813e+01,-1.039264e+01,-2.766816e+00,2.024548e+00,7.114626e+00,1.556003e+01,1.363901e+01,1.083662e+01,9.511669e+00,4.931154e+00,7.148513e+00,7.982250e+00,8.082660e+00,6.790889e+00
