Coeff 1,Coeff 2,Coeff 3,Coeff 4,Coeff 5,Coeff 6,Coeff 7,Coeff 8,Coeff 9,Coeff 10,Coeff 11,Coeff 12,Coeff 13,Coeff 14,Coeff 15,Coeff 16,Coeff 17,Coeff 18,Coeff 19,Coeff 20,Coeff 21,Coeff 22,Coeff 23
-5.374954e+02,-5.173568e+02,-5.213499e+02,-5.232128e+02,-5.164294e+02,-4.232648e+02,-2.401948e+02,-1.212963e+02,-8.086754e+01,-9.256861e+01,-8.237694e+01,-6.139009e+01,-5.945556e+01,-7.311404e+01,-1.016211e+02,-1.444756e+02,-1.725818e+02,-2.192600e+02,-3.143655e+02,-4.221224e+02,-4.849522e+02,-5.064193e+02,-5.198271e+02
6.438641e+01,7.682959e+01,7.179604e+01,7.005696e+01,7.442413e+01,5.067419e+01,6.284007e+01,5.053095e+01,3.123716e+01,2.239533e+01,1.960355e+01,1.729434e+01,3.009560e+01,4.925993e+01,6.369830e+01,7.207699e+01,8.528563e+01,9.616618e+01,1.174931e+02,1.213799e+02,9.830403e+01,8.571456e+01,7.720761e+01
2.378955e+01,1.834646e+01,1.402704e+01,1.211933e+01,1.366001e+01,-6.521033e+00,-2.650308e+01,-3.135843e+01,-2.994328e+01,-2.666793e+01,-2.932489e+01,-3.843678e+01,-4.408070e+01,-4.245448e+01,-3.362969e+01,-2.374944e+01,-2.365926e+01,-2.039456e+01,-1.222469e+01,-4.218973e+00,1.047239e+00,1.134104e+01,1.839126e+01
8.422071e+00,8.354361e+00,6.463561e+00,2.439325e+00,5.640310e+00,2.085987e+00,-1.740005e+01,-9.343290e+00,5.442563e+00,5.465439e+00,-7.128878e+00,-1.260860e+01,-2.440933e+01,-3.125337e+01,-3.415967e+01,-3.260297e+01,-2.965270e+01,-2.774007e+01,-2.935986e+01,-2.308645e+01,-1.529082e+01,-4.710995e+00,2.685730e+00
1.097428e+01,1.862887e+01,2.110556e+01,1.661557e+01,1.685140e+01,5.087090e+00,-7.989856e+00,-1.971659e+01,-2.568703e+01,-2.053951e+01,-2.352341e+01,-2.639902e+01,-2.892555e+01,-3.108520e+01,-3.579572e+01,-4.307668e+01,-3.963206e+01,-3.286833e+01,-2.153514e+01,-2.464407e+00,1.398647e+01,1.668060e+01,1.562037e+01
1.105824e+01,1.566891e+01,1.866706e+01,1.603686e+01,1.543449e+01,2.398210e+01,1.912087e+01,3.608501e+01,5.502081e+01,6.413214e+01,7.318738e+01,7.190118e+01,7.408496e+01,7.827826e+01,7.878637e+01,7.670491e+01,7.805715e+01,7.682320e+01,5.883701e+01,2.211949e+01,1.632538e+01,1.991805e+01,1.754039e+01
8.138560e+00,7.365454e+00,6.268334e+00,6.666849e+00,6.419245e+00,1.438212e+01,-5.056403e+00,-2.596138e+01,-3.795975e+01,-4.064298e+01,-4.078541e+01,-4.150538e+01,-4.431205e+01,-4.872044e+01,-5.116253e+01,-5.202250e+01,-5.144936e+01,-4.737394e+01,-3.479945e+01,-1.420454e+01,-1.070950e+00,7.120769e+00,9.242033e+00
4.592805e+00,4.793053e+00,1.114084e-01,2.458994e+00,4.004889e+00,8.028652e+00,1.217748e+01,3.051602e+01,4.160164e+01,3.655764e+01,2.829679e+01,2.614678e+01,2.872918e+01,2.834626e+01,2.590354e+01,2.471155e+01,2.256203e+01,2.350489e+01,1.353601e+01,-1.342091e-01,-2.814585e+00,2.756981e+00,5.254245e+00
6.884608e-01,4.204531e+00,1.099128e+00,1.753210e+00,5.849077e+00,-2.005514e+00,-1.518558e+01,-2.100640e+01,-2.294132e+01,-1.781934e+01,-1.639752e+01,-1.820372e+01,-1.459664e+01,-1.409005e+01,-1.037131e+01,-7.599099e+00,-1.033078e+01,-6.713686e+00,-2.406257e+00,3.229946e+00,1.909946e+00,5.483215e+00,4.298475e+00
-5.833548e-02,1.385873e+00,3.409894e+00,1.507320e+00,-7.688323e-01,9.687378e+00,-2.099638e+00,-5.311307e+00,-1.501312e+00,2.668087e+00,9.029627e+00,7.044049e+00,9.602758e+00,7.425362e+00,7.692443e+00,1.109410e+01,8.014164e+00,3.516261e+00,3.905113e-01,-1.056758e+00,2.290113e+00,4.547786e+00,1.481731e+00
-4.087370e-01,8.616570e-01,3.923987e+00,1.496354e+00,-2.278301e+00,6.214292e+00,1.986887e+00,-6.154279e+00,-1.991891e+01,-2.231493e+01,-2.231894e+01,-2.057233e+01,-1.540880e+01,-1.026542e+01,-1.013947e+01,-8.405561e+00,-1.464309e+00,4.135349e+00,7.548470e+00,6.768092e+00,2.435483e+00,-1.224834e-01,-2.317213e+00
-4.523042e+00,-1.163648e+00,-3.391372e-01,-3.949307e+00,1.784080e+00,-3.402790e+00,-1.162021e+01,-1.204582e+01,-9.371291e+00,-6.136935e+00,-7.717263e+00,-1.102302e+01,-6.850333e+00,3.401583e-01,-1.215043e+00,-5.752381e+00,-1.185095e+01,-1.189258e+01,-9.183065e+00,-9.356940e+00,6.633870e-01,-4.366275e+00,-4.186832e+00
-6.222459e+00,-6.574206e+00,-5.858374e+00,-1.121174e+01,-3.785357e+00,-5.039597e+00,-1.927611e+01,-2.533148e+01,-3.164185e+01,-2.630601e+01,-2.838901e+01,-2.695419e+01,-2.298571e+01,-1.920020e+01,-1.221256e+01,-1.158521e+01,-1.221808e+01,-8.284918e+00,9.762450e-01,6.034373e-01,-1.444010e-01,-6.731880e+00,-3.487976e+00
