Coeff 1,Coeff 2,Coeff 3,Coeff 4,Coeff 5,Coeff 6,Coeff 7,Coeff 8,Coeff 9,Coeff 10,Coeff 11,Coeff 12,Coeff 13,Coeff 14,Coeff 15,Coeff 16,Coeff 17,Coeff 18,Coeff 19,Coeff 20,Coeff 21,Coeff 22,Coeff 23,Coeff 24
-5.097592e+02,-4.901587e+02,-4.884943e+02,-4.826075e+02,-4.773407e+02,-4.676612e+02,-2.797748e+02,-1.378672e+02,-9.718374e+01,-1.005423e+02,-8.795714e+01,-7.728974e+01,-7.691795e+01,-7.239055e+01,-8.944851e+01,-1.287246e+02,-1.713380e+02,-2.108092e+02,-2.620785e+02,-3.482843e+02,-4.285305e+02,-4.670760e+02,-4.837845e+02,-4.998127e+02
5.259882e+01,6.390107e+01,6.208583e+01,6.482584e+01,7.440417e+01,9.079015e+01,1.136057e+02,1.095170e+02,1.082067e+02,8.915536e+01,6.378523e+01,4.355816e+01,4.026714e+01,4.742218e+01,5.877940e+01,7.504230e+01,8.682361e+01,1.019357e+02,1.251596e+02,1.364409e+02,1.159574e+02,8.574762e+01,7.507761e+01,6.284478e+01
1.891825e+01,1.454663e+01,1.528690e+01,1.431123e+01,2.193138e+01,3.836093e+01,2.179419e+01,-6.044071e+00,-2.631213e+01,-3.513635e+01,-3.257339e+01,-3.570123e+01,-3.231798e+01,-3.849962e+01,-3.264540e+01,-9.191238e+00,-6.951250e+00,-1.255037e+01,-4.884424e+00,2.955261e+00,-4.591085e-01,5.192117e+00,1.342337e+01,1.646140e+01
4.241846e+00,3.235882e+00,8.429605e+00,7.589521e+00,1.200336e+01,2.391319e+01,4.032690e+01,3.347279e+01,9.027925e+00,-9.084993e+00,-1.302525e+01,-1.571825e+01,-2.534290e+01,-3.115459e+01,-3.504980e+01,-3.227504e+01,-2.420324e+01,-2.069356e+01,-2.660772e+01,-3.328802e+01,-3.105621e+01,-1.557683e+01,-7.644563e+00,-3.557608e+00
4.643733e+00,5.460260e+00,5.402335e+00,2.678713e+00,7.071576e+00,1.821868e+01,-2.223705e+01,-4.207269e+01,-4.829890e+01,-3.742204e+01,-3.526041e+01,-4.108209e+01,-4.495514e+01,-4.171735e+01,-4.333069e+01,-4.484116e+01,-3.737180e+01,-2.523053e+01,-1.700255e+01,-8.806082e+00,3.415828e+00,8.567623e+00,6.289230e+00,5.359149e+00
1.236790e+01,1.414095e+01,1.335957e+01,1.383751e+01,1.242454e+01,2.357018e+01,9.432222e-01,-2.940771e+00,6.062739e+00,2.380071e+01,5.140754e+01,6.910704e+01,7.826524e+01,7.988747e+01,8.008249e+01,7.772408e+01,6.695522e+01,7.002789e+01,6.458261e+01,4.073608e+01,1.786205e+01,1.616615e+01,1.328672e+01,1.401021e+01
1.115249e+01,1.057813e+01,7.593229e+00,7.436548e+00,2.976544e+00,1.111266e+01,-2.927805e+01,-2.849019e+01,-2.336293e+01,-2.699974e+01,-3.856870e+01,-4.387909e+01,-4.510196e+01,-4.773636e+01,-4.571296e+01,-4.430713e+01,-4.664861e+01,-4.362368e+01,-3.532666e+01,-1.526715e+01,2.090476e+00,5.852551e+00,7.214785e+00,1.050515e+01
4.201283e+00,2.693897e+00,1.526169e-01,-4.289395e+00,-7.279986e+00,-4.767046e+00,-8.995044e-01,3.345479e+00,8.674892e+00,1.548768e+01,2.036142e+01,2.445950e+01,2.424661e+01,2.295410e+01,1.965720e+01,2.120198e+01,2.455439e+01,2.367799e+01,1.196430e+01,1.815981e+00,-4.457816e-01,6.774317e+00,5.007454e+00,5.776153e+00
6.660586e+00,1.134672e+01,1.661609e+01,1.306400e+01,9.408882e+00,5.143987e+00,-1.834463e+01,-2.456536e+01,-2.401300e+01,-1.106295e+01,-2.493741e+00,-7.112792e+00,-1.545965e+01,-1.649169e+01,-1.388297e+01,-1.406235e+01,-1.302006e+01,-8.895077e+00,-6.337164e+00,-3.682386e+00,6.733317e+00,1.222666e+01,5.923620e+00,5.652572e+00
6.892289e+00,7.393141e+00,8.390636e+00,4.424224e+00,2.331674e+00,-2.980271e+00,1.145746e+00,2.416012e+00,5.479727e+00,7.716095e+00,1.274691e+01,1.264779e+01,1.104145e+01,1.133424e+01,1.643870e+01,1.514572e+01,1.055197e+01,5.081964e+00,-5.501156e-01,-3.217057e+00,3.140280e+00,4.532882e+00,1.619109e+00,3.822880e+00
2.287855e+00,-9.287188e-01,-3.776494e+00,-6.185650e+00,-1.104225e+01,-1.401399e+01,8.116009e+00,9.210360e+00,1.059291e+01,3.713429e-02,-5.850893e+00,-1.025449e+01,-1.355103e+01,-1.187777e+01,-1.090202e+01,-8.895872e+00,-9.848371e+00,-5.053968e+00,-2.845016e-01,-2.446054e-01,-9.299850e+00,-5.882417e+00,-4.079907e+00,-2.745643e+00
-1.223336e+00,1.990255e+00,3.279881e+00,2.663524e+00,-7.218151e+00,-1.029156e+01,-1.031506e+01,-2.918122e+00,1.297704e+00,3.053346e-01,-8.678227e+00,-1.416450e+01,-1.243562e+01,-8.462000e+00,-9.909727e+00,-1.408742e+01,-1.597940e+01,-1.688095e+01,-1.870858e+01,-2.082019e+01,-1.261066e+01,-5.497175e+00,-5.773419e+00,-7.607828e+00
-7.580374e+00,-7.367805e+00,-7.353494e+00,-1.025684e+01,-1.683057e+01,-1.774082e+01,-1.455348e+01,-1.154470e+01,-2.181133e+01,-2.778438e+01,-2.626667e+01,-2.523592e+01,-2.028659e+01,-1.757005e+01,-1.116691e+01,-1.225777e+01,-1.744041e+01,-1.692938e+01,-1.335034e+01,-1.427732e+01,-7.241136e+00,-1.672398e+00,-4.415604e+00,-4.199846e+00
