Coeff 1,Coeff 2,Coeff 3,Coeff 4,Coeff 5,Coeff 6,Coeff 7,Coeff 8,Coeff 9,Coeff 10,Coeff 11,Coeff 12,Coeff 13,Coeff 14,Coeff 15,Coeff 16,Coeff 17,Coeff 18,Coeff 19,Coeff 20,Coeff 21,Coeff 22,Coeff 23,Coeff 24,Coeff 25,Coeff 26
-3.894516e+02,-3.655325e+02,-3.699232e+02,-3.705445e+02,-3.647397e+02,-3.658830e+02,-3.642025e+02,-3.161090e+02,-1.276187e+02,-4.462252e+01,-3.725164e+01,-4.340928e+01,-4.482690e+01,-5.179708e+01,-5.299681e+01,-5.162674e+01,-5.535089e+01,-6.249603e+01,-7.780685e+01,-1.036769e+02,-1.532718e+02,-2.211205e+02,-2.732757e+02,-3.096561e+02,-3.418889e+02,-3.681247e+02
1.075558e+02,1.093545e+02,1.063875e+02,1.045055e+02,1.097585e+02,1.114470e+02,1.115215e+02,9.461143e+01,7.669421e+01,7.206932e+01,6.553773e+01,5.349892e+01,4.444166e+01,4.063314e+01,4.644728e+01,4.878854e+01,5.767799e+01,7.768806e+01,9.598587e+01,1.108393e+02,1.408267e+02,1.670542e+02,1.686926e+02,1.480488e+02,1.275742e+02,1.119100e+02
-1.456086e+01,-2.167355e+01,-1.663858e+01,-1.182233e+01,-1.126216e+01,-1.357658e+01,-1.248314e+01,-3.141991e+00,2.575985e+01,3.464608e+01,3.872852e+01,3.621404e+01,3.776190e+01,3.541340e+01,3.621329e+01,3.619799e+01,4.051096e+01,5.072067e+01,5.219057e+01,3.765958e+01,2.006800e+01,2.045345e+01,2.525153e+01,2.078986e+01,1.286400e+00,-1.011204e+01
-4.875059e+00,-5.373682e+00,-1.327103e+00,-2.020916e-01,3.371351e-01,3.289698e-01,-1.630874e+00,1.292906e+01,3.365493e+01,2.877011e+01,2.241069e+01,1.740132e+01,2.249516e+01,2.273082e+01,2.165474e+01,2.458048e+01,3.200895e+01,3.444319e+01,4.019091e+01,4.539007e+01,4.257035e+01,3.447655e+01,3.510263e+01,2.792687e+01,1.427423e+01,4.523118e+00
2.158447e+01,2.475369e+01,2.463128e+01,2.515414e+01,2.351057e+01,2.294723e+01,1.802508e+01,6.127294e+00,-3.694685e+01,-4.429842e+01,-4.205078e+01,-3.885699e+01,-3.783028e+01,-3.712701e+01,-3.433479e+01,-3.898983e+01,-4.708122e+01,-5.255682e+01,-5.217741e+01,-3.708900e+01,-7.798051e+00,1.599687e+01,2.469967e+01,3.232463e+01,3.283380e+01,2.415735e+01
5.454370e+00,3.801138e+00,5.294771e+00,6.849267e+00,5.847301e+00,5.310869e+00,1.615699e+00,3.855555e+00,-8.395654e+00,8.861216e+00,3.593941e+01,5.771314e+01,5.925811e+01,5.349828e+01,5.197782e+01,5.046780e+01,4.712986e+01,4.381841e+01,4.079194e+01,3.304704e+01,1.853676e+01,2.910971e+00,-3.185053e+00,2.270456e+00,5.886421e+00,1.902129e+00
1.211991e+01,1.676001e+01,1.877931e+01,2.173194e+01,2.295922e+01,1.810777e+01,1.688953e+01,8.081970e+00,-1.697592e+01,-3.089027e+01,-4.259805e+01,-4.781980e+01,-5.133062e+01,-5.227141e+01,-5.093941e+01,-5.439072e+01,-5.704748e+01,-6.554961e+01,-6.316079e+01,-4.940176e+01,-3.826727e+01,-2.607419e+01,-1.161513e+01,-4.032557e+00,1.571146e+01,1.381386e+01
4.139038e+00,1.467110e+00,2.910455e+00,4.726209e+00,2.362592e+00,-1.693087e+00,-1.520064e-01,6.187884e+00,3.995923e+00,4.029489e+00,1.107786e+01,2.292155e+01,2.707953e+01,3.459423e+01,3.580075e+01,3.438982e+01,3.443787e+01,2.227478e+01,9.897050e+00,3.167091e+00,-5.237858e+00,-6.571351e+00,-1.197966e+01,-6.706538e+00,1.229976e-01,-2.811470e+00
-2.879298e+00,1.608975e+00,4.506219e+00,8.639197e+00,4.914521e+00,9.057724e-02,-5.839197e-01,-1.178855e+01,-3.138825e+01,-3.434293e+01,-2.869575e+01,-2.884043e+01,-3.241947e+01,-2.802720e+01,-2.567942e+01,-2.607970e+01,-2.899176e+01,-2.488569e+01,-1.900202e+01,-2.025918e+01,-1.513906e+01,-1.203057e+01,-1.460971e+01,-1.310686e+01,-1.839229e+00,-2.068095e+00
-6.175041e+00,-3.576962e+00,-2.308028e+00,-1.161093e+00,1.286268e-04,-8.010190e-01,-8.568561e+00,6.134273e+00,1.522541e+01,1.827507e+01,1.520412e+01,1.117634e+01,8.052250e+00,4.121497e+00,1.030160e+01,1.471532e+01,1.226459e+01,9.867989e+00,1.622255e+01,1.810006e+01,7.393074e+00,-7.506768e+00,-1.726756e+01,-1.714737e+01,-9.116467e+00,-7.462556e+00
