Coeff 1,Coeff 2,Coeff 3,Coeff 4,Coeff 5,Coeff 6,Coeff 7,Coeff 8,Coeff 9,Coeff 10,Coeff 11,Coeff 12,Coeff 13,Coeff 14,Coeff 15,Coeff 16,Coeff 17,Coeff 18,Coeff 19,Coeff 20,Coeff 21,Coeff 22,Coeff 23,Coeff 24,Coeff 25,Coeff 26,Coeff 27,Coeff 28,Coeff 29,Coeff 30,Coeff 31,Coeff 32,Coeff 33,Coeff 34,Coeff 35,Coeff 36,Coeff 37,Coeff 38,Coeff 39,Coeff 40,Coeff 41,Coeff 42,Coeff 43,Coeff 44,Coeff 45
-5.399506e+02,-5.187707e+02,-5.083944e+02,-4.830497e+02,-4.505572e+02,-4.380205e+02,-4.509012e+02,-4.230973e+02,-2.722631e+02,-2.061841e+02,-2.063961e+02,-2.107948e+02,-1.974311e+02,-1.780209e+02,-1.714350e+02,-1.803536e+02,-1.819843e+02,-1.863223e+02,-1.849325e+02,-1.828657e+02,-1.792613e+02,-1.785655e+02,-1.734510e+02,-1.623501e+02,-1.573435e+02,-1.531614e+02,-1.440273e+02,-1.118532e+02,-8.313129e+01,-6.448121e+01,-6.883768e+01,-9.815846e+01,-1.589190e+02,-2.359905e+02,-3.266673e+02,-4.085598e+02,-4.648868e+02,-5.018821e+02,-5.184148e+02,-5.217543e+02,-5.206831e+02,-5.203207e+02,-5.210250e+02,-5.170728e+02,-5.229203e+02
4.784512e+01,6.418140e+01,7.570269e+01,1.017200e+02,1.347441e+02,1.511647e+02,1.447726e+02,1.477926e+02,1.370421e+02,1.503416e+02,1.491593e+02,1.179816e+02,9.796658e+01,8.021784e+01,7.232845e+01,6.657745e+01,7.353546e+01,7.158409e+01,7.109151e+01,7.289354e+01,6.904252e+01,6.996922e+01,6.676844e+01,6.616174e+01,7.341875e+01,7.455170e+01,7.405107e+01,7.288337e+01,7.221607e+01,7.008256e+01,6.491930e+01,7.432154e+01,1.001073e+02,1.217692e+02,1.405780e+02,1.301462e+02,9.870338e+01,7.527313e+01,6.408213e+01,6.311703e+01,6.333342e+01,6.443424e+01,6.466647e+01,6.880942e+01,6.482622e+01
1.931877e+01,1.493711e+01,1.988138e+01,2.544130e+01,3.870440e+01,5.191552e+01,5.993019e+01,3.171597e+01,-3.703928e+01,-4.541753e+01,-3.267977e+01,-8.894245e+00,-1.846774e+00,-1.100690e+00,1.815310e+00,8.929108e+00,1.179926e+01,1.482600e+01,1.512432e+01,1.492184e+01,1.394571e+01,9.661156e+00,9.032502e+00,4.316162e+00,-6.736753e+00,-1.313502e+01,-1.665233e+01,-3.629842e+01,-6.033105e+01,-8.222215e+01,-8.300024e+01,-8.235968e+01,-8.055037e+01,-5.633639e+01,-3.639001e+01,-2.331517e+01,-8.080164e+00,6.815447e+00,1.496279e+01,1.757095e+01,1.581943e+01,1.803819e+01,1.933960e+01,2.107019e+01,2.405873e+01
8.514727e+00,1.703920e+00,4.555575e-01,-9.458929e+00,-5.741153e+00,3.623854e+00,8.476888e+00,1.193090e+01,-3.417075e+00,-9.093672e+00,-7.268490e+00,-5.230843e+00,-9.276128e+00,-1.028120e+01,-1.760460e+01,-2.378825e+01,-2.968891e+01,-3.002682e+01,-2.369493e+01,-2.078649e+01,-2.218493e+01,-2.345834e+01,-2.726544e+01,-2.810218e+01,-2.987779e+01,-3.341018e+01,-3.231109e+01,-3.131114e+01,-4.022154e+01,-3.861258e+01,-2.550855e+01,-2.053610e+01,-1.815067e+01,-2.008653e+01,-2.598932e+01,-2.545606e+01,-2.022826e+01,-9.137928e+00,2.920041e+00,2.551277e+00,-2.641942e-01,2.104127e+00,2.930434e+00,4.161238e+00,8.962616e+00
1.511741e+01,1.687632e+01,1.133846e+01,-4.350582e+00,-1.103509e+01,-5.574922e+00,-3.413916e+00,1.993425e+01,5.455727e+01,4.489738e+01,1.702166e+01,-1.319032e+01,-6.654509e+00,3.526819e-01,2.573032e+00,9.223616e+00,1.009427e+01,1.144554e+01,1.787275e+01,2.183453e+01,1.567888e+01,1.168706e+01,1.243670e+01,1.407070e+01,1.407331e+01,1.547761e+01,1.580670e+01,1.720076e+01,1.590182e+01,3.546163e+00,-4.449943e+00,-3.799059e+00,-8.870671e+00,-1.301992e+00,1.418232e+01,2.224573e+01,1.726416e+01,1.212791e+01,1.680365e+01,1.468120e+01,1.104639e+01,1.183206e+01,1.391740e+01,1.616642e+01,1.844104e+01
1.744551e+01,2.252088e+01,1.738748e+01,8.569988e-01,-1.706658e+01,-1.492932e+01,-4.274316e+00,-3.303875e+00,-5.667693e-01,-2.587956e+00,1.660143e+01,3.749139e+01,3.740281e+01,4.250773e+01,3.715062e+01,3.009793e+01,2.857483e+01,2.740368e+01,3.076945e+01,3.142817e+01,2.909127e+01,2.547218e+01,2.965911e+01,3.459742e+01,3.813219e+01,4.347005e+01,4.206371e+01,4.270367e+01,4.576031e+01,4.685366e+01,5.269212e+01,5.894658e+01,6.115738e+01,3.607292e+01,2.404071e+01,1.983663e+01,2.118864e+01,2.008411e+01,1.953286e+01,2.033165e+01,1.698706e+01,1.589933e+01,2.095381e+01,2.273888e+01,2.209045e+01
8.619480e+00,1.374971e+01,1.440474e+01,1.132979e+00,-1.565471e+01,-1.575190e+01,-3.798642e+00,-1.140635e+01,-2.380154e+01,-3.385113e+01,-4.880213e+01,-5.985114e+01,-5.689148e+01,-4.752207e+01,-4.154299e+01,-3.674364e+01,-3.110139e+01,-2.670636e+01,-2.562978e+01,-2.858364e+01,-3.604477e+01,-3.486630e+01,-3.606209e+01,-4.008399e+01,-3.854536e+01,-3.753101e+01,-3.542554e+01,-3.444003e+01,-3.750830e+01,-3.773360e+01,-3.326752e+01,-3.025798e+01,-2.361026e+01,-1.462927e+01,-8.374418e+00,1.829252e+00,9.018120e+00,1.435763e+01,1.101016e+01,1.172482e+01,9.589228e+00,8.598026e+00,1.480881e+01,1.381254e+01,1.066197e+01
9.862191e-01,7.217676e+00,1.244227e+01,8.410282e+00,-9.803767e-01,-3.157355e+00,2.990819e-01,5.314038e+00,2.112959e+01,2.109270e+01,2.510260e+01,2.249067e+01,2.240258e+01,2.730883e+01,2.047640e+01,1.557350e+01,1.591351e+01,1.784317e+01,1.838273e+01,1.932742e+01,1.959714e+01,2.388888e+01,2.593480e+01,2.171177e+01,2.562300e+01,3.142603e+01,3.606989e+01,3.457396e+01,3.055730e+01,3.246117e+01,3.797555e+01,3.756856e+01,3.524321e+01,2.769407e+01,1.302262e+01,1.205365e+01,1.315870e+01,1.358328e+01,6.677429e+00,4.236514e+00,1.615752e+00,2.325502e+00,7.983488e+00,5.441692e+00,5.951392e-01
1.490778e+00,5.550384e+00,8.833000e+00,1.313917e+01,5.588490e+00,2.462181e+00,2.568444e+00,1.049240e+01,-1.420150e+01,-1.089925e+01,2.316548e+00,1.027158e+00,-2.758099e+00,5.713152e+00,6.894812e+00,3.575349e+00,6.098934e+00,7.098656e+00,8.200556e+00,6.595580e+00,1.730778e+00,5.840889e+00,6.636807e+00,1.035940e+01,1.604030e+01,1.176333e+01,5.746789e+00,1.288489e+00,-5.410615e+00,-5.471221e+00,-2.448587e+00,-2.644716e+00,-2.020586e+00,5.974153e+00,4.428274e+00,6.934321e+00,1.330953e+01,1.043139e+01,4.391795e+00,3.494427e+00,2.314668e-01,1.273804e+00,5.999258e+00,6.081632e+00,1.592584e+00
3.184404e+00,3.486605e+00,2.347510e+00,4.891562e+00,-1.475463e+00,-1.964991e+00,-7.774568e-01,3.889839e+00,1.311605e+01,1.157904e+01,1.037914e+01,2.336683e+01,2.441220e+01,2.388284e+01,2.019348e+01,1.346534e+01,1.038929e+01,9.504162e+00,1.004556e+01,9.994388e+00,1.172378e+01,1.492575e+01,1.623948e+01,1.664410e+01,9.170164e+00,1.005828e+01,1.097841e+01,5.435176e+00,5.063066e+00,1.613464e+00,-1.153729e+00,-1.179819e+01,-1.637797e+01,-1.732721e+01,-1.915636e+01,-1.306353e+01,-3.504382e+00,-2.077595e+00,6.430945e-01,3.623885e+00,2.708620e+00,2.195233e+00,3.952151e+00,7.541064e+00,5.692381e+00
