Coeff 1,Coeff 2,Coeff 3,Coeff 4,Coeff 5,Coeff 6,Coeff 7,Coeff 8,Coeff 9,Coeff 10,Coeff 11,Coeff 12,Coeff 13,Coeff 14,Coeff 15,Coeff 16,Coeff 17,Coeff 18,Coeff 19,Coeff 20,Coeff 21,Coeff 22,Coeff 23,Coeff 24,Coeff 25,Coeff 26,Coeff 27,Coeff 28,Coeff 29,Coeff 30,Coeff 31,Coeff 32,Coeff 33,Coeff 34,Coeff 35,Coeff 36,Coeff 37,Coeff 38,Coeff 39,Coeff 40,Coeff 41,Coeff 42,Coeff 43,Coeff 44,Coeff 45,Coeff 46
-4.372092e+02,-4.189094e+02,-4.158452e+02,-4.161059e+02,-4.191166e+02,-4.168815e+02,-4.200508e+02,-4.205229e+02,-4.189613e+02,-4.188852e+02,-4.194810e+02,-4.183823e+02,-4.200764e+02,-4.203177e+02,-3.567753e+02,-1.919421e+02,-9.330022e+01,-6.033771e+01,-5.764556e+01,-6.058265e+01,-6.837186e+01,-3.902435e+01,-2.512926e+01,-4.621645e+01,-1.027697e+02,-1.878116e+02,-2.807335e+02,-3.550721e+02,-3.983447e+02,-4.120840e+02,-3.571503e+02,-2.940587e+02,-2.843445e+02,-3.127295e+02,-3.447116e+02,-3.786072e+02,-4.048261e+02,-4.174190e+02,-4.188006e+02,-4.176790e+02,-4.208725e+02,-4.246461e+02,-4.237726e+02,-4.203522e+02,-4.237270e+02,-4.329621e+02
3.751868e+01,5.387951e+01,5.627277e+01,5.622477e+01,5.363385e+01,5.298349e+01,4.984584e+01,5.079829e+01,5.312112e+01,5.249672e+01,5.336543e+01,5.350895e+01,5.272696e+01,5.416401e+01,7.649413e+01,8.465808e+01,6.775784e+01,4.586346e+01,3.220016e+01,3.073904e+01,2.831400e+01,2.729341e+01,4.430738e+01,5.904967e+01,7.988346e+01,1.059834e+02,1.207698e+02,1.040371e+02,6.897005e+01,5.864352e+01,7.222828e+01,9.050804e+01,9.977243e+01,9.741557e+01,8.411649e+01,7.222168e+01,6.083049e+01,5.498822e+01,5.535075e+01,5.386902e+01,4.926286e+01,4.691975e+01,4.707473e+01,5.014998e+01,4.682809e+01,4.135786e+01
1.459203e+01,1.395445e+01,1.506824e+01,1.539255e+01,1.633172e+01,1.140411e+01,8.907865e+00,1.113223e+01,1.426971e+01,1.266043e+01,1.557024e+01,1.481515e+01,1.585861e+01,1.844319e+01,3.046728e+01,2.409681e+01,1.420425e+01,9.737408e+00,8.097230e+00,1.301064e+01,1.846568e+01,2.691697e+00,-2.407198e+00,2.344870e+00,1.328352e+01,1.992276e+01,2.129913e+01,1.733187e+01,9.365192e+00,1.196520e+01,-3.159648e+01,-5.041181e+01,-4.129025e+01,-2.878811e+01,-2.206535e+01,-9.785030e+00,7.093136e+00,1.602677e+01,1.943124e+01,1.450699e+01,1.085892e+01,1.147588e+01,8.346717e+00,9.903732e+00,8.931461e+00,1.507030e+01
3.401508e+00,-4.409625e+00,-9.303194e-01,5.430716e-02,3.084170e+00,1.282511e+00,-2.385753e+00,-3.385374e+00,8.640710e-01,-1.126577e+00,1.824233e-01,2.141833e+00,1.983625e+00,7.897419e-01,1.804779e+00,7.304708e+00,8.851667e+00,1.459612e+01,2.015732e+01,1.681715e+01,1.583651e+01,1.023326e+01,-5.328928e-01,-2.852852e+00,-3.927076e-01,1.672102e+00,1.436187e+00,-7.557217e+00,-8.370082e+00,-5.865366e+00,-3.453611e+01,-5.040828e+01,-4.298100e+01,-2.874258e+01,-2.058852e+01,-9.889296e+00,9.582528e-01,3.616575e+00,5.819061e+00,3.364080e+00,3.399253e+00,8.296378e-01,-7.029462e+00,-3.853604e+00,-3.678157e+00,3.579739e+00
8.209233e+00,4.012610e+00,7.408593e+00,9.801817e+00,1.227414e+01,1.522009e+01,1.364365e+01,8.777424e+00,1.271886e+01,9.113293e+00,7.011401e+00,1.158375e+01,9.297718e+00,4.003044e+00,-3.130620e+01,-7.081976e+01,-6.701264e+01,-6.006792e+01,-6.036165e+01,-6.069840e+01,-6.067779e+01,-7.054303e+01,-6.939765e+01,-7.114805e+01,-6.961618e+01,-5.312996e+01,-2.845124e+01,-4.594660e+00,6.865486e+00,4.774081e+00,3.920287e+01,4.700412e+01,5.259581e+01,5.390472e+01,4.823661e+01,3.940207e+01,2.495830e+01,1.550099e+01,1.473938e+01,1.648775e+01,2.072167e+01,1.450046e+01,3.873076e+00,7.260945e+00,8.124323e+00,1.016442e+01
1.431995e+01,1.487950e+01,1.385900e+01,1.591023e+01,1.802184e+01,1.955933e+01,2.193315e+01,1.885372e+01,2.099157e+01,1.455705e+01,1.159785e+01,1.508457e+01,1.244527e+01,8.662968e+00,-3.029418e+00,2.604396e+00,9.734232e+00,1.986031e+01,2.763962e+01,3.383381e+01,3.047094e+01,2.346274e+01,2.020161e+01,1.824007e+01,1.219922e+01,1.138537e+01,-1.449524e+00,-4.551109e+00,9.896132e+00,1.187361e+01,3.634658e+01,2.793399e+01,2.760702e+01,2.786823e+01,3.063150e+01,3.487997e+01,2.581057e+01,2.034114e+01,1.985744e+01,2.175787e+01,2.579121e+01,2.174955e+01,1.463145e+01,1.480471e+01,1.588840e+01,1.705338e+01
1.090195e+01,1.267355e+01,9.849869e+00,8.725476e+00,1.248955e+01,1.024760e+01,1.175942e+01,1.351242e+01,1.369108e+01,8.057005e+00,6.568817e+00,7.780661e+00,6.486537e+00,6.816072e+00,-1.505296e+01,-1.601416e+01,-2.012918e+01,-2.273184e+01,-2.394379e+01,-2.436436e+01,-1.988597e+01,-1.663222e+01,-2.587973e+01,-3.049814e+01,-3.216933e+01,-2.637539e+01,-1.854715e+01,-1.326577e+01,-3.086900e+00,5.354461e+00,-9.865204e+00,-8.494911e+00,-7.163742e+00,-1.208808e+01,-1.032206e+01,-4.140124e+00,5.324837e+00,9.999663e+00,1.092101e+01,1.054438e+01,1.084971e+01,1.052432e+01,1.185298e+01,1.063423e+01,1.044666e+01,1.377368e+01
3.230307e+00,4.596029e+00,4.149770e+00,1.008930e+00,5.577193e+00,3.461527e+00,1.298937e+00,3.781515e+00,2.418469e+00,3.111620e+00,1.682021e+00,1.808744e+00,3.730771e+00,4.187950e+00,4.738164e-01,1.681102e+01,2.715618e+01,3.146772e+01,2.854838e+01,2.815481e+01,2.640875e+01,2.186809e+01,7.202684e+00,-2.733570e+00,-6.184441e+00,-3.382282e+00,-9.179556e+00,-1.067330e+01,-8.000818e+00,-1.204528e+00,-1.330629e+01,-3.445542e-01,1.738528e+00,-4.949289e+00,-1.035965e+01,-1.070404e+01,-1.114053e+00,1.474437e+00,-2.747652e-01,-1.399420e+00,-1.699537e+00,-2.245533e+00,4.749782e+00,5.701301e+00,4.130164e+00,6.660616e+00
8.388391e-01,1.734724e+00,2.108414e+00,9.690629e-02,2.006397e+00,1.396436e+00,-6.812803e-01,-2.337306e-01,-1.844350e+00,4.033887e+00,7.402928e-01,-4.919775e-01,5.382944e+00,2.187658e+00,6.229388e+00,-4.677260e+00,-8.304715e+00,-1.122979e+01,-1.380744e+01,-1.281248e+01,-1.135629e+01,-1.494405e+01,-1.943998e+01,-1.829835e+01,-1.275306e+01,-9.363577e+00,2.317100e+00,1.237497e+00,-2.389310e+00,-1.347724e+00,7.044374e+00,1.187245e+01,1.185657e+01,1.570529e+01,1.712178e+01,1.318583e+01,6.779950e+00,1.315173e+00,-4.578477e+00,-4.479921e+00,-1.706862e+00,-3.322408e+00,2.196208e+00,4.054590e+00,2.365284e+00,2.731023e+00
3.210187e+00,1.709387e+00,6.382942e-01,3.238455e-01,-1.507326e+00,-3.871921e+00,-3.071024e+00,-1.087635e+00,-9.749192e-01,2.871937e+00,-6.763250e-01,-2.496814e+00,3.067443e+00,-2.583087e+00,1.530044e+01,2.841149e+01,3.616024e+01,3.948470e+01,4.467310e+01,4.783527e+01,5.036900e+01,5.054105e+01,4.440569e+01,3.831654e+01,3.492155e+01,2.408653e+01,8.139477e+00,4.245112e+00,7.896800e-01,-1.267747e-01,1.962267e+01,2.904771e+01,2.426415e+01,1.665518e+01,1.906981e+01,1.412242e+01,3.423666e+00,1.272610e-02,-4.496785e+00,-3.472584e+00,-7.231562e-01,-9.960303e-02,1.063697e+00,1.536374e+00,-5.016267e-01,-9.955204e-02
