Coeff 1,Coeff 2,Coeff 3,Coeff 4,Coeff 5,Coeff 6,Coeff 7,Coeff 8,Coeff 9,Coeff 10,Coeff 11,Coeff 12,Coeff 13,Coeff 14,Coeff 15,Coeff 16,Coeff 17,Coeff 18,Coeff 19,Coeff 20,Coeff 21,Coeff 22,Coeff 23,Coeff 24,Coeff 25,Coeff 26,Coeff 27,Coeff 28,Coeff 29,Coeff 30,Coeff 31,Coeff 32,Coeff 33,Coeff 34,Coeff 35,Coeff 36,Coeff 37,Coeff 38,Coeff 39,Coeff 40,Coeff 41,Coeff 42,Coeff 43,Coeff 44,Coeff 45,Coeff 46,Coeff 47,Coeff 48
-5.481083e+02,-5.272606e+02,-5.249187e+02,-5.225225e+02,-5.060895e+02,-4.952209e+02,-4.587352e+02,-3.842361e+02,-3.240199e+02,-2.538074e+02,-1.904252e+02,-1.557708e+02,-1.226744e+02,-1.334328e+02,-1.679071e+02,-1.698789e+02,-1.658283e+02,-1.747054e+02,-1.837102e+02,-1.851633e+02,-1.755897e+02,-1.628124e+02,-1.435479e+02,-1.449946e+02,-1.493830e+02,-1.424471e+02,-1.260379e+02,-1.125223e+02,-9.888513e+01,-8.263596e+01,-5.582054e+01,-4.287794e+01,-3.764008e+01,-4.249468e+01,-5.403967e+01,-6.779972e+01,-1.188574e+02,-2.092998e+02,-3.034601e+02,-4.026093e+02,-4.702856e+02,-5.051219e+02,-5.150956e+02,-5.178066e+02,-5.230457e+02,-5.283087e+02,-5.220405e+02,-5.178704e+02
4.959264e+01,6.554588e+01,6.611730e+01,7.329774e+01,9.370155e+01,1.053165e+02,8.615596e+01,5.113840e+01,3.290446e+01,4.027043e+01,6.137295e+01,7.696172e+01,7.195200e+01,5.722565e+01,5.245151e+01,5.248465e+01,5.786878e+01,5.361943e+01,5.018563e+01,4.949435e+01,5.048639e+01,4.608887e+01,4.035635e+01,3.582850e+01,3.644432e+01,4.153109e+01,3.647475e+01,3.029161e+01,3.398172e+01,3.701043e+01,4.292087e+01,3.875824e+01,3.384572e+01,3.351580e+01,4.549321e+01,6.076441e+01,7.455793e+01,1.042452e+02,1.251125e+02,1.229803e+02,1.001186e+02,7.997491e+01,7.257853e+01,7.041078e+01,6.596780e+01,6.249751e+01,7.010732e+01,7.279662e+01
2.295884e+01,1.892848e+01,1.467765e+01,2.474835e+01,3.856594e+01,4.749273e+01,6.516029e+01,8.127544e+01,8.390123e+01,7.405841e+01,4.566123e+01,7.717006e+00,-2.184467e+01,-1.228886e+01,7.049973e+00,8.614214e+00,8.053090e+00,1.028857e+01,1.490989e+01,1.201803e+01,1.214014e+01,7.834139e+00,2.757611e-01,-6.559123e+00,-2.347650e+00,-6.868001e+00,-1.374227e+01,-1.490362e+01,-1.648819e+01,-3.000615e+01,-5.407656e+01,-6.515404e+01,-6.916386e+01,-6.859157e+01,-7.260139e+01,-7.970426e+01,-6.091894e+01,-3.856696e+01,-3.056116e+01,-2.994284e+01,-1.207563e+01,8.996796e+00,1.114288e+01,1.250980e+01,1.240166e+01,1.600649e+01,1.962015e+01,2.014080e+01
7.638617e+00,2.217875e+00,-2.381884e+00,1.862862e+00,9.532706e+00,2.180679e+01,7.872814e+00,-6.738929e+00,-2.053311e+00,-4.493952e-01,-8.832546e+00,-5.840030e+00,3.021819e+00,-4.727664e+00,-1.808232e+01,-2.446324e+01,-2.831070e+01,-3.050128e+01,-2.780119e+01,-2.797486e+01,-2.819237e+01,-2.736953e+01,-2.922013e+01,-2.856707e+01,-2.586769e+01,-2.285794e+01,-2.573908e+01,-3.015415e+01,-2.987650e+01,-3.301438e+01,-4.399182e+01,-4.229079e+01,-3.800019e+01,-3.733324e+01,-3.048878e+01,-2.749692e+01,-2.758806e+01,-3.385736e+01,-3.866110e+01,-3.388614e+01,-2.872988e+01,-8.644641e+00,-5.123562e+00,-1.658741e+00,-1.824676e+00,3.147670e+00,1.224350e+00,2.154340e+00
7.923696e+00,1.171943e+01,1.160825e+01,9.129786e+00,1.232084e+01,2.615563e+01,4.981311e+01,5.543559e+01,4.705307e+01,2.819969e+01,9.000193e+00,-9.388388e+00,-2.961233e+01,-2.660366e+01,-1.814687e+01,-7.298003e+00,-4.434460e-02,1.341430e+00,1.286397e+00,1.426587e+00,5.992495e+00,3.741980e+00,4.444105e+00,6.198886e+00,4.735788e+00,7.266218e+00,1.038838e+00,-4.907988e+00,-2.491729e+00,-4.587870e-01,-3.590809e+00,-3.200434e+00,3.947874e-01,-4.580421e+00,-5.657938e+00,-7.712366e+00,-7.583952e+00,4.770449e-01,6.400347e+00,1.323366e+01,8.232538e+00,8.832388e+00,1.146476e+01,1.405541e+01,1.177912e+01,1.210920e+01,7.754792e+00,6.190752e+00
1.281642e+01,1.834447e+01,2.043645e+01,1.796403e+01,1.730274e+01,2.996643e+01,2.279704e+01,1.033572e+01,-7.011771e+00,-2.205181e+01,-2.074136e+01,-2.466066e+00,1.829140e+01,2.192011e+01,2.520143e+01,2.928480e+01,3.455590e+01,3.613950e+01,3.454530e+01,3.414413e+01,3.457942e+01,3.344044e+01,3.119385e+01,3.306926e+01,3.396742e+01,2.921876e+01,2.760966e+01,2.835485e+01,3.195572e+01,3.480910e+01,3.171607e+01,3.289630e+01,3.795522e+01,4.181226e+01,4.462300e+01,4.351046e+01,4.267418e+01,3.402654e+01,2.111194e+01,1.068597e+01,1.516616e+01,1.456109e+01,1.765052e+01,1.769492e+01,1.607975e+01,1.552419e+01,1.336210e+01,1.094933e+01
1.351290e+01,1.290424e+01,1.255440e+01,1.285241e+01,1.121003e+01,2.154951e+01,3.608019e+01,3.020199e+01,3.352444e+01,1.674712e+01,-7.121651e+00,-2.352677e+01,-3.339439e+01,-3.156146e+01,-3.340984e+01,-2.826066e+01,-3.002649e+01,-3.413282e+01,-3.666824e+01,-4.218126e+01,-4.076005e+01,-3.824773e+01,-3.673356e+01,-3.344302e+01,-3.260717e+01,-3.062923e+01,-2.904218e+01,-2.946339e+01,-2.930485e+01,-2.850060e+01,-2.805326e+01,-2.654837e+01,-2.831993e+01,-2.709771e+01,-2.663259e+01,-2.399349e+01,-2.474267e+01,-2.170240e+01,-1.695053e+01,-1.220502e+00,9.533194e+00,1.287525e+01,1.256437e+01,9.243645e+00,9.438816e+00,1.452948e+01,1.356529e+01,1.059214e+01
9.341639e+00,5.935637e+00,3.927604e+00,4.231112e+00,4.483289e+00,9.024346e+00,4.898007e+00,8.372972e+00,6.183753e+00,-3.313730e-01,4.589569e+00,2.668658e+01,5.014874e+01,5.177677e+01,4.193079e+01,4.078500e+01,4.093077e+01,3.538796e+01,3.175065e+01,3.511247e+01,4.023560e+01,3.785708e+01,3.850487e+01,3.808968e+01,3.557560e+01,3.916725e+01,4.154655e+01,3.994008e+01,4.007912e+01,4.338814e+01,4.501011e+01,4.950495e+01,4.921826e+01,4.699071e+01,3.863249e+01,3.478757e+01,3.984605e+01,3.886567e+01,2.546592e+01,1.916825e+01,1.609366e+01,1.457270e+01,1.172712e+01,5.849135e+00,5.344626e+00,1.151622e+01,9.323974e+00,5.081298e+00
2.867543e+00,3.381628e+00,2.965054e+00,2.309026e+00,1.982227e+00,1.029179e+00,5.506099e-01,-1.691534e+01,-3.895384e+01,-3.956242e+01,-2.798997e+01,-1.397411e+01,-1.236466e+01,-8.809200e+00,-6.906178e+00,-3.639057e+00,-7.895471e+00,-5.399133e+00,-2.359152e+00,-3.290630e+00,-4.861354e+00,-1.076594e+01,-1.249133e+01,-1.213178e+01,-1.063008e+01,-1.082834e+01,-1.716364e+01,-1.679846e+01,-1.577560e+01,-1.610376e+01,-1.894998e+01,-1.773998e+01,-2.071172e+01,-2.631865e+01,-3.099514e+01,-3.094004e+01,-2.634670e+01,-2.194955e+01,-1.941196e+01,-1.944639e+00,6.492702e+00,6.617341e+00,1.025350e+01,6.562447e+00,4.716938e+00,3.017144e+00,1.027737e+00,1.574038e+00
-3.432748e+00,8.570653e-02,2.138905e+00,2.227010e+00,-2.724667e+00,-4.730830e+00,4.548992e+00,8.453881e+00,8.485485e+00,7.324435e+00,6.531627e+00,7.586059e+00,2.054748e+01,2.247630e+01,1.623379e+01,1.608731e+01,1.582384e+01,1.251759e+01,1.392171e+01,1.622824e+01,1.230029e+01,1.173550e+01,1.291426e+01,1.003392e+01,1.248877e+01,1.108563e+01,8.233418e+00,1.325456e+01,1.179386e+01,6.333845e+00,2.260437e+00,6.402787e+00,8.024359e+00,3.860938e-01,-2.552845e+00,-3.545943e+00,-1.214556e+01,-2.294922e+01,-2.713772e+01,-1.843869e+01,-1.637323e+01,-7.169953e+00,2.809718e+00,5.047854e+00,3.542525e+00,-2.578468e+00,-4.133832e+00,-3.153396e-01
