Coeff 1,Coeff 2,Coeff 3,Coeff 4,Coeff 5,Coeff 6,Coeff 7,Coeff 8,Coeff 9,Coeff 10,Coeff 11,Coeff 12,Coeff 13,Coeff 14,Coeff 15,Coeff 16,Coeff 17,Coeff 18,Coeff 19,Coeff 20,Coeff 21,Coeff 22,Coeff 23,Coeff 24,Coeff 25,Coeff 26,Coeff 27,Coeff 28,Coeff 29,Coeff 30,Coeff 31,Coeff 32,Coeff 33,Coeff 34
-4.970651e+02,-4.910809e+02,-4.916618e+02,-4.848062e+02,-4.730150e+02,-4.676822e+02,-4.407467e+02,-2.467501e+02,-1.486865e+02,-1.150230e+02,-1.102365e+02,-1.293313e+02,-1.432778e+02,-1.340052e+02,-1.079612e+02,-1.039945e+02,-1.199030e+02,-1.405252e+02,-1.814548e+02,-2.447850e+02,-3.136701e+02,-3.823329e+02,-4.477351e+02,-4.805049e+02,-4.850942e+02,-4.880542e+02,-4.880286e+02,-4.882609e+02,-4.872479e+02,-4.888498e+02,-4.886312e+02,-4.875652e+02,-4.883511e+02,-4.922850e+02
1.570234e+01,2.338644e+01,2.289483e+01,3.212154e+01,4.797815e+01,5.558022e+01,6.974414e+01,6.844270e+01,6.522221e+01,7.086285e+01,9.195082e+01,9.636003e+01,8.409364e+01,7.551282e+01,8.061185e+01,9.618549e+01,1.107863e+02,1.326107e+02,1.464387e+02,1.634948e+02,1.626108e+02,1.216986e+02,6.746574e+01,3.721619e+01,2.549199e+01,1.965170e+01,2.295663e+01,2.456013e+01,2.608628e+01,2.647380e+01,2.658544e+01,2.753040e+01,2.667271e+01,2.259739e+01
1.255964e+01,1.831662e+01,1.859722e+01,2.659646e+01,4.019556e+01,4.778811e+01,4.068077e+01,-9.082724e+00,-2.922327e+01,-4.658126e+01,-5.683637e+01,-5.064882e+01,-3.477869e+01,-3.960506e+01,-5.397318e+01,-6.110019e+01,-6.096123e+01,-4.408827e+01,-2.284525e+01,-5.939928e+00,8.542160e+00,2.236789e+01,3.246162e+01,2.988759e+01,2.084475e+01,1.854817e+01,2.144664e+01,2.244978e+01,2.330107e+01,2.336663e+01,2.273421e+01,2.120374e+01,2.043560e+01,1.992840e+01
8.484116e+00,1.212429e+01,1.312742e+01,1.946290e+01,2.988259e+01,3.705336e+01,3.635102e+01,2.576867e+01,1.117818e+01,-1.158143e+01,-2.787504e+01,-2.380505e+01,-2.159828e+01,-2.240946e+01,-2.778486e+01,-4.629042e+01,-6.220395e+01,-5.811243e+01,-5.204168e+01,-4.898704e+01,-3.800761e+01,-1.242902e+01,1.482757e+01,2.152439e+01,1.726706e+01,1.835936e+01,2.023132e+01,2.019358e+01,2.003454e+01,1.918656e+01,1.799418e+01,1.406269e+01,1.357841e+01,1.670433e+01
4.765521e+00,6.995628e+00,8.260061e+00,1.260204e+01,1.956991e+01,2.581778e+01,3.734466e+01,4.758231e+00,-7.159459e+00,-1.267136e+01,-1.136854e+01,-1.171087e+01,-1.317326e+01,-1.729266e+01,-2.301276e+01,-1.983961e+01,-1.751437e+01,-1.488205e+01,-3.919235e+00,6.295793e+00,7.751526e+00,8.853789e+00,1.301044e+01,1.482749e+01,5.933223e+00,5.035699e+00,1.051912e+01,1.247870e+01,1.214818e+01,1.350122e+01,1.223861e+01,8.344178e+00,8.776563e+00,1.390085e+01
2.486912e+00,4.330203e+00,5.341626e+00,7.221549e+00,1.104906e+01,1.612758e+01,2.850927e+01,3.364224e+01,3.576745e+01,4.071791e+01,4.516760e+01,4.657117e+01,4.459991e+01,4.435830e+01,4.297855e+01,4.200564e+01,4.089172e+01,3.506675e+01,3.050925e+01,2.905668e+01,2.155899e+01,1.261940e+01,6.375581e+00,1.143260e+01,8.148748e+00,9.448120e+00,1.211699e+01,1.247001e+01,1.150576e+01,9.956743e+00,8.296926e+00,5.763628e+00,6.723277e+00,1.183159e+01
2.152285e+00,4.282308e+00,4.833100e+00,3.771626e+00,5.147602e+00,9.088984e+00,7.633232e+00,-1.998894e+01,-3.870665e+01,-4.800870e+01,-4.949203e+01,-4.606700e+01,-4.585912e+01,-4.911404e+01,-5.013343e+01,-4.707695e+01,-4.473544e+01,-4.869522e+01,-4.876616e+01,-4.155473e+01,-2.145728e+01,-8.299109e+00,-3.941955e+00,1.028540e+01,7.649953e+00,7.348158e+00,9.392956e+00,1.008462e+01,8.577241e+00,6.798401e+00,4.870956e+00,4.952172e+00,6.220397e+00,1.012375e+01
3.539465e+00,5.958281e+00,6.254737e+00,2.213996e+00,1.933599e+00,4.755360e+00,-4.501964e-01,4.440624e+00,2.708628e+01,3.712480e+01,3.134905e+01,3.155513e+01,3.663149e+01,3.754458e+01,3.681710e+01,3.057985e+01,2.943220e+01,2.602873e+01,2.039914e+01,4.506909e+00,-9.000469e+00,-8.363630e+00,-1.721987e+00,9.664383e+00,2.573102e+00,4.445308e-01,3.622117e+00,5.995237e+00,4.542583e+00,4.353289e+00,2.695852e+00,4.657965e+00,5.567227e+00,8.211427e+00
5.817698e+00,8.010305e+00,8.481461e+00,2.152177e+00,8.632762e-01,2.355230e+00,-2.160030e+00,-2.492297e+01,-2.665192e+01,-2.129305e+01,-1.234592e+01,-1.987864e+00,3.155684e+00,1.109305e+00,5.944275e+00,6.518858e+00,2.348180e+00,-2.449915e+00,-1.569653e+00,6.258292e+00,1.296719e+01,1.163660e+01,9.263203e+00,8.269979e+00,7.680683e+00,8.288758e+00,7.479207e+00,8.244128e+00,5.877517e+00,4.216796e+00,3.491054e+00,4.623150e+00,3.944454e+00,5.922220e+00
7.870101e+00,9.229275e+00,1.020692e+01,2.755077e+00,8.118027e-01,6.896923e-01,-9.497324e-01,1.209671e+01,5.818794e+00,3.902207e+00,6.694576e+00,9.512503e+00,1.426878e+01,1.680665e+01,2.215339e+01,2.785581e+01,2.557945e+01,2.036327e+01,1.747090e+01,1.647623e+01,1.771571e+01,1.246321e+01,9.352748e+00,4.741832e+00,2.014407e+00,1.216817e+00,2.260639e+00,4.328668e+00,1.829556e+00,2.986777e+00,4.113925e+00,3.935009e+00,1.782528e+00,3.677690e+00
8.694309e+00,8.885078e+00,1.038778e+01,2.843417e+00,3.266394e-01,-1.426051e+00,-2.948768e+00,-9.167274e+00,-1.071034e+01,-7.860437e+00,-7.962603e+00,-1.216478e+01,-2.165252e+01,-2.543982e+01,-2.307653e+01,-1.750977e+01,-1.977387e+01,-1.471135e+01,-8.360065e+00,-3.934851e+00,-8.226456e+00,-4.587043e+00,-2.854016e+00,-2.448225e-01,-3.388043e+00,-2.318881e+00,-6.302875e-02,2.018023e+00,1.981404e-01,1.972652e+00,4.830505e+00,3.320285e+00,1.190559e-01,2.154921e+00
7.741351e+00,6.807979e+00,8.550926e+00,1.389001e+00,-1.741642e+00,-4.749774e+00,-9.878117e+00,-1.028851e+01,-1.132955e+01,-1.207713e+01,-2.446217e+01,-2.819128e+01,-2.467970e+01,-2.626524e+01,-2.005396e+01,-1.349004e+01,-1.828175e+01,-2.240345e+01,-2.317086e+01,-2.077929e+01,-1.110621e+01,-6.843264e+00,-9.772630e+00,-5.016759e+00,-6.849313e-01,2.709427e+00,3.297345e+00,3.279290e+00,1.523961e+00,1.415057e+00,5.346321e+00,3.076183e+00,-3.245356e-01,1.697779e+00
