Coeff 1,Coeff 2,Coeff 3,Coeff 4,Coeff 5,Coeff 6,Coeff 7,Coeff 8,Coeff 9,Coeff 10,Coeff 11,Coeff 12,Coeff 13,Coeff 14,Coeff 15,Coeff 16,Coeff 17,Coeff 18,Coeff 19,Coeff 20,Coeff 21,Coeff 22,Coeff 23,Coeff 24,Coeff 25,Coeff 26,Coeff 27,Coeff 28,Coeff 29,Coeff 30,Coeff 31,Coeff 32,Coeff 33,Coeff 34,Coeff 35,Coeff 36,Coeff 37,Coeff 38,Coeff 39,Coeff 40,Coeff 41,Coeff 42,Coeff 43,Coeff 44,Coeff 45,Coeff 46,Coeff 47,Coeff 48
-4.612777e+02,-4.497059e+02,-4.574617e+02,-4.595819e+02,-4.571602e+02,-4.532246e+02,-4.593090e+02,-4.604911e+02,-4.581010e+02,-4.148132e+02,-3.505977e+02,-3.087066e+02,-2.642930e+02,-1.836125e+02,-1.214363e+02,-6.609558e+01,-4.618066e+01,-7.659520e+01,-1.111235e+02,-1.193762e+02,-1.026361e+02,-1.059988e+02,-1.216372e+02,-1.035372e+02,-8.866824e+01,-6.563750e+01,-5.616102e+01,-5.816323e+01,-5.053175e+01,-5.057894e+01,-5.092956e+01,-3.451147e+01,-3.952414e+01,-8.825265e+01,-1.836470e+02,-2.671374e+02,-3.328646e+02,-3.981931e+02,-4.445911e+02,-4.592349e+02,-4.639048e+02,-4.650840e+02,-4.634430e+02,-4.597971e+02,-4.592397e+02,-4.617757e+02,-4.660070e+02,-4.654944e+02
9.803752e+01,1.032860e+02,9.444250e+01,9.175803e+01,9.573198e+01,9.816492e+01,9.471523e+01,9.165170e+01,9.126366e+01,8.196309e+01,5.840020e+01,3.823480e+01,3.107218e+01,4.609362e+01,5.561380e+01,5.687614e+01,5.538921e+01,5.852565e+01,7.159705e+01,6.540880e+01,5.676333e+01,6.086159e+01,6.290159e+01,5.423868e+01,5.332686e+01,5.847649e+01,6.263111e+01,6.484240e+01,6.231240e+01,5.627700e+01,5.423356e+01,6.058028e+01,8.277599e+01,1.078039e+02,1.363731e+02,1.442712e+02,1.407271e+02,1.181750e+02,9.459121e+01,8.809619e+01,8.494146e+01,8.032275e+01,7.346720e+01,8.120442e+01,8.518929e+01,8.600071e+01,8.689227e+01,8.734274e+01
3.432601e+01,2.624132e+01,2.317439e+01,2.320097e+01,2.556564e+01,2.494618e+01,2.721363e+01,2.246193e+01,1.832565e+01,2.098236e+01,3.788654e+01,4.506626e+01,5.814282e+01,5.322668e+01,3.461695e+01,-5.242960e+00,-1.165212e+01,-1.580983e+00,3.017632e+00,2.054587e+00,-4.990516e+00,-3.429240e+00,2.337998e+00,7.804606e-01,-9.165257e+00,-2.894539e+01,-4.095695e+01,-4.342538e+01,-5.018702e+01,-4.913934e+01,-5.377331e+01,-7.447646e+01,-9.500151e+01,-9.371677e+01,-7.581976e+01,-5.977602e+01,-4.605539e+01,-2.047681e+01,3.606696e+00,1.163158e+01,1.451744e+01,1.334210e+01,1.026379e+01,8.430573e+00,9.977832e+00,1.417628e+01,2.140695e+01,2.207490e+01
5.010505e+00,2.373455e+00,5.847697e+00,8.254292e+00,6.712651e+00,9.691719e+00,1.045549e+01,6.469924e+00,5.072546e+00,1.334432e+00,3.484624e+00,2.216987e+00,5.237326e+00,9.401498e+00,8.955019e-01,-2.006291e+01,-2.943756e+01,-3.348056e+01,-4.122841e+01,-3.777118e+01,-3.226914e+01,-3.006049e+01,-2.461145e+01,-2.059489e+01,-2.017674e+01,-2.581887e+01,-2.822838e+01,-2.660900e+01,-2.689494e+01,-2.197972e+01,-1.673329e+01,-1.006049e+01,-8.943444e+00,-8.581368e+00,-1.574294e+01,-2.330988e+01,-2.225018e+01,-1.279588e+01,-2.005455e+00,-2.895734e+00,1.406430e+00,1.680057e+00,-2.538152e+00,-5.478978e-01,8.461583e-01,1.150373e+00,3.408637e+00,4.929426e+00
5.838964e+00,1.332015e+01,1.983054e+01,2.006347e+01,1.717314e+01,2.325954e+01,2.359351e+01,2.253463e+01,2.349422e+01,3.000022e+01,3.041540e+01,3.465324e+01,3.995981e+01,3.970204e+01,2.585698e+01,1.010044e+01,9.692237e+00,7.735369e+00,6.672470e+00,1.446163e+00,-1.677516e+00,3.596414e-01,3.345648e+00,4.081016e+00,1.090954e+01,1.246342e+01,1.004495e+01,1.411713e+01,6.028080e+00,6.015757e+00,3.254672e+00,2.287751e+00,1.946551e-02,-7.304657e-01,3.845328e+00,8.267211e+00,2.290650e+01,3.304438e+01,2.691636e+01,1.919186e+01,2.107516e+01,2.271941e+01,2.532062e+01,2.245732e+01,2.045766e+01,1.864377e+01,1.695969e+01,1.769036e+01
8.316259e+00,1.451507e+01,1.883234e+01,1.819675e+01,1.573822e+01,1.623491e+01,1.966178e+01,2.225256e+01,2.234948e+01,1.044043e+01,1.362388e+01,1.224347e+01,7.588115e+00,2.223705e+00,8.823537e+00,2.123469e+01,2.579126e+01,2.868932e+01,2.985819e+01,3.941122e+01,4.463553e+01,4.162341e+01,3.650597e+01,3.752717e+01,3.800626e+01,3.506607e+01,3.077280e+01,3.595873e+01,3.938480e+01,4.366751e+01,4.405451e+01,5.302180e+01,5.788091e+01,6.126940e+01,4.642715e+01,2.225008e+01,1.679645e+01,1.957310e+01,2.042661e+01,2.128719e+01,2.335612e+01,2.106258e+01,1.864791e+01,1.989569e+01,2.123045e+01,2.107959e+01,2.109232e+01,2.045853e+01
9.350157e+00,1.019356e+01,9.803923e+00,1.212270e+01,9.729879e+00,3.378102e+00,5.925797e+00,9.525637e+00,1.164122e+01,2.099914e+01,1.363079e+01,1.455910e+01,1.540020e+01,-1.069777e+01,-2.779741e+01,-3.328258e+01,-3.060704e+01,-2.391674e+01,-2.459933e+01,-2.357959e+01,-2.411158e+01,-2.232480e+01,-2.105924e+01,-2.452726e+01,-2.503330e+01,-2.746181e+01,-3.296415e+01,-3.799585e+01,-3.306484e+01,-2.802721e+01,-2.831769e+01,-2.386106e+01,-2.874735e+01,-3.315493e+01,-2.908800e+01,-1.455340e+01,2.208669e-01,5.629238e+00,6.237739e+00,1.033044e+01,1.396573e+01,1.252330e+01,1.510077e+01,1.465677e+01,1.475677e+01,1.487045e+01,1.556567e+01,1.599558e+01
1.359583e+01,1.324746e+01,1.041605e+01,1.121638e+01,8.683559e+00,4.617884e+00,3.700449e+00,4.718765e+00,9.097073e+00,1.053874e+01,1.506664e+01,1.568237e+01,8.276291e+00,1.040732e+01,2.892234e+01,5.168874e+01,5.537978e+01,5.282664e+01,4.764717e+01,4.764312e+01,5.408211e+01,5.177607e+01,4.394539e+01,4.263103e+01,5.019447e+01,5.267691e+01,4.642857e+01,4.525126e+01,5.544157e+01,5.691796e+01,5.101875e+01,5.074334e+01,5.257233e+01,4.975220e+01,3.324313e+01,2.122578e+01,1.771101e+01,1.877154e+01,1.364733e+01,1.080944e+01,1.185286e+01,8.717781e+00,1.030447e+01,1.324471e+01,1.364448e+01,1.255070e+01,1.187187e+01,1.317882e+01
1.608158e+01,1.598793e+01,1.412378e+01,8.186687e+00,4.208344e+00,6.275604e+00,7.045277e+00,7.361367e+00,6.888546e+00,4.523829e+00,3.465821e+00,2.989745e+00,-8.304322e+00,-6.098642e+00,-2.818821e+00,-7.332575e+00,-2.397114e+00,2.630066e+00,5.730447e+00,1.211526e+00,5.378509e-02,-2.230073e+00,-6.774383e+00,-5.750095e+00,-2.906225e+00,-1.100680e+00,-2.427450e+00,-5.652314e+00,-2.243039e+00,-2.375529e-01,-5.858299e+00,-1.087325e+01,-1.247766e+01,-1.312614e+01,-3.184615e+00,5.206314e+00,1.418313e+01,1.597101e+01,1.725758e+01,1.331523e+01,9.779802e+00,7.231736e+00,1.046074e+01,1.138420e+01,1.154498e+01,9.450029e+00,7.046341e+00,7.699492e+00
1.163034e+01,1.218859e+01,1.104825e+01,3.154415e+00,-2.288509e+00,-4.798364e-01,4.584520e+00,6.644912e+00,5.316124e-01,3.473888e+00,1.173613e+01,1.389857e+01,-6.585637e-01,-1.063225e+01,1.593346e+00,6.422845e+00,6.013597e+00,3.313177e+00,4.710325e+00,5.030854e+00,-1.605363e+00,-5.464205e+00,-2.816883e+00,-1.773080e+00,7.872764e-01,4.910620e-01,3.481218e+00,4.336942e+00,3.020870e+00,3.912346e+00,-5.422028e+00,-1.123845e+01,-1.203595e+01,-1.582983e+01,-2.350365e+01,-1.791593e+01,-9.766874e+00,-9.944202e+00,2.392125e+00,5.215914e+00,2.321535e-01,4.056767e+00,8.908047e+00,7.622036e+00,5.222765e+00,1.005728e+00,4.240622e-02,1.278532e+00
3.347089e+00,5.340122e+00,2.780704e+00,-4.757278e-01,-4.887495e+00,-7.738088e+00,-2.641400e+00,-2.562167e+00,-6.012060e+00,-1.080547e+01,-1.249371e+01,-9.484687e+00,1.216656e-01,4.550874e-01,-4.553793e+00,-1.961742e+01,-2.123683e+01,-1.627643e+01,-1.350116e+01,-1.436899e+01,-1.972029e+01,-2.025001e+01,-1.951086e+01,-1.896962e+01,-1.240108e+01,-1.639218e+01,-1.619838e+01,-1.892591e+01,-1.987103e+01,-1.849081e+01,-2.145632e+01,-2.315871e+01,-2.222495e+01,-1.988010e+01,-1.283469e+01,-8.002954e+00,-1.133090e+01,-1.816791e+01,-8.002537e+00,-2.212401e+00,-5.553419e+00,7.537585e-01,6.517679e+00,7.713711e+00,1.946297e+00,-4.624076e+00,-1.271435e+00,-1.197394e+00
