Coeff 1,Coeff 2,Coeff 3,Coeff 4,Coeff 5,Coeff 6,Coeff 7,Coeff 8,Coeff 9,Coeff 10,Coeff 11,Coeff 12,Coeff 13,Coeff 14,Coeff 15,Coeff 16,Coeff 17,Coeff 18,Coeff 19,Coeff 20,Coeff 21,Coeff 22,Coeff 23,Coeff 24,Coeff 25,Coeff 26,Coeff 27,Coeff 28,Coeff 29,Coeff 30,Coeff 31,Coeff 32,Coeff 33
-4.623682e+02,-4.369728e+02,-4.425168e+02,-4.397538e+02,-4.341831e+02,-4.397920e+02,-4.334332e+02,-4.153078e+02,-3.736190e+02,-1.968796e+02,-1.051149e+02,-7.206142e+01,-7.867774e+01,-1.042206e+02,-1.105429e+02,-9.575072e+01,-8.976331e+01,-8.934052e+01,-9.414138e+01,-1.402861e+02,-2.228114e+02,-2.900123e+02,-3.412345e+02,-3.851293e+02,-4.284186e+02,-4.406183e+02,-4.433049e+02,-4.410861e+02,-4.383906e+02,-4.378822e+02,-4.388999e+02,-4.399596e+02,-4.396962e+02
6.315278e+01,7.529120e+01,7.510884e+01,7.529561e+01,7.687773e+01,7.658347e+01,8.230569e+01,1.011073e+02,1.278371e+02,1.131049e+02,9.806241e+01,9.163985e+01,8.562668e+01,8.871266e+01,9.466806e+01,1.033143e+02,1.198644e+02,1.386695e+02,1.477730e+02,1.579086e+02,1.818299e+02,1.741255e+02,1.505158e+02,1.213331e+02,8.443250e+01,7.435078e+01,7.424714e+01,7.515005e+01,7.400157e+01,7.721304e+01,7.658538e+01,7.649586e+01,7.676622e+01
1.430654e+01,3.058961e+00,5.773922e+00,3.470220e+00,5.468794e-01,6.205388e+00,7.462795e+00,1.808575e+01,2.453530e+01,1.794256e+01,-8.807688e+00,-2.427087e+01,-2.535546e+01,-2.277102e+01,-2.478191e+01,-2.571739e+01,-2.330732e+01,-2.274109e+01,-3.081025e+01,-2.240284e+01,-1.485617e+01,3.595584e+00,1.845719e+01,1.356039e+01,4.204635e+00,3.545623e+00,9.136100e+00,6.141808e+00,-1.306573e+00,2.042953e+00,4.848205e+00,7.024954e+00,5.477181e+00
5.069278e-01,-2.138175e+00,-6.680533e+00,-5.724770e+00,-4.536140e+00,-2.194795e+00,-2.213804e+00,7.147451e+00,1.771989e+01,3.567508e+01,1.926635e+01,4.828614e+00,-7.241561e+00,-1.834571e+01,-2.173731e+01,-3.550036e+01,-4.655002e+01,-4.505427e+01,-2.506171e+01,-1.560571e+00,6.177672e+00,1.563780e+01,1.508643e+01,2.837765e+00,-4.875719e+00,-4.055282e+00,1.318902e+00,-3.136665e-02,-5.921299e+00,-8.587465e+00,-5.333747e+00,-3.975267e+00,-5.938877e+00
1.072033e+01,1.255159e+01,9.671795e+00,1.007296e+01,1.110003e+01,1.467472e+01,1.546409e+01,2.242738e+01,2.691285e+01,-3.109003e+01,-4.843286e+01,-5.076744e+01,-4.655861e+01,-4.266336e+01,-4.411188e+01,-5.003761e+01,-5.477487e+01,-5.378365e+01,-3.550282e+01,-1.560040e+01,-1.942181e-01,9.455073e+00,4.740051e+00,6.472719e+00,1.042597e+01,1.242757e+01,1.372054e+01,1.738460e+01,1.701271e+01,1.224002e+01,1.050315e+01,8.279228e+00,9.047392e+00
1.393054e+01,1.368169e+01,1.105592e+01,8.163897e+00,8.110997e+00,1.123668e+01,1.405877e+01,1.839949e+01,1.893746e+01,1.134281e+01,1.652943e+01,3.710647e+01,5.641241e+01,6.364763e+01,6.595763e+01,6.045492e+01,5.283643e+01,3.859959e+01,1.534653e+01,2.635332e+00,-1.228193e+01,-2.679422e+01,-2.630987e+01,-1.527553e+01,3.129060e+00,8.993322e+00,9.546229e+00,1.166914e+01,1.481719e+01,1.407352e+01,1.153707e+01,7.713647e+00,8.119295e+00
1.088470e+01,1.241780e+01,4.563076e+00,4.067672e+00,5.960084e+00,2.841101e+00,4.451995e+00,8.702179e+00,4.450985e+00,-5.398056e+01,-6.380430e+01,-6.033295e+01,-6.111356e+01,-6.189729e+01,-5.829082e+01,-5.324841e+01,-4.816386e+01,-4.685584e+01,-5.657491e+01,-5.479268e+01,-2.956671e+01,-2.486885e+01,-2.632686e+01,-1.913391e+01,-5.569614e+00,9.917256e-01,3.892281e+00,3.215313e+00,6.026159e+00,7.534526e+00,7.376111e+00,3.861558e+00,2.835358e+00
9.577634e+00,6.686711e+00,2.078452e+00,4.330541e+00,3.998491e+00,7.383788e-01,-1.201782e+00,8.079929e-01,1.480903e-01,1.605030e+01,2.317850e+01,3.154850e+01,2.970005e+01,2.453223e+01,2.591846e+01,2.373470e+01,1.782253e+01,1.220640e+01,1.542492e+01,1.192176e+01,2.343565e+00,-4.182443e+00,-1.747144e+01,-1.564522e+01,-4.961290e+00,-2.029336e+00,2.286956e+00,3.562649e+00,3.596529e+00,5.387475e+00,4.257289e+00,4.046303e-01,1.170471e+00
6.289291e+00,1.017911e+00,3.684165e-01,-1.356526e+00,-2.194863e+00,-2.432558e-01,-1.349868e+00,-4.466284e+00,-8.548157e+00,-1.480883e+01,-1.253275e+01,-1.171128e+01,-1.536164e+01,-2.348851e+01,-1.789484e+01,-9.667058e+00,-8.875448e+00,-1.755370e+01,-1.911173e+01,-1.212740e+01,-1.180077e+01,-2.771971e+00,-1.502999e+01,-1.487988e+01,-3.966968e+00,-3.616123e+00,-6.624465e-02,2.534589e-01,-8.702528e-01,1.816733e+00,-1.472134e+00,-3.146075e+00,-7.626138e-01
5.359517e-01,-1.808888e+00,-3.270453e+00,-7.584924e+00,-4.969965e+00,-5.078694e-01,-6.002396e-01,-7.639278e+00,-1.153910e+01,-2.183795e+01,-1.268367e+01,-4.457064e+00,2.740897e+00,-2.662439e+00,-9.079711e+00,-8.509521e+00,3.346145e+00,1.129492e+01,3.603137e+00,-2.798361e+00,-9.150663e+00,-7.195211e+00,-7.722194e+00,-3.684820e+00,-2.005779e+00,-2.827706e+00,-2.161376e+00,-2.907474e+00,-3.373206e+00,-3.169379e+00,-7.549607e+00,-4.789223e+00,-1.942630e+00
