Coeff 1,Coeff 2,Coeff 3,Coeff 4,Coeff 5,Coeff 6,Coeff 7,Coeff 8,Coeff 9,Coeff 10,Coeff 11,Coeff 12,Coeff 13,Coeff 14,Coeff 15,Coeff 16,Coeff 17,Coeff 18,Coeff 19,Coeff 20,Coeff 21,Coeff 22,Coeff 23,Coeff 24,Coeff 25,Coeff 26,Coeff 27,Coeff 28,Coeff 29,Coeff 30,Coeff 31,Coeff 32,Coeff 33,Coeff 34,Coeff 35,Coeff 36,Coeff 37,Coeff 38,Coeff 39,Coeff 40,Coeff 41,Coeff 42,Coeff 43,Coeff 44,Coeff 45,Coeff 46,Coeff 47,Coeff 48,Coeff 49
-4.777885e+02,-4.619610e+02,-4.461825e+02,-4.059515e+02,-3.546249e+02,-3.109121e+02,-2.923284e+02,-2.759055e+02,-2.031740e+02,-1.253396e+02,-9.747300e+01,-8.889059e+01,-8.810314e+01,-8.743730e+01,-9.312840e+01,-9.178609e+01,-9.525127e+01,-9.214113e+01,-8.454754e+01,-8.417207e+01,-8.292423e+01,-7.749572e+01,-6.273464e+01,-4.922919e+01,-4.146170e+01,-4.593824e+01,-5.772984e+01,-6.892361e+01,-7.386612e+01,-6.488376e+01,-3.118657e+01,-7.965368e+00,-1.253295e+01,-3.945429e+01,-8.514036e+01,-1.389547e+02,-1.904493e+02,-2.614532e+02,-3.378658e+02,-3.942665e+02,-4.361993e+02,-4.496011e+02,-4.521675e+02,-4.558748e+02,-4.569835e+02,-4.581128e+02,-4.574532e+02,-4.568356e+02,-4.667117e+02
5.987519e+01,7.296703e+01,8.909468e+01,1.302410e+02,1.503058e+02,1.480000e+02,1.372945e+02,1.255406e+02,1.134179e+02,9.579684e+01,7.554819e+01,6.898020e+01,7.125132e+01,7.006857e+01,6.767763e+01,6.778827e+01,6.964743e+01,6.951961e+01,6.201594e+01,5.995219e+01,5.686019e+01,5.570669e+01,5.862457e+01,5.807958e+01,5.572418e+01,6.028034e+01,7.136377e+01,7.102742e+01,6.272822e+01,5.012814e+01,4.099261e+01,4.344973e+01,5.541185e+01,6.762062e+01,7.696376e+01,9.834648e+01,1.214533e+02,1.485260e+02,1.470587e+02,1.193687e+02,8.818192e+01,7.715082e+01,7.724181e+01,7.267829e+01,7.173788e+01,7.042557e+01,7.243506e+01,7.402258e+01,6.765966e+01
2.117562e+01,2.198163e+01,2.994034e+01,5.482366e+01,4.965920e+01,3.420251e+01,2.373050e+01,1.650917e+01,7.327338e-01,-6.628018e+00,-1.252758e+01,-1.833394e+01,-2.043375e+01,-1.976000e+01,-1.926302e+01,-1.940197e+01,-1.667015e+01,-1.956385e+01,-2.440711e+01,-2.275035e+01,-2.104080e+01,-2.452293e+01,-2.954289e+01,-3.422929e+01,-4.468148e+01,-5.132113e+01,-4.993275e+01,-4.181887e+01,-4.102297e+01,-3.985574e+01,-5.191361e+01,-6.656140e+01,-7.200688e+01,-6.820295e+01,-5.178151e+01,-3.460206e+01,-3.576484e+01,-2.712267e+01,-1.082029e+01,-8.752512e-01,7.415094e+00,1.043431e+01,1.453790e+01,1.261641e+01,1.389068e+01,1.388871e+01,1.699243e+01,1.560232e+01,1.935735e+01
-1.303555e-01,3.107091e+00,1.115051e+01,3.798399e+01,5.755836e+01,5.754230e+01,5.632141e+01,6.177403e+01,4.209375e+01,2.100103e+01,1.302988e+01,6.194173e+00,2.803334e+00,4.047904e+00,2.163957e-01,-7.748535e-01,-7.684604e-01,-4.054870e+00,-5.641678e+00,-6.073457e+00,-2.162529e+00,-5.781287e+00,-6.847775e+00,-7.151550e+00,-1.109743e+01,-1.291463e+01,-1.076368e+01,-1.475643e+01,-1.411803e+01,-1.039074e+01,-2.376279e+00,-3.806529e+00,-6.260449e+00,-3.685481e+00,-6.198081e+00,-9.026453e+00,-5.642388e+00,-1.519223e+01,-2.416826e+01,-2.352004e+01,-1.389109e+01,-3.983221e+00,-2.165384e+00,-1.279369e+00,2.365340e+00,3.714949e+00,5.453805e+00,-2.951091e-01,2.670597e+00
4.398615e+00,1.433648e+01,2.248787e+01,3.527738e+01,4.099993e+01,3.620419e+01,3.099347e+01,2.171802e+01,-3.517330e+00,-1.277411e+01,-7.080789e+00,-2.758872e+00,7.163028e-01,2.827415e+00,5.818450e+00,2.108354e+00,-3.345766e+00,-4.489990e-01,1.047252e+00,7.854404e+00,9.566629e+00,6.654109e+00,8.966848e+00,7.550624e+00,3.384391e+00,2.083312e+00,7.783720e+00,5.373458e+00,5.314554e+00,7.024320e+00,5.375965e+00,6.567249e-01,-4.156550e+00,-8.961797e-03,9.309435e+00,1.161277e+01,1.247088e+01,1.815050e+01,1.502188e+01,7.713134e+00,4.677752e+00,1.366161e+01,1.262516e+01,1.294769e+01,1.666843e+01,1.774738e+01,1.734284e+01,1.628473e+01,1.505227e+01
1.645618e+01,2.210934e+01,2.336539e+01,9.990970e+00,-8.637204e+00,-1.501952e+01,-1.646702e+01,-1.786664e+01,1.723351e+00,1.309130e+01,1.632624e+01,2.004987e+01,2.151583e+01,2.288334e+01,2.289612e+01,2.322958e+01,2.230232e+01,2.412856e+01,2.604790e+01,2.373958e+01,2.174397e+01,2.363903e+01,3.086353e+01,2.659245e+01,2.620274e+01,2.641694e+01,2.756805e+01,2.379537e+01,2.456589e+01,2.459494e+01,2.247862e+01,2.369652e+01,2.218081e+01,1.634968e+01,1.442140e+01,1.943295e+01,1.536640e+01,5.376361e+00,4.325676e+00,1.439588e+01,1.495019e+01,1.903145e+01,1.823995e+01,1.631501e+01,1.890384e+01,1.949214e+01,1.767573e+01,2.205533e+01,2.180507e+01
2.100515e+01,1.742591e+01,1.095527e+01,-8.514162e-01,-5.785585e+00,-6.307816e+00,-6.797362e+00,-4.563796e+00,-2.001478e+01,-2.373145e+01,-1.730174e+01,-9.412687e+00,-6.992006e+00,-1.038203e+01,-1.242400e+01,-1.904255e+01,-2.069748e+01,-1.974829e+01,-1.725896e+01,-1.508603e+01,-1.041850e+01,-4.811167e+00,-1.544525e+00,-4.383938e+00,-7.538011e+00,-9.395596e+00,-4.524453e+00,-1.378445e+00,-1.739636e+00,-4.118934e+00,-7.903590e+00,-5.972348e+00,-5.245384e+00,-3.669171e+00,-1.037490e+01,-5.464055e+00,-3.575899e+00,5.250811e+00,8.372309e+00,1.137829e+01,1.889960e+01,1.722026e+01,1.571998e+01,1.312488e+01,1.509422e+01,1.649351e+01,1.283343e+01,1.252273e+01,1.541361e+01
1.759095e+01,1.143453e+01,3.926620e-01,1.713519e+00,7.747740e+00,1.092727e+01,1.224226e+01,1.036093e+01,1.219563e+01,1.891405e+01,2.485373e+01,2.558968e+01,2.025909e+01,1.653973e+01,1.875362e+01,1.920696e+01,2.064090e+01,2.436540e+01,2.469685e+01,2.518470e+01,2.735708e+01,2.970934e+01,3.238300e+01,3.041090e+01,2.937719e+01,2.475500e+01,2.157048e+01,2.384721e+01,2.586516e+01,2.530086e+01,2.416685e+01,1.945721e+01,1.717144e+01,1.517256e+01,1.812318e+01,1.673039e+01,1.085357e+01,2.726650e-02,3.547309e+00,1.406632e+01,2.005565e+01,1.786043e+01,1.438402e+01,1.105784e+01,1.173454e+01,1.463618e+01,1.140008e+01,7.423327e+00,1.172658e+01
1.010249e+01,7.054687e+00,-7.038097e+00,-1.522239e+01,-2.502936e+01,-2.844790e+01,-1.944196e+01,-1.314856e+01,-1.760225e+01,-2.031903e+01,-1.677398e+01,-1.159396e+01,-8.377538e+00,-6.402151e+00,-2.211532e+00,-2.352840e+00,-6.514935e+00,-6.978402e+00,-1.241509e+01,-1.103257e+01,-9.606396e+00,-1.104910e+01,-1.191071e+01,-1.635629e+01,-1.815089e+01,-1.554906e+01,-1.444770e+01,-1.638361e+01,-1.624888e+01,-2.302517e+01,-2.293082e+01,-2.621608e+01,-2.872053e+01,-2.331716e+01,-1.803217e+01,-1.910944e+01,-1.484126e+01,-4.379836e+00,-2.344242e+00,1.894760e+00,8.705581e+00,1.208079e+01,8.159266e+00,3.657064e+00,2.484154e+00,6.645889e+00,8.290613e+00,9.236586e+00,1.253098e+01
2.085170e+00,2.310707e+00,-1.138252e+01,-2.817222e+01,-3.074769e+01,-1.783907e+01,-4.405371e+00,7.517391e+00,5.984591e+00,7.700883e+00,1.076457e+01,1.196845e+01,6.069860e+00,7.469288e+00,1.021479e+01,1.018585e+01,9.985711e+00,1.017768e+01,1.190377e+01,1.378911e+01,9.308283e+00,7.450948e+00,7.404461e+00,7.309982e+00,1.132417e+00,-2.073257e+00,6.121147e-02,-3.296008e-01,-1.262591e+00,2.747992e+00,4.723431e+00,2.257409e+00,-2.320201e+00,-2.924804e+00,-7.073608e+00,-1.571305e+01,-1.346952e+01,-1.237224e+01,-1.281433e+01,-1.586270e+01,-1.889804e+00,4.269606e+00,5.595037e-01,-1.930230e+00,-3.223687e+00,-5.264900e-01,3.495686e+00,7.804198e+00,8.433743e+00
