Coeff 1,Coeff 2,Coeff 3,Coeff 4,Coeff 5,Coeff 6,Coeff 7,Coeff 8,Coeff 9,Coeff 10,Coeff 11,Coeff 12,Coeff 13,Coeff 14,Coeff 15,Coeff 16,Coeff 17,Coeff 18,Coeff 19,Coeff 20,Coeff 21,Coeff 22
-5.113865e+02,-4.869816e+02,-4.847516e+02,-4.875827e+02,-3.466151e+02,-1.396123e+02,-5.093990e+01,-3.253299e+01,-4.706806e+01,-7.090714e+01,-9.656516e+01,-1.069915e+02,-1.149108e+02,-1.269566e+02,-1.444315e+02,-1.803590e+02,-2.419638e+02,-3.023634e+02,-3.542687e+02,-3.974764e+02,-4.374578e+02,-4.666750e+02
4.463253e+01,6.193442e+01,6.568317e+01,6.409274e+01,8.095151e+01,8.465173e+01,7.190586e+01,5.458660e+01,4.114315e+01,3.753854e+01,4.473001e+01,5.642634e+01,6.924043e+01,9.548056e+01,1.352997e+02,1.599585e+02,1.805897e+02,1.965976e+02,1.895054e+02,1.564422e+02,1.189488e+02,8.727731e+01
8.228049e+00,1.863156e+00,5.103219e+00,8.236160e+00,-3.444648e+01,-6.098003e+01,-6.461689e+01,-6.559378e+01,-5.900508e+01,-4.751202e+01,-3.982093e+01,-3.091541e+01,-2.340865e+01,-1.703419e+01,8.407740e+00,2.443354e+01,3.769469e+01,4.474332e+01,3.989450e+01,4.363551e+01,3.444021e+01,1.682503e+01
-9.976475e-03,-6.369334e+00,-6.033234e+00,-3.346338e+00,-4.052216e+01,-4.682545e+01,-5.066671e+01,-4.732281e+01,-3.249326e+01,-1.890926e+01,-1.592188e+01,-1.357098e+01,-1.387295e+01,-1.853076e+01,-1.918569e+01,-1.785370e+01,-2.104305e+01,-2.054990e+01,-8.977965e+00,3.807918e+00,5.572474e+00,-5.944110e+00
1.375679e+01,1.479115e+01,1.327075e+01,1.022100e+01,-1.893616e+01,-4.548509e+01,-4.867736e+01,-4.595358e+01,-4.317050e+01,-4.331574e+01,-4.094412e+01,-4.227289e+01,-5.034568e+01,-5.516586e+01,-4.506572e+01,-4.495665e+01,-4.396522e+01,-2.421886e+01,-7.012151e+00,3.069117e+00,9.545927e+00,4.372189e+00
1.628473e+01,1.569434e+01,1.491177e+01,1.141818e+01,2.758996e+01,4.321234e+01,4.709216e+01,5.605349e+01,6.035971e+01,6.635327e+01,6.714565e+01,6.480582e+01,6.440768e+01,6.696039e+01,7.070956e+01,5.854362e+01,3.860069e+01,1.278376e+01,-6.941936e+00,-4.939638e+00,4.940984e-01,2.411901e+00
2.428278e+00,2.687002e+00,3.027474e+00,3.728883e+00,-3.782209e+01,-6.454049e+01,-6.639067e+01,-6.324007e+01,-6.335531e+01,-6.305748e+01,-6.194293e+01,-6.380144e+01,-6.015770e+01,-6.074939e+01,-4.873598e+01,-3.508656e+01,-2.789434e+01,-1.561741e+01,-5.333173e+00,-1.379709e+01,-1.553689e+01,-9.717331e+00
-7.307094e+00,-1.673485e+00,-5.345086e-01,2.972286e-01,2.792241e+01,4.362988e+01,4.504697e+01,4.774027e+01,4.447274e+01,3.541624e+01,3.149126e+01,2.604576e+01,2.215863e+01,2.465693e+01,2.820677e+01,2.283214e+01,1.108736e+01,1.247393e+00,-1.242958e+01,-2.269913e+01,-2.296156e+01,-1.260037e+01
-5.384319e+00,-1.963268e+00,-5.205848e-01,-1.329388e+00,1.792987e+01,8.366871e+00,7.956594e+00,1.233845e+01,9.887022e+00,6.334074e+00,3.483623e-01,-6.366065e-01,2.510166e+00,4.838662e+00,8.295938e+00,3.237343e+00,-9.193953e+00,-1.678411e+01,-1.945087e+01,-2.525973e+01,-2.263986e+01,-8.750671e+00
-2.483443e+00,-5.330687e+00,-5.533895e+00,-6.175654e+00,-2.676390e+01,-2.329598e+01,-2.525702e+01,-2.634616e+01,-2.610836e+01,-2.059688e+01,-1.691838e+01,-1.195755e+01,-6.516949e+00,-7.481129e+00,-3.376737e+00,5.112962e+00,1.893750e+00,-3.321292e+00,-6.995120e+00,-1.363451e+01,-1.919843e+01,-7.305469e+00
-5.032459e+00,-8.115673e+00,-9.946852e+00,-9.654387e+00,-1.054854e+01,-1.823070e+01,-1.938711e+01,-1.709721e+01,-1.368604e+01,-1.283821e+01,-1.748753e+01,-1.825697e+01,-4.070816e+00,5.002417e+00,8.193708e+00,1.196248e+01,1.511957e+01,1.018777e+01,3.240000e+00,-4.091733e+00,-1.518583e+01,-8.915533e+00
-8.976160e+00,-9.334015e+00,-9.373990e+00,-7.148309e+00,-3.758439e+00,2.563541e+00,1.829214e+00,1.115847e-01,1.916964e+00,8.403136e-01,-2.384111e+00,-8.889566e+00,-6.689213e+00,5.185966e+00,1.007069e+01,1.196900e+01,9.416122e+00,9.667944e+00,4.272570e+00,-1.884401e+00,-9.671807e+00,-9.321401e+00
-9.565454e+00,-8.581510e+00,-6.136906e+00,-4.924699e+00,2.816904e+00,-1.040768e+01,-1.312559e+01,-1.301033e+01,-1.248412e+01,-1.448183e+01,-1.714063e+01,-2.486002e+01,-3.026165e+01,-2.657140e+01,-2.530843e+01,-1.582866e+01,5.390369e+00,1.228432e+01,6.248400e+00,1.758159e+00,-2.275043e+00,-4.016721e+00
