Coeff 1,Coeff 2,Coeff 3,Coeff 4,Coeff 5,Coeff 6,Coeff 7,Coeff 8,Coeff 9,Coeff 10,Coeff 11,Coeff 12,Coeff 13,Coeff 14,Coeff 15,Coeff 16,Coeff 17,Coeff 18,Coeff 19,Coeff 20,Coeff 21,Coeff 22,Coeff 23,Coeff 24
-4.981664e+02,-4.846076e+02,-4.517835e+02,-2.242674e+02,-1.269380e+02,-1.036773e+02,-9.829945e+01,-8.225344e+01,-5.213440e+01,-3.484749e+01,-2.829902e+01,-5.377596e+01,-1.129545e+02,-1.993668e+02,-2.913138e+02,-3.770539e+02,-4.581310e+02,-4.665094e+02,-4.130113e+02,-3.713997e+02,-3.660177e+02,-3.674628e+02,-3.584229e+02,-3.899622e+02
5.023105e+01,6.036631e+01,7.820088e+01,1.424257e+02,1.282961e+02,1.088449e+02,9.140834e+01,7.290514e+01,6.541043e+01,6.873648e+01,8.187848e+01,9.869365e+01,1.241947e+02,1.485838e+02,1.480930e+02,1.062419e+02,7.044841e+01,6.552744e+01,5.534373e+01,3.644092e+01,2.350147e+01,1.975486e+01,3.071579e+01,4.403186e+01
1.658002e+01,1.246625e+01,3.748764e+00,-3.292145e+01,-3.526541e+01,-4.887592e+01,-6.742328e+01,-8.153877e+01,-9.901639e+01,-1.090507e+02,-1.181145e+02,-1.162666e+02,-9.478346e+01,-6.269167e+01,-5.324376e+01,-3.901977e+01,-5.436621e+00,1.290911e+01,2.729179e+01,3.986411e+01,4.601744e+01,4.285001e+01,3.305877e+01,2.007449e+01
3.510417e+00,-3.021710e+00,-3.244194e+00,-2.439069e+01,-1.905741e+01,-5.135971e+00,3.933304e+00,4.975675e+00,9.580616e+00,1.082550e+01,6.323894e+00,8.794537e+00,1.849597e+01,1.464655e+01,2.313857e+00,-9.080078e+00,-7.758558e+00,-7.625167e+00,-2.477177e+01,-3.127407e+01,-2.579345e+01,-2.031328e+01,-1.454482e+01,-1.280102e+01
1.232115e+01,1.169363e+01,7.278679e+00,-4.256554e+01,-3.953404e+01,-2.612431e+01,-1.531002e+01,-6.561723e+00,-3.363979e+00,1.014694e+00,2.049739e+00,-5.006479e+00,-1.201473e+01,-7.347055e+00,8.896608e+00,1.644769e+01,1.191290e+01,1.594984e+01,2.995311e+01,3.114498e+01,3.150291e+01,2.788051e+01,2.362432e+01,2.521781e+01
1.852786e+01,2.050629e+01,7.892734e+00,-2.182964e+00,1.812680e+01,3.392080e+01,3.955381e+01,3.194306e+01,2.303294e+01,1.437557e+01,8.525929e+00,-1.903633e+00,-1.263286e+01,-2.386172e+01,-1.385240e+01,-2.051830e-03,5.819150e+00,1.016324e+01,1.845741e+00,2.780400e+00,8.436685e+00,5.952207e+00,2.223881e+00,3.876867e+00
1.168606e+01,1.210955e+01,1.054229e+01,-2.206323e+01,-3.090812e+01,-3.472442e+01,-3.081401e+01,-2.576068e+01,-2.081841e+01,-1.689174e+01,-7.696658e+00,-1.172472e+00,-2.093106e+00,3.759162e-01,7.347377e+00,9.311010e+00,5.832982e+00,1.128780e+01,1.715812e+01,1.527973e+01,1.517597e+01,1.491263e+01,1.228085e+01,1.772099e+01
2.722066e+00,2.257503e+00,6.598254e+00,3.649494e+00,1.282313e+01,2.338257e+01,2.717288e+01,2.210822e+01,2.066114e+01,1.864820e+01,1.524018e+01,1.241915e+01,5.775517e+00,3.025563e+00,3.587470e+00,1.755274e+01,1.403317e+01,3.126161e+00,4.901018e+00,4.415981e+00,4.393533e+00,3.636052e+00,-2.468045e+00,-6.972456e+00
6.962129e-02,-2.049392e-01,-1.526684e+00,1.823674e+01,2.019463e+01,1.846690e+01,1.221456e+01,1.304910e+01,1.247651e+01,9.010806e+00,1.867169e+00,-2.765980e+00,-1.982441e+00,-6.070133e+00,-5.524070e+00,5.108106e+00,3.930039e+00,5.243573e+00,5.796097e+00,6.726562e+00,6.181120e+00,1.076976e+01,1.932766e+01,1.783474e+01
2.902232e-01,-8.743408e-01,-1.592853e+00,4.885823e+00,1.069700e+01,7.264122e+00,-5.084736e+00,-9.898725e+00,-1.323074e+01,-1.679468e+01,-2.066047e+01,-1.698319e+01,-1.069206e+01,-1.031489e+01,-1.589088e+01,-1.309267e+01,-6.876800e+00,-4.868426e+00,2.545642e+00,1.195149e+00,-3.336762e+00,1.396578e+00,1.145931e+00,-5.007493e+00
-5.698055e-01,-3.346472e+00,-1.672135e+00,1.535576e+00,-7.394009e+00,-1.821701e+01,-2.239186e+01,-2.085955e+01,-1.594306e+01,-1.006073e+01,-1.964349e+00,1.024956e+01,1.517146e+01,2.893913e+00,-1.173397e+01,-5.152483e+00,-1.486356e+00,-2.463203e+00,-2.040761e+00,-3.895190e-01,2.623350e+00,1.994240e+00,-3.558365e-01,-4.748120e+00
-2.039457e+00,-4.138306e+00,-8.742514e+00,8.773179e+00,1.367971e+01,1.514365e+01,1.561663e+01,1.420806e+01,1.696571e+01,1.805335e+01,1.797915e+01,1.787885e+01,1.606260e+01,1.021720e+01,7.106722e+00,9.430225e+00,-4.648865e-01,-7.673754e+00,-5.053957e+00,7.968967e-01,1.657760e+00,6.957371e+00,1.525917e+01,1.565845e+01
-3.731878e+00,-1.890830e+00,-5.387754e+00,-1.850641e+01,-2.226875e+01,-2.243335e+01,-1.495926e+01,-1.203832e+01,-1.372942e+01,-9.764363e+00,-8.191236e+00,-1.359676e+01,-1.814648e+01,-1.831595e+01,-9.813995e+00,-5.352301e+00,-6.812544e+00,-1.379946e+00,-8.900755e+00,-4.470655e+00,-7.223522e+00,-3.928767e+00,-1.606457e+00,-7.064292e+00
