Coeff 1,Coeff 2,Coeff 3,Coeff 4,Coeff 5,Coeff 6,Coeff 7,Coeff 8,Coeff 9,Coeff 10,Coeff 11,Coeff 12,Coeff 13,Coeff 14,Coeff 15,Coeff 16,Coeff 17,Coeff 18,Coeff 19,Coeff 20,Coeff 21,Coeff 22,Coeff 23,Coeff 24,Coeff 25,Coeff 26,Coeff 27,Coeff 28,Coeff 29,Coeff 30,Coeff 31,Coeff 32,Coeff 33
-5.137192e+02,-4.903110e+02,-4.824327e+02,-4.808128e+02,-4.836970e+02,-4.855362e+02,-4.926479e+02,-4.902021e+02,-4.812006e+02,-3.482792e+02,-2.064988e+02,-1.541190e+02,-1.333780e+02,-1.274357e+02,-9.697146e+01,-5.770245e+01,-4.936747e+01,-7.030339e+01,-1.043211e+02,-1.564797e+02,-2.329675e+02,-3.242857e+02,-3.903411e+02,-4.226093e+02,-4.564225e+02,-4.806711e+02,-4.852198e+02,-4.835621e+02,-4.844990e+02,-4.915415e+02,-4.941043e+02,-4.899018e+02,-4.894022e+02
3.961174e+01,6.116994e+01,6.890339e+01,7.115276e+01,7.004667e+01,6.639462e+01,5.910543e+01,6.053979e+01,6.690047e+01,1.046567e+02,1.112525e+02,1.077646e+02,9.914806e+01,8.425568e+01,4.585582e+01,3.818073e+01,6.372852e+01,9.399783e+01,1.120076e+02,1.247665e+02,1.372956e+02,1.451724e+02,1.381823e+02,1.097049e+02,7.992323e+01,6.569456e+01,6.339576e+01,6.580319e+01,6.590411e+01,5.882903e+01,5.728646e+01,6.139979e+01,6.420484e+01
1.548161e+01,1.858739e+01,2.014574e+01,2.164458e+01,2.471215e+01,2.112118e+01,1.974151e+01,1.851879e+01,1.532359e+01,-4.187708e+01,-4.677594e+01,-3.829105e+01,-4.493977e+01,-3.324669e+01,-1.682404e+01,-3.722675e+01,-3.973408e+01,-2.848910e+01,-1.829489e+01,-1.017620e+01,-3.287996e+00,5.106003e+00,4.469102e+00,9.627083e+00,4.746152e+00,9.588217e+00,1.489740e+01,1.693848e+01,1.781610e+01,1.663189e+01,1.731384e+01,1.789582e+01,2.154777e+01
-4.716490e-01,-1.720958e+00,-2.492470e+00,-1.673760e+00,1.774198e+00,1.045348e+00,3.379027e+00,2.640524e+00,-2.547729e+00,-5.044128e+00,9.002870e-01,-2.719340e-01,-8.061128e-01,-6.141139e+00,-2.665587e+01,-4.637926e+01,-6.213508e+01,-6.127229e+01,-5.806490e+01,-5.539141e+01,-5.402419e+01,-4.908168e+01,-3.968126e+01,-3.061108e+01,-2.144826e+01,-9.176811e+00,-1.208126e+00,-1.349121e+00,-2.344929e+00,5.635679e-02,-6.355159e-01,-2.120920e+00,-3.637208e+00
-1.316671e+00,2.508209e+00,3.698819e+00,5.865109e+00,8.722605e+00,8.623644e+00,9.747705e+00,1.074185e+01,7.587050e+00,2.924113e+01,-8.724297e+00,-3.203418e+01,-3.845230e+01,-2.804748e+01,-1.361279e+01,-1.331627e+01,-2.405659e+01,-3.779563e+01,-4.702029e+01,-4.380789e+01,-3.516017e+01,-2.377605e+01,-1.269346e+01,-1.466196e+00,6.208422e+00,6.592225e+00,1.109837e+01,8.127671e+00,6.371531e+00,7.805521e+00,6.115530e+00,5.116081e+00,-1.327216e+00
4.069568e+00,9.368860e+00,1.207125e+01,1.538953e+01,1.825172e+01,1.503820e+01,1.357142e+01,1.512550e+01,1.449485e+01,3.308676e+01,6.145447e+01,7.321809e+01,8.153606e+01,8.339923e+01,8.327922e+01,8.349783e+01,8.105390e+01,7.507309e+01,6.671772e+01,5.619585e+01,4.050819e+01,2.060355e+01,3.577926e+00,4.114650e+00,1.454446e+01,1.589747e+01,1.727958e+01,1.540360e+01,1.362672e+01,1.255172e+01,1.349186e+01,1.454157e+01,8.733484e+00
6.473359e+00,1.008424e+01,1.205430e+01,1.269878e+01,1.239025e+01,7.511020e+00,6.782882e+00,7.980514e+00,1.169323e+01,-2.636592e+01,-4.955720e+01,-5.340416e+01,-5.006104e+01,-4.752439e+01,-4.519552e+01,-5.115424e+01,-4.679188e+01,-4.669365e+01,-4.697335e+01,-5.098354e+01,-4.390787e+01,-2.361469e+01,-8.669239e+00,-5.126293e+00,5.776396e+00,8.887840e+00,9.896844e+00,1.248185e+01,9.055653e+00,8.654072e+00,1.216218e+01,1.412977e+01,1.019326e+01
5.739575e+00,8.444638e+00,9.239830e+00,6.025581e+00,1.243253e+00,-2.142157e+00,2.596678e-01,-6.731820e-02,4.743217e+00,-1.741988e+01,-6.928773e+00,6.345554e+00,1.142476e+01,2.180669e+01,2.433107e+01,1.571695e+01,1.775081e+01,1.819677e+01,1.591703e+01,1.368071e+01,9.386782e+00,5.993096e+00,-4.910677e+00,-4.851972e+00,2.987288e+00,4.688501e+00,3.328783e+00,6.584393e+00,4.026433e+00,7.995444e+00,1.083480e+01,1.015272e+01,5.784873e+00
5.379529e+00,6.141799e+00,5.103296e+00,1.965824e+00,-9.689007e-01,-2.851669e+00,6.840910e-01,-1.451539e+00,-2.477547e+00,6.738050e+00,3.789288e+00,5.925721e+00,9.063635e+00,2.278368e+00,-6.906624e+00,-5.604085e+00,-5.636468e+00,-5.415644e+00,-2.994379e+00,-4.502560e+00,-2.343885e+00,-2.293392e+00,7.482363e+00,1.308115e+01,1.266358e+01,8.237970e+00,2.057462e+00,1.662280e+00,3.576257e+00,1.038008e+01,1.150417e+01,6.791177e+00,2.547109e+00
5.120392e+00,2.864390e+00,-9.014945e-01,-1.006067e+00,2.468466e+00,1.523156e+00,2.783194e+00,2.426068e+00,-2.676498e+00,-6.322668e+00,-3.794385e+00,5.287607e+00,9.883931e+00,1.433623e+01,1.401966e+01,2.022375e+01,1.970807e+01,2.081508e+01,3.092653e+01,3.266322e+01,2.775591e+01,1.845089e+01,1.841935e+01,2.331605e+01,1.629752e+01,8.256432e+00,1.239946e+00,2.236884e-01,2.714966e+00,6.387140e+00,6.796538e+00,1.770151e+00,-7.472395e-01
