Coeff 1,Coeff 2,Coeff 3,Coeff 4,Coeff 5,Coeff 6,Coeff 7,Coeff 8,Coeff 9,Coeff 10,Coeff 11,Coeff 12,Coeff 13,Coeff 14,Coeff 15,Coeff 16,Coeff 17,Coeff 18,Coeff 19,Coeff 20,Coeff 21,Coeff 22
-4.090584e+02,-3.844465e+02,-3.401178e+02,-1.937566e+02,-9.823171e+01,-6.518555e+01,-6.413318e+01,-6.516281e+01,-5.278796e+01,-3.006044e+01,-9.818918e+00,-1.495242e+01,-4.675870e+01,-8.721216e+01,-1.451022e+02,-2.224485e+02,-3.154757e+02,-3.606130e+02,-3.763625e+02,-3.795703e+02,-3.825575e+02,-4.115376e+02
9.507164e+01,1.015458e+02,1.275510e+02,1.519351e+02,1.456960e+02,1.320770e+02,1.185793e+02,1.090969e+02,1.076747e+02,1.118020e+02,1.182624e+02,1.298802e+02,1.450062e+02,1.508984e+02,1.452661e+02,1.366965e+02,1.215284e+02,1.062162e+02,1.009771e+02,1.063404e+02,1.064996e+02,9.351839e+01
-9.199837e+00,-1.575894e+01,-7.261743e+00,-1.275776e+01,-1.990793e+01,-2.436966e+01,-2.080019e+01,-1.321002e+01,-1.351541e+01,-2.491749e+01,-4.072531e+01,-5.222527e+01,-5.216228e+01,-3.984144e+01,-3.113244e+01,-3.282463e+01,-3.503790e+01,-2.470382e+01,-1.849860e+01,-1.083796e+01,-9.660337e+00,-1.005953e+01
-5.342632e-01,-6.050978e-01,-1.158970e+01,-1.855398e+01,-2.087819e+01,-1.763335e+01,-4.732875e+00,1.139653e+00,-1.519310e+00,-1.119775e+01,-1.740866e+01,-2.005719e+01,-1.519186e+01,-9.125993e+00,-7.557263e+00,-9.042919e+00,-7.994347e+00,1.943827e+00,6.297839e+00,7.356342e+00,5.369521e+00,-2.606708e+00
1.741840e+01,1.708770e+01,-1.479002e+01,-4.540730e+01,-3.964111e+01,-2.869629e+01,-1.923423e+01,-1.466090e+01,-1.643510e+01,-2.426016e+01,-2.084685e+01,-2.302593e+01,-2.397982e+01,-1.065161e+01,-6.813114e-01,7.882363e+00,1.507961e+01,1.520101e+01,1.763197e+01,2.110140e+01,2.278514e+01,1.625827e+01
7.102209e+00,1.701761e+00,-1.888013e+01,-1.090769e+01,4.925460e+00,1.460375e+01,2.319701e+01,2.992592e+01,3.470023e+01,3.340661e+01,3.726311e+01,4.084512e+01,3.860420e+01,3.652003e+01,2.275136e+01,1.688625e+01,1.346296e+01,5.993197e+00,7.937868e+00,6.860214e+00,9.791325e+00,8.941900e+00
2.476720e+00,6.270119e+00,-9.828913e+00,-4.425006e+01,-5.261204e+01,-5.392230e+01,-4.783274e+01,-4.281487e+01,-4.302509e+01,-4.435149e+01,-4.845908e+01,-5.220765e+01,-5.091901e+01,-4.419741e+01,-3.837871e+01,-2.722074e+01,2.617473e+00,1.098308e+01,1.441642e+01,1.489473e+01,1.313027e+01,7.334537e+00
-8.140001e-01,2.644766e-01,2.659585e+00,1.253555e+01,2.193100e+01,3.058055e+01,3.587862e+01,4.038123e+01,3.726117e+01,3.380918e+01,3.919175e+01,4.423260e+01,3.936506e+01,2.958292e+01,2.032299e+01,8.709330e+00,-4.698511e+00,-6.492286e+00,-7.269833e-01,8.968259e-01,8.551323e-01,3.300563e+00
1.965142e+00,5.157222e+00,1.321104e+01,1.706203e+01,1.122437e+01,4.892123e+00,-2.830564e+00,-3.540337e+00,-8.775988e+00,-1.509640e+01,-1.153666e+01,-7.394270e+00,-1.080845e+01,-7.340448e+00,-8.384259e+00,-3.540868e+00,2.124771e+00,3.187086e+00,7.964957e-02,-9.612017e-01,4.921513e+00,2.726368e+00
4.847108e+00,1.891828e+00,1.333190e+01,1.449613e+01,1.278457e+01,7.852107e+00,8.232926e+00,1.035797e+01,1.363592e+01,1.219181e+01,9.030508e+00,3.436668e+00,-4.066917e+00,-3.354707e+00,-3.043884e+00,-6.265553e+00,-3.877133e+00,-1.676129e+00,-3.898237e+00,-3.273317e+00,1.614443e+00,3.138293e+00
3.271926e-01,-8.410835e-01,3.864602e+00,1.007618e+00,-2.363388e+00,-8.885094e+00,-7.943683e+00,-1.024446e+01,-9.379818e+00,-7.541001e+00,-4.657684e+00,1.060052e+00,3.565239e+00,-1.693672e+00,-1.080654e+01,-1.396211e+01,-9.220652e+00,-8.386039e+00,-8.090813e+00,-7.665608e+00,-8.787806e+00,-5.512144e+00
-1.263395e+00,-3.596991e+00,-1.198528e+01,-7.721794e+00,-2.718482e+00,1.520326e+00,1.180844e+01,1.136822e+01,6.678789e+00,5.152835e+00,-7.123471e-01,-8.670874e+00,-1.401928e+01,-1.560364e+01,-1.119590e+01,-7.471498e+00,-5.076839e+00,-8.343323e+00,-9.041168e+00,-9.771684e+00,-1.093689e+01,-9.391174e+00
-5.556333e-01,-7.054522e-01,-1.205344e+01,-7.375306e+00,-1.749930e+01,-1.251972e+01,-7.235846e+00,-1.251525e+01,-1.138311e+01,-1.333227e+01,-1.615222e+01,-1.994863e+01,-2.103232e+01,-1.559823e+01,-1.433281e+01,-3.194293e+00,1.698193e+00,-2.447931e+00,-3.207122e+00,-1.176977e+00,-1.346975e+00,-3.591992e+00
