Coeff 1,Coeff 2,Coeff 3,Coeff 4,Coeff 5,Coeff 6,Coeff 7,Coeff 8,Coeff 9,Coeff 10,Coeff 11,Coeff 12,Coeff 13,Coeff 14,Coeff 15,Coeff 16,Coeff 17,Coeff 18,Coeff 19,Coeff 20,Coeff 21,Coeff 22,Coeff 23,Coeff 24,Coeff 25,Coeff 26,Coeff 27,Coeff 28,Coeff 29,Coeff 30,Coeff 31,Coeff 32,Coeff 33,Coeff 34,Coeff 35,Coeff 36,Coeff 37,Coeff 38,Coeff 39,Coeff 40,Coeff 41,Coeff 42,Coeff 43
-5.354962e+02,-5.200008e+02,-5.231752e+02,-5.238011e+02,-5.215365e+02,-5.167415e+02,-5.111379e+02,-2.122922e+02,-1.018677e+02,-8.808018e+01,-1.103800e+02,-1.121178e+02,-1.204394e+02,-1.326324e+02,-1.361301e+02,-1.367732e+02,-1.221240e+02,-1.034977e+02,-1.043914e+02,-1.167228e+02,-1.202800e+02,-1.194898e+02,-8.753811e+01,-6.608047e+01,-6.262114e+01,-8.613816e+01,-1.186386e+02,-1.613610e+02,-2.263144e+02,-3.189839e+02,-4.121614e+02,-4.611426e+02,-4.895912e+02,-5.048729e+02,-5.107690e+02,-5.175942e+02,-5.184268e+02,-5.194534e+02,-5.166938e+02,-5.148323e+02,-5.129191e+02,-5.127459e+02,-5.192526e+02
3.404549e+01,4.941627e+01,4.777706e+01,4.532345e+01,4.710052e+01,5.276868e+01,5.901669e+01,1.100882e+02,1.009557e+02,7.854350e+01,6.439062e+01,6.139458e+01,5.631776e+01,5.963211e+01,6.578709e+01,6.856031e+01,6.777376e+01,6.853059e+01,6.568965e+01,6.257650e+01,5.553651e+01,4.842210e+01,4.233569e+01,4.211265e+01,4.305677e+01,4.754282e+01,6.326944e+01,8.626323e+01,1.028844e+02,1.156256e+02,1.125924e+02,8.550334e+01,6.956190e+01,5.959348e+01,5.365220e+01,4.806475e+01,4.933326e+01,4.967467e+01,5.346361e+01,5.492331e+01,5.414173e+01,5.606021e+01,5.229678e+01
1.634550e+01,1.873069e+01,2.147828e+01,1.762366e+01,1.702094e+01,1.971175e+01,2.289545e+01,-9.743673e+00,-2.509279e+01,-3.134770e+01,-3.460090e+01,-3.814581e+01,-3.934409e+01,-3.197924e+01,-2.930648e+01,-2.732486e+01,-3.715387e+01,-5.106654e+01,-5.458282e+01,-4.832087e+01,-4.367791e+01,-4.715208e+01,-6.715640e+01,-7.634879e+01,-7.789032e+01,-7.582526e+01,-7.928081e+01,-7.600500e+01,-6.158207e+01,-4.856637e+01,-3.007334e+01,-1.399516e+01,6.126889e+00,1.226392e+01,1.140913e+01,1.072446e+01,1.390474e+01,1.755934e+01,2.124543e+01,2.027013e+01,1.566965e+01,2.104654e+01,2.579147e+01
8.707865e+00,3.448827e+00,6.360336e+00,4.777820e+00,3.900729e+00,3.341578e+00,4.578247e+00,-5.954154e+00,-8.646956e+00,-1.959215e+01,-3.315081e+01,-3.921423e+01,-3.601348e+01,-3.513524e+01,-3.618242e+01,-3.255642e+01,-3.325060e+01,-3.596661e+01,-3.667685e+01,-3.080087e+01,-2.735805e+01,-2.997192e+01,-2.734346e+01,-2.707288e+01,-2.533419e+01,-2.586013e+01,-2.326225e+01,-1.978601e+01,-2.353117e+01,-2.742595e+01,-3.501737e+01,-2.888383e+01,-1.078605e+01,-2.902221e+00,-2.949425e+00,-5.822925e+00,-3.843712e+00,1.297236e+00,4.580065e+00,9.021087e-01,3.190430e-02,5.858165e+00,1.102318e+01
1.269606e+01,8.564476e+00,8.763351e+00,1.000780e+01,1.099877e+01,9.452221e+00,9.001001e+00,-5.018790e+01,-4.877549e+01,-3.172310e+01,-1.127878e+01,-1.243538e+01,-1.371083e+01,-8.365984e+00,-5.938340e+00,-1.790821e+00,-3.731952e+00,-7.438637e+00,-7.556265e+00,-3.736567e+00,-4.697091e+00,-8.539436e+00,-1.118886e+01,-1.236496e+01,-1.489292e+01,-1.454129e+01,-1.578647e+01,-1.348804e+01,-5.586151e+00,1.327711e+01,2.301719e+01,1.421928e+01,1.184504e+01,1.200852e+01,8.772189e+00,1.922834e+00,3.636630e+00,7.870449e+00,9.279703e+00,3.023575e+00,9.336290e+00,1.189289e+01,1.188744e+01
1.613858e+01,1.540236e+01,1.494360e+01,1.560254e+01,1.788888e+01,1.861969e+01,1.519460e+01,-6.437507e+00,-1.308982e+00,6.311299e+00,3.268121e+01,3.937657e+01,4.106476e+01,4.854136e+01,5.175288e+01,5.324845e+01,5.904718e+01,5.901845e+01,5.763532e+01,5.786722e+01,5.591155e+01,5.750203e+01,6.365360e+01,6.505167e+01,6.597676e+01,6.953048e+01,7.065761e+01,6.709602e+01,5.524856e+01,3.513055e+01,2.519514e+01,2.644714e+01,2.276549e+01,2.028581e+01,1.778333e+01,1.197028e+01,1.484384e+01,1.743488e+01,1.578809e+01,9.117905e+00,1.719427e+01,1.915869e+01,1.841678e+01
1.287338e+01,1.171018e+01,1.273810e+01,1.161370e+01,1.340535e+01,1.741835e+01,1.154529e+01,-3.459229e+01,-3.885850e+01,-3.664252e+01,-2.991089e+01,-2.989743e+01,-3.073380e+01,-3.036613e+01,-3.325557e+01,-3.365887e+01,-3.343259e+01,-3.819178e+01,-3.696717e+01,-3.197939e+01,-3.478168e+01,-3.475998e+01,-3.501196e+01,-3.583228e+01,-3.745208e+01,-3.936883e+01,-3.621899e+01,-2.898082e+01,-2.425456e+01,-1.880727e+01,-1.144840e+00,7.508757e+00,1.147991e+01,1.186585e+01,1.260958e+01,9.216125e+00,1.259618e+01,1.364213e+01,1.035151e+01,6.553158e+00,9.627405e+00,1.433201e+01,1.713398e+01
8.065739e+00,4.182433e+00,5.181563e+00,4.679842e+00,5.974833e+00,1.068559e+01,5.793156e+00,1.351612e+01,2.846074e+01,3.405748e+01,3.013434e+01,2.878445e+01,3.051338e+01,2.848553e+01,2.876874e+01,3.097367e+01,3.539976e+01,3.567531e+01,3.520171e+01,3.416104e+01,3.180313e+01,2.961249e+01,2.830592e+01,3.076730e+01,3.151670e+01,3.187931e+01,2.784591e+01,1.837896e+01,9.668622e+00,4.596234e+00,3.972057e+00,4.960660e+00,7.142406e+00,4.807090e+00,6.157989e+00,2.211181e+00,2.968645e+00,2.256026e+00,4.406059e-01,3.519995e-01,-1.352945e+00,3.896724e+00,6.272563e+00
6.398421e+00,2.564996e+00,1.659719e+00,2.571224e+00,4.466198e+00,6.004121e+00,4.794811e+00,-1.642435e+01,-1.893261e+01,-8.693021e+00,-1.661009e-02,1.973233e-01,-1.512302e+00,-3.813022e+00,-6.996783e+00,-1.281750e+01,-1.170546e+01,-8.820993e+00,-9.544065e+00,-8.899154e+00,-1.189064e+01,-1.361370e+01,-1.679623e+01,-1.636859e+01,-1.740149e+01,-1.798142e+01,-1.449031e+01,-1.390722e+01,-1.964511e+01,-1.156167e+01,7.021394e+00,1.203797e+01,9.104137e+00,5.610817e+00,4.184919e+00,7.912694e-01,-6.538646e-01,-2.967570e+00,-2.195943e+00,-6.440520e-01,-1.577046e+00,1.430051e+00,-1.383257e+00
5.737623e+00,5.705485e+00,4.054140e+00,4.300874e+00,5.842442e+00,2.714847e+00,4.420216e+00,1.415109e+01,1.601421e+01,1.234033e+01,5.528641e+00,7.363041e+00,9.999918e+00,1.381367e+01,1.619536e+01,1.956285e+01,2.058162e+01,1.704090e+01,1.314232e+01,1.431001e+01,1.653992e+01,1.411672e+01,1.295787e+01,1.465734e+01,1.481247e+01,9.977855e+00,-1.171173e+00,-8.059596e+00,-1.128301e+01,-1.293966e+01,-4.141155e+00,2.627513e+00,4.396929e+00,4.809427e+00,1.934757e+00,2.156519e+00,1.981186e+00,-6.876482e-01,3.461967e-01,1.521393e+00,3.546834e+00,3.319850e+00,-2.322120e+00
