Coeff 1,Coeff 2,Coeff 3,Coeff 4,Coeff 5,Coeff 6,Coeff 7,Coeff 8,Coeff 9,Coeff 10,Coeff 11,Coeff 12,Coeff 13,Coeff 14,Coeff 15,Coeff 16,Coeff 17,Coeff 18,Coeff 19,Coeff 20,Coeff 21,Coeff 22,Coeff 23,Coeff 24,Coeff 25,Coeff 26,Coeff 27,Coeff 28,Coeff 29,Coeff 30,Coeff 31,Coeff 32,Coeff 33,Coeff 34,Coeff 35,Coeff 36,Coeff 37,Coeff 38,Coeff 39,Coeff 40,Coeff 41,Coeff 42,Coeff 43,Coeff 44,Coeff 45
-4.732663e+02,-4.539224e+02,-4.548327e+02,-4.528885e+02,-4.525813e+02,-4.532530e+02,-4.528540e+02,-4.512146e+02,-4.213488e+02,-3.984596e+02,-3.885150e+02,-3.859601e+02,-3.799730e+02,-3.251261e+02,-2.244354e+02,-1.766695e+02,-1.689202e+02,-1.699010e+02,-1.665249e+02,-1.597646e+02,-1.576020e+02,-1.627149e+02,-1.749133e+02,-1.874037e+02,-2.022042e+02,-2.185980e+02,-2.070676e+02,-1.962260e+02,-1.931423e+02,-1.884732e+02,-1.906849e+02,-1.973101e+02,-2.061967e+02,-2.214842e+02,-2.673336e+02,-3.283149e+02,-3.845281e+02,-4.277907e+02,-4.377688e+02,-4.456784e+02,-4.493700e+02,-4.530346e+02,-4.576955e+02,-4.538263e+02,-4.540450e+02
5.168663e+01,6.721111e+01,6.716352e+01,6.679872e+01,6.453539e+01,6.674892e+01,6.532160e+01,6.893768e+01,1.035070e+02,1.277479e+02,1.363250e+02,1.324009e+02,1.194396e+02,1.391894e+02,1.611313e+02,1.522005e+02,1.413383e+02,1.440863e+02,1.433004e+02,1.435251e+02,1.443141e+02,1.465162e+02,1.394330e+02,1.414642e+02,1.422302e+02,1.390956e+02,1.330941e+02,1.307057e+02,1.360081e+02,1.320238e+02,1.269328e+02,1.206392e+02,1.180414e+02,1.196830e+02,1.177947e+02,1.140280e+02,1.007985e+02,7.653773e+01,7.185669e+01,6.857664e+01,6.783875e+01,6.884291e+01,6.520049e+01,6.921867e+01,6.920873e+01
1.272207e+01,1.155929e+01,1.377596e+01,9.024347e+00,2.112507e+00,7.345560e+00,6.082237e+00,1.143110e+01,3.532757e+01,4.987582e+01,5.230711e+01,4.782705e+01,3.230237e+01,6.185967e-01,-3.555943e+01,-4.616888e+01,-5.308414e+01,-5.702395e+01,-5.513147e+01,-6.335937e+01,-7.175665e+01,-6.718991e+01,-5.860879e+01,-5.416550e+01,-5.802626e+01,-5.679159e+01,-6.260211e+01,-7.499039e+01,-8.595920e+01,-9.407872e+01,-9.652770e+01,-9.831870e+01,-9.658723e+01,-9.877707e+01,-8.762020e+01,-5.068069e+01,-1.711439e+01,-2.004170e+00,2.576433e+00,6.581154e+00,1.075151e+01,1.585307e+01,1.641861e+01,1.854298e+01,1.623725e+01
-1.659994e-01,-2.809401e+00,-2.134309e-01,-5.192372e+00,-1.280828e+01,-1.071471e+01,-8.920640e+00,-3.010642e+00,1.347010e+01,2.663429e+01,3.074194e+01,3.166393e+01,3.532678e+01,2.095195e+01,6.562112e+00,7.267434e+00,6.289767e+00,-1.057580e-01,-2.027566e+00,-8.246707e-01,-2.580806e-01,-7.597847e+00,-1.244911e+01,-1.543063e+01,-1.753793e+01,-2.292170e+01,-2.718034e+01,-2.821944e+01,-3.252974e+01,-2.765655e+01,-2.421115e+01,-2.302273e+01,-2.052377e+01,-1.667119e+01,-1.805468e+01,-1.399766e+01,-1.079251e+01,-4.411427e+00,-3.688116e+00,-4.256884e+00,-2.099240e+00,4.122084e-01,1.554353e+00,3.441597e+00,-4.642596e-01
1.144173e+01,1.158376e+01,1.202838e+01,9.106676e+00,5.186944e+00,3.894842e+00,4.128547e+00,7.460541e+00,1.076965e+01,1.921275e+01,2.265462e+01,1.647115e+01,1.151328e+01,-1.292781e+00,-9.286200e+00,-9.005388e+00,-3.919517e+00,1.054762e+00,3.249975e+00,1.135301e+00,-1.041001e+00,-3.600163e+00,-7.333328e+00,-8.926819e+00,-2.018384e+00,2.477714e+00,5.118682e-01,3.714874e+00,8.720062e+00,1.222154e+01,5.362577e+00,-5.249959e+00,-9.760910e+00,-3.890767e+00,5.641476e+00,1.032768e+01,1.083837e+01,9.691612e+00,8.201555e+00,3.927752e+00,4.905304e+00,8.966223e+00,9.468500e+00,1.060209e+01,1.065845e+01
1.872765e+01,1.554282e+01,1.419414e+01,1.346516e+01,1.232883e+01,1.059486e+01,7.737119e+00,5.363676e+00,-1.156893e+00,2.886451e-01,-1.856170e+00,-6.635294e+00,-9.262665e+00,-2.240728e+01,-2.970632e+01,-2.229815e+01,-1.023853e+01,-6.557596e+00,-3.585102e+00,2.433092e+00,1.847226e+00,2.879335e+00,5.796774e+00,5.193536e+00,6.743351e+00,1.315910e+01,1.919833e+01,1.667067e+01,1.441984e+01,2.077983e+01,2.278346e+01,2.466710e+01,2.511755e+01,1.698139e+01,1.247108e+01,3.050070e+00,3.467769e+00,9.149298e+00,1.004323e+01,8.015214e+00,1.140393e+01,1.347653e+01,1.477660e+01,1.406647e+01,1.759813e+01
1.216057e+01,8.234415e+00,7.532835e+00,8.998143e+00,6.810628e+00,2.848356e+00,3.290176e-02,-3.362928e+00,-8.668507e+00,-8.047699e+00,-9.425179e+00,-6.785534e+00,-7.444412e+00,-6.340338e+00,-2.128649e-02,-1.403564e+00,-5.113258e+00,-6.109349e+00,-7.337722e+00,-5.403744e+00,-3.369519e+00,-1.487130e+00,-2.208397e+00,2.954438e+00,6.614836e+00,1.010874e+01,5.155077e+00,-3.130965e+00,-6.721163e+00,-4.560435e+00,-4.744078e+00,-1.150915e+00,-1.023307e+00,-5.651855e-01,1.106270e+00,4.140575e+00,-1.414067e+00,3.731378e+00,6.887702e+00,8.316250e+00,1.051835e+01,8.594715e+00,8.840370e+00,8.458973e+00,1.386419e+01
3.080172e+00,3.913261e+00,4.827042e+00,6.986118e+00,3.186589e+00,-2.406241e+00,-3.796606e+00,-3.730163e+00,-1.157588e+01,-1.105758e+01,-8.519694e+00,-6.743099e+00,-1.455594e+01,-8.511340e+00,-1.283275e+00,4.189686e+00,4.909777e+00,6.889949e+00,8.968825e+00,4.178774e+00,2.684836e+00,5.143164e+00,7.244193e+00,3.446679e+00,3.592885e-01,-2.351260e+00,8.032754e-01,3.468824e+00,1.721751e+00,4.336707e+00,3.620522e+00,1.431725e+00,-7.444279e-01,-4.496702e+00,-9.019903e+00,-3.996863e+00,-5.296771e+00,-2.768883e+00,3.112472e+00,4.053785e+00,3.908606e+00,3.949650e+00,-7.027308e-01,1.224650e+00,6.972242e+00
-9.267387e-01,2.364258e+00,3.972412e+00,5.434961e+00,3.180599e+00,3.492711e-01,-4.207637e-01,5.594628e-01,-1.555206e+01,-1.815882e+01,-1.762593e+01,-1.663619e+01,-1.349008e+01,-4.701826e+00,-4.918181e+00,-3.454425e+00,-4.891639e+00,-1.798985e+00,-1.015781e+00,2.047198e+00,6.132685e+00,2.832368e+00,1.049790e+00,-1.867714e+00,-2.657644e-01,-3.878044e+00,-8.650745e+00,-5.265293e+00,-3.220217e+00,-6.180845e+00,-4.972415e+00,-6.449813e+00,-6.227964e+00,-9.287171e+00,-1.016976e+01,-1.783320e+01,-1.079075e+01,-1.332257e+00,4.524933e+00,4.109005e+00,6.269717e+00,4.499691e+00,-7.435837e-01,6.907912e-01,2.242573e+00
-1.204160e+00,6.693205e-01,1.381917e+00,2.893387e+00,4.192569e+00,2.860286e+00,8.251016e-01,2.060116e+00,-1.409779e+01,-1.581530e+01,-1.467824e+01,-1.661606e+01,-1.803467e+01,-7.510580e+00,2.139742e+00,4.906455e+00,2.663261e+00,3.641626e+00,1.615486e+00,-2.085791e-01,2.793328e+00,6.710692e+00,7.274170e+00,8.471498e+00,1.005746e+01,1.174957e+01,6.711284e+00,2.405811e+00,-4.147925e+00,-7.426297e+00,-9.185675e+00,-1.008399e+01,-1.073336e+01,-1.657942e+01,-2.254799e+01,-2.244595e+01,-1.369158e+01,-5.824302e+00,-1.224854e+00,2.110176e+00,5.832602e+00,1.367144e+00,3.370325e+00,2.083453e+00,2.699049e-01
-4.395573e-01,-9.797636e-01,-2.892813e+00,-1.030741e+00,1.708356e+00,-3.910108e-01,-2.712303e+00,-1.941589e+00,-1.250412e+01,-7.570793e+00,-3.484399e-01,-1.283533e+00,-9.649319e+00,-5.006238e+00,-2.369956e+00,-7.326597e+00,-1.206220e+01,-1.606976e+01,-1.941625e+01,-1.835123e+01,-1.185488e+01,-5.737468e+00,-5.498663e+00,-5.472265e+00,-3.927035e+00,-1.518370e+00,-2.361495e+00,-2.009892e-02,-3.118969e+00,-5.844026e+00,-9.662685e+00,-1.015568e+01,-7.697948e+00,-5.600184e+00,-8.332607e+00,-1.079281e+01,-1.186368e+01,-1.213884e+01,-7.407040e+00,-4.029305e+00,-3.228231e+00,-3.445647e+00,2.610200e+00,8.097361e-01,-1.495872e+00
-2.762731e-01,-2.849454e+00,-6.451637e+00,-5.592909e+00,-5.126651e+00,-5.505048e+00,-6.861508e+00,-8.546733e+00,-1.691815e+01,-9.497818e+00,-3.199089e+00,1.387532e+00,6.052601e+00,8.113670e-01,9.217804e-01,6.018395e+00,9.979040e+00,7.542305e+00,5.250550e+00,4.166382e+00,5.143402e-01,2.909061e+00,1.271350e+00,-5.872909e+00,-7.212545e+00,-6.364030e+00,-6.644665e+00,-2.502353e+00,-6.073768e+00,-6.756107e+00,-9.986918e+00,-1.017064e+01,-6.077349e+00,-4.091438e+00,-3.637233e+00,-1.881368e+00,-6.348820e+00,-3.603856e+00,-2.032228e+00,-3.022058e+00,-4.768017e+00,-2.686090e+00,6.854150e-01,-2.039863e+00,-3.604793e+00
