Coeff 1,Coeff 2,Coeff 3,Coeff 4,Coeff 5,Coeff 6,Coeff 7,Coeff 8,Coeff 9,Coeff 10,Coeff 11,Coeff 12,Coeff 13,Coeff 14,Coeff 15,Coeff 16,Coeff 17,Coeff 18,Coeff 19,Coeff 20,Coeff 21,Coeff 22,Coeff 23,Coeff 24,Coeff 25,Coeff 26,Coeff 27,Coeff 28,Coeff 29,Coeff 30,Coeff 31,Coeff 32,Coeff 33,Coeff 34,Coeff 35,Coeff 36,Coeff 37,Coeff 38,Coeff 39,Coeff 40,Coeff 41,Coeff 42,Coeff 43,Coeff 44,Coeff 45,Coeff 46
-5.539175e+02,-5.539175e+02,-5.539175e+02,-5.539175e+02,-5.539175e+02,-5.539175e+02,-5.539175e+02,-5.539175e+02,-5.539175e+02,-5.539175e+02,-5.539175e+02,-5.539175e+02,-5.523986e+02,-5.538018e+02,-5.539175e+02,-5.539175e+02,-5.539175e+02,-5.539175e+02,-4.322916e+02,-2.134592e+02,-1.376135e+02,-1.483196e+02,-1.617295e+02,-1.633586e+02,-1.993867e+02,-2.391214e+02,-2.860099e+02,-3.417780e+02,-3.435656e+02,-3.484460e+02,-3.799433e+02,-4.237409e+02,-4.743294e+02,-5.135288e+02,-5.332554e+02,-5.498810e+02,-5.539175e+02,-5.539175e+02,-5.539175e+02,-5.539175e+02,-5.539175e+02,-5.539175e+02,-5.539175e+02,-5.539175e+02,-5.539175e+02,-5.539175e+02
0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.122108e+00,1.615853e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,9.669601e+01,1.746638e+02,1.523791e+02,1.397095e+02,1.765113e+02,2.053766e+02,2.111273e+02,1.971314e+02,1.708112e+02,1.500783e+02,1.649223e+02,1.719369e+02,1.633234e+02,1.341577e+02,9.096280e+01,5.166041e+01,2.747316e+01,5.459423e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.045015e+00,1.556488e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-1.162201e+01,-8.565877e+01,-8.221344e+01,-9.344829e+01,-1.115510e+02,-8.958751e+01,-7.030946e+01,-5.720811e+01,-4.659519e+01,-1.810141e+01,2.359057e+00,1.284485e+01,2.683670e+01,3.807584e+01,4.406069e+01,3.799274e+01,2.251322e+01,4.739634e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.918856e+00,1.459149e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-6.241374e+01,-5.580768e+01,-5.427978e+01,-5.492176e+01,-5.558047e+01,-5.698031e+01,-4.102278e+01,-2.887696e+01,-1.896361e+01,-9.951872e+00,-1.262360e+01,-1.600433e+01,-2.204654e+01,-1.562976e+01,6.463878e+00,2.178949e+01,1.513273e+01,3.627691e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.747043e+00,1.326270e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-4.094479e+01,-4.604974e+01,-4.703460e+01,-4.470917e+01,-4.878219e+01,-4.762286e+01,-3.779151e+01,-2.056082e+01,-7.249868e+00,-8.197289e-01,-5.509370e+00,-4.475602e+00,-2.076984e+00,-9.233035e+00,-5.365083e+00,7.058168e+00,6.480265e+00,2.243432e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.534211e+00,1.161094e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.487682e+00,-6.172693e+00,3.990210e-01,5.374089e+00,-1.375141e+00,-7.271539e+00,-1.364377e+01,-7.332335e+00,-3.166228e-01,6.450169e+00,1.429098e+01,1.293590e+01,1.319128e+01,8.161306e+00,-4.621048e+00,-5.773124e+00,-2.155668e+00,7.328582e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.286078e+00,9.677184e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-1.065586e+01,-1.910236e+01,-1.343003e+01,-3.375029e+00,3.750180e+00,1.439649e+00,6.949311e+00,1.810948e+01,2.390367e+01,2.167256e+01,2.860005e+01,1.475073e+01,-5.299048e+00,-3.908703e+00,-1.265296e+01,-1.758405e+01,-9.579573e+00,-7.499677e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.009271e+00,7.508805e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-8.209572e+00,-6.946122e+00,-5.955018e+00,-7.598334e+00,-1.232817e+01,-1.652654e+01,-1.801963e+01,-1.861621e+01,-1.854139e+01,-2.675163e+01,-2.750676e+01,-3.597263e+01,-4.368711e+01,-3.760426e+01,-3.296106e+01,-2.746966e+01,-1.488949e+01,-2.061623e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,7.111312e-01,5.159393e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-3.183970e+00,-1.455842e+01,-1.616315e+01,-2.259855e+01,-2.150803e+01,-2.207991e+01,-2.429069e+01,-2.537263e+01,-3.554797e+01,-4.561041e+01,-5.481377e+01,-5.942119e+01,-6.132234e+01,-6.040398e+01,-5.009123e+01,-3.269037e+01,-1.760614e+01,-3.086048e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.994910e-01,2.686576e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-3.417886e-01,-6.867010e+00,1.760211e+00,-5.795064e-01,-1.259930e+01,-1.778077e+01,-1.909119e+01,-1.383298e+01,-1.484261e+01,-1.730462e+01,-3.320380e+01,-4.053110e+01,-5.255396e+01,-5.840823e+01,-5.001535e+01,-3.147941e+01,-1.771054e+01,-3.747160e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,8.245455e-02,1.512658e-03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-1.786086e+00,8.181939e+00,9.332725e-01,5.719495e+00,1.333542e+01,6.052562e+00,-8.935991e+00,-2.542521e+01,-2.852269e+01,-2.530474e+01,-3.702687e+01,-4.176070e+01,-4.666037e+01,-4.449215e+01,-3.517146e+01,-2.510995e+01,-1.559178e+01,-4.015720e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
