Coeff 1,Coeff 2,Coeff 3,Coeff 4,Coeff 5,Coeff 6,Coeff 7,Coeff 8,Coeff 9,Coeff 10,Coeff 11,Coeff 12,Coeff 13,Coeff 14,Coeff 15,Coeff 16,Coeff 17,Coeff 18,Coeff 19,Coeff 20,Coeff 21,Coeff 22,Coeff 23,Coeff 24
-4.833342e+02,-4.591536e+02,-3.901948e+02,-3.213231e+02,-2.711285e+02,-2.371591e+02,-2.205992e+02,-2.053835e+02,-1.661046e+02,-1.401121e+02,-1.316591e+02,-1.191057e+02,-1.095966e+02,-8.754106e+01,-9.377134e+01,-1.294972e+02,-2.065561e+02,-2.928481e+02,-3.551396e+02,-4.096863e+02,-4.457596e+02,-4.618308e+02,-4.701203e+02,-4.716161e+02
3.178042e+01,4.519099e+01,1.493872e+01,-2.311379e+01,-5.252229e+01,-7.019113e+01,-8.168047e+01,-7.904257e+01,-3.421279e+01,1.875732e+01,5.267666e+01,5.864183e+01,6.912764e+01,8.397307e+01,1.111723e+02,1.525619e+02,1.866059e+02,1.851985e+02,1.445079e+02,9.477499e+01,5.843247e+01,4.560854e+01,4.151780e+01,4.187879e+01
1.901534e+01,2.193540e+01,4.318210e+01,5.893256e+01,6.592746e+01,6.596736e+01,6.536357e+01,6.519556e+01,5.328226e+01,1.229370e+01,-2.255228e+01,-3.258622e+01,-3.927593e+01,-6.069642e+01,-7.449032e+01,-6.413547e+01,-3.637933e+01,-1.388012e+00,1.290976e+01,9.021616e+00,1.980680e+00,5.749265e+00,1.275099e+01,1.684446e+01
9.042601e+00,-2.463666e+00,-1.850399e+01,-1.473078e+01,-3.841290e+00,4.143382e+00,5.067549e+00,1.301289e+01,2.130136e+01,2.279309e+01,1.178698e+01,-2.212409e+00,-1.038132e+01,-1.927308e+01,-3.581961e+01,-5.584319e+01,-6.794852e+01,-5.406729e+01,-3.753778e+01,-2.700812e+01,-1.624487e+01,-8.772395e+00,-3.040617e+00,9.740369e-01
6.223426e+00,1.002093e+01,-2.025811e+00,-2.135981e+01,-3.647346e+01,-4.209435e+01,-3.804057e+01,-3.033118e+01,-3.160370e+01,-4.114492e+01,-4.144790e+01,-3.591108e+01,-3.416434e+01,-4.520353e+01,-4.700721e+01,-3.757202e+01,-1.817606e+01,-7.629392e+00,-7.134447e+00,-5.766065e+00,2.842355e+00,2.598058e+00,-3.938952e-02,1.378370e+00
7.655666e+00,7.867583e+00,1.849213e+01,3.422665e+01,3.697934e+01,3.242227e+01,3.332794e+01,3.748595e+01,2.354439e+01,9.161231e+00,1.702751e+01,3.550086e+01,5.291174e+01,5.804504e+01,4.961102e+01,3.784158e+01,2.892304e+01,1.867581e+01,1.494639e+01,1.519241e+01,1.413291e+01,1.079519e+01,7.785668e+00,8.261494e+00
9.122070e+00,1.258602e+01,1.004567e+01,1.899524e+00,3.115830e+00,9.584797e+00,1.141385e+01,1.177943e+01,5.221779e+00,7.001103e-01,-2.018442e+01,-3.154878e+01,-3.356370e+01,-3.528450e+01,-3.727799e+01,-3.717852e+01,-2.839768e+01,-7.758692e+00,3.837413e+00,8.894530e+00,4.130729e+00,7.525638e+00,1.134172e+01,1.180577e+01
9.454910e+00,1.698436e+00,-4.991998e-01,1.391930e+00,-3.182802e+00,-1.683276e+00,-1.791506e+00,-3.499270e+00,-8.141708e+00,-2.929894e+00,2.036075e+01,3.100885e+01,2.925768e+01,2.730485e+01,2.257684e+01,1.435522e+01,8.491969e+00,-5.336711e+00,-8.426869e-01,3.785767e-01,-1.169554e+00,8.745850e+00,1.389768e+01,1.169319e+01
8.775313e+00,9.733624e+00,1.167845e+01,1.690298e+01,1.681705e+01,1.163781e+01,5.876299e+00,-5.762075e-01,-1.441158e+01,-8.548819e+00,-1.043905e+00,9.247072e+00,6.878211e+00,2.467000e+00,3.358161e+00,9.442419e+00,1.596370e+01,1.537222e+01,9.163380e+00,7.098314e+00,9.019701e+00,1.705462e+01,1.664819e+01,1.060705e+01
6.046219e+00,6.182578e+00,1.017919e+01,7.089740e+00,1.076606e+01,1.318432e+01,1.140372e+01,6.723682e+00,-5.032504e+00,-2.438614e+00,4.360382e+00,2.278628e+00,6.105777e-01,2.672280e-01,-3.802206e+00,-7.408517e+00,-9.478020e+00,3.239263e+00,7.763671e+00,1.240456e+01,1.460861e+01,1.555245e+01,1.304373e+01,7.403848e+00
7.842351e-01,4.071808e+00,1.027992e+00,-3.698812e+00,-4.306005e+00,-4.790217e+00,-3.628084e+00,-1.233771e+01,-1.810993e+01,-1.691832e+01,-2.470116e+01,-3.002544e+01,-2.601677e+01,-1.768570e+01,-1.704105e+01,-1.523529e+01,-1.026335e+01,-8.342489e+00,-5.834276e+00,2.003086e+00,4.081068e+00,2.009133e-01,1.274194e+00,3.279350e-01
-4.545253e+00,-6.962125e+00,-6.286720e+00,-1.059192e+01,-7.805314e+00,-9.202763e+00,-8.538846e+00,-1.200178e+01,-1.245656e+01,-1.042899e+01,-1.713627e+00,2.083983e+00,3.347776e+00,1.525786e+00,-3.489115e+00,-1.179515e+01,-1.475855e+01,-1.022516e+01,-1.157356e+01,-1.231643e+01,-7.675727e+00,-1.120537e+01,-9.347300e+00,-7.787227e+00
-6.459112e+00,-4.935077e+00,1.221969e+00,-2.595797e-02,3.668895e+00,5.411522e+00,5.395959e+00,9.396086e+00,9.836322e+00,-3.699906e+00,-2.178562e+01,-2.768104e+01,-2.114683e+01,-1.875642e+01,-1.399112e+01,-1.022152e+01,-8.276623e+00,-1.068315e+01,-8.974771e+00,-1.575984e+01,-7.844816e+00,-8.303522e+00,-1.031665e+01,-1.133427e+01
