Coeff 1,Coeff 2,Coeff 3,Coeff 4,Coeff 5,Coeff 6,Coeff 7,Coeff 8,Coeff 9,Coeff 10,Coeff 11,Coeff 12,Coeff 13,Coeff 14,Coeff 15,Coeff 16,Coeff 17,Coeff 18,Coeff 19,Coeff 20,Coeff 21,Coeff 22,Coeff 23,Coeff 24,Coeff 25,Coeff 26,Coeff 27,Coeff 28,Coeff 29,Coeff 30,Coeff 31,Coeff 32,Coeff 33,Coeff 34,Coeff 35,Coeff 36,Coeff 37,Coeff 38,Coeff 39,Coeff 40,Coeff 41,Coeff 42,Coeff 43,Coeff 44,Coeff 45,Coeff 46,Coeff 47,Coeff 48
-5.223026e+02,-5.039663e+02,-5.025711e+02,-5.049242e+02,-5.005488e+02,-4.969527e+02,-4.987040e+02,-5.017310e+02,-5.052592e+02,-5.097136e+02,-5.088414e+02,-5.068871e+02,-5.107326e+02,-5.079426e+02,-3.138762e+02,-1.959838e+02,-1.603346e+02,-1.529915e+02,-1.480580e+02,-1.620727e+02,-1.797399e+02,-1.789721e+02,-1.776373e+02,-1.752634e+02,-1.638852e+02,-1.526304e+02,-1.386984e+02,-1.228243e+02,-1.114732e+02,-9.204529e+01,-6.096751e+01,-6.638733e+01,-1.172357e+02,-2.093588e+02,-2.969492e+02,-3.608223e+02,-4.346422e+02,-4.930091e+02,-5.071210e+02,-5.097466e+02,-5.087818e+02,-5.059113e+02,-5.031481e+02,-4.959832e+02,-5.008819e+02,-5.095528e+02,-5.163029e+02,-5.311227e+02
5.619315e+01,6.880818e+01,6.998553e+01,6.850653e+01,7.099309e+01,7.679947e+01,7.551575e+01,7.099300e+01,6.903899e+01,6.671830e+01,6.850526e+01,6.815997e+01,6.670982e+01,6.292598e+01,1.197958e+02,1.357082e+02,1.315199e+02,1.146548e+02,1.111382e+02,1.097203e+02,1.087714e+02,1.069933e+02,1.062835e+02,1.025633e+02,1.007348e+02,1.002700e+02,9.911391e+01,1.006125e+02,1.014352e+02,9.936325e+01,1.117224e+02,1.293975e+02,1.467065e+02,1.559728e+02,1.502620e+02,1.333684e+02,1.021981e+02,7.358106e+01,6.972373e+01,6.831907e+01,6.576098e+01,6.770547e+01,6.838980e+01,7.378481e+01,7.652978e+01,6.707339e+01,5.961353e+01,4.951107e+01
1.290546e+01,9.256540e+00,1.020249e+01,1.126350e+01,8.089786e+00,1.244521e+01,1.197126e+01,9.745508e+00,1.258665e+01,1.508558e+01,1.642305e+01,1.245645e+01,1.538001e+01,4.717473e+00,-9.573443e+01,-9.090843e+01,-7.225481e+01,-6.453715e+01,-6.568401e+01,-5.777035e+01,-4.656758e+01,-4.858437e+01,-5.084501e+01,-5.276243e+01,-4.885802e+01,-5.043874e+01,-6.108633e+01,-7.877293e+01,-9.085516e+01,-1.026566e+02,-1.212317e+02,-1.276728e+02,-1.149828e+02,-8.567215e+01,-6.952032e+01,-6.107786e+01,-3.930029e+01,-1.708566e+00,1.581897e+01,1.846026e+01,1.431851e+01,1.252597e+01,1.171015e+01,1.205510e+01,2.002308e+01,1.546010e+01,1.071049e+01,1.544253e+01
-6.587610e+00,-6.056425e+00,-3.399050e+00,-4.423930e+00,-8.309667e+00,-7.017117e+00,-7.594232e+00,-5.147113e+00,-3.071090e+00,-1.569915e+00,-1.929200e+00,-3.121446e+00,-3.215710e+00,-6.407460e+00,-1.313328e+01,-2.801178e+00,-3.348269e+00,-4.441924e+00,-8.132934e+00,-6.531997e+00,-1.512436e+00,8.180502e+00,8.233090e+00,1.820144e+00,-2.299885e+00,-6.928281e+00,-1.243442e+01,-1.737844e+01,-1.817325e+01,-1.269606e+01,-2.993056e+01,-4.094284e+01,-4.879481e+01,-4.387405e+01,-3.378784e+01,-4.304538e+01,-4.037405e+01,-1.594320e+01,-3.470639e+00,-1.072659e-01,2.891575e+00,-7.355862e-01,1.073613e+00,2.032072e+00,-2.223628e-01,-2.322573e+00,-6.849624e+00,-3.126047e+00
-1.481577e-01,6.061656e+00,9.560658e+00,4.468091e+00,3.455918e+00,6.658572e+00,8.425721e+00,1.193764e+01,8.450603e+00,8.249292e+00,8.268612e+00,1.256376e+01,8.673914e+00,1.021432e+01,3.242769e+01,1.069851e+01,-9.613966e+00,-2.782490e+01,-3.162556e+01,-3.275514e+01,-3.091363e+01,-2.510658e+01,-2.778079e+01,-2.829449e+01,-2.309270e+01,-1.979046e+01,-1.957554e+01,-1.402677e+01,-1.597254e+01,-1.594835e+01,-2.253815e+01,-2.725423e+01,-2.161578e+01,-1.483115e+01,-1.561961e+00,4.584285e+00,1.244319e+01,9.253323e+00,5.784319e+00,6.113699e+00,1.243089e+01,9.750790e+00,9.910528e+00,1.083562e+01,6.777224e+00,4.828700e+00,8.552409e-01,-1.814579e+00
5.854270e+00,4.136640e+00,6.515522e+00,3.602587e+00,4.498658e+00,1.108674e+01,1.493594e+01,1.726104e+01,1.237496e+01,1.259846e+01,1.332596e+01,1.861841e+01,1.730350e+01,1.146265e+01,-4.697419e+00,6.631856e+00,2.358129e+01,3.955702e+01,4.373803e+01,4.035682e+01,3.468833e+01,4.116326e+01,4.442364e+01,4.550258e+01,5.129207e+01,5.933731e+01,6.372021e+01,6.266740e+01,5.965271e+01,5.527317e+01,5.358555e+01,4.858550e+01,4.216788e+01,2.004889e+01,5.724462e+00,7.012350e+00,1.444949e+01,1.569071e+01,1.026128e+01,8.824715e+00,1.110956e+01,1.143721e+01,9.925065e+00,1.040654e+01,9.272281e+00,6.904523e+00,4.691823e+00,3.290867e+00
2.296778e+00,-3.934615e+00,-2.592198e+00,-3.928565e-01,-3.833485e-02,4.476354e+00,7.173572e+00,1.061575e+01,1.089126e+01,9.822582e+00,8.224281e+00,1.077315e+01,1.351152e+01,4.746830e+00,-3.282399e+01,-5.106744e+01,-5.594459e+01,-4.413309e+01,-3.640575e+01,-3.667110e+01,-4.288750e+01,-4.570347e+01,-4.504965e+01,-4.271150e+01,-4.750876e+01,-5.177581e+01,-5.446030e+01,-5.607382e+01,-5.064725e+01,-4.290658e+01,-4.153988e+01,-4.677944e+01,-4.465801e+01,-3.310774e+01,-1.083672e+01,9.126544e-02,6.420671e+00,7.114751e+00,5.810034e+00,6.097479e+00,7.057026e+00,9.873154e+00,1.304629e+01,1.209996e+01,6.751751e+00,4.979127e+00,2.506350e+00,3.362221e+00
2.335611e-01,-2.730280e-03,2.390414e-01,1.814916e+00,1.235194e+00,1.817874e+00,4.539956e+00,7.331922e+00,1.076816e+01,7.234414e+00,4.079792e+00,5.718299e+00,8.471526e+00,7.614838e+00,-4.976780e+00,3.219896e+00,1.405196e+01,2.285355e+01,3.367677e+01,3.609689e+01,3.215004e+01,2.463869e+01,2.239279e+01,2.364889e+01,3.157864e+01,3.746922e+01,3.829824e+01,3.880992e+01,3.873707e+01,3.526477e+01,3.247308e+01,2.877600e+01,2.905742e+01,2.393615e+01,1.475739e+01,1.577404e+01,1.288873e+01,6.373713e+00,3.336769e+00,4.415796e+00,6.425117e+00,9.611580e+00,1.338779e+01,1.096744e+01,6.612480e+00,6.467699e+00,1.745374e+00,1.119872e+00
3.206046e+00,4.830972e+00,2.661192e+00,2.014966e+00,3.034193e+00,2.600339e+00,6.957437e+00,5.411530e+00,6.332513e+00,2.012539e+00,7.719828e-01,4.358472e+00,6.066559e+00,9.390066e+00,9.761047e+00,1.593766e+01,1.805425e+01,1.637362e+01,1.917574e+01,1.866891e+01,1.553707e+01,1.683717e+01,1.635478e+01,1.411435e+01,1.222272e+01,1.009590e+01,1.394177e+01,1.004085e+01,5.628077e+00,4.782562e+00,3.988412e+00,4.418257e-01,5.108193e+00,9.831719e+00,9.448018e+00,9.793271e+00,3.983555e+00,5.264323e+00,3.194981e+00,2.459042e+00,2.323922e+00,5.523299e+00,4.206800e+00,4.615129e+00,6.621499e+00,5.439851e+00,-2.673513e-01,-3.773811e-01
3.579978e+00,2.176351e+00,-1.773933e+00,-7.199455e-01,3.061755e+00,2.496197e+00,4.495873e+00,1.804607e+00,1.590873e+00,-2.230928e+00,-3.389187e+00,1.033266e+00,3.636377e+00,2.237516e+00,-3.586968e+00,-3.725653e+00,-2.120963e+00,4.797579e+00,9.860802e+00,9.145042e+00,7.626299e+00,6.527481e+00,5.491031e+00,4.468761e+00,6.293758e+00,5.488867e+00,3.743682e+00,3.609396e+00,5.559262e+00,5.511762e+00,-1.715831e+00,-4.387819e+00,-5.746700e+00,-7.272293e+00,-1.035896e+01,-1.021641e+01,-1.092291e+01,-2.653364e+00,2.766772e+00,2.065413e+00,3.677732e-01,3.487503e+00,2.961399e+00,7.376050e+00,7.307082e+00,1.900135e+00,-2.602407e+00,-1.282082e+00
-4.068955e-01,3.197874e-01,-3.001639e+00,-1.722804e+00,1.811480e+00,1.607729e-01,-2.012455e+00,-2.337426e+00,5.327935e-01,3.904402e-02,-4.421184e+00,-2.673038e+00,6.702197e-01,-3.470069e+00,-7.983454e+00,-6.039388e+00,-6.063659e+00,-1.412478e+01,-1.915241e+01,-1.537206e+01,-1.770661e+01,-1.649218e+01,-1.457490e+01,-1.810398e+01,-2.299752e+01,-2.398012e+01,-2.454442e+01,-2.375438e+01,-2.156466e+01,-2.899542e+01,-3.042056e+01,-1.590226e+01,4.126693e-01,7.686282e+00,-9.061253e-01,-2.452929e+00,-7.569907e+00,-6.127763e+00,2.130026e+00,2.758746e+00,2.195377e+00,3.532270e+00,4.876910e+00,1.038191e+01,6.583322e+00,6.657583e-01,-1.863333e+00,-2.956901e+00
-2.487987e+00,7.975602e-02,-2.308299e+00,-4.427434e+00,-3.013496e+00,-5.020707e+00,-6.858139e+00,-7.664131e+00,-3.569022e+00,2.271000e+00,-2.781090e+00,-4.734579e+00,-2.223387e+00,-3.322720e+00,-3.008857e+00,-9.575729e+00,-1.029391e+01,-1.596506e+01,-1.340486e+01,-1.276845e+01,-1.406369e+01,-1.158664e+01,-7.893841e+00,-4.953325e+00,-3.426384e+00,-1.407278e+00,2.936464e+00,1.182570e+00,-4.716130e+00,-1.335024e+01,-9.450954e-01,1.944868e+01,2.598031e+01,2.073959e+01,2.490076e+00,1.213410e-01,3.562413e+00,-3.112352e+00,-4.478436e-01,-1.895902e+00,-2.301203e+00,-2.238787e+00,-5.040195e+00,-2.822572e+00,-7.246914e-01,-1.600878e+00,-2.897883e+00,-5.774053e+00
1.158001e-01,-1.879387e+00,-4.890958e+00,-8.478479e+00,-6.750724e+00,-7.061582e+00,-6.695829e+00,-8.768807e+00,-7.171641e+00,8.168648e-01,-1.690448e+00,-4.617764e+00,-2.958937e+00,-3.205204e+00,9.097656e+00,3.316125e-01,-6.542113e+00,-8.534057e+00,-6.699186e+00,-3.739120e+00,-3.885308e+00,-5.977365e-01,4.284494e+00,6.038378e+00,7.850831e+00,1.379019e+01,1.294901e+01,1.803482e+00,-9.037758e+00,-1.279461e+01,1.268983e+01,3.095481e+01,2.720950e+01,8.463794e+00,4.594828e+00,3.977874e+00,4.482820e+00,-2.560816e-01,-3.826275e+00,-6.931551e+00,-7.162424e+00,-5.078243e+00,-9.494029e+00,-1.201640e+01,-6.895385e+00,-4.899695e+00,-5.867576e+00,-6.602980e+00
