Coeff 1,Coeff 2,Coeff 3,Coeff 4,Coeff 5,Coeff 6,Coeff 7,Coeff 8,Coeff 9,Coeff 10,Coeff 11,Coeff 12,Coeff 13,Coeff 14,Coeff 15,Coeff 16,Coeff 17,Coeff 18,Coeff 19,Coeff 20,Coeff 21,Coeff 22,Coeff 23,Coeff 24,Coeff 25,Coeff 26,Coeff 27,Coeff 28,Coeff 29,Coeff 30,Coeff 31,Coeff 32,Coeff 33,Coeff 34,Coeff 35,Coeff 36,Coeff 37,Coeff 38,Coeff 39,Coeff 40,Coeff 41,Coeff 42,Coeff 43
-5.385858e+02,-5.122421e+02,-5.006096e+02,-4.932343e+02,-4.435874e+02,-3.430905e+02,-2.652802e+02,-1.808801e+02,-1.614096e+02,-1.540186e+02,-1.357458e+02,-1.424198e+02,-1.422667e+02,-1.437398e+02,-1.463342e+02,-1.413528e+02,-1.437926e+02,-1.520303e+02,-1.597154e+02,-1.484742e+02,-1.328101e+02,-1.296131e+02,-1.317980e+02,-1.288024e+02,-1.194360e+02,-1.060848e+02,-9.231344e+01,-7.272722e+01,-5.196666e+01,-5.364043e+01,-9.414381e+01,-1.747123e+02,-2.798905e+02,-3.780573e+02,-4.413074e+02,-4.829697e+02,-5.126191e+02,-5.195536e+02,-5.246968e+02,-5.236105e+02,-5.248542e+02,-5.275828e+02,-5.359473e+02
4.818956e+01,7.521234e+01,9.013097e+01,1.008779e+02,8.034579e+01,1.349647e+01,-1.619492e+01,2.204007e+01,6.305355e+01,8.194810e+01,7.022881e+01,7.007064e+01,6.800095e+01,6.034745e+01,5.323832e+01,4.752282e+01,4.490869e+01,4.219273e+01,4.235088e+01,4.834496e+01,4.301505e+01,3.729212e+01,3.545690e+01,3.890112e+01,3.872025e+01,2.728983e+01,3.022734e+01,2.893218e+01,2.746738e+01,3.712889e+01,5.525681e+01,8.615780e+01,1.095487e+02,1.281056e+02,1.150510e+02,8.766560e+01,6.765817e+01,6.398491e+01,6.065267e+01,6.286772e+01,6.063670e+01,5.746117e+01,5.033810e+01
1.716820e+01,2.585151e+01,3.806128e+01,4.879793e+01,6.171934e+01,7.334237e+01,4.996902e+01,3.263399e+01,7.216845e+00,-2.479232e+01,-2.762027e+01,-1.948756e+01,-1.129598e+01,-1.055260e+01,-1.458160e+01,-1.614472e+01,-1.080798e+01,-6.591503e+00,-6.748421e+00,-8.963774e+00,-1.728555e+01,-1.647316e+01,-1.522126e+01,-1.721281e+01,-2.242695e+01,-3.115732e+01,-4.139336e+01,-6.132504e+01,-7.279543e+01,-6.999969e+01,-6.698721e+01,-6.308730e+01,-4.155715e+01,-2.742707e+01,-1.176169e+01,-4.661322e-01,9.926891e+00,1.535134e+01,1.773067e+01,2.002536e+01,1.713423e+01,1.476631e+01,1.478442e+01
6.183552e+00,6.684514e+00,1.626348e+01,2.602406e+01,4.762630e-01,1.589029e+00,4.475836e-01,-7.770220e+00,-1.110086e+01,-1.155575e+01,-2.084175e+01,-3.140851e+01,-2.986660e+01,-3.020226e+01,-3.155683e+01,-3.213662e+01,-2.992001e+01,-3.045945e+01,-3.223996e+01,-3.574866e+01,-3.588430e+01,-3.139777e+01,-3.067895e+01,-2.996917e+01,-3.194093e+01,-2.855609e+01,-2.210897e+01,-2.315422e+01,-2.448549e+01,-2.399056e+01,-2.231166e+01,-2.515634e+01,-2.486366e+01,-2.131414e+01,-2.046114e+01,-1.559454e+01,-5.792691e+00,-7.848297e-01,2.684253e+00,3.422129e+00,1.162175e+00,-1.804683e+00,-1.397681e+00
1.488267e+01,1.667218e+01,2.184738e+01,3.044069e+01,5.449509e+01,4.140089e+01,3.397219e+01,7.408895e+00,1.133120e+00,-1.268639e+01,-1.336831e+01,-1.038293e+01,-1.043744e+01,-7.581944e+00,-3.473187e+00,-6.662095e+00,-4.273458e+00,1.157104e+00,6.271629e+00,1.830017e+00,-4.017999e+00,2.100576e+00,7.935457e+00,5.053898e+00,1.094704e+00,-7.443472e-01,1.589137e+00,1.428507e+00,-4.762708e+00,-5.996564e+00,-4.369382e+00,3.777873e+00,8.378359e+00,1.975119e+01,2.134595e+01,1.161485e+01,1.070575e+01,8.937392e+00,1.262682e+01,1.275155e+01,1.258390e+01,8.763887e+00,5.684601e+00
2.017013e+01,2.097207e+01,2.084971e+01,2.811638e+01,2.036801e+01,1.397291e+01,1.139998e+01,-1.948930e+01,-1.171664e+01,2.213909e+01,2.647686e+01,2.856460e+01,3.211818e+01,3.698165e+01,3.643712e+01,3.778117e+01,3.971854e+01,4.209015e+01,4.119574e+01,4.440763e+01,4.329896e+01,4.497002e+01,4.546763e+01,4.479897e+01,4.442203e+01,4.809284e+01,4.694907e+01,4.551019e+01,4.777517e+01,5.216017e+01,5.304693e+01,4.030414e+01,2.409520e+01,2.018562e+01,1.579840e+01,1.401608e+01,1.690205e+01,1.268336e+01,1.788281e+01,1.833115e+01,1.983125e+01,1.707730e+01,1.423816e+01
1.339677e+01,9.465522e+00,6.974803e+00,1.318621e+01,3.182626e+01,2.772299e+01,2.315054e+01,6.074300e-01,-1.167691e+01,-2.493655e+01,-3.026044e+01,-3.546889e+01,-3.712735e+01,-3.205748e+01,-3.164344e+01,-3.020567e+01,-3.313681e+01,-3.627353e+01,-3.503005e+01,-3.348758e+01,-3.725391e+01,-4.049887e+01,-4.188257e+01,-3.882307e+01,-3.808815e+01,-3.712972e+01,-3.840430e+01,-3.824972e+01,-3.559891e+01,-3.392484e+01,-3.457906e+01,-2.453836e+01,-2.169503e+01,-1.044571e+01,-2.841951e-01,5.434958e+00,9.894986e+00,9.275946e+00,1.213273e+01,1.131372e+01,1.259383e+01,1.194019e+01,1.194102e+01
4.293913e+00,-1.206005e+00,-3.492272e+00,3.713610e+00,1.271180e+01,1.503647e+01,6.150065e+00,3.043150e+00,1.740107e+01,3.294391e+01,3.624173e+01,3.632923e+01,3.263796e+01,3.775445e+01,4.242602e+01,3.739397e+01,3.562747e+01,3.765219e+01,3.929874e+01,4.134621e+01,4.186155e+01,4.152883e+01,4.066277e+01,4.327885e+01,4.402133e+01,4.543507e+01,4.663067e+01,4.591864e+01,4.733597e+01,4.497429e+01,3.882308e+01,3.149569e+01,2.848656e+01,2.503097e+01,1.353963e+01,1.278575e+01,6.848991e+00,9.477623e+00,7.024525e+00,5.190225e+00,5.234443e+00,4.885484e+00,4.590455e+00
3.952651e-01,-3.309538e+00,-6.440435e+00,2.595390e+00,4.328573e+00,-6.405701e+00,-1.768121e+01,-2.531703e+01,-2.127404e+01,-1.306407e+01,-4.991224e+00,-3.876514e-01,-1.972007e+00,-2.708724e+00,-3.386854e+00,-8.441659e+00,-9.450623e+00,-1.181052e+01,-1.184101e+01,-1.061672e+01,-1.224305e+01,-1.381084e+01,-1.384933e+01,-1.228823e+01,-1.556517e+01,-1.829485e+01,-1.998800e+01,-2.140713e+01,-2.236205e+01,-2.636971e+01,-2.532224e+01,-1.447232e+01,-6.516137e+00,6.937314e+00,1.672824e+01,1.436446e+01,5.297554e+00,7.062621e+00,4.321500e+00,4.754601e+00,3.953829e+00,2.588586e+00,-2.938486e-01
5.254338e-01,-3.442333e+00,-8.345990e+00,-6.456923e-01,1.171026e+01,1.824861e+01,2.536141e+01,2.100988e+01,1.152415e+01,1.088824e+01,1.748787e+01,1.915075e+01,2.080836e+01,1.926719e+01,1.666374e+01,1.341712e+01,1.374742e+01,1.503728e+01,1.620251e+01,1.911735e+01,1.861455e+01,1.780171e+01,1.600791e+01,1.406829e+01,1.103483e+01,1.457529e+01,1.610538e+01,1.777546e+01,1.262643e+01,4.825385e+00,-1.073043e+00,-6.483575e+00,-1.186606e+01,-1.502522e+01,-3.081442e+00,-8.440241e-01,-7.933911e-01,-1.141717e+00,-1.136661e-04,2.738815e+00,1.842170e+00,1.306105e+00,-1.607742e+00
