Coeff 1,Coeff 2,Coeff 3,Coeff 4,Coeff 5,Coeff 6,Coeff 7,Coeff 8,Coeff 9,Coeff 10,Coeff 11,Coeff 12,Coeff 13,Coeff 14,Coeff 15,Coeff 16,Coeff 17,Coeff 18,Coeff 19,Coeff 20,Coeff 21,Coeff 22
-5.371984e+02,-5.098033e+02,-4.898940e+02,-4.748789e+02,-4.746252e+02,-4.256741e+02,-3.301815e+02,-2.021292e+02,-1.342917e+02,-1.134682e+02,-1.211261e+02,-1.042330e+02,-8.920145e+01,-8.908635e+01,-1.046086e+02,-1.624393e+02,-2.596167e+02,-3.643105e+02,-4.256870e+02,-4.690551e+02,-4.889924e+02,-5.181651e+02
3.806820e+01,6.143239e+01,7.274167e+01,8.089278e+01,8.283018e+01,8.431224e+01,7.247801e+01,9.733029e+01,8.259871e+01,5.742496e+01,4.591015e+01,4.736566e+01,5.898430e+01,7.329487e+01,1.059820e+02,1.345608e+02,1.428351e+02,1.423812e+02,1.251596e+02,8.978629e+01,7.455093e+01,5.211563e+01
1.490667e+01,1.388099e+01,2.181523e+00,-3.256277e+00,5.478375e+00,-1.159558e+01,-1.257399e+01,-1.181213e-01,-3.153778e+00,-1.267952e+01,-1.160658e+01,-1.294199e+01,-1.487235e+01,-1.402419e+01,-3.816374e+00,6.056186e+00,6.575488e+00,2.227247e+00,1.408400e+00,-1.185373e+00,3.062371e+00,9.981477e+00
5.732046e+00,5.445502e-01,-6.624019e+00,-8.531967e+00,8.017231e-01,-2.072047e+01,-3.860539e+01,-4.225493e+01,-2.942783e+01,-2.340319e+01,-2.962974e+01,-3.715843e+01,-4.461804e+01,-5.233126e+01,-6.031889e+01,-6.179743e+01,-5.006152e+01,-2.108053e+01,-2.629120e+01,-2.016110e+01,-1.110462e+01,9.150822e-01
9.387127e+00,1.438982e+01,2.348870e+01,2.642171e+01,2.568875e+01,2.731388e+01,1.153848e+01,-1.930348e+01,-3.384078e+01,-4.247548e+01,-4.273177e+01,-4.464263e+01,-4.977266e+01,-5.130963e+01,-5.225082e+01,-4.839069e+01,-3.360313e+01,-4.658675e+00,2.388056e+00,6.592259e+00,1.413149e+01,1.570797e+01
8.807518e+00,1.797329e+01,2.533263e+01,2.905569e+01,2.909247e+01,3.686951e+01,5.708202e+01,6.225632e+01,7.177615e+01,7.702707e+01,7.551904e+01,8.280931e+01,8.396902e+01,8.095641e+01,7.816492e+01,7.073825e+01,4.844320e+01,2.726491e+01,1.602875e+01,1.308637e+01,2.052981e+01,1.867986e+01
-5.243421e-03,6.294595e+00,2.402821e+00,1.412745e-01,6.831033e+00,8.712126e+00,-5.992231e+00,-2.782428e+01,-3.711524e+01,-3.658825e+01,-3.532724e+01,-3.492419e+01,-3.005748e+01,-3.013637e+01,-3.371936e+01,-3.289900e+01,-2.146399e+01,-4.549063e+00,6.121590e+00,4.091273e+00,8.033525e+00,8.940368e+00
-5.761783e+00,-1.271031e+00,-3.001676e+00,-1.078124e+01,-9.383872e+00,-9.690303e+00,-1.371380e+01,-1.065994e+01,3.622881e+00,1.810859e+01,2.189621e+01,2.687671e+01,2.833139e+01,2.596208e+01,2.139345e+01,1.408818e+01,1.384965e+01,8.646373e+00,1.189090e+00,2.860218e+00,4.053841e+00,5.724414e+00
-1.686430e+00,9.166771e-01,8.494130e+00,8.767154e+00,5.953095e+00,-5.385464e+00,-1.406775e+00,-1.073909e+01,-1.687259e+01,-1.633969e+01,-1.716881e+01,-1.757063e+01,-1.216677e+01,-1.348740e+01,-1.444752e+01,-1.339915e+01,-7.770258e+00,1.515391e-01,-4.255930e-02,2.314833e+00,6.517357e+00,7.822369e+00
5.660689e+00,4.849501e+00,9.365229e+00,1.408387e+01,1.504907e+01,1.543890e+01,6.993946e+00,4.767998e+00,1.325309e+01,2.053727e+01,2.437954e+01,2.151606e+01,2.538325e+01,2.426565e+01,2.487697e+01,2.610481e+01,1.557481e+01,-8.716736e-01,-2.286317e+00,4.111374e-01,4.566891e+00,4.521314e+00
6.378604e+00,5.206893e+00,-2.164029e+00,-4.462693e+00,-8.591183e-01,1.165277e+01,1.746147e+01,1.430638e+01,7.590716e+00,4.561759e+00,3.884212e+00,2.108078e+00,4.522954e+00,6.154981e+00,1.074734e+01,1.686984e+01,2.052901e+01,1.168463e+01,2.139389e+00,4.009334e+00,2.155739e+00,-7.639610e-01
-3.123923e-01,1.222717e+00,-8.338003e+00,-1.057705e+01,-7.494631e+00,5.730390e+00,2.329106e+00,-6.966211e+00,-8.080418e+00,-7.234926e+00,-6.924213e+00,-7.507258e+00,-9.761826e+00,-6.801574e+00,-7.127763e+00,-6.236620e+00,-5.176390e+00,-1.061006e+01,3.376967e-02,3.263075e+00,8.485958e-02,-2.215698e+00
-6.032385e+00,-3.555097e+00,-2.501314e+00,4.759219e-02,-1.701612e+00,-3.105662e+00,-2.335783e+01,-2.329622e+01,-1.864414e+01,-1.809321e+01,-1.906302e+01,-2.004349e+01,-1.642056e+01,-1.233829e+01,-1.643253e+01,-1.950255e+01,-1.764276e+01,-9.214230e+00,-8.962396e+00,-5.804560e+00,-4.958086e+00,-2.904991e+00
