Coeff 1,Coeff 2,Coeff 3,Coeff 4,Coeff 5,Coeff 6,Coeff 7,Coeff 8,Coeff 9,Coeff 10,Coeff 11,Coeff 12,Coeff 13,Coeff 14,Coeff 15,Coeff 16,Coeff 17,Coeff 18,Coeff 19,Coeff 20,Coeff 21,Coeff 22,Coeff 23,Coeff 24,Coeff 25
-4.921829e+02,-4.787850e+02,-4.526366e+02,-3.760027e+02,-2.975508e+02,-2.334145e+02,-1.823323e+02,-1.262822e+02,-1.073532e+02,-1.256445e+02,-1.342218e+02,-1.399337e+02,-1.235129e+02,-1.049591e+02,-1.119298e+02,-1.523024e+02,-2.259454e+02,-3.182566e+02,-3.721343e+02,-4.259281e+02,-4.774721e+02,-4.819501e+02,-4.674264e+02,-4.570742e+02,-4.629769e+02
1.207643e+01,2.801172e+01,6.278569e+01,1.060722e+02,1.468015e+02,1.318862e+02,1.050294e+02,9.339610e+01,7.398734e+01,5.717290e+01,5.580750e+01,4.412951e+01,3.925096e+01,5.813670e+01,9.324777e+01,1.228652e+02,1.334200e+02,1.355520e+02,1.172080e+02,7.433663e+01,2.767830e+01,2.096268e+01,3.313645e+01,4.073844e+01,3.465729e+01
9.858023e+00,2.024211e+01,4.795511e+01,-1.258491e+00,-3.181554e+01,-2.276686e+01,-1.456162e+01,-3.465447e+01,-3.971683e+01,-2.509033e+01,-2.093084e+01,-2.122614e+01,-3.919963e+01,-5.838008e+01,-5.927475e+01,-2.921928e+01,2.556554e+00,1.322251e+01,9.926211e+00,1.449627e+01,1.492174e+01,9.000698e+00,7.721295e+00,3.981365e+00,1.574156e+00
7.941192e+00,1.576760e+01,3.197836e+01,-7.617417e+00,-2.930964e+01,-3.117752e+01,-3.340154e+01,-4.597514e+01,-4.461644e+01,-3.316482e+01,-2.579459e+01,-2.034423e+01,-2.252887e+01,-3.457631e+01,-5.302319e+01,-6.017786e+01,-5.529015e+01,-3.631634e+01,-2.708663e+01,-1.422256e+01,5.886981e+00,4.404387e+00,1.330656e+00,-3.900634e+00,-5.418550e+00
6.756382e+00,1.507098e+01,1.882294e+01,4.281883e+01,4.705169e+01,1.450301e+01,-1.800023e+01,-3.238250e+01,-3.430279e+01,-3.306220e+01,-2.907279e+01,-2.859124e+01,-2.433066e+01,-2.514339e+01,-2.966622e+01,-2.403009e+01,-1.372949e+01,-9.334294e-01,-3.328164e+00,-6.715115e+00,3.406553e+00,8.075713e+00,1.196481e+01,1.303286e+01,1.107326e+01
5.512955e+00,1.264924e+01,7.859586e+00,4.163496e+01,2.285662e+01,2.255730e+01,3.076180e+01,3.036351e+01,3.014161e+01,3.293901e+01,3.600180e+01,3.964991e+01,4.286625e+01,4.091769e+01,3.708384e+01,3.332049e+01,1.996298e+01,1.918857e+00,4.058988e+00,3.460906e+00,2.771743e+00,1.024823e+01,1.513433e+01,1.836406e+01,1.861480e+01
3.555361e+00,5.731114e+00,-1.712743e+00,-2.031692e+00,-2.965693e+01,-4.592344e+01,-3.321199e+01,-2.138837e+01,-2.256022e+01,-2.589378e+01,-2.849817e+01,-2.715152e+01,-3.062084e+01,-3.714495e+01,-3.410601e+01,-2.896364e+01,-2.150039e+01,-9.869717e+00,-7.725577e+00,1.974985e+00,9.665910e-01,5.870586e+00,3.798883e+00,3.056207e+00,7.166245e+00
1.246333e+00,-1.912660e+00,-8.492048e+00,-2.015286e+01,-1.583769e+01,-8.551132e+00,-3.372076e+00,1.628268e+00,4.685939e+00,8.516500e+00,9.857209e+00,1.317794e+01,9.684029e+00,2.088006e+00,-5.665102e-01,-9.536928e+00,-1.298090e+01,-1.805656e+01,-7.045077e+00,3.602892e-02,2.221338e-01,6.355021e-01,-5.035188e+00,-7.752073e+00,-3.233559e+00
-5.994282e-01,-5.781240e+00,-1.139003e+01,-8.840880e+00,2.124164e+00,8.187581e+00,2.075186e+00,-2.080022e-01,5.995090e+00,1.368923e+01,1.725127e+01,1.543723e+01,9.707643e+00,4.636979e+00,3.948010e+00,6.190403e+00,8.697483e+00,6.529795e+00,7.098063e+00,3.203320e+00,2.005804e+00,4.234354e-01,-1.395182e+00,-1.679962e+00,-1.336005e+00
-1.647473e+00,-6.513433e+00,-1.180843e+01,-4.610270e+00,-2.462757e+00,-6.419197e+00,-4.827720e+00,4.193726e+00,8.013308e+00,6.895778e+00,1.384585e+01,1.940851e+01,1.897784e+01,1.685069e+01,1.472027e+01,1.333942e+01,1.019727e+01,1.126363e+01,8.251295e+00,4.676934e+00,2.997199e+00,2.190117e+00,3.339994e+00,3.877967e+00,6.599100e-01
-2.146278e+00,-7.519431e+00,-1.159763e+01,-1.487111e+01,-1.901044e+01,-2.351002e+01,-1.448740e+01,-6.725332e+00,-9.404980e+00,-1.698714e+01,-2.135985e+01,-2.477397e+01,-2.339418e+01,-1.247192e+01,-1.107574e+01,-1.532640e+01,-1.947654e+01,-1.577890e+01,-9.947629e-01,1.027482e+00,2.315588e-03,-9.773561e-02,-1.652592e+00,-3.632136e+00,-5.389088e+00
-2.458305e+00,-9.307099e+00,-1.052400e+01,-2.008915e+01,-1.673704e+01,-1.348660e+01,-1.347412e+01,-1.663736e+01,-1.670847e+01,-1.504728e+01,-1.730228e+01,-2.383873e+01,-2.373229e+01,-1.415921e+01,-8.324321e+00,-1.091642e+01,-1.067616e+01,-6.703794e+00,-6.356999e+00,-3.164074e+00,-4.613650e+00,-5.329239e+00,-9.251312e+00,-1.123803e+01,-8.945724e+00
-2.811553e+00,-9.522789e+00,-7.870143e+00,-8.784313e+00,-1.174723e+01,-1.264712e+01,-1.317078e+01,-1.688757e+01,-2.066000e+01,-2.174733e+01,-2.212450e+01,-2.628346e+01,-3.298190e+01,-3.189362e+01,-2.551436e+01,-1.887689e+01,-1.952672e+01,-1.610028e+01,-8.494009e+00,-3.452515e+00,-6.093971e+00,-7.146163e+00,-8.294537e+00,-5.710282e+00,-2.648155e+00
