Coeff 1,Coeff 2,Coeff 3,Coeff 4,Coeff 5,Coeff 6,Coeff 7,Coeff 8,Coeff 9,Coeff 10,Coeff 11,Coeff 12,Coeff 13,Coeff 14,Coeff 15,Coeff 16,Coeff 17,Coeff 18,Coeff 19,Coeff 20,Coeff 21,Coeff 22,Coeff 23
-5.119014e+02,-4.964964e+02,-4.938505e+02,-4.951311e+02,-4.949531e+02,-4.905627e+02,-3.772021e+02,-1.741011e+02,-5.848438e+01,-1.092048e+01,-1.504127e+01,-5.620652e+01,-5.246466e+01,-1.371266e+01,-2.157021e+00,-3.427137e+01,-1.166383e+02,-2.299278e+02,-3.286194e+02,-4.221078e+02,-4.735748e+02,-4.792747e+02,-4.812039e+02
3.930641e+01,5.222167e+01,5.379590e+01,5.255444e+01,5.435996e+01,5.849678e+01,7.347376e+01,7.273534e+01,6.021677e+01,4.703069e+01,3.310820e+01,3.053958e+01,2.453390e+01,4.388904e+01,6.658301e+01,8.907144e+01,1.174962e+02,1.388726e+02,1.322599e+02,9.104800e+01,6.588351e+01,6.173759e+01,5.934844e+01
1.491198e+01,1.353148e+01,1.178595e+01,1.267143e+01,1.581329e+01,1.667318e+01,-3.462995e+01,-7.010583e+01,-8.316541e+01,-9.566766e+01,-9.769128e+01,-7.804398e+01,-8.515935e+01,-1.064337e+02,-1.112411e+02,-1.079717e+02,-9.847612e+01,-7.048257e+01,-5.091150e+01,-2.425576e+01,5.268048e+00,1.083833e+01,7.621587e+00
5.125295e+00,4.276313e-01,-1.433705e+00,1.509415e+00,1.802050e+00,1.461723e+00,-2.376008e+01,-2.562506e+01,-2.449256e+01,-2.206714e+01,-1.424633e+01,-9.273802e+00,4.741935e+00,-4.159539e+00,-1.468182e+01,-8.543377e-01,2.305149e+01,2.174878e+01,-1.083577e+01,-1.522693e+01,-3.450576e+00,2.503640e+00,2.128571e+00
1.132978e+01,1.100022e+01,1.137878e+01,1.322985e+01,9.096679e+00,7.849382e+00,-1.772354e+00,-1.666032e+01,-1.928602e+01,-1.700947e+01,-1.504316e+01,-8.048209e+00,-5.834228e+00,-1.775574e+00,-1.487849e+01,-2.781014e+01,-2.727997e+01,2.523640e+00,1.909162e+01,2.296233e+01,9.519506e+00,3.159248e+00,9.853542e+00
1.478553e+01,1.632881e+01,1.802820e+01,1.740802e+01,1.257631e+01,9.374611e+00,3.043826e+01,5.107571e+01,5.918341e+01,6.093004e+01,6.363892e+01,6.974113e+01,5.975006e+01,5.313932e+01,4.153057e+01,2.534569e+01,1.248002e+01,3.221090e+00,3.944695e+00,8.782826e+00,4.699735e+00,-4.452216e+00,2.895393e+00
6.100869e+00,8.364777e+00,1.009145e+01,9.550122e+00,8.177485e+00,5.370623e+00,-2.487182e+01,-5.295525e+01,-5.765216e+01,-5.617490e+01,-5.522063e+01,-5.271542e+01,-4.232957e+01,-3.951985e+01,-3.369730e+01,-2.961158e+01,-1.801455e+01,-6.467122e+00,2.074539e+00,-2.501040e+00,-9.706444e-01,-1.444353e+00,3.853002e+00
-4.994275e+00,2.434931e-01,1.911642e+00,2.576368e+00,4.824180e+00,5.769019e+00,2.425325e+01,3.503415e+01,3.503053e+01,3.188658e+01,2.686811e+01,2.084439e+01,2.946186e+01,2.974125e+01,3.481126e+01,3.461977e+01,2.718773e+01,8.476404e+00,5.378393e+00,5.166454e+00,1.334575e+00,4.252810e+00,1.096835e+01
-7.188769e+00,-2.033399e+00,-1.158602e+00,-9.037942e-01,2.428791e+00,5.009761e+00,5.085471e+00,-5.256153e+00,-1.154473e+01,-9.941240e+00,-1.304767e+01,-1.783108e+01,-8.315110e+00,-5.330930e-01,6.414028e+00,1.295085e+00,-4.748098e+00,-5.986111e+00,-3.951790e+00,-5.367141e+00,-1.139644e+00,-1.674803e+00,2.690660e+00
-2.188739e+00,-2.799222e+00,-4.327621e+00,-4.041039e+00,-1.281665e+00,-1.916546e+00,-2.606758e+01,-2.527873e+01,-2.185622e+01,-2.371651e+01,-2.697796e+01,-2.183373e+01,-2.284885e+01,-2.528120e+01,-2.685686e+01,-2.875389e+01,-3.603912e+01,-2.788376e+01,-1.834798e+01,-1.486473e+01,-1.868969e+00,-1.281465e+00,-4.860216e+00
6.157992e-01,-4.162486e+00,-7.723434e+00,-5.775566e+00,-3.451678e+00,-6.617793e+00,1.924269e+01,1.250687e+01,4.155565e+00,3.684029e+00,2.285084e+00,-1.462689e+00,6.018324e-01,-2.027550e+00,-8.986502e+00,-1.772383e+00,4.425885e+00,8.356531e+00,-3.592533e+00,-2.219962e-01,4.164195e+00,1.185488e+01,4.378734e+00
-2.812041e+00,-5.690695e+00,-8.025522e+00,-6.283076e+00,-4.469277e+00,-5.077641e+00,1.194386e+01,1.831906e+01,1.889897e+01,1.245909e+01,6.156252e+00,1.900848e+00,1.531645e+01,2.446837e+01,2.211226e+01,1.794366e+01,4.307912e+00,-1.674443e+00,5.236800e+00,3.970003e+00,3.394119e+00,1.068429e+01,6.801273e+00
-7.097546e+00,-6.851350e+00,-5.464535e+00,-6.604076e+00,-6.735895e+00,-3.632977e+00,-4.824793e-01,-8.638880e+00,-1.391263e+01,-1.966522e+01,-2.735497e+01,-2.971807e+01,-3.819557e+01,-3.423291e+01,-2.858495e+01,-2.367571e+01,-1.299341e+01,-7.362102e+00,-7.552148e+00,-6.021380e+00,-2.497866e+00,-1.342522e+00,-4.324329e+00
