Coeff 1,Coeff 2,Coeff 3,Coeff 4,Coeff 5,Coeff 6,Coeff 7,Coeff 8,Coeff 9,Coeff 10,Coeff 11,Coeff 12,Coeff 13,Coeff 14,Coeff 15,Coeff 16,Coeff 17,Coeff 18,Coeff 19,Coeff 20,Coeff 21,Coeff 22,Coeff 23,Coeff 24,Coeff 25,Coeff 26,Coeff 27,Coeff 28,Coeff 29,Coeff 30,Coeff 31,Coeff 32,Coeff 33,Coeff 34,Coeff 35,Coeff 36,Coeff 37,Coeff 38,Coeff 39,Coeff 40,Coeff 41,Coeff 42,Coeff 43,Coeff 44,Coeff 45,Coeff 46,Coeff 47
-4.374218e+02,-4.163642e+02,-4.153649e+02,-4.188628e+02,-4.204080e+02,-4.185614e+02,-4.209110e+02,-4.214766e+02,-4.094617e+02,-3.938658e+02,-3.962595e+02,-4.052316e+02,-3.987588e+02,-3.134641e+02,-2.193414e+02,-1.519598e+02,-1.102935e+02,-8.768111e+01,-7.381712e+01,-7.035221e+01,-6.643346e+01,-5.789030e+01,-4.584464e+01,-1.341451e+01,-1.959048e+01,-6.745629e+01,-1.334943e+02,-2.047002e+02,-2.768342e+02,-3.357334e+02,-3.785798e+02,-4.040984e+02,-4.087757e+02,-4.157481e+02,-4.149975e+02,-4.151882e+02,-4.202465e+02,-4.184261e+02,-4.149853e+02,-4.146735e+02,-4.128945e+02,-4.129207e+02,-4.171469e+02,-4.107806e+02,-3.936785e+02,-3.871271e+02,-4.077249e+02
8.076764e+01,8.977722e+01,9.367826e+01,9.306073e+01,8.833418e+01,8.833601e+01,8.473833e+01,8.220865e+01,8.787387e+01,9.208563e+01,9.051391e+01,9.161372e+01,9.416643e+01,1.110182e+02,9.675098e+01,6.396484e+01,4.050866e+01,2.559708e+01,1.730902e+01,2.136590e+01,1.753590e+01,1.190769e+01,2.543469e+01,5.321111e+01,7.593634e+01,9.012421e+01,1.105743e+02,1.221934e+02,1.364795e+02,1.315647e+02,1.142595e+02,9.896573e+01,9.268745e+01,8.716015e+01,8.914201e+01,8.659048e+01,8.444366e+01,8.731378e+01,8.777869e+01,9.156511e+01,9.258426e+01,8.960124e+01,8.621516e+01,8.664070e+01,8.803169e+01,9.462102e+01,8.725021e+01
9.732631e+00,-1.941091e-01,4.432930e+00,6.129426e+00,1.040206e+00,4.125850e-01,-2.375831e+00,-5.095181e+00,-1.121144e+01,-2.105901e+01,-2.257059e+01,-1.189983e+01,-9.724033e+00,-5.002896e+00,5.961034e+00,2.062477e+01,2.538123e+01,3.084177e+01,3.822375e+01,3.439936e+01,2.589867e+01,2.974548e+01,2.876322e+01,7.912498e+00,1.408807e+00,-5.617311e+00,-1.538557e+00,8.175169e+00,1.182332e+01,1.263207e+01,1.259684e+01,5.439294e+00,-1.642258e+00,-2.909812e+00,-6.928576e-01,-3.114625e+00,-1.191410e+00,-8.740509e-01,-5.847074e+00,-3.179621e-01,4.435932e-01,-5.498239e+00,-3.235055e+00,-5.335146e+00,-1.115664e+01,-1.402685e+01,-1.353179e+01
-6.845614e+00,-5.987132e+00,-4.570849e+00,-6.157277e+00,-8.283946e+00,-6.192487e+00,-8.102068e+00,-7.411258e+00,-8.277939e+00,-1.258145e+01,-1.623170e+01,-1.276182e+01,-4.014959e+00,3.287662e+01,6.283588e+01,6.340578e+01,6.183939e+01,6.668619e+01,6.225937e+01,5.380598e+01,4.945550e+01,5.915537e+01,5.628493e+01,3.906662e+01,3.508636e+01,3.508512e+01,3.320136e+01,3.465565e+01,3.607497e+01,2.760550e+01,1.549641e+01,5.683352e+00,3.222748e+00,4.079695e-01,-2.266181e+00,-3.285429e+00,-4.162664e+00,-6.112734e+00,-8.158535e+00,-4.986200e+00,-4.246846e+00,-6.792015e+00,-5.806752e+00,-6.808582e+00,-9.138783e+00,-1.085991e+01,-7.062014e+00
1.125670e+01,1.562007e+01,1.649117e+01,1.562555e+01,1.238382e+01,1.334255e+01,1.135664e+01,1.247964e+01,1.771371e+01,1.946611e+01,1.641988e+01,1.396879e+01,1.356174e+01,-5.719266e+00,-3.092097e+01,-4.677752e+01,-4.439322e+01,-4.375505e+01,-4.770786e+01,-4.513816e+01,-4.269893e+01,-4.805077e+01,-5.439277e+01,-5.051706e+01,-4.175863e+01,-3.410365e+01,-3.114264e+01,-1.557347e+01,4.694773e+00,1.840029e+01,1.877191e+01,2.428754e+01,2.618019e+01,2.170895e+01,1.687637e+01,1.478609e+01,1.203251e+01,1.234224e+01,1.649053e+01,1.860063e+01,1.613560e+01,1.846544e+01,1.376858e+01,1.653108e+01,1.367850e+01,1.291524e+01,1.822801e+01
1.488496e+01,1.204175e+01,1.291660e+01,1.309031e+01,9.712404e+00,9.253454e+00,9.439541e+00,7.514483e+00,1.011438e+01,1.965948e+01,2.171194e+01,1.264412e+01,4.651966e+00,2.336891e+01,3.481459e+01,2.941102e+01,3.277091e+01,3.537920e+01,2.990333e+01,2.379963e+01,2.230272e+01,2.196071e+01,1.483262e+01,1.800483e+01,2.345403e+01,2.849816e+01,2.738576e+01,3.199329e+01,3.342150e+01,2.306948e+01,1.759234e+01,1.706619e+01,9.637335e+00,5.263622e+00,7.745409e+00,9.347994e+00,6.042397e+00,4.851255e+00,8.831764e+00,9.542273e+00,8.412597e+00,1.226768e+01,1.075198e+01,9.867386e+00,7.010440e+00,5.293254e+00,4.116292e+00
6.286919e+00,4.039485e+00,4.609909e+00,3.467022e+00,2.686581e+00,2.603933e+00,5.129739e+00,3.376249e+00,-6.494640e-01,4.115790e+00,6.812419e+00,3.788019e+00,4.070379e+00,1.051864e+01,7.891413e+00,8.206255e+00,4.577404e+00,3.214938e+00,5.878283e+00,9.018036e+00,2.158854e+00,3.343529e+00,5.342581e+00,5.655637e+00,5.968068e-01,-2.955427e+00,-6.576797e+00,-7.057077e-01,9.840719e+00,1.554653e+01,1.616443e+01,1.027863e+01,-3.135933e+00,-5.108691e+00,-7.230949e-01,1.407943e+00,7.812799e-01,-2.653680e+00,-3.129739e+00,-1.756922e+00,5.858519e-01,5.000278e+00,7.209141e+00,2.075102e+00,4.257583e+00,1.074835e+00,-6.122193e+00
3.269225e+00,3.236146e+00,6.644094e+00,4.681663e+00,2.614657e+00,2.302479e+00,3.951386e+00,6.294833e+00,-8.830633e-01,-1.065996e+01,-1.366654e+01,-3.778672e+00,5.147521e+00,-1.381489e+01,-2.156450e+01,-3.329086e+01,-4.001653e+01,-4.108659e+01,-4.127918e+01,-3.880290e+01,-3.756321e+01,-4.126755e+01,-4.144616e+01,-3.780933e+01,-3.571371e+01,-2.966102e+01,-2.355418e+01,-1.703656e+01,-1.086841e+01,2.169466e+00,1.097627e+01,8.081047e+00,-3.133197e-01,-1.090108e-01,-1.025203e+00,-4.361698e+00,3.190582e-01,9.494503e-01,5.784085e-01,2.084735e+00,3.001368e-01,3.096617e+00,4.394540e+00,-2.401267e+00,-4.366832e+00,-3.169811e+00,-3.137507e+00
2.118827e+00,4.623453e+00,9.965785e+00,6.022614e+00,1.184501e+00,1.169846e+00,1.879898e+00,5.917050e+00,4.236766e+00,-5.659990e+00,-8.816084e+00,-2.468141e+00,5.442804e+00,1.142716e+01,1.604117e+01,1.495092e+01,9.115309e+00,1.413913e+01,9.353209e+00,1.199275e+01,1.273045e+01,1.423083e+01,1.365477e+01,1.014890e+01,1.219750e+01,1.316710e+01,2.374002e+00,-2.965243e+00,-5.018407e-01,7.459889e+00,9.547422e+00,4.926596e+00,9.237719e-01,2.993844e-01,8.098427e-01,-1.129255e+00,2.457249e+00,5.223412e+00,5.701128e+00,3.644530e+00,-1.191948e+00,-2.003351e+00,6.058201e-01,-1.452917e+00,-2.482035e+00,-1.906842e+00,-4.926813e-01
-3.409790e+00,1.905765e+00,7.445522e+00,4.661264e+00,-1.547994e+00,-3.075916e+00,-6.243898e-01,2.553627e+00,7.157776e+00,1.009927e+01,1.002226e+01,7.973499e+00,5.137416e+00,-1.123721e+01,-1.287650e+01,-1.283820e+01,-1.779755e+01,-2.036771e+01,-2.412123e+01,-2.349002e+01,-2.338171e+01,-2.083525e+01,-1.880877e+01,-1.349860e+01,-8.182320e+00,-5.898741e+00,-5.391568e+00,-1.555379e+00,-4.256677e+00,-5.822667e+00,7.698293e-01,3.209224e+00,-1.260610e+00,1.957482e-02,3.419959e+00,5.832703e+00,4.711829e+00,4.087154e+00,2.069135e+00,2.537556e-01,-3.774948e-01,1.460829e-01,2.318219e+00,4.589566e+00,7.831758e+00,5.588147e+00,1.673627e+00
