Coeff 1,Coeff 2,Coeff 3,Coeff 4,Coeff 5,Coeff 6,Coeff 7,Coeff 8,Coeff 9,Coeff 10,Coeff 11,Coeff 12,Coeff 13,Coeff 14,Coeff 15,Coeff 16,Coeff 17,Coeff 18,Coeff 19,Coeff 20,Coeff 21,Coeff 22,Coeff 23,Coeff 24,Coeff 25
-4.708982e+02,-4.574366e+02,-4.630141e+02,-4.652778e+02,-3.824969e+02,-2.168062e+02,-1.327037e+02,-7.087099e+01,-5.083949e+01,-6.115837e+01,-5.513697e+01,-4.295683e+01,-1.347774e+01,-1.706762e+01,-6.561716e+01,-1.316946e+02,-1.945185e+02,-2.651876e+02,-3.518920e+02,-4.208138e+02,-4.570556e+02,-4.622163e+02,-4.635873e+02,-4.642490e+02,-4.606170e+02
2.634654e+01,4.171104e+01,4.021214e+01,3.748462e+01,6.375309e+01,7.542274e+01,7.252687e+01,8.080970e+01,6.061065e+01,3.330221e+01,1.745019e+01,1.934853e+01,4.237810e+01,7.750180e+01,9.844791e+01,1.120764e+02,1.341167e+02,1.363779e+02,1.222379e+02,7.952776e+01,4.490216e+01,4.055924e+01,3.791158e+01,3.649747e+01,4.024746e+01
6.517417e+00,1.415114e+01,2.210550e+01,2.040816e+01,-3.128182e+01,-3.763088e+01,-2.723866e+01,-4.263150e+01,-4.645994e+01,-3.144361e+01,-2.931654e+01,-3.816251e+01,-6.694794e+01,-7.097466e+01,-5.431593e+01,-2.453174e+01,7.797251e-01,1.680515e+01,1.900943e+01,2.534212e+01,1.976076e+01,2.056687e+01,1.733229e+01,1.521302e+01,1.734875e+01
8.505875e-02,2.357347e+00,1.016416e+01,9.188753e+00,-1.073003e+01,-1.559197e+01,-2.428413e+01,-4.628263e+01,-4.102514e+01,-2.251422e+01,-1.605444e+01,-1.474069e+01,-3.136360e+01,-4.572652e+01,-4.795450e+01,-3.269744e+01,-3.033611e+01,-3.036759e+01,-1.930251e+01,-2.995125e-01,4.854177e+00,7.133117e+00,5.260770e+00,3.506788e+00,6.596121e+00
4.369726e+00,6.577508e+00,8.426920e+00,7.435769e+00,3.032016e+01,9.575391e+00,-5.047003e+00,-2.007215e+01,-2.587906e+01,-2.749783e+01,-2.963274e+01,-2.366676e+01,-2.477682e+01,-2.618397e+01,-2.398114e+01,-2.171653e+01,-9.589421e+00,7.994082e+00,1.253543e+01,6.204033e+00,5.960553e+00,5.920001e+00,5.954935e+00,5.904708e+00,1.021118e+01
4.615635e+00,9.030782e+00,9.334334e+00,8.293794e+00,-1.423392e+00,-1.161658e+00,2.134001e+01,4.036776e+01,5.219961e+01,5.045889e+01,4.851489e+01,4.792313e+01,4.364928e+01,3.894403e+01,3.543968e+01,2.942394e+01,2.909515e+01,2.092637e+01,1.349520e+01,1.017811e+01,1.050469e+01,9.045647e+00,8.853749e+00,1.065918e+01,1.326207e+01
-4.870078e-01,4.029979e+00,7.194050e+00,7.068875e+00,-2.124108e+01,-3.236372e+01,-2.919575e+01,-1.801104e+01,-1.629109e+01,-1.968213e+01,-2.220177e+01,-2.392330e+01,-2.890572e+01,-3.000921e+01,-3.271835e+01,-4.561791e+01,-4.399635e+01,-2.762586e+01,-1.417984e+01,-1.061228e+00,8.675566e+00,8.797523e+00,6.554364e+00,8.899601e+00,8.592394e+00
-3.043020e+00,-6.094193e-01,3.976796e+00,5.321623e+00,4.871631e+00,6.140524e+00,3.051642e+00,5.061769e+00,1.506562e+01,3.029505e+01,3.212919e+01,2.861683e+01,2.680682e+01,2.377766e+01,1.944415e+01,1.142680e+01,-2.508511e+00,-6.556207e+00,-1.247509e+01,-7.374193e+00,4.775395e+00,6.643673e+00,3.216071e+00,4.472709e+00,3.342404e+00
-2.189261e+00,-8.454615e-01,2.277081e+00,3.958211e+00,8.504107e+00,3.184916e+00,-5.138571e+00,-2.307739e+00,-3.646864e+00,4.157118e+00,8.481740e+00,8.135340e+00,7.969364e+00,1.082840e+01,1.542559e+01,1.467402e+01,1.645126e+01,7.736102e+00,3.942662e+00,2.395196e+00,5.783422e+00,7.006033e+00,3.966276e+00,3.576104e+00,2.896291e+00
-1.614464e+00,3.124838e-01,3.301099e-01,6.455836e-01,4.704091e+00,9.382298e+00,-4.294507e+00,-7.635627e+00,-1.532887e+00,3.676933e+00,2.675446e+00,8.222400e+00,9.990978e+00,8.628376e+00,1.111287e+01,1.244833e+01,2.126055e+01,2.315100e+01,2.002559e+01,1.283417e+01,8.724014e+00,8.297393e+00,5.307722e+00,4.075426e+00,2.829894e+00
