Coeff 1,Coeff 2,Coeff 3,Coeff 4,Coeff 5,Coeff 6,Coeff 7,Coeff 8,Coeff 9,Coeff 10,Coeff 11,Coeff 12,Coeff 13,Coeff 14,Coeff 15,Coeff 16,Coeff 17,Coeff 18,Coeff 19,Coeff 20,Coeff 21,Coeff 22,Coeff 23,Coeff 24,Coeff 25,Coeff 26,Coeff 27,Coeff 28,Coeff 29,Coeff 30,Coeff 31,Coeff 32,Coeff 33,Coeff 34,Coeff 35,Coeff 36,Coeff 37,Coeff 38,Coeff 39,Coeff 40,Coeff 41,Coeff 42,Coeff 43,Coeff 44,Coeff 45,Coeff 46,Coeff 47,Coeff 48,Coeff 49,Coeff 50,Coeff 51,Coeff 52
-5.114339e+02,-4.962761e+02,-4.891644e+02,-4.918552e+02,-4.978318e+02,-4.933724e+02,-4.455844e+02,-3.921755e+02,-3.020600e+02,-2.146274e+02,-1.707168e+02,-1.578720e+02,-1.694897e+02,-1.791610e+02,-1.837738e+02,-1.847560e+02,-1.844153e+02,-1.794704e+02,-1.711115e+02,-1.661078e+02,-1.567984e+02,-1.431457e+02,-1.411532e+02,-1.346915e+02,-1.183807e+02,-9.416397e+01,-6.059796e+01,-4.025377e+01,-3.923064e+01,-4.557303e+01,-6.306777e+01,-8.818573e+01,-1.338619e+02,-2.105217e+02,-2.859033e+02,-3.521181e+02,-4.241868e+02,-4.787737e+02,-4.977657e+02,-5.032646e+02,-5.006757e+02,-5.056853e+02,-5.109276e+02,-5.116529e+02,-5.048576e+02,-5.001952e+02,-4.981597e+02,-5.002173e+02,-4.988024e+02,-4.988372e+02,-5.021069e+02,-5.057445e+02
3.778370e+01,5.233450e+01,5.869252e+01,5.735220e+01,5.093178e+01,5.336379e+01,4.923824e+01,2.709849e+01,3.115221e+01,5.430986e+01,6.403255e+01,5.675861e+01,5.754316e+01,6.053017e+01,5.996478e+01,5.803299e+01,5.165126e+01,5.227725e+01,4.982919e+01,4.468817e+01,3.951017e+01,3.819949e+01,3.401168e+01,2.993656e+01,2.833690e+01,2.633971e+01,3.075517e+01,3.406599e+01,3.068908e+01,2.327812e+01,1.489622e+01,3.402075e+01,6.539758e+01,8.789351e+01,1.077352e+02,1.175142e+02,9.306943e+01,5.807672e+01,4.430046e+01,3.937248e+01,4.092811e+01,3.538277e+01,3.232217e+01,3.412749e+01,4.291908e+01,4.924704e+01,5.044081e+01,4.704671e+01,4.895680e+01,4.790696e+01,4.629932e+01,3.999628e+01
2.125984e+01,2.309949e+01,2.309459e+01,2.526590e+01,2.332308e+01,2.284746e+01,3.602487e+01,4.754062e+01,4.634555e+01,2.331895e+01,1.943780e+00,5.759479e+00,1.204070e+01,1.522362e+01,1.517656e+01,8.022631e+00,7.184503e+00,8.531219e+00,4.589231e+00,-1.278908e+00,-7.019461e+00,-7.272645e+00,-6.885686e+00,-1.248133e+01,-1.727169e+01,-2.983273e+01,-5.636364e+01,-6.719688e+01,-7.356798e+01,-7.400039e+01,-6.302733e+01,-6.606854e+01,-7.484549e+01,-5.794977e+01,-3.413374e+01,-3.197146e+01,-1.144452e+01,9.184216e+00,1.479092e+01,2.043421e+01,2.169194e+01,1.826648e+01,1.776929e+01,1.684807e+01,2.008412e+01,2.444835e+01,2.363386e+01,2.038026e+01,2.316193e+01,2.761878e+01,2.725908e+01,2.008201e+01
1.056310e+01,6.443628e+00,4.439621e+00,6.357223e+00,8.152161e+00,1.343880e+01,-9.361389e+00,-2.444538e+01,-3.795199e-01,-1.372435e-01,-1.878254e+00,-1.693227e+01,-2.526282e+01,-2.531710e+01,-2.351568e+01,-2.056367e+01,-2.092225e+01,-2.204655e+01,-2.458330e+01,-2.852516e+01,-2.335923e+01,-2.399791e+01,-2.695823e+01,-2.600814e+01,-2.720262e+01,-2.535535e+01,-3.124536e+01,-3.975703e+01,-4.130188e+01,-3.724776e+01,-2.981326e+01,-3.654628e+01,-3.403966e+01,-3.089957e+01,-3.490238e+01,-2.889904e+01,-1.907653e+01,-1.950327e+00,5.196035e+00,1.456881e+01,1.779865e+01,1.648053e+01,1.369660e+01,8.406624e+00,7.893059e+00,9.816138e+00,1.022800e+01,9.916672e+00,1.110127e+01,1.429261e+01,1.620138e+01,6.318233e+00
9.034481e+00,6.882194e+00,6.811035e+00,6.795818e+00,9.767408e+00,1.967652e+01,3.634477e+01,4.632471e+01,3.530600e+01,5.951996e-01,-2.162294e+01,-1.650067e+01,-8.519136e+00,-2.118398e+00,-9.214363e-01,-2.945237e-01,3.326313e-01,-1.157347e+00,2.698731e-01,2.032702e-01,3.848638e+00,3.144805e+00,-7.517959e-01,-1.568998e+00,3.067546e+00,8.647181e+00,8.389145e+00,7.582960e-02,-2.455624e-01,1.780050e+00,5.053450e+00,3.524236e+00,5.492725e+00,1.817084e+01,1.458644e+01,1.312116e+01,1.466127e+01,1.016375e+01,7.898376e+00,9.749151e+00,1.239421e+01,1.144016e+01,8.658798e+00,6.920330e+00,9.144867e+00,1.005167e+01,1.296249e+01,1.692601e+01,1.723939e+01,1.976659e+01,1.661420e+01,9.347311e+00
1.027772e+01,1.046757e+01,1.112255e+01,1.135026e+01,1.347714e+01,1.906775e+01,1.548083e+01,7.084324e+00,-2.886793e+00,2.270456e+00,2.192866e+01,2.607246e+01,2.586871e+01,2.804891e+01,3.438599e+01,4.151285e+01,4.491712e+01,4.610955e+01,4.769473e+01,4.397040e+01,4.353786e+01,4.489319e+01,4.366213e+01,4.335932e+01,4.935468e+01,4.467489e+01,3.883883e+01,3.997445e+01,4.259455e+01,4.064313e+01,4.404041e+01,4.484633e+01,3.563198e+01,3.054008e+01,2.484053e+01,1.842352e+01,2.584841e+01,2.267026e+01,1.678223e+01,1.838549e+01,2.021024e+01,1.557207e+01,1.265349e+01,1.162401e+01,1.400222e+01,1.422811e+01,1.752380e+01,2.279713e+01,2.149973e+01,1.674805e+01,1.127224e+01,1.090419e+01
9.834425e+00,9.738160e+00,8.725851e+00,9.593145e+00,1.057921e+01,1.125686e+01,6.043765e+00,7.474317e+00,-2.111133e+00,-2.238487e+01,-4.001431e+01,-3.363461e+01,-3.177568e+01,-2.650685e+01,-1.890319e+01,-1.890319e+01,-2.301765e+01,-2.896331e+01,-3.424665e+01,-3.925213e+01,-4.827312e+01,-4.809319e+01,-4.162028e+01,-3.952749e+01,-4.134780e+01,-4.389711e+01,-4.041128e+01,-3.845741e+01,-3.517087e+01,-2.869732e+01,-2.720411e+01,-2.824953e+01,-2.869438e+01,-1.759686e+01,-6.779902e+00,7.038367e+00,1.771146e+01,1.892818e+01,1.627193e+01,1.551956e+01,1.481429e+01,1.056342e+01,9.745928e+00,1.166748e+01,1.382993e+01,1.485111e+01,1.672333e+01,1.898749e+01,1.667898e+01,1.251553e+01,7.022080e+00,1.074607e+01
8.408079e+00,8.629073e+00,6.264699e+00,5.060818e+00,5.988693e+00,6.955317e+00,8.864355e+00,1.452810e+01,2.528998e+01,4.131519e+01,5.121219e+01,4.882954e+01,3.645544e+01,2.836040e+01,2.888515e+01,3.401711e+01,3.838082e+01,4.289150e+01,4.447166e+01,4.091669e+01,3.712957e+01,4.420402e+01,4.448124e+01,4.730931e+01,5.090802e+01,4.987819e+01,5.329919e+01,5.830762e+01,5.559444e+01,5.555193e+01,5.562522e+01,4.483918e+01,3.281491e+01,3.002216e+01,1.823196e+01,1.435748e+01,1.655840e+01,1.265916e+01,1.154864e+01,3.833981e+00,2.161175e+00,3.700527e+00,4.052826e+00,7.624345e+00,9.403484e+00,1.275585e+01,1.324489e+01,1.182607e+01,7.370896e+00,3.683225e+00,5.176458e+00,8.805325e+00
6.567372e+00,8.383804e+00,5.807290e+00,2.364094e+00,4.344088e+00,3.991344e+00,-1.705773e-01,-7.630958e+00,-1.172389e+01,1.291623e+00,7.878404e-01,5.150982e+00,1.369952e+01,1.307051e+01,8.237186e+00,2.483107e+00,-4.157313e+00,6.877073e-01,-8.678913e-02,-6.338870e+00,-5.221354e+00,-2.701995e+00,-4.483220e+00,-8.137136e+00,-9.563080e+00,-1.065603e+01,-9.275271e+00,-9.733793e+00,-1.274419e+01,-1.324818e+01,-1.500908e+01,-1.982183e+01,-1.940052e+01,-8.168685e+00,-8.520268e+00,4.335245e+00,1.402602e+01,1.239464e+01,1.137724e+01,6.932589e+00,9.247322e+00,1.334061e+01,1.015230e+01,5.757296e+00,3.902088e+00,8.750739e+00,8.547773e+00,6.431598e+00,2.555486e+00,2.849734e+00,6.463969e+00,6.717736e+00
3.092437e+00,4.300517e+00,1.913034e+00,1.302270e-01,2.674695e+00,-2.506523e+00,3.820141e+00,8.008265e+00,2.130356e+00,-1.994614e+00,9.625185e-01,-1.089532e+00,-1.151556e+00,-3.996541e+00,-4.434545e+00,-6.475204e+00,-6.816534e+00,-1.011019e+00,5.567553e+00,4.907097e+00,3.199857e+00,5.666092e+00,6.488740e+00,5.961236e+00,6.286261e-01,2.608544e+00,1.826759e+00,3.296192e+00,4.249114e+00,2.908932e+00,-1.022511e+00,-8.944176e+00,-1.581044e+01,-2.179335e+01,-1.278755e+01,-1.119600e+01,-1.013563e+01,-3.558158e+00,-6.896157e-01,-3.677955e-02,2.009067e+00,5.687959e+00,4.161339e+00,-8.756737e-01,-2.463628e+00,2.301933e+00,2.358567e+00,2.178736e+00,-2.381858e-01,-4.434109e+00,-9.212536e-01,2.357351e+00
