Coeff 1,Coeff 2,Coeff 3,Coeff 4,Coeff 5,Coeff 6,Coeff 7,Coeff 8,Coeff 9,Coeff 10,Coeff 11,Coeff 12,Coeff 13,Coeff 14,Coeff 15,Coeff 16,Coeff 17,Coeff 18,Coeff 19,Coeff 20,Coeff 21,Coeff 22,Coeff 23,Coeff 24,Coeff 25,Coeff 26,Coeff 27,Coeff 28,Coeff 29,Coeff 30,Coeff 31,Coeff 32,Coeff 33,Coeff 34,Coeff 35,Coeff 36,Coeff 37,Coeff 38,Coeff 39,Coeff 40,Coeff 41,Coeff 42,Coeff 43,Coeff 44,Coeff 45,Coeff 46,Coeff 47,Coeff 48
-4.872156e+02,-4.872156e+02,-4.872156e+02,-4.872156e+02,-4.872156e+02,-4.872156e+02,-4.872156e+02,-4.872156e+02,-4.872156e+02,-4.872156e+02,-4.872156e+02,-4.872156e+02,-4.872156e+02,-4.872156e+02,-4.872156e+02,-4.872156e+02,-4.695777e+02,-4.318658e+02,-4.227434e+02,-4.349321e+02,-2.494424e+02,-1.518994e+02,-1.277056e+02,-1.185858e+02,-1.305727e+02,-1.333997e+02,-1.166411e+02,-1.258427e+02,-1.684611e+02,-2.288377e+02,-3.044084e+02,-3.882458e+02,-4.597727e+02,-4.832316e+02,-4.871795e+02,-4.872156e+02,-4.872156e+02,-4.872156e+02,-4.872156e+02,-4.872156e+02,-4.872156e+02,-4.872156e+02,-4.872156e+02,-4.872156e+02,-4.872156e+02,-4.872156e+02,-4.872156e+02,-4.872156e+02
0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.327516e+01,7.016814e+01,7.974998e+01,6.352286e+01,1.092440e+02,1.137156e+02,1.045044e+02,8.787818e+01,7.178139e+01,8.595052e+01,1.124728e+02,1.405388e+02,1.577672e+02,1.487781e+02,1.155963e+02,6.803278e+01,2.070727e+01,4.300958e+00,3.989848e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.856790e+01,4.876871e+01,5.095564e+01,3.954227e+01,-3.493456e+01,-5.806254e+01,-7.146341e+01,-9.444178e+01,-8.889578e+01,-9.559737e+01,-1.056602e+02,-9.726933e+01,-7.606778e+01,-5.181751e+01,-3.135445e+01,-2.259115e+01,-5.837688e+00,1.039652e+00,1.119686e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.165376e+01,2.142329e+01,1.760563e+01,1.349104e+01,1.157240e+01,1.235431e+01,8.207308e+00,-9.853974e-01,-8.593128e+00,-7.545400e+00,-2.073805e+01,-3.530301e+01,-3.938329e+01,-4.070602e+01,-2.635103e+01,-1.535914e+01,-9.049946e+00,-2.462275e+00,-2.241486e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.718007e+00,-3.560235e+00,-8.250736e+00,-5.946213e+00,-3.285772e+01,-4.586030e+01,-4.909295e+01,-4.912160e+01,-4.276388e+01,-4.341344e+01,-4.290366e+01,-4.220448e+01,-2.971929e+01,-1.717847e+01,8.845145e-01,1.097404e+01,-3.910265e+00,-4.661072e+00,-4.619534e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-3.950310e+00,-2.043828e+01,-2.169694e+01,-1.471980e+01,-3.829096e+01,-3.179562e+01,-2.514221e+01,-8.222745e+00,-3.638947e+00,3.088895e+00,-2.145423e+00,-7.030658e+00,-1.195565e+01,-9.796103e+00,-7.557937e+00,-1.390036e+01,-8.600109e+00,-4.880826e+00,-4.972072e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-1.021931e+01,-2.780406e+01,-2.539112e+01,-1.617567e+01,-4.398824e+01,-4.844053e+01,-5.014928e+01,-5.026049e+01,-4.803310e+01,-4.416436e+01,-4.501746e+01,-5.292733e+01,-5.651376e+01,-5.776772e+01,-5.387697e+01,-3.488617e+01,-8.717970e+00,-3.279373e+00,-3.144054e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-1.432562e+01,-2.798343e+01,-2.500256e+01,-1.621431e+01,-1.438704e+01,-1.535503e+00,1.452154e+01,2.231853e+01,2.269532e+01,1.812354e+01,1.227947e+01,4.377821e+00,-4.504854e+00,-7.046226e+00,-1.027892e+01,-4.046030e+00,2.565921e+00,-4.748757e-01,6.271191e-04,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-1.598987e+01,-2.483336e+01,-2.425090e+01,-1.845833e+01,-7.307185e+00,-5.211152e+00,1.037312e+00,6.310164e+00,9.840057e+00,5.524833e+00,5.211659e+00,6.500188e+00,1.180855e+01,1.424146e+01,1.241256e+01,8.766000e+00,6.679610e+00,2.626678e+00,3.241843e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-1.541594e+01,-2.143570e+01,-2.341730e+01,-1.994414e+01,-9.428402e+00,-6.014722e+00,-9.736761e+00,-1.499709e+01,-1.491695e+01,-1.240680e+01,-1.711662e+01,-2.741991e+01,-3.788710e+01,-4.080287e+01,-3.648510e+01,-1.747410e+01,6.412846e-01,4.849414e+00,4.999553e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
