Coeff 1,Coeff 2,Coeff 3,Coeff 4,Coeff 5,Coeff 6,Coeff 7,Coeff 8,Coeff 9,Coeff 10,Coeff 11,Coeff 12,Coeff 13,Coeff 14,Coeff 15,Coeff 16,Coeff 17,Coeff 18,Coeff 19,Coeff 20,Coeff 21,Coeff 22,Coeff 23,Coeff 24,Coeff 25,Coeff 26,Coeff 27,Coeff 28,Coeff 29,Coeff 30,Coeff 31,Coeff 32,Coeff 33,Coeff 34,Coeff 35,Coeff 36,Coeff 37,Coeff 38,Coeff 39,Coeff 40,Coeff 41,Coeff 42,Coeff 43,Coeff 44
-4.656057e+02,-4.484428e+02,-4.538350e+02,-4.602942e+02,-4.618616e+02,-4.587853e+02,-4.543048e+02,-4.444338e+02,-4.061237e+02,-3.031736e+02,-1.812387e+02,-1.053589e+02,-8.484983e+01,-5.633724e+01,-5.340342e+01,-8.113895e+01,-1.050348e+02,-1.141437e+02,-9.897169e+01,-9.617202e+01,-1.120175e+02,-1.357009e+02,-1.567464e+02,-1.538257e+02,-1.665864e+02,-1.905038e+02,-1.878056e+02,-1.895035e+02,-1.955131e+02,-1.831047e+02,-1.713316e+02,-1.899404e+02,-2.192559e+02,-2.611284e+02,-3.103091e+02,-3.546255e+02,-4.100531e+02,-4.461354e+02,-4.547719e+02,-4.610789e+02,-4.588348e+02,-4.580442e+02,-4.685239e+02,-4.741678e+02
6.802403e+01,7.707246e+01,7.469324e+01,7.315166e+01,7.576559e+01,8.090073e+01,8.784846e+01,1.037979e+02,9.224974e+01,3.937014e+01,4.477087e+01,6.903636e+01,7.827528e+01,7.538843e+01,6.181004e+01,5.833104e+01,5.968639e+01,5.513051e+01,5.556254e+01,6.566275e+01,7.861626e+01,8.701131e+01,1.033773e+02,1.162465e+02,1.180038e+02,1.155038e+02,1.166198e+02,1.174143e+02,1.150844e+02,1.259510e+02,1.409240e+02,1.495299e+02,1.594732e+02,1.629739e+02,1.597269e+02,1.495940e+02,1.168642e+02,8.832074e+01,8.193816e+01,7.584531e+01,8.078320e+01,8.225021e+01,7.141472e+01,6.579898e+01
8.586964e+00,3.131695e+00,6.057858e+00,9.870825e+00,1.610033e+01,2.115496e+01,2.752226e+01,4.701517e+01,7.098992e+01,7.566323e+01,6.322575e+01,3.419794e+01,-4.911323e-01,-2.874555e+01,-2.380455e+01,-2.453905e+00,7.103097e+00,1.200797e+01,3.217798e+00,-6.778982e+00,-1.100858e+01,-1.292144e+01,-1.861231e+01,-3.653468e+01,-3.892552e+01,-2.687734e+01,-2.719893e+01,-2.577695e+01,-2.397275e+01,-3.945459e+01,-5.686605e+01,-7.101849e+01,-6.935826e+01,-5.215567e+01,-2.963795e+01,-1.169444e+01,5.011733e+00,1.257928e+01,1.786689e+01,1.673397e+01,2.075492e+01,2.237076e+01,1.960091e+01,1.901535e+01
-1.126981e+00,-4.256977e-01,-1.651076e-01,-1.890065e+00,1.632018e-01,1.261826e+00,6.304482e+00,2.667340e+01,1.511678e+01,1.126374e+01,1.114087e+01,-2.965084e-01,9.273389e-02,3.228437e+00,-8.362315e-01,-2.715024e+00,-3.008711e+00,-8.537458e-01,-1.150965e+00,-2.925686e+00,-8.327336e+00,-1.015985e+01,-4.771996e+00,1.007325e+01,1.714351e+01,1.826978e+01,1.292077e+01,8.359539e+00,8.323347e+00,-5.135842e+00,-2.086779e+01,-3.248898e+01,-2.799485e+01,-2.705776e+01,-3.105904e+01,-3.204825e+01,-2.688438e+01,-8.843678e+00,9.613379e-01,1.422447e-01,1.608819e+00,3.795567e+00,5.053243e+00,5.493927e+00
1.914658e+01,1.879940e+01,1.536764e+01,1.386057e+01,1.503872e+01,1.215267e+01,1.733545e+01,3.371956e+01,5.349945e+01,5.258382e+01,1.850609e+01,-4.444578e+00,-1.821133e+01,-2.444713e+01,-1.787087e+01,-1.217221e+01,-8.545261e+00,-7.330567e+00,-1.157236e+01,-1.466172e+01,-1.030337e+01,-9.673099e+00,-7.642990e+00,-1.132832e+01,-1.168366e+01,-1.105691e+01,-8.192565e+00,-5.073304e+00,-2.182406e+00,-1.820891e+00,1.108540e-01,1.728237e+00,1.036386e+01,6.255932e+00,-3.179808e-01,-1.653308e+00,-5.269714e+00,7.033044e+00,1.186467e+01,1.091513e+01,1.346517e+01,1.632833e+01,1.614468e+01,1.416571e+01
2.918859e+01,1.944746e+01,1.435237e+01,1.613932e+01,1.969111e+01,1.906805e+01,2.179496e+01,3.166973e+01,2.535350e+01,1.217783e+01,-2.595242e+00,-7.659472e+00,3.991226e+00,1.894641e+01,2.364677e+01,3.232383e+01,3.507408e+01,3.810182e+01,4.352638e+01,4.592094e+01,4.822721e+01,4.599563e+01,4.192004e+01,4.309026e+01,4.307643e+01,3.527096e+01,3.091641e+01,3.093464e+01,3.454627e+01,3.840077e+01,4.128420e+01,4.400026e+01,3.637751e+01,2.157672e+01,5.797652e+00,-4.067144e+00,1.864519e+00,1.260858e+01,1.234827e+01,1.430346e+01,1.670247e+01,1.762537e+01,1.813869e+01,1.773783e+01
2.416671e+01,1.546208e+01,1.041067e+01,1.050013e+01,1.160666e+01,1.550279e+01,1.379230e+01,2.027612e+01,2.897767e+01,3.074127e+01,2.239529e+01,5.153984e+00,-2.406289e+01,-3.464207e+01,-2.787624e+01,-2.392736e+01,-2.978500e+01,-3.329399e+01,-3.787344e+01,-3.859145e+01,-3.680081e+01,-3.653773e+01,-2.949239e+01,-1.940871e+01,-1.357155e+01,-1.479719e+01,-2.308130e+01,-2.877597e+01,-2.537196e+01,-1.975208e+01,-1.848608e+01,-1.432452e+01,-5.401877e+00,1.114617e+00,-1.301417e+00,-2.106244e-01,6.005583e+00,1.306506e+01,8.983891e+00,1.148479e+01,8.600684e+00,6.993177e+00,1.214529e+01,1.390409e+01
1.417417e+01,1.131267e+01,8.380497e+00,8.309999e+00,7.664428e+00,1.043800e+01,7.873691e+00,1.380881e+01,1.719775e+01,2.454934e+01,9.448293e+00,1.671907e+01,3.322267e+01,4.588662e+01,4.043613e+01,3.962259e+01,3.693587e+01,3.191250e+01,3.301309e+01,3.911080e+01,4.215527e+01,4.095383e+01,3.542216e+01,2.225257e+01,1.791782e+01,1.702431e+01,2.067779e+01,2.560964e+01,3.121207e+01,3.006360e+01,3.060162e+01,2.615507e+01,1.639846e+01,1.028365e+01,9.299339e+00,1.894165e+01,2.566427e+01,2.140156e+01,1.436769e+01,1.311602e+01,7.089785e+00,4.956443e+00,1.135690e+01,1.175287e+01
8.345299e+00,8.811140e+00,7.830270e+00,7.147311e+00,8.876038e+00,8.523329e+00,5.925604e+00,8.196724e+00,3.511920e+00,-1.403938e+01,-3.216682e+01,-3.128568e+01,-2.032219e+01,-1.894236e+01,-1.173957e+01,-4.411454e+00,-6.612408e-01,-4.799239e+00,-5.897837e+00,-4.071835e+00,-3.515270e+00,-8.485748e+00,-1.119495e+01,-5.858262e-01,4.510775e+00,2.741204e+00,1.448882e+00,3.113116e+00,-1.385299e+00,-2.555064e+00,2.302070e+00,8.798666e+00,8.464410e+00,9.080686e+00,1.029558e+01,2.028259e+01,3.029290e+01,2.126054e+01,1.773989e+01,1.531109e+01,1.140286e+01,9.794577e+00,1.183434e+01,1.083010e+01
5.942645e+00,8.882849e+00,9.262825e+00,5.953375e+00,6.172469e+00,6.639206e+00,2.223658e+00,-1.471914e+00,8.079218e+00,2.432912e+01,2.153998e+01,1.284414e+01,6.291165e+00,1.525939e+01,1.739579e+01,1.901154e+01,2.403511e+01,2.462169e+01,1.843995e+01,1.508654e+01,1.798431e+01,1.779728e+01,1.468029e+01,1.173940e+01,8.786582e+00,1.471284e+01,1.379639e+01,9.181237e+00,2.712728e+00,1.473503e+00,1.590518e+00,5.643032e+00,2.220400e+00,-5.693981e+00,-9.466578e+00,6.732286e-01,7.736788e+00,6.741278e+00,1.195115e+01,1.080912e+01,1.083876e+01,1.014682e+01,7.892913e+00,7.053576e+00
