Coeff 1,Coeff 2,Coeff 3,Coeff 4,Coeff 5,Coeff 6,Coeff 7,Coeff 8,Coeff 9,Coeff 10,Coeff 11,Coeff 12,Coeff 13,Coeff 14,Coeff 15,Coeff 16,Coeff 17,Coeff 18,Coeff 19,Coeff 20,Coeff 21,Coeff 22,Coeff 23,Coeff 24,Coeff 25,Coeff 26,Coeff 27,Coeff 28,Coeff 29,Coeff 30,Coeff 31,Coeff 32,Coeff 33,Coeff 34,Coeff 35,Coeff 36,Coeff 37,Coeff 38,Coeff 39,Coeff 40,Coeff 41,Coeff 42,Coeff 43,Coeff 44,Coeff 45
-5.103387e+02,-4.932575e+02,-4.961222e+02,-4.987933e+02,-4.978439e+02,-4.999807e+02,-5.003888e+02,-4.960567e+02,-4.950873e+02,-4.988638e+02,-4.977306e+02,-4.857845e+02,-4.497496e+02,-3.905090e+02,-3.511441e+02,-3.381538e+02,-3.284917e+02,-2.747787e+02,-2.026475e+02,-1.691272e+02,-1.645386e+02,-1.719066e+02,-1.840301e+02,-1.934591e+02,-1.899795e+02,-1.927072e+02,-1.819115e+02,-1.659404e+02,-1.475148e+02,-1.282851e+02,-1.088102e+02,-1.160009e+02,-1.609787e+02,-2.154714e+02,-2.732073e+02,-3.436107e+02,-3.933716e+02,-4.392997e+02,-4.788178e+02,-4.938849e+02,-4.995380e+02,-4.993907e+02,-5.023292e+02,-5.012807e+02,-5.114886e+02
3.310601e+01,5.028912e+01,4.931660e+01,4.856779e+01,4.941354e+01,4.654259e+01,4.562160e+01,4.982866e+01,5.160840e+01,4.779214e+01,4.876235e+01,6.433393e+01,1.074467e+02,1.360689e+02,1.445843e+02,1.420394e+02,1.382449e+02,1.538226e+02,1.558679e+02,1.384352e+02,1.201463e+02,1.154297e+02,1.101203e+02,1.121339e+02,1.161034e+02,1.150311e+02,1.123419e+02,1.066771e+02,1.090660e+02,1.237016e+02,1.328890e+02,1.402525e+02,1.464741e+02,1.541931e+02,1.481782e+02,1.286313e+02,1.095187e+02,8.172919e+01,5.416171e+01,4.899766e+01,4.604671e+01,4.483024e+01,4.221059e+01,4.443431e+01,3.542425e+01
1.032776e+01,1.487427e+01,1.808428e+01,2.103449e+01,2.150782e+01,1.934893e+01,1.925078e+01,1.952153e+01,2.074891e+01,1.917572e+01,1.844945e+01,3.178059e+01,6.086259e+01,6.118989e+01,4.452395e+01,3.435812e+01,2.576447e+01,-4.239067e+00,-3.177951e+01,-4.256305e+01,-5.590464e+01,-5.562148e+01,-5.304348e+01,-4.616315e+01,-4.353353e+01,-4.775418e+01,-5.147429e+01,-5.267979e+01,-6.472861e+01,-7.879893e+01,-1.009131e+02,-1.050361e+02,-8.763797e+01,-6.172204e+01,-3.290254e+01,-1.349324e+01,-9.855845e+00,-3.191432e+00,5.715550e+00,1.569550e+01,1.846044e+01,1.618844e+01,1.563610e+01,1.889155e+01,1.820286e+01
3.428365e+00,1.700065e+00,4.480475e+00,5.574442e+00,6.844704e+00,5.833343e+00,9.006257e+00,6.433116e+00,5.021876e+00,3.250854e+00,1.121884e+00,1.284923e+01,3.244371e+01,4.652151e+01,4.061734e+01,3.786353e+01,3.736493e+01,2.352833e+01,7.542377e+00,2.033576e+00,-2.184494e+00,-5.448541e+00,-7.316991e+00,-5.581112e+00,-1.996871e+00,-5.227432e+00,-4.525180e+00,-8.708959e+00,-1.331119e+01,-2.464258e+01,-3.620340e+01,-3.126491e+01,-2.715434e+01,-2.594459e+01,-1.911247e+01,-1.764562e+01,-2.295544e+01,-1.847523e+01,-2.970753e+00,2.259444e+00,6.772470e+00,6.484247e+00,4.902016e+00,7.592651e+00,9.488707e+00
1.131956e+01,1.044181e+01,1.135290e+01,8.537568e+00,1.006309e+01,9.681774e+00,1.523441e+01,1.231838e+01,9.386446e+00,6.102932e+00,4.635405e+00,1.345476e+01,2.434040e+01,1.923497e+01,4.875512e+00,-6.404990e+00,-6.729305e+00,-2.985949e+01,-4.568147e+01,-4.043163e+01,-2.948871e+01,-2.786999e+01,-2.495333e+01,-2.420540e+01,-2.237440e+01,-2.103026e+01,-2.419924e+01,-2.910364e+01,-2.137673e+01,-1.539284e+01,-1.920574e+01,-2.037249e+01,-1.676296e+01,-1.126068e+01,-7.069165e+00,-6.763205e+00,-5.899757e+00,-1.192318e+00,7.611113e+00,7.299505e+00,1.185002e+01,1.189739e+01,8.272532e+00,8.921215e+00,1.080836e+01
1.497896e+01,1.634485e+01,1.853392e+01,1.526424e+01,1.451155e+01,1.403861e+01,1.806195e+01,1.701786e+01,1.625723e+01,1.349371e+01,1.386095e+01,1.717913e+01,1.719216e+01,5.088323e+00,3.331301e+00,-1.153967e+00,4.873519e+00,-7.145288e+00,-1.615495e+01,4.465720e-01,2.252255e+01,2.904223e+01,3.645019e+01,3.907696e+01,3.950877e+01,4.330456e+01,4.547822e+01,5.043237e+01,5.159784e+01,5.196648e+01,4.936476e+01,5.014789e+01,4.806772e+01,4.471151e+01,4.130679e+01,3.224874e+01,2.156276e+01,2.298875e+01,2.020092e+01,1.615585e+01,1.596598e+01,1.351761e+01,1.199379e+01,1.101503e+01,1.283118e+01
9.086218e+00,1.013194e+01,1.472732e+01,1.299442e+01,9.350014e+00,9.091700e+00,1.006916e+01,1.163997e+01,1.404827e+01,1.380267e+01,1.436132e+01,1.239450e+01,5.100970e+00,-1.526045e+01,-2.273921e+01,-2.212812e+01,-1.818683e+01,-1.484572e+01,-1.457542e+01,-1.610213e+01,-1.513750e+01,-1.912134e+01,-2.499349e+01,-2.756713e+01,-2.874363e+01,-3.000587e+01,-3.229702e+01,-3.374847e+01,-3.560191e+01,-3.583013e+01,-3.834543e+01,-3.756998e+01,-2.698826e+01,-1.527535e+01,-2.099534e+00,8.060362e+00,1.205225e+01,1.471933e+01,1.144622e+01,1.257416e+01,1.072177e+01,9.392563e+00,1.206120e+01,1.062293e+01,1.052038e+01
4.538019e+00,2.102293e+00,5.816164e+00,4.467587e+00,1.225395e+00,1.937756e+00,2.165766e+00,4.961823e+00,7.007356e+00,8.194200e+00,7.434477e+00,2.857974e+00,-6.635393e+00,-1.959282e+00,-6.342250e-01,2.917465e+00,8.399733e+00,6.238887e+00,5.711971e+00,1.861347e+01,2.367881e+01,1.903397e+01,1.421253e+01,1.698588e+01,1.688852e+01,1.569975e+01,1.701786e+01,2.004874e+01,2.406873e+01,2.601136e+01,2.771955e+01,2.717019e+01,2.035355e+01,7.141888e+00,1.790866e+00,-6.069915e+00,-7.407218e+00,-6.910258e-01,-1.679388e+00,2.831149e+00,5.026636e+00,7.274090e+00,9.638336e+00,7.603100e+00,5.945040e+00
5.923035e+00,9.807312e-01,1.633632e-02,-1.271204e+00,-1.057976e+00,7.415885e-01,2.295502e+00,3.959849e+00,1.402632e+00,2.117423e+00,1.753851e+00,-4.538410e+00,-1.435651e+01,-1.080486e+01,-4.315422e-01,8.440269e+00,1.905086e+01,2.637082e+01,2.073300e+01,2.329411e+01,2.529996e+01,2.665712e+01,1.930050e+01,1.675858e+01,1.908954e+01,1.839786e+01,1.965598e+01,1.694953e+01,1.315664e+01,8.371325e+00,2.232361e+00,2.751390e+00,7.200191e+00,9.123863e+00,3.619292e+00,4.669869e+00,1.224084e+01,1.534135e+01,6.081248e+00,5.714190e-02,4.677831e+00,7.493491e+00,6.813913e+00,3.372484e+00,2.218644e+00
6.273482e+00,4.028912e+00,-1.367530e+00,-2.197056e+00,7.685508e-02,2.969669e+00,5.608425e+00,4.606124e+00,-2.728681e+00,-2.158740e+00,1.565219e-01,-8.941256e+00,-1.689651e+01,-3.893473e+01,-4.866674e+01,-4.533495e+01,-4.008952e+01,-2.973949e+01,-1.681158e+01,-6.445604e+00,-1.054352e+01,-1.428404e+01,-1.895752e+01,-2.189606e+01,-1.890266e+01,-2.009380e+01,-1.827295e+01,-2.100562e+01,-2.118637e+01,-1.866701e+01,-2.176014e+01,-2.330960e+01,-2.557552e+01,-2.373124e+01,-1.557067e+01,-1.160678e+01,8.342685e-01,6.976440e+00,2.547389e+00,-2.677398e+00,3.369257e+00,5.625054e+00,5.604896e+00,1.526236e+00,3.530678e-01
