Coeff 1,Coeff 2,Coeff 3,Coeff 4,Coeff 5,Coeff 6,Coeff 7,Coeff 8,Coeff 9,Coeff 10,Coeff 11,Coeff 12,Coeff 13,Coeff 14,Coeff 15,Coeff 16,Coeff 17,Coeff 18,Coeff 19,Coeff 20,Coeff 21,Coeff 22
-4.901651e+02,-4.726407e+02,-4.392573e+02,-4.250394e+02,-4.288777e+02,-4.305251e+02,-3.211150e+02,-1.874642e+02,-1.164357e+02,-9.101511e+01,-7.341747e+01,-9.415754e+01,-1.238423e+02,-1.089876e+02,-1.137628e+02,-1.316547e+02,-1.554920e+02,-2.020095e+02,-2.803087e+02,-3.474561e+02,-3.969599e+02,-4.480829e+02
1.907121e+01,4.106581e+01,8.293770e+01,9.764904e+01,9.564833e+01,8.958664e+01,9.640569e+01,7.085432e+01,3.609373e+01,1.543775e+01,2.766085e+00,9.065825e+00,3.482663e+01,4.674998e+01,6.860993e+01,9.159949e+01,1.125712e+02,1.371661e+02,1.522060e+02,1.354619e+02,9.567282e+01,5.187959e+01
1.463210e+01,3.002272e+01,5.994962e+01,6.841016e+01,6.890976e+01,5.852096e+01,3.356230e+01,2.531107e+00,-1.237249e+01,-1.344724e+01,-2.068588e+01,-2.179137e+01,-2.194606e+01,-4.765075e+01,-6.431331e+01,-6.134089e+01,-5.408768e+01,-2.884367e+01,2.656780e+00,1.317659e+01,1.566408e+01,1.557723e+01
1.179333e+01,2.032960e+01,3.706326e+01,4.197359e+01,4.377328e+01,3.831500e+01,1.920452e+01,1.169312e+01,4.496330e+00,-4.946680e+00,-1.092505e+01,-1.417758e+01,-1.810415e+01,-1.724852e+01,-2.391587e+01,-3.580426e+01,-4.324253e+01,-4.819506e+01,-3.655361e+01,-1.334766e+01,-5.800168e+00,5.572421e+00
1.119684e+01,1.487117e+01,1.948673e+01,2.025792e+01,2.601226e+01,3.126950e+01,3.047868e+01,-2.434037e+00,-1.825474e+01,-2.469429e+01,-2.537143e+01,-2.288476e+01,-1.825668e+01,-2.400218e+01,-2.242357e+01,-1.632854e+01,-1.096437e+01,4.484914e-01,1.694735e+01,6.274353e+00,-6.588288e-01,2.890326e+00
1.007972e+01,1.067815e+01,6.271601e+00,8.574606e+00,1.306018e+01,2.280820e+01,5.772878e+00,1.771016e+01,2.012637e+01,2.202599e+01,3.509981e+01,4.024733e+01,4.155822e+01,4.565913e+01,4.295374e+01,3.864271e+01,3.154931e+01,2.557178e+01,1.688907e+01,1.265898e+01,1.360536e+01,1.463113e+01
6.647059e+00,4.720209e+00,-5.461222e+00,-2.753472e+00,5.989199e-01,8.571753e+00,-1.290477e+01,-3.378428e+01,-3.526332e+01,-3.596881e+01,-3.197400e+01,-3.003661e+01,-3.111119e+01,-3.495734e+01,-3.459937e+01,-3.480434e+01,-3.817299e+01,-3.553954e+01,-1.585605e+01,2.576905e-01,9.443095e+00,1.638512e+01
2.846979e+00,-1.644422e+00,-1.407974e+01,-1.578823e+01,-1.011988e+01,-3.660649e+00,-1.402909e-01,1.938757e+01,3.375346e+01,2.926625e+01,2.917268e+01,3.342775e+01,3.325755e+01,2.489774e+01,2.373082e+01,1.724836e+01,5.897988e+00,-4.629501e+00,-8.766951e+00,-1.184500e+01,-1.064714e+01,-2.908907e+00
1.710454e+00,-5.065602e+00,-1.530523e+01,-1.701725e+01,-1.458018e+01,-8.183031e+00,-1.081078e+01,-3.794744e+00,-1.544735e+00,2.318481e+00,6.847005e+00,1.266665e+01,1.528580e+01,1.039714e+01,1.243403e+01,1.263745e+01,1.226829e+01,1.255852e+01,7.989137e+00,7.871569e+00,5.285598e+00,1.118007e+00
3.049730e+00,-5.097038e+00,-1.156855e+01,-1.313005e+01,-1.329831e+01,-7.576094e+00,-1.758572e+01,-1.459871e+01,-3.495555e+00,6.698725e+00,9.773085e+00,6.221848e+00,1.795095e+00,1.598579e+00,3.926693e+00,5.657601e+00,9.432898e+00,8.141397e+00,1.691852e+01,1.835577e+01,1.952588e+01,9.555004e+00
3.575906e+00,-4.532535e+00,-7.496209e+00,-8.954424e+00,-8.935313e+00,-6.840621e+00,-9.810209e+00,-9.182606e+00,-2.211880e+01,-2.338200e+01,-2.522419e+01,-2.654428e+01,-2.466174e+01,-1.848432e+01,-1.170186e+01,-8.067898e+00,-4.548088e+00,-7.754622e+00,-7.742716e+00,-7.401646e+00,-9.314182e-01,-3.457579e+00
1.315310e+00,-5.319853e+00,-3.500029e+00,-3.496836e-01,-3.978009e+00,-7.985981e+00,8.904770e+00,-9.903227e+00,-1.525291e+01,-4.148598e+00,-9.550366e-01,-2.671322e+00,-8.149746e+00,-1.872157e+01,-2.196534e+01,-2.157968e+01,-1.547767e+01,-9.606014e+00,-1.171554e+01,-1.354193e+01,-4.602327e+00,-4.762839e+00
-1.772899e+00,-6.258858e+00,-2.021470e-01,3.080524e+00,-1.337096e+00,-8.620036e+00,-3.915744e+01,-5.070993e+01,-5.670685e+01,-5.137476e+01,-4.569312e+01,-4.310653e+01,-3.579966e+01,-3.089772e+01,-2.680717e+01,-2.590365e+01,-2.454942e+01,-2.449018e+01,-1.428454e+01,-7.792875e+00,-3.638566e+00,-4.811271e+00
