Coeff 1,Coeff 2,Coeff 3,Coeff 4,Coeff 5,Coeff 6,Coeff 7,Coeff 8,Coeff 9,Coeff 10,Coeff 11,Coeff 12,Coeff 13,Coeff 14,Coeff 15,Coeff 16,Coeff 17,Coeff 18,Coeff 19,Coeff 20,Coeff 21,Coeff 22,Coeff 23,Coeff 24,Coeff 25,Coeff 26,Coeff 27,Coeff 28,Coeff 29,Coeff 30,Coeff 31,Coeff 32,Coeff 33,Coeff 34,Coeff 35,Coeff 36,Coeff 37,Coeff 38,Coeff 39,Coeff 40,Coeff 41,Coeff 42,Coeff 43,Coeff 44,Coeff 45,Coeff 46,Coeff 47,Coeff 48,Coeff 49
-5.229116e+02,-5.052034e+02,-4.997028e+02,-4.845937e+02,-4.756410e+02,-4.666410e+02,-3.808381e+02,-2.722270e+02,-1.864146e+02,-1.390317e+02,-1.111315e+02,-8.584060e+01,-1.099811e+02,-1.340234e+02,-1.420834e+02,-1.511930e+02,-1.521051e+02,-1.479086e+02,-1.465217e+02,-1.402547e+02,-1.314767e+02,-1.304829e+02,-1.353773e+02,-1.358885e+02,-1.242393e+02,-1.150096e+02,-1.230823e+02,-1.177774e+02,-1.067778e+02,-9.810021e+01,-9.306673e+01,-8.472658e+01,-8.053819e+01,-7.207515e+01,-6.204565e+01,-4.967194e+01,-4.910299e+01,-6.622507e+01,-6.798907e+01,-8.359236e+01,-1.431388e+02,-2.503964e+02,-3.417959e+02,-4.088033e+02,-4.408316e+02,-4.669216e+02,-4.796219e+02,-4.841164e+02,-5.002542e+02
5.128668e+01,6.758426e+01,7.707047e+01,9.279683e+01,1.026977e+02,1.049547e+02,7.201044e+01,5.041378e+01,6.365904e+01,7.638289e+01,7.840742e+01,6.767181e+01,5.475275e+01,5.567823e+01,5.658442e+01,6.038488e+01,6.013286e+01,6.149094e+01,6.102767e+01,5.544841e+01,5.995797e+01,6.420726e+01,6.340340e+01,6.822963e+01,6.777023e+01,6.509680e+01,5.862777e+01,5.325609e+01,5.379298e+01,5.055963e+01,5.384521e+01,5.205369e+01,4.939372e+01,4.418545e+01,4.992841e+01,5.072225e+01,4.620063e+01,4.643676e+01,5.688633e+01,7.148590e+01,1.024371e+02,1.440764e+02,1.434903e+02,1.198608e+02,9.727119e+01,8.106809e+01,7.435857e+01,7.198912e+01,6.364845e+01
1.966344e+01,2.299544e+01,3.404280e+01,4.052206e+01,4.582446e+01,4.966544e+01,6.030645e+01,5.345422e+01,4.445199e+01,2.396262e+01,-1.742404e+01,-3.014944e+01,-1.419777e+01,1.736401e-01,6.385713e+00,8.604534e+00,5.926548e+00,5.801677e+00,5.686302e+00,1.511076e+00,-5.118920e-01,-5.711782e+00,-1.055737e+01,-1.348163e+01,-1.564981e+01,-1.996109e+01,-1.885021e+01,-2.150704e+01,-2.139838e+01,-2.047620e+01,-2.399223e+01,-3.004170e+01,-3.875397e+01,-4.650344e+01,-4.935316e+01,-6.090008e+01,-6.974798e+01,-7.390596e+01,-8.358695e+01,-8.249411e+01,-7.055495e+01,-5.393688e+01,-4.352482e+01,-2.743554e+01,-1.661856e+01,-4.915403e+00,3.401362e-01,8.649408e-01,8.505071e+00
3.395383e+00,4.260345e+00,1.372134e+01,1.848243e+01,2.181190e+01,1.600740e+01,-2.126299e+00,2.280013e+00,-4.786200e+00,-1.555248e+01,-8.639507e+00,-8.944065e+00,-1.412275e+01,-2.063549e+01,-2.163508e+01,-2.083183e+01,-2.095705e+01,-1.681216e+01,-1.871007e+01,-1.846933e+01,-1.911380e+01,-2.069072e+01,-2.318277e+01,-2.243394e+01,-2.140154e+01,-2.037538e+01,-2.128613e+01,-1.843200e+01,-1.529605e+01,-1.572751e+01,-1.690732e+01,-1.794698e+01,-2.152951e+01,-1.767572e+01,-1.622958e+01,-1.503159e+01,-1.460575e+01,-1.077440e+01,-4.685138e+00,-7.734869e+00,-1.767027e+01,-3.376669e+01,-3.648903e+01,-3.110430e+01,-1.848639e+01,-1.103086e+01,-6.381981e+00,-8.964767e+00,-5.085602e+00
8.129307e+00,9.954205e+00,1.790836e+01,2.629925e+01,2.923336e+01,3.123956e+01,5.235049e+01,3.709909e+01,1.026942e+01,-8.227628e+00,-2.128773e+01,-2.100109e+01,-1.124935e+01,-6.087741e+00,-3.279009e+00,3.715330e+00,1.619880e+00,6.346072e-01,-2.717115e+00,1.249617e+00,1.912654e+00,-1.489065e-01,-2.217256e+00,-5.205580e-01,2.103678e+00,6.810389e-01,-4.187161e+00,-3.765901e+00,2.203373e+00,-6.936396e-01,-2.929254e+00,-3.077158e+00,-5.476378e+00,-4.301864e+00,-4.753272e+00,-1.161298e+01,-1.442297e+01,-9.465970e+00,-1.371882e+01,-1.895109e+01,-1.578502e+01,-1.115768e+01,6.813424e+00,1.211185e+01,1.440665e+01,1.284575e+01,9.656153e+00,4.972207e+00,5.483893e+00
1.541122e+01,1.434957e+01,2.214960e+01,2.940240e+01,3.199762e+01,3.171250e+01,1.404513e+01,2.776465e+00,-1.989235e+01,-1.383475e+01,9.298950e+00,1.909029e+01,2.530644e+01,2.749367e+01,3.554575e+01,4.243010e+01,4.258827e+01,4.314274e+01,4.139791e+01,4.173107e+01,4.160739e+01,4.379218e+01,4.647311e+01,4.836812e+01,4.792389e+01,5.315831e+01,5.063299e+01,5.271341e+01,5.399418e+01,5.428061e+01,5.080809e+01,5.338578e+01,5.226641e+01,5.449207e+01,5.599896e+01,5.506374e+01,5.460828e+01,6.301991e+01,6.428645e+01,6.112118e+01,5.589862e+01,3.997028e+01,2.001818e+01,1.539797e+01,1.558886e+01,1.342596e+01,1.407340e+01,1.105073e+01,1.301678e+01
1.233422e+01,1.069969e+01,1.672006e+01,1.804906e+01,2.148457e+01,2.700742e+01,3.144320e+01,3.057952e+01,1.855880e+01,2.194674e-01,-1.607321e+01,-1.728265e+01,-1.770481e+01,-2.473744e+01,-2.722802e+01,-2.308385e+01,-2.325975e+01,-2.537400e+01,-2.734949e+01,-2.794484e+01,-2.908863e+01,-3.113657e+01,-2.878377e+01,-2.778250e+01,-3.018547e+01,-3.510730e+01,-3.611760e+01,-3.469530e+01,-3.342038e+01,-3.082298e+01,-3.210261e+01,-3.699378e+01,-3.989362e+01,-3.709918e+01,-3.025753e+01,-2.840227e+01,-3.425537e+01,-3.686005e+01,-3.739608e+01,-3.560222e+01,-3.186595e+01,-1.450547e+01,1.201770e+00,1.668670e+01,2.159165e+01,1.477448e+01,1.485305e+01,1.531413e+01,1.416842e+01
4.825052e+00,5.529924e+00,8.290765e+00,7.886638e+00,1.277184e+01,1.194931e+01,8.123360e+00,3.845886e+00,1.083297e+01,2.774687e+01,4.531602e+01,5.104730e+01,4.184347e+01,3.369124e+01,3.277949e+01,3.489665e+01,3.605779e+01,3.514325e+01,3.411294e+01,3.950121e+01,3.954452e+01,3.625263e+01,3.847732e+01,3.503219e+01,2.536566e+01,3.094027e+01,3.649540e+01,4.262132e+01,4.340403e+01,4.805529e+01,4.755969e+01,4.787175e+01,4.692053e+01,5.105443e+01,5.529217e+01,5.414392e+01,5.058683e+01,4.570337e+01,3.996151e+01,3.883413e+01,3.824266e+01,2.057073e+01,1.287699e+01,2.369615e+01,2.701484e+01,1.619239e+01,8.670809e+00,1.129484e+01,9.689760e+00
2.861321e+00,1.768634e+00,1.444470e+00,3.618457e+00,8.745365e+00,7.041850e+00,-1.727666e+01,-2.603077e+01,-2.663797e+01,-2.406306e+01,-1.649808e+01,-9.795231e+00,-1.828531e+00,1.073830e+00,-4.043007e-01,-4.384694e+00,-6.906270e+00,-7.016181e+00,-3.053871e+00,7.928984e-01,-1.236600e+00,-3.948733e+00,-8.105406e+00,-2.129179e+01,-3.269046e+01,-3.070297e+01,-2.840979e+01,-2.517992e+01,-1.557353e+01,-1.312335e+01,-1.530039e+01,-2.205814e+01,-2.190157e+01,-1.779458e+01,-1.903970e+01,-2.255897e+01,-2.490824e+01,-3.060492e+01,-3.452000e+01,-3.420541e+01,-2.592486e+01,-9.083126e+00,9.548247e-01,1.115666e+01,8.542429e+00,6.129749e+00,5.060879e-01,3.557340e+00,5.515131e+00
5.764113e+00,1.512002e+00,-3.368557e+00,-3.193923e+00,1.967395e+00,-1.485793e+00,1.322462e+01,1.815163e+01,1.544478e+01,2.273778e+00,6.603289e-01,9.423946e+00,8.165990e+00,6.764714e+00,1.138197e+01,1.478638e+01,1.458599e+01,1.806537e+01,1.736482e+01,1.698318e+01,1.190261e+01,1.027359e+01,1.706003e+01,1.900444e+01,1.636330e+01,1.835680e+01,1.933516e+01,1.737537e+01,1.574451e+01,1.711323e+01,1.537800e+01,1.325186e+01,1.011425e+01,9.118042e+00,8.423326e+00,1.041082e+01,8.325605e+00,3.984611e+00,2.644671e+00,-2.812704e+00,-1.371790e+01,-2.271066e+01,-1.274811e+01,-8.509456e+00,-7.658181e+00,-4.682813e+00,-2.328701e+00,6.202569e-01,2.170221e+00
