Coeff 1,Coeff 2,Coeff 3,Coeff 4,Coeff 5,Coeff 6,Coeff 7,Coeff 8,Coeff 9,Coeff 10,Coeff 11,Coeff 12,Coeff 13,Coeff 14,Coeff 15,Coeff 16,Coeff 17,Coeff 18,Coeff 19,Coeff 20,Coeff 21,Coeff 22,Coeff 23,Coeff 24
-4.779613e+02,-4.611994e+02,-4.671641e+02,-4.253000e+02,-3.857911e+02,-2.485200e+02,-1.706097e+02,-1.466061e+02,-1.137145e+02,-8.640700e+01,-6.369742e+01,-6.496910e+01,-9.814609e+01,-1.594753e+02,-2.284480e+02,-3.094067e+02,-3.852508e+02,-4.449500e+02,-4.765750e+02,-4.832161e+02,-4.795559e+02,-4.771597e+02,-4.793196e+02,-4.944491e+02
6.999083e+01,7.966437e+01,7.818620e+01,1.214602e+02,1.428196e+02,1.702030e+02,1.804635e+02,1.628982e+02,1.302585e+02,9.018858e+01,6.013218e+01,5.548396e+01,6.450884e+01,9.346072e+01,1.278888e+02,1.378070e+02,1.257661e+02,9.277583e+01,7.156686e+01,6.690188e+01,7.072375e+01,7.281789e+01,7.003511e+01,5.687454e+01
1.506363e+01,8.001671e+00,1.480490e+01,3.185854e+01,2.549942e+01,-3.216517e+01,-6.027079e+01,-7.202815e+01,-6.033919e+01,-3.345235e+01,-2.339830e+01,-2.624450e+01,-2.014778e+01,-7.864874e+00,-2.008531e+00,-5.404497e+00,-4.824692e+00,1.441114e+00,1.353334e+01,1.687509e+01,1.789180e+01,1.811881e+01,1.643986e+01,1.568637e+01
-1.754840e+00,-5.574461e+00,-8.819544e-01,7.319362e+00,1.256143e+01,2.252201e+01,-1.003249e+00,-2.030926e+01,-4.012549e+01,-4.120839e+01,-3.169151e+01,-3.352310e+01,-2.722653e+01,-2.460116e+01,-2.399761e+01,-1.723725e+01,-2.436450e+01,-2.047150e+01,-8.217698e+00,-2.030647e+00,-3.343475e+00,-4.022453e+00,-4.096856e+00,-2.746746e+00
1.164383e+01,1.237110e+01,1.348644e+01,2.493531e+01,2.514221e+01,3.263278e+00,-1.201125e+01,-1.547923e+01,-1.105105e+01,-1.643243e+01,-3.084665e+01,-3.643513e+01,-3.379085e+01,-2.465182e+01,-1.545166e+01,-1.083267e+01,-1.365751e+00,7.145939e+00,5.523286e+00,9.937885e+00,8.207491e+00,5.798989e+00,5.507707e+00,4.748046e+00
1.537937e+01,1.220409e+01,1.434436e+01,2.625197e+01,2.579225e+01,1.242734e+01,2.177509e+01,3.862479e+01,5.835812e+01,6.908568e+01,6.652560e+01,6.113020e+01,6.554737e+01,6.314228e+01,4.214874e+01,1.876846e+01,1.134296e+01,1.781225e+01,1.598038e+01,1.837541e+01,1.832805e+01,1.411367e+01,1.104360e+01,1.270601e+01
6.581793e+00,2.726212e+00,5.392991e+00,1.501317e+01,2.149580e+01,-1.712987e+00,-1.436110e+01,-2.244129e+01,-3.491716e+01,-4.517358e+01,-5.003916e+01,-5.106594e+01,-4.265244e+01,-3.760444e+01,-2.910780e+01,-1.533380e+01,4.753726e-01,9.245945e+00,1.104780e+01,1.279608e+01,1.292984e+01,1.069425e+01,7.051664e+00,1.041267e+01
3.809485e+00,1.196854e+00,2.553522e+00,8.655119e+00,8.913971e+00,-2.789298e+01,-3.017261e+01,-1.908073e+01,-8.433740e-01,9.796905e+00,1.063981e+01,1.216183e+01,1.471604e+01,1.553052e+01,9.792826e+00,2.436790e+00,6.200277e+00,6.288743e+00,5.050095e+00,7.701253e+00,4.081769e+00,6.421729e+00,7.689983e+00,7.767908e+00
4.965559e+00,1.567363e+00,1.779082e+00,-1.003796e+00,1.654230e+00,5.616883e+00,1.305067e+01,2.628548e+01,1.337952e+01,8.014330e+00,5.221164e+00,1.141932e+00,5.226508e-01,1.370328e+00,3.505730e+00,-2.994462e-01,1.178789e+00,7.182066e+00,4.204014e+00,7.564723e+00,1.822209e+00,5.078855e+00,1.131242e+01,9.347361e+00
-6.333306e-01,1.110958e-01,-6.815619e-01,-1.410333e+01,-1.324795e+01,8.121859e+00,9.979063e+00,7.082823e+00,8.885298e+00,1.157697e+01,1.619271e+01,1.611877e+01,1.519128e+01,1.209357e+01,6.494336e+00,-4.055407e+00,-6.838802e-01,4.997047e+00,3.612513e+00,4.197899e+00,2.648252e+00,2.034565e+00,7.910851e+00,8.253751e+00
-7.929692e+00,-2.014568e+00,-3.583235e+00,-1.902652e+01,-2.630160e+01,-1.184385e+01,-9.999874e+00,-7.349205e+00,-1.778764e+01,-2.470671e+01,-2.424601e+01,-2.153105e+01,-1.441890e+01,-9.916464e+00,-8.462955e+00,-2.911815e-01,6.492863e-01,2.559617e+00,1.204829e+00,-2.831571e+00,3.460546e-01,-2.975839e+00,-3.414482e-03,2.235430e+00
-7.893579e+00,-5.783975e+00,-8.845502e+00,-1.851274e+01,-1.679726e+01,-1.265882e+01,-1.297776e+01,-1.059942e+01,-4.582545e+00,-4.838170e+00,-3.212640e+00,-1.060405e+00,1.147944e+00,-2.794695e+00,-4.777269e+00,-1.130840e+01,-1.166133e+01,1.479319e-01,-9.780506e-01,-5.983725e+00,-3.467421e+00,-5.052734e+00,-4.159898e+00,-2.059053e+00
-3.270940e+00,-6.378432e+00,-1.169772e+01,-1.950747e+01,-1.409087e+01,-1.673944e+01,-1.862129e+01,-1.919701e+01,-2.140734e+01,-2.414389e+01,-2.283965e+01,-1.931132e+01,-1.500281e+01,-1.309184e+01,-9.421977e+00,-9.430031e+00,-4.281149e+00,-1.368139e+00,-1.688544e-01,-3.230127e+00,-3.455759e+00,-2.404200e+00,-2.995174e+00,-3.734956e-01
