Coeff 1,Coeff 2,Coeff 3,Coeff 4,Coeff 5,Coeff 6,Coeff 7,Coeff 8,Coeff 9,Coeff 10,Coeff 11,Coeff 12,Coeff 13,Coeff 14,Coeff 15,Coeff 16,Coeff 17,Coeff 18,Coeff 19,Coeff 20,Coeff 21,Coeff 22,Coeff 23,Coeff 24,Coeff 25,Coeff 26,Coeff 27,Coeff 28,Coeff 29,Coeff 30,Coeff 31,Coeff 32,Coeff 33,Coeff 34,Coeff 35,Coeff 36,Coeff 37,Coeff 38,Coeff 39,Coeff 40,Coeff 41,Coeff 42,Coeff 43,Coeff 44,Coeff 45,Coeff 46,Coeff 47,Coeff 48,Coeff 49,Coeff 50,Coeff 51,Coeff 52
-4.953220e+02,-4.693036e+02,-3.156441e+02,-2.359362e+02,-2.517838e+02,-2.523439e+02,-2.478007e+02,-3.018687e+02,-3.449707e+02,-4.009978e+02,-4.275533e+02,-2.713187e+02,-2.259936e+02,-2.537627e+02,-2.497489e+02,-2.274611e+02,-2.064616e+02,-1.895561e+02,-1.885407e+02,-1.800506e+02,-1.633784e+02,-1.686806e+02,-1.782511e+02,-1.477057e+02,-1.168331e+02,-1.079085e+02,-1.122720e+02,-1.163115e+02,-1.103186e+02,-9.314060e+01,-6.507894e+01,-3.589358e+01,-2.285521e+01,-4.512766e+01,-7.170154e+01,-9.621476e+01,-1.713447e+02,-2.437139e+02,-3.150387e+02,-3.729455e+02,-4.303510e+02,-4.679344e+02,-4.824352e+02,-4.820435e+02,-4.875085e+02,-4.888737e+02,-4.883769e+02,-4.877082e+02,-4.892519e+02,-4.851609e+02,-4.885793e+02,-4.975120e+02
2.949429e+01,5.553879e+01,1.645342e+02,1.741994e+02,1.622774e+02,1.462943e+02,1.529291e+02,1.444797e+02,1.258414e+02,9.771352e+01,7.528116e+01,1.115499e+02,1.150421e+02,1.146481e+02,1.212393e+02,1.202825e+02,1.195959e+02,1.088060e+02,8.760065e+01,8.313249e+01,8.609821e+01,7.859718e+01,6.864175e+01,8.536512e+01,1.030952e+02,9.779288e+01,7.972506e+01,6.030360e+01,5.755394e+01,6.226395e+01,6.126981e+01,5.857290e+01,4.785810e+01,4.214172e+01,5.726586e+01,7.326543e+01,9.328672e+01,1.195065e+02,1.328448e+02,1.071251e+02,7.148058e+01,5.063846e+01,4.101206e+01,4.260263e+01,3.672649e+01,3.524130e+01,3.787140e+01,3.828652e+01,3.604529e+01,4.015639e+01,3.629846e+01,2.670776e+01
1.886183e+01,2.443892e+01,3.210350e+00,-4.996048e+00,-3.815325e-01,-3.379382e+00,-8.910740e+00,-1.705794e+01,-1.224187e+01,9.194437e-01,1.184559e+00,-4.263507e+01,-4.276983e+01,-3.673188e+01,-2.832885e+01,-1.899184e+01,-1.297983e+01,-3.775296e+00,2.599406e+00,-4.893437e+00,-1.069964e+01,-7.315632e+00,-6.294164e+00,-1.008357e+01,-1.657570e+01,-2.558008e+01,-3.295445e+01,-2.497314e+01,-2.296097e+01,-3.248897e+01,-4.939376e+01,-7.402644e+01,-8.675240e+01,-7.397235e+01,-7.477130e+01,-8.897305e+01,-8.203378e+01,-7.566664e+01,-6.081790e+01,-4.326208e+01,-1.906069e+01,6.999895e+00,1.680066e+01,2.017557e+01,1.802640e+01,1.826948e+01,2.345436e+01,2.216831e+01,2.009109e+01,2.095993e+01,1.850362e+01,1.550569e+01
1.490652e+01,8.756561e+00,-2.380397e+01,-1.359616e+01,-7.729053e-01,1.767618e+01,1.807958e+01,1.132138e+01,3.350704e+00,-3.460095e+00,6.365505e-01,1.482244e+01,1.039779e+01,2.607501e-02,5.867702e+00,-2.561503e+00,-1.317901e+01,-1.744373e+01,-2.931266e+01,-2.809674e+01,-2.646992e+01,-3.293422e+01,-3.505145e+01,-4.736333e+01,-5.136881e+01,-5.839632e+01,-6.486037e+01,-5.145007e+01,-4.350613e+01,-4.459275e+01,-4.687801e+01,-5.336209e+01,-5.656952e+01,-5.259280e+01,-4.676823e+01,-4.118222e+01,-3.644724e+01,-4.215454e+01,-5.440985e+01,-5.241579e+01,-3.548390e+01,-1.148602e+01,4.408667e+00,7.751514e+00,8.544243e+00,1.122417e+01,1.510555e+01,1.174397e+01,1.016420e+01,9.221128e+00,6.939432e+00,9.361240e+00
1.685684e+01,1.018778e+01,7.123105e+00,9.372473e-01,1.043504e+00,2.812455e+00,9.461964e+00,2.335194e+01,2.284928e+01,2.135350e+01,1.302482e+01,-1.424584e+01,-2.067887e+01,-1.786654e+01,3.589190e+00,6.498475e+00,1.402041e+00,3.318710e+00,2.427579e+00,-8.778048e+00,-5.529460e+00,7.155893e+00,1.604421e+01,3.011189e+00,-2.871933e+00,-7.065978e+00,-1.020671e+01,3.102905e+00,1.092135e+01,6.949187e+00,7.103705e+00,6.564039e+00,3.941624e+00,3.308949e+00,1.023318e+01,8.040518e+00,6.178212e+00,1.901786e+01,2.672324e+01,1.505371e+01,7.967386e+00,2.956511e+00,7.889663e+00,8.892817e+00,1.130630e+01,1.468779e+01,1.484821e+01,1.087335e+01,9.085949e+00,8.624972e+00,6.758508e+00,1.108417e+01
1.522494e+01,1.074715e+01,1.965861e+01,2.504291e+01,1.682666e+01,6.632644e+00,5.642879e+00,4.192945e+00,8.639851e+00,1.379319e+01,-2.307653e+00,-2.042966e+01,-1.695894e+01,-1.624758e+01,-7.917590e+00,-3.346790e+00,-3.131745e+00,-2.773226e-01,1.587933e+01,2.335333e+01,1.797024e+01,1.897507e+01,1.653196e+01,5.850781e+00,6.895009e+00,1.117361e+01,1.050792e+01,1.388668e+01,1.605074e+01,1.613746e+01,1.636885e+01,2.116319e+01,3.043246e+01,3.868378e+01,3.553430e+01,3.522601e+01,3.375394e+01,2.509989e+01,1.712569e+01,2.373965e+01,3.303813e+01,2.203164e+01,1.319867e+01,1.233223e+01,1.488617e+01,1.638005e+01,1.550839e+01,1.256369e+01,8.883833e+00,9.970418e+00,1.068299e+01,1.409959e+01
7.365657e+00,4.473787e+00,4.618148e+00,1.625376e+00,6.280631e+00,8.125441e+00,4.778021e+00,-4.989897e-01,3.901783e+00,1.673012e+00,-5.302740e+00,-7.185034e-01,4.967191e-01,-4.642806e+00,-1.381660e+01,-2.387976e+01,-4.259713e+01,-5.171366e+01,-4.969485e+01,-3.930349e+01,-3.764137e+01,-3.925204e+01,-3.949861e+01,-4.420779e+01,-3.815943e+01,-3.854269e+01,-4.008525e+01,-4.105382e+01,-3.976452e+01,-3.616945e+01,-3.149990e+01,-3.118915e+01,-2.874126e+01,-2.185353e+01,-1.928973e+01,-2.350266e+01,-2.873336e+01,-2.571724e+01,-1.216719e+01,6.426865e-01,2.495817e+01,2.405237e+01,1.134853e+01,1.127913e+01,1.183432e+01,1.147173e+01,1.325189e+01,1.120311e+01,4.842715e+00,6.921443e+00,1.091755e+01,1.215762e+01
7.909546e-01,3.224610e-01,1.229779e+01,1.615051e+01,1.334075e+01,7.666600e+00,1.746287e+00,1.438396e+00,5.225461e+00,8.615503e+00,3.941415e+00,3.952716e-01,8.013086e+00,1.326115e+01,6.620618e+00,7.869443e+00,1.432630e+01,1.693155e+01,2.420113e+01,2.083170e+01,1.607067e+01,2.801287e+01,3.494413e+01,2.987021e+01,2.032475e+01,2.310693e+01,2.294438e+01,2.544918e+01,1.960439e+01,2.176492e+01,3.008823e+01,3.302506e+01,3.328077e+01,3.412917e+01,3.210556e+01,2.682385e+01,2.458665e+01,1.687350e+01,7.844416e+00,7.182147e+00,1.579906e+01,1.255887e+01,6.806160e+00,8.388457e+00,6.395920e+00,6.358465e+00,1.026590e+01,8.753168e+00,1.171938e+00,2.416841e+00,7.440657e+00,6.630726e+00
1.127848e+00,2.596333e+00,1.855150e+01,1.544388e+01,1.083461e+01,-1.119594e+00,1.235690e+00,1.291580e+01,1.800857e+01,1.502190e+01,3.083958e+00,-1.093480e+01,-1.509513e+01,-1.063054e+01,-9.345178e+00,-7.089053e+00,-1.062243e+00,-5.518260e+00,-4.313984e+00,-4.783484e-01,-1.330871e+00,1.737667e+00,-6.392515e-02,-5.824187e+00,-6.797393e+00,-5.793158e+00,-4.378705e+00,-4.907929e+00,-7.487893e+00,-8.119336e+00,-7.070601e+00,-6.475593e+00,-1.481242e+01,-1.768524e+01,-1.743463e+01,-1.873828e+01,-2.040437e+01,-7.940098e+00,4.827532e+00,1.229299e+01,9.500614e+00,-6.018097e-01,4.499895e+00,5.853734e+00,4.290426e+00,5.300846e+00,7.794132e+00,8.139551e+00,1.982331e+00,6.208240e-01,4.192568e+00,2.848660e+00
4.386099e+00,5.738775e+00,4.308327e+00,5.579310e+00,6.010819e+00,1.519970e+00,3.616817e+00,9.486839e+00,1.240532e+01,4.747709e+00,4.466834e+00,-2.112185e+00,-4.171094e+00,-1.408269e+00,1.658856e+01,2.284330e+01,1.999599e+01,1.198429e+01,1.127572e+01,1.490523e+01,1.395906e+01,1.276093e+01,1.389123e+01,1.416082e+01,1.249417e+01,7.644094e+00,7.694160e-01,3.731797e+00,9.529583e+00,4.464647e+00,1.807413e+00,7.724065e-01,-9.751818e+00,-1.267759e+01,-1.676997e+01,-2.124696e+01,-2.549005e+01,-2.411855e+01,-1.422281e+01,-7.755149e+00,-6.188684e+00,-9.233914e+00,2.024024e+00,1.714450e+00,4.113110e+00,5.003595e+00,4.208312e+00,7.086003e+00,4.006716e+00,5.633729e-01,2.359987e+00,2.466099e+00
