Coeff 1,Coeff 2,Coeff 3,Coeff 4,Coeff 5,Coeff 6,Coeff 7,Coeff 8,Coeff 9,Coeff 10,Coeff 11,Coeff 12,Coeff 13,Coeff 14,Coeff 15,Coeff 16,Coeff 17,Coeff 18,Coeff 19,Coeff 20,Coeff 21,Coeff 22
-5.286592e+02,-5.138843e+02,-5.125504e+02,-5.046301e+02,-5.065728e+02,-4.859647e+02,-3.918143e+02,-2.774102e+02,-1.116896e+02,-4.838858e+01,-6.555596e+01,-6.794756e+01,-1.630547e+01,-2.036601e+01,-8.048992e+01,-1.769939e+02,-2.860078e+02,-3.778663e+02,-4.510759e+02,-4.986987e+02,-5.061777e+02,-5.141597e+02
5.017389e+01,6.118304e+01,5.881107e+01,6.251668e+01,6.057666e+01,7.598322e+01,7.969394e+01,7.768488e+01,7.668450e+01,4.994314e+01,2.667451e+01,2.318508e+01,4.217078e+01,7.427240e+01,9.593854e+01,1.144230e+02,1.377425e+02,1.342908e+02,1.099580e+02,7.213918e+01,6.822778e+01,6.046505e+01
2.909293e+01,2.769907e+01,1.996976e+01,1.619283e+01,1.581184e+01,2.517641e+01,1.908419e+01,3.226118e+00,-1.567121e+01,-2.562463e+01,-2.644874e+01,-3.579468e+01,-7.017709e+01,-6.563499e+01,-4.345881e+01,-2.879748e+01,-1.267118e+01,-2.829505e+00,9.706470e+00,1.160258e+01,1.721186e+01,1.537965e+01
2.122932e+01,1.763404e+01,1.078957e+01,1.000394e+01,1.048668e+01,2.773848e+01,5.466981e+01,5.482513e+01,2.047394e+01,6.964677e+00,-7.726752e-01,-1.780997e+01,-3.991576e+01,-5.273611e+01,-4.271431e+01,-2.305476e+01,-1.301397e+01,-1.201841e+01,-1.776141e+01,-4.969608e+00,5.524002e-02,7.278190e-01
1.630488e+01,1.422609e+01,1.182806e+01,1.388831e+01,1.362705e+01,1.818380e+01,2.457291e+01,-4.593450e+00,-3.644404e+01,-3.714543e+01,-2.483333e+01,-1.391854e+01,-1.934884e+01,-2.727607e+01,-2.464600e+01,-1.481399e+01,-4.331867e+00,6.779241e+00,7.418691e+00,1.489712e+01,1.486140e+01,1.556428e+01
1.825620e+01,2.101283e+01,2.189404e+01,2.386181e+01,2.230965e+01,1.639052e+01,-2.021748e+00,9.982244e+00,2.607965e+01,2.609511e+01,3.687338e+01,5.829769e+01,5.905183e+01,5.342286e+01,4.918893e+01,4.765998e+01,4.328885e+01,3.021561e+01,2.189789e+01,2.291674e+01,2.378490e+01,2.377580e+01
1.708514e+01,1.974189e+01,2.015668e+01,2.009515e+01,1.806290e+01,2.060915e+01,1.540270e+01,-1.555706e+00,-4.393268e+01,-5.146498e+01,-4.266423e+01,-3.584205e+01,-3.777501e+01,-3.806490e+01,-3.167358e+01,-2.198343e+01,-1.205684e+01,4.314631e+00,1.104040e+01,1.064657e+01,1.448530e+01,1.200317e+01
4.316216e+00,-7.100689e-01,-1.335493e+00,-4.781378e+00,-7.363725e+00,-4.978279e+00,2.163814e+01,3.518951e+01,2.881628e+01,2.875711e+01,3.696145e+01,3.622757e+01,3.583269e+01,4.058920e+01,3.801126e+01,2.970908e+01,1.925201e+01,9.027882e+00,6.017441e+00,2.055789e+00,3.741578e+00,-8.077975e-01
2.611304e+00,-2.921246e+00,-2.938873e+00,-5.494021e+00,-7.439525e+00,-1.182102e+01,-3.692731e+01,-5.199301e+01,-5.498585e+01,-5.213636e+01,-4.229626e+01,-2.787955e+01,-2.406941e+01,-2.179477e+01,-2.429988e+01,-2.518554e+01,-9.362118e+00,-1.631638e+00,5.772426e-01,3.168892e+00,1.952478e+00,-8.893261e-01
7.147767e+00,6.196913e+00,5.531650e+00,4.092094e+00,3.919248e+00,-2.389242e+00,1.405854e+01,8.502602e+00,-1.842076e+00,-1.289408e+00,-3.451447e+00,-4.947243e+00,6.374786e-01,4.977320e+00,9.141476e+00,7.031767e+00,-2.957465e+00,-9.288324e+00,-6.042473e+00,2.741434e+00,3.176254e+00,2.467010e+00
3.670164e-01,1.065624e+00,-7.238057e-02,-4.204205e+00,-6.083614e+00,-1.626078e+01,-2.665336e+01,-2.719377e+01,-8.325195e+00,-5.906276e+00,-9.072747e+00,-1.830016e+01,-1.322533e+01,-9.998539e+00,-6.237284e+00,-2.763837e+00,-8.216381e-03,-2.834942e+00,-4.223752e+00,-1.051235e+00,7.559655e-01,-1.607834e+00
-2.542910e+00,4.930222e-01,8.548144e-01,-2.400185e+00,-6.974357e+00,-1.571373e+01,-5.307826e+00,3.165009e+00,-3.484761e+00,-9.437204e+00,-7.064521e+00,-1.567325e+01,-1.935834e+01,-1.337583e+01,-6.935382e+00,-8.726555e+00,-1.224007e+01,-8.962332e+00,-2.331779e+00,-3.285567e+00,-4.615620e+00,-7.818524e+00
-1.343581e+00,7.379294e-01,3.709057e+00,3.646541e+00,-3.526205e-01,-7.546939e+00,-2.750788e+01,-1.960706e+01,-1.737235e+01,-2.078114e+01,-1.179101e+01,-1.386990e+01,-1.760140e+01,-7.113099e+00,-4.128093e-01,-2.960523e+00,1.085943e+00,1.294841e+00,-1.235107e+00,-3.896076e+00,-7.789783e+00,-6.124209e+00
