Coeff 1,Coeff 2,Coeff 3,Coeff 4,Coeff 5,Coeff 6,Coeff 7,Coeff 8,Coeff 9,Coeff 10,Coeff 11,Coeff 12,Coeff 13,Coeff 14,Coeff 15,Coeff 16,Coeff 17,Coeff 18,Coeff 19,Coeff 20,Coeff 21,Coeff 22,Coeff 23,Coeff 24,Coeff 25
-5.005606e+02,-4.249291e+02,-2.831219e+02,-1.920534e+02,-1.091100e+02,-6.037891e+01,-6.645297e+01,-1.025641e+02,-8.501248e+01,-6.547980e+01,-5.785717e+01,-6.251767e+01,-8.858153e+01,-1.414563e+02,-2.123593e+02,-2.846642e+02,-3.532746e+02,-4.216956e+02,-4.676288e+02,-4.773263e+02,-4.802453e+02,-4.822867e+02,-4.878740e+02,-4.890631e+02,-4.991242e+02
5.408833e+01,1.001758e+02,1.271184e+02,1.172575e+02,1.176023e+02,9.895602e+01,7.729895e+01,7.123152e+01,6.624033e+01,6.832726e+01,7.680739e+01,9.893037e+01,1.332807e+02,1.693710e+02,1.834224e+02,1.859650e+02,1.729127e+02,1.245945e+02,8.347130e+01,7.486238e+01,7.510039e+01,7.306028e+01,6.694569e+01,6.228468e+01,5.337974e+01
1.801686e+01,7.673823e+00,-2.995692e+01,-4.103704e+01,-3.797979e+01,-3.824741e+01,-3.508068e+01,-2.231934e+01,-3.269826e+01,-4.306261e+01,-5.170153e+01,-5.634203e+01,-5.268685e+01,-4.727177e+01,-2.780616e+01,4.245590e-01,1.407636e+01,1.815565e+01,1.553224e+01,1.693885e+01,2.327844e+01,2.210128e+01,1.912411e+01,1.237213e+01,1.218608e+01
4.874862e+00,3.888525e+00,2.145519e+01,1.991418e+01,1.364570e+00,-9.553068e+00,-1.345893e+01,-1.612724e+01,-2.514885e+01,-2.701392e+01,-3.863000e+01,-4.952367e+01,-4.869391e+01,-4.639371e+01,-4.657348e+01,-3.573433e+01,-2.772167e+01,-2.084132e+01,-1.062360e+01,-5.351235e+00,1.081041e-01,-1.174688e+00,-2.276609e+00,-3.614109e+00,-1.190216e+00
1.094115e+01,6.982293e+00,-5.799536e+00,-7.305074e+00,-2.112439e+01,-1.916967e+01,-2.213464e+01,-2.220432e+01,-2.118739e+01,-1.403534e+01,-1.134965e+01,-1.921041e+01,-3.041884e+01,-3.204660e+01,-2.040195e+01,-9.186399e+00,6.037854e-01,4.626820e-01,4.741702e+00,4.016655e+00,4.931950e+00,4.803433e+00,4.868997e+00,8.560951e+00,9.335289e+00
1.371544e+01,1.710713e+01,1.998940e+01,3.178248e+01,2.831739e+01,2.854811e+01,3.212853e+01,3.711244e+01,4.063143e+01,3.771260e+01,4.010828e+01,3.519608e+01,2.968775e+01,2.808890e+01,2.681653e+01,2.452705e+01,2.014757e+01,1.857631e+01,1.540446e+01,8.747215e+00,8.505618e+00,1.105559e+01,1.179116e+01,1.205211e+01,1.238433e+01
8.309210e+00,1.631813e+01,2.420093e+01,1.732416e+01,-9.862876e-01,-1.552274e+01,-1.430219e+01,-8.756602e+00,-9.111176e+00,-1.047474e+01,-1.370900e+01,-1.334739e+01,-1.210578e+01,-1.100453e+01,-7.007713e+00,2.337950e+00,1.464248e+01,1.608708e+01,7.617991e+00,4.389468e+00,5.840547e+00,8.789315e+00,8.299236e+00,4.007036e+00,4.491041e+00
5.400092e+00,-3.316714e+00,-8.378115e+00,-2.172137e+00,-7.341918e+00,-2.335941e+00,1.160063e+01,1.755138e+01,1.612777e+01,1.172046e+01,8.321999e+00,9.616229e+00,6.926758e+00,1.365570e+00,-1.337781e+00,3.534361e+00,6.395475e+00,1.076902e+01,2.955348e+00,7.145907e+00,9.142089e+00,8.288440e+00,5.712523e+00,4.302046e+00,3.793756e+00
8.149790e+00,-2.807611e+00,-2.578925e+00,-1.165088e+01,-2.555765e+01,-2.877555e+01,-2.526170e+01,-2.468901e+01,-2.102134e+01,-1.942774e+01,-1.887328e+01,-1.597314e+01,-2.033892e+01,-2.183213e+01,-1.836108e+01,-9.133383e+00,2.886125e+00,9.536329e+00,9.010359e+00,1.399976e+01,1.424728e+01,1.022594e+01,7.653742e+00,1.018723e+01,9.151154e+00
5.498215e+00,-1.656500e+01,-1.168785e+01,2.283500e+00,3.598555e+00,1.211769e+01,1.784480e+01,1.929683e+01,2.245616e+01,2.551951e+01,2.589111e+01,3.014740e+01,2.650728e+01,2.225250e+01,1.563763e+01,1.105164e+01,7.400467e+00,3.370695e+00,1.061604e+01,9.802698e+00,7.444622e+00,5.994947e+00,5.344473e+00,5.253846e+00,4.932519e+00
-4.271195e+00,-3.297207e+01,-4.256016e+01,-4.379957e+01,-4.598132e+01,-4.162900e+01,-4.340267e+01,-3.402012e+01,-2.870762e+01,-2.873055e+01,-2.483234e+01,-2.459824e+01,-2.388660e+01,-2.016392e+01,-1.626033e+01,-8.959805e+00,-3.945693e+00,-8.246276e+00,1.294238e+00,-2.935670e+00,-6.077149e+00,-3.646391e+00,-3.138448e+00,-6.408861e+00,-6.150963e+00
-7.472969e+00,-1.480073e+01,-3.710671e+00,2.745818e+00,1.173411e+01,1.654399e+01,1.427482e+01,8.189089e+00,7.545983e+00,6.832002e+00,8.082076e+00,5.064913e+00,7.386220e+00,3.320318e+00,3.101500e+00,-1.724651e+00,-7.294710e+00,-1.186400e+01,-7.368419e+00,-7.775355e+00,-9.435650e+00,-8.423941e+00,-7.878286e+00,-8.555128e+00,-8.645506e+00
-3.531463e+00,-8.084387e+00,-1.132693e+01,-2.106701e+01,-2.354543e+01,-2.118864e+01,-2.450860e+01,-3.365686e+01,-2.855711e+01,-2.620392e+01,-2.613866e+01,-2.226499e+01,-1.250172e+01,-4.520944e+00,-2.961414e+00,-7.208297e-01,-4.699870e+00,-6.658028e+00,-7.680547e+00,-2.657008e+00,-3.549222e+00,-4.836444e+00,-3.780920e+00,-1.872379e+00,-3.378203e+00
