Coeff 1,Coeff 2,Coeff 3,Coeff 4,Coeff 5,Coeff 6,Coeff 7,Coeff 8,Coeff 9,Coeff 10,Coeff 11,Coeff 12,Coeff 13,Coeff 14,Coeff 15,Coeff 16,Coeff 17,Coeff 18,Coeff 19,Coeff 20,Coeff 21,Coeff 22,Coeff 23,Coeff 24,Coeff 25,Coeff 26,Coeff 27,Coeff 28,Coeff 29,Coeff 30,Coeff 31,Coeff 32,Coeff 33,Coeff 34,Coeff 35,Coeff 36,Coeff 37,Coeff 38,Coeff 39,Coeff 40,Coeff 41,Coeff 42,Coeff 43,Coeff 44
-5.090603e+02,-4.900292e+02,-4.916610e+02,-4.950154e+02,-4.981603e+02,-4.973522e+02,-4.881759e+02,-4.766341e+02,-4.755952e+02,-4.841328e+02,-4.891946e+02,-3.459805e+02,-1.625764e+02,-1.182021e+02,-1.240856e+02,-1.355004e+02,-1.539356e+02,-1.586683e+02,-1.498150e+02,-1.530596e+02,-1.529119e+02,-1.567841e+02,-1.581236e+02,-1.472126e+02,-1.325098e+02,-1.185122e+02,-1.174312e+02,-1.189928e+02,-1.191925e+02,-1.214629e+02,-1.156312e+02,-1.199890e+02,-1.294798e+02,-1.292282e+02,-1.580294e+02,-2.260686e+02,-3.208365e+02,-3.901059e+02,-4.435719e+02,-4.875575e+02,-4.952631e+02,-4.963245e+02,-4.996013e+02,-5.001995e+02
3.013917e+01,4.624998e+01,4.658810e+01,4.497262e+01,4.147828e+01,4.407763e+01,5.251270e+01,6.085799e+01,6.258178e+01,5.393967e+01,4.942822e+01,1.173087e+02,1.229127e+02,1.111021e+02,1.025355e+02,9.884708e+01,9.294835e+01,9.098645e+01,9.571929e+01,1.006869e+02,1.038558e+02,1.027149e+02,9.218735e+01,8.671089e+01,8.363608e+01,8.720073e+01,8.633545e+01,8.372278e+01,7.927855e+01,7.262599e+01,6.475714e+01,6.281570e+01,6.643254e+01,7.708379e+01,9.424200e+01,1.147641e+02,1.312808e+02,1.147361e+02,8.052737e+01,4.961079e+01,4.349825e+01,4.103759e+01,3.778297e+01,3.828400e+01
1.293910e+01,1.080869e+01,1.396353e+01,1.671971e+01,1.562874e+01,2.055481e+01,2.022479e+01,1.503130e+01,1.657879e+01,1.472644e+01,1.484926e+01,-2.591265e+01,-4.970026e+01,-5.935216e+01,-6.590254e+01,-6.459576e+01,-5.770077e+01,-6.007206e+01,-6.437213e+01,-6.466745e+01,-6.567622e+01,-6.697908e+01,-6.098558e+01,-6.110752e+01,-6.957141e+01,-8.078371e+01,-7.957191e+01,-8.086377e+01,-8.686172e+01,-8.618683e+01,-8.590987e+01,-9.064119e+01,-9.491600e+01,-1.064330e+02,-1.041870e+02,-7.548163e+01,-3.332157e+01,-1.656780e+01,-4.294262e+00,1.138165e+01,1.428376e+01,1.118142e+01,1.022225e+01,1.234406e+01
5.768614e+00,-1.746738e+00,-9.370540e-01,1.156716e+00,2.872477e+00,7.511704e+00,2.126304e+00,-7.272943e+00,-7.076636e+00,-3.900931e+00,-2.405283e+00,-1.710964e+01,-2.621699e+01,-3.281940e+01,-3.949644e+01,-3.888546e+01,-4.224456e+01,-4.289330e+01,-4.936483e+01,-4.602164e+01,-4.034822e+01,-3.789194e+01,-3.144884e+01,-2.561179e+01,-2.886612e+01,-3.451748e+01,-3.041206e+01,-2.493451e+01,-2.294859e+01,-1.922744e+01,-1.204751e+01,-8.515991e+00,-1.027956e+01,-1.069380e+01,-1.120530e+01,-9.352207e+00,-2.433650e+01,-2.759871e+01,-2.472764e+01,-6.736604e+00,5.114155e-01,-6.715589e-01,-9.343123e-01,-3.019354e-01
9.921410e+00,8.473490e+00,6.109303e+00,4.858112e+00,8.676292e+00,1.000398e+01,4.756753e+00,-5.111470e-01,-1.208008e+00,3.972667e+00,3.412531e+00,-1.245911e+01,-2.415322e+01,-2.256374e+01,-7.783950e+00,2.018625e+00,1.468339e+00,3.397856e+00,2.311465e+00,6.877007e+00,1.186605e+01,1.210207e+01,1.679452e+00,-1.768872e+00,-4.261436e+00,-7.985353e+00,-9.644659e+00,-8.976479e+00,-8.931846e+00,-2.784829e+00,-3.770501e+00,-4.219826e+00,-3.094314e+00,-1.033712e+01,-1.186803e+01,-2.140814e+00,1.161717e+01,1.524810e+01,5.710111e+00,1.734081e+00,6.396539e+00,7.552631e+00,6.957932e+00,4.388194e+00
1.314421e+01,1.602451e+01,1.500350e+01,1.285713e+01,1.718989e+01,1.530312e+01,1.163700e+01,9.242488e+00,9.789936e+00,1.405805e+01,1.159782e+01,-5.639804e+00,-2.614642e+00,3.911700e+00,2.708638e+01,4.387566e+01,4.622621e+01,4.831558e+01,5.051325e+01,5.072644e+01,4.933433e+01,4.965237e+01,5.161498e+01,5.286939e+01,5.368745e+01,5.218058e+01,5.444452e+01,5.062976e+01,5.066921e+01,5.593995e+01,5.560271e+01,5.370506e+01,5.442448e+01,5.093052e+01,4.702696e+01,4.319088e+01,2.937908e+01,1.911062e+01,2.094939e+01,1.413586e+01,1.344394e+01,1.510992e+01,1.494087e+01,1.186724e+01
8.869698e+00,1.109736e+01,1.381338e+01,1.292557e+01,1.591428e+01,1.336514e+01,1.084335e+01,7.970840e+00,1.051391e+01,1.176335e+01,8.511545e+00,1.878282e+00,-1.267326e+01,-2.108739e+01,-1.774203e+01,-1.581930e+01,-1.734656e+01,-2.010185e+01,-2.107796e+01,-1.700857e+01,-1.393361e+01,-1.809071e+01,-1.928066e+01,-2.325402e+01,-2.461103e+01,-2.137798e+01,-1.903637e+01,-2.218713e+01,-2.510191e+01,-2.406105e+01,-2.265049e+01,-2.099324e+01,-2.141648e+01,-2.371833e+01,-1.897297e+01,-1.151304e+01,-7.507700e+00,3.494190e+00,1.239794e+01,1.415080e+01,1.011055e+01,1.202216e+01,1.260205e+01,1.217171e+01
2.513352e+00,3.803949e+00,8.366062e+00,8.455507e+00,9.162745e+00,7.290647e+00,6.354476e+00,3.836877e+00,6.456569e+00,6.029651e+00,2.081976e+00,-3.225541e-01,2.091821e+01,3.047244e+01,2.873856e+01,2.156074e+01,1.803315e+01,1.672833e+01,1.729207e+01,1.661538e+01,1.730001e+01,1.367194e+01,1.442520e+01,1.944133e+01,1.678700e+01,1.543088e+01,1.923186e+01,1.819524e+01,1.648821e+01,1.745332e+01,1.826023e+01,1.847658e+01,1.848018e+01,1.986105e+01,1.334746e+01,6.953923e+00,7.319442e+00,5.508345e+00,6.156498e+00,5.826805e+00,2.826818e+00,6.035042e+00,6.596085e+00,7.947941e+00
1.198929e+00,2.190618e+00,5.468755e+00,6.375864e+00,5.675252e+00,3.374011e+00,4.160911e+00,4.270790e+00,4.961364e+00,5.934231e+00,3.083663e+00,1.229577e+01,4.282094e+00,3.135299e+00,8.059269e+00,7.695706e+00,1.610474e+00,-2.682097e-01,2.731638e+00,4.644497e+00,4.630898e+00,4.193540e+00,2.369182e+00,2.176756e+00,7.915222e-01,3.055231e+00,4.983298e+00,5.535108e+00,4.811360e+00,-2.246420e-01,-5.182137e+00,-5.799904e+00,-5.212946e+00,-4.934609e+00,-7.360768e+00,-3.601125e+00,1.221560e+00,4.298964e-01,2.613976e+00,-1.118576e+00,-1.182138e-01,3.308662e+00,4.084868e+00,4.361396e+00
4.502731e+00,3.549232e+00,3.163937e+00,4.858286e+00,4.616609e+00,1.135449e+00,2.303425e+00,5.052426e+00,4.006323e+00,5.962616e+00,6.986522e+00,1.308584e+01,1.882512e+01,1.682041e+01,5.574322e+00,3.483189e-01,-1.717785e-02,4.277705e+00,7.767063e+00,6.068227e+00,4.764772e+00,2.165587e+00,2.919621e+00,2.076781e+00,3.954624e+00,5.721777e+00,4.780958e+00,4.532373e+00,4.587330e+00,5.535604e-01,-5.446201e+00,-1.065346e+01,-1.520021e+01,-1.988607e+01,-2.261532e+01,-2.901011e+01,-2.585379e+01,-1.420673e+01,-6.015583e+00,-3.769242e+00,-6.021146e-01,4.578653e-01,2.545229e+00,8.484286e-01
