Coeff 1,Coeff 2,Coeff 3,Coeff 4,Coeff 5,Coeff 6,Coeff 7,Coeff 8,Coeff 9,Coeff 10,Coeff 11,Coeff 12,Coeff 13,Coeff 14,Coeff 15,Coeff 16,Coeff 17,Coeff 18,Coeff 19,Coeff 20,Coeff 21,Coeff 22,Coeff 23
-3.593163e+02,-2.273419e+02,-1.353368e+02,-1.015517e+02,-8.983289e+01,-8.049193e+01,-6.673820e+01,-5.414436e+01,-3.615259e+01,-2.796752e+01,-4.194407e+01,-8.711191e+01,-1.568753e+02,-2.375381e+02,-3.198398e+02,-3.666560e+02,-3.783778e+02,-3.709620e+02,-3.711725e+02,-3.775518e+02,-3.789214e+02,-3.789811e+02,-3.988148e+02
1.328654e+02,1.564918e+02,1.543557e+02,1.388150e+02,1.281440e+02,1.241255e+02,1.200477e+02,1.227975e+02,1.349478e+02,1.444875e+02,1.565397e+02,1.634609e+02,1.646456e+02,1.517544e+02,1.278803e+02,1.068118e+02,9.898259e+01,1.076785e+02,1.054333e+02,1.030156e+02,1.017965e+02,1.017594e+02,1.010130e+02
-3.535113e+00,4.058596e+00,-4.333540e+00,-1.127546e+01,-8.557954e+00,-6.811759e+00,-1.083777e+01,-1.571115e+01,-3.330525e+01,-4.795378e+01,-4.883493e+01,-4.410814e+01,-3.824683e+01,-3.325603e+01,-2.872918e+01,-2.580895e+01,-1.965578e+01,-8.952051e+00,-9.140966e+00,-1.163713e+01,-1.310923e+01,-1.100880e+01,-2.086619e+00
-9.840392e+00,-9.671844e+00,-1.467641e+01,-1.757354e+01,-1.266239e+01,-1.237249e+01,-1.505539e+01,-2.460248e+01,-3.664961e+01,-3.496049e+01,-2.989266e+01,-2.322351e+01,-1.338043e+01,-8.025383e+00,-3.845330e+00,-1.078326e+01,1.733885e+00,1.299922e+01,1.550125e+01,7.218258e+00,4.377577e+00,1.353051e-01,1.871880e+00
-6.663122e+00,-3.179666e+01,-3.497137e+01,-3.027474e+01,-1.724382e+01,-1.385369e+01,-1.398526e+01,-2.114925e+01,-2.457684e+01,-2.408475e+01,-2.272358e+01,-1.344184e+01,-3.725900e+00,7.147470e+00,1.319989e+01,1.551357e+01,1.837120e+01,2.137311e+01,2.195565e+01,2.034528e+01,1.822819e+01,1.532460e+01,1.716745e+01
-1.528368e+01,-1.359186e+01,3.115035e+00,1.843867e+01,2.533104e+01,2.494367e+01,2.560483e+01,2.857150e+01,2.739719e+01,2.970343e+01,3.244405e+01,3.456369e+01,2.273287e+01,1.211701e+01,5.291595e+00,4.182571e+00,-2.118161e+00,8.957357e+00,1.090396e+01,9.763990e+00,1.039947e+01,6.024910e+00,5.635814e+00
-8.706290e+00,-4.608175e+01,-5.421775e+01,-5.180835e+01,-5.270245e+01,-4.843359e+01,-4.519228e+01,-3.988317e+01,-4.632512e+01,-5.176205e+01,-5.808195e+01,-5.253315e+01,-3.669756e+01,-2.070133e+01,3.510376e+00,6.085588e+00,3.866258e+00,1.332111e+01,1.696406e+01,1.503392e+01,1.241718e+01,9.302885e+00,3.231860e+00
6.085444e+00,-1.218034e+00,8.857312e+00,2.320330e+01,2.642762e+01,2.470876e+01,3.037990e+01,3.308381e+01,3.480582e+01,3.858767e+01,3.319123e+01,2.222968e+01,9.153634e+00,-3.793476e+00,-5.935353e+00,-4.011575e+00,-2.336315e+00,-1.126688e+00,1.919064e+00,-1.363764e+00,-5.480851e+00,-8.463081e+00,-7.082050e+00
1.305156e+01,7.828261e+00,1.280577e+00,-1.586721e+00,-5.078346e+00,-9.516094e+00,-1.339464e+01,-1.645665e+01,-1.219084e+01,-1.212541e+01,-1.717152e+01,-1.476300e+01,-8.362096e+00,-4.154040e+00,8.499611e+00,7.827909e+00,3.962751e+00,8.837390e+00,1.365490e+01,4.743830e+00,1.955384e+00,4.854164e+00,4.359207e+00
1.008380e+01,1.492668e+01,1.920588e+01,1.447140e+01,1.053775e+01,1.616488e+01,1.484519e+01,1.303706e+01,1.083743e+01,7.148442e+00,2.350768e+00,-6.164648e+00,-7.799782e+00,-7.499522e+00,1.805363e+00,-9.034395e-02,-2.863845e+00,4.518970e+00,9.276339e+00,2.519711e+00,-6.492632e-01,2.147279e+00,1.084713e+01
-1.210694e+00,6.321240e+00,3.557243e-01,-9.862512e+00,-1.796997e+01,-1.951384e+01,-1.683814e+01,-5.011971e+00,-1.757882e+00,-2.971278e+00,-2.868808e+00,-8.023750e+00,-1.144695e+01,-8.655525e+00,-6.793348e+00,-8.054511e+00,-8.019533e+00,-4.789898e+00,-4.272879e+00,-4.957366e+00,-5.773667e+00,-4.592525e+00,6.597423e-01
-1.371111e+01,-1.104106e+01,-5.987054e+00,-9.374243e-02,9.323664e+00,1.087940e+01,8.079075e+00,5.325398e+00,1.091725e+00,-9.080719e+00,-2.380309e+01,-2.981172e+01,-2.928665e+01,-2.141928e+01,-1.120527e+01,-6.444352e+00,-9.576115e+00,-7.564898e+00,-6.623819e+00,-8.772253e+00,-9.082312e+00,-8.984851e+00,-8.578691e+00
-5.857875e+00,-1.689990e+01,-1.710496e+01,-1.093645e+01,-7.627960e+00,-1.385382e+01,-1.623378e+01,-1.812033e+01,-2.158151e+01,-2.386300e+01,-1.818302e+01,-5.711107e+00,9.761873e-01,-1.324782e+00,-6.064116e+00,-2.672518e+00,-7.808766e-01,6.197780e-03,1.073669e+00,-3.374118e+00,-5.490031e+00,-1.486563e+00,4.554330e-01
