Coeff 1,Coeff 2,Coeff 3,Coeff 4,Coeff 5,Coeff 6,Coeff 7,Coeff 8,Coeff 9,Coeff 10,Coeff 11,Coeff 12,Coeff 13,Coeff 14,Coeff 15,Coeff 16,Coeff 17,Coeff 18,Coeff 19,Coeff 20,Coeff 21,Coeff 22,Coeff 23,Coeff 24,Coeff 25,Coeff 26,Coeff 27,Coeff 28,Coeff 29,Coeff 30,Coeff 31,Coeff 32,Coeff 33
-5.167195e+02,-4.964733e+02,-4.992608e+02,-4.987060e+02,-4.978522e+02,-4.990331e+02,-4.965439e+02,-4.922689e+02,-4.962912e+02,-4.951976e+02,-4.947658e+02,-4.993170e+02,-3.578121e+02,-1.665011e+02,-6.642738e+01,-3.172571e+01,-4.954370e+01,-7.693810e+01,-5.083158e+01,-4.067735e+01,-5.273925e+01,-8.972538e+01,-1.530401e+02,-2.332597e+02,-3.158062e+02,-3.883806e+02,-4.518043e+02,-4.825835e+02,-4.897159e+02,-4.935399e+02,-4.917664e+02,-4.915620e+02,-5.012182e+02
4.268409e+01,6.017586e+01,5.831660e+01,5.777778e+01,6.025620e+01,5.919666e+01,5.976067e+01,6.232753e+01,5.763024e+01,5.766285e+01,6.036204e+01,5.783690e+01,6.752432e+01,7.101878e+01,5.456443e+01,3.264856e+01,2.128162e+01,2.563330e+01,2.917920e+01,5.020372e+01,8.201885e+01,1.016789e+02,1.216837e+02,1.263586e+02,1.224279e+02,1.113066e+02,8.532455e+01,6.974252e+01,6.286610e+01,6.008924e+01,6.200527e+01,6.237379e+01,5.395675e+01
1.769828e+01,1.850880e+01,1.956821e+01,1.754737e+01,1.952927e+01,2.069970e+01,1.777093e+01,1.499731e+01,1.138508e+01,1.018555e+01,1.663798e+01,2.074253e+01,-3.791395e+01,-6.967897e+01,-8.444356e+01,-8.848590e+01,-7.145509e+01,-5.444207e+01,-6.952681e+01,-9.115349e+01,-9.473843e+01,-8.787575e+01,-6.784630e+01,-4.651727e+01,-4.174684e+01,-3.853307e+01,-7.991911e+00,1.101420e+01,8.894552e+00,1.130387e+01,1.254544e+01,1.272348e+01,1.244544e+01
5.783216e+00,4.109443e+00,5.374279e+00,4.595850e+00,2.757545e+00,5.898533e+00,5.024947e+00,3.841041e-01,-3.356889e+00,-2.397329e+00,4.954559e+00,1.026413e+01,-2.596344e+01,-2.601854e+01,-2.726558e+01,-2.067945e+01,-1.134921e+01,-8.502395e+00,-3.026916e+00,-1.637458e+01,-2.278344e+01,-2.590207e+01,-2.520490e+01,-2.803934e+01,-3.267973e+01,-3.078324e+01,-1.395253e+01,-5.511733e+00,-8.332027e+00,-3.503125e+00,-2.951205e+00,-2.576276e+00,-1.362147e+00
9.348656e+00,1.209905e+01,1.291013e+01,1.398071e+01,1.160517e+01,1.265038e+01,1.592769e+01,1.105374e+01,7.604787e+00,1.054703e+01,1.527848e+01,1.687449e+01,3.831111e+00,-1.527548e+01,-1.508106e+01,-7.669579e+00,-3.221853e+00,-6.298484e+00,-1.407907e+01,-1.719849e+01,-1.852232e+01,-1.307941e+01,2.585584e+00,1.847033e+01,2.722867e+01,3.146107e+01,2.709589e+01,1.477630e+01,7.883302e+00,1.043670e+01,9.186369e+00,9.909220e+00,8.840363e+00
1.396171e+01,1.612773e+01,1.779876e+01,1.826036e+01,1.816282e+01,1.473224e+01,1.842212e+01,1.473938e+01,1.245407e+01,1.409959e+01,1.567792e+01,1.598168e+01,4.707153e+01,5.897326e+01,6.241873e+01,6.808876e+01,7.223614e+01,7.412593e+01,7.170099e+01,7.396421e+01,7.332757e+01,6.555404e+01,5.561222e+01,5.442385e+01,5.286203e+01,4.910700e+01,2.932102e+01,2.405849e+01,1.788943e+01,1.737437e+01,1.522207e+01,1.276049e+01,1.184957e+01
1.226366e+01,1.152738e+01,1.349547e+01,1.271652e+01,1.127880e+01,7.240283e+00,7.793437e+00,8.359673e+00,7.640673e+00,8.040438e+00,6.911998e+00,9.240042e+00,-2.491184e+01,-4.358262e+01,-4.791677e+01,-4.722919e+01,-4.858075e+01,-4.898329e+01,-4.240142e+01,-3.653819e+01,-3.527996e+01,-3.160221e+01,-2.865004e+01,-1.934589e+01,9.873300e-01,1.205163e+01,3.822931e+00,1.117407e+01,1.165412e+01,1.143707e+01,1.036932e+01,2.848179e+00,3.174366e+00
7.631548e+00,5.793675e+00,6.543282e+00,6.482630e+00,3.365648e+00,3.593770e+00,1.749586e+00,5.393458e+00,5.828308e+00,7.294869e+00,4.349935e+00,5.757925e+00,3.069011e+01,3.429214e+01,3.196104e+01,2.784697e+01,2.927548e+01,3.143563e+01,3.129337e+01,2.779996e+01,2.182749e+01,1.519313e+01,6.512096e+00,-3.551158e+00,-1.391775e-01,-1.724221e+00,-4.859693e+00,2.931901e-01,5.573005e+00,7.185287e+00,6.087256e+00,-6.902280e-02,-4.402681e-01
2.448905e+00,8.365040e-01,1.056732e+00,1.862823e+00,2.167336e+00,6.184292e+00,5.599908e+00,8.016001e+00,5.991058e+00,7.086977e+00,6.221339e+00,3.901008e+00,-1.321215e+00,-1.545960e+01,-2.281142e+01,-2.091389e+01,-1.657490e+01,-1.443638e+01,-1.589892e+01,-1.338436e+01,-1.439209e+01,-1.360259e+01,-3.939550e+00,1.107761e-01,2.970232e-01,-2.961679e+00,-9.833658e-02,2.118966e-01,4.240119e+00,5.078679e+00,3.054147e+00,3.620146e+00,1.567656e+00
-3.737005e+00,-3.755348e+00,-1.758310e+00,-1.334393e+00,1.485642e+00,5.227567e+00,7.337477e+00,8.558846e+00,1.654838e+00,-4.677255e-01,2.803343e+00,4.972059e-01,-1.284627e+01,-1.107658e+01,-1.532447e+01,-1.430060e+01,-1.493883e+01,-1.209771e+01,-1.088131e+01,-1.050491e+01,-1.402538e+01,-1.965898e+01,-2.262592e+01,-2.041565e+01,-1.825578e+01,-1.151584e+01,-1.824496e-01,-8.985713e-01,5.320951e-01,-6.466094e-01,-4.161985e-01,1.515006e+00,-2.182817e+00
-8.252913e+00,-7.505050e+00,-3.317227e+00,-2.378695e+00,-2.849993e+00,-2.023695e+00,-1.948402e-01,1.419647e+00,-3.993864e+00,-7.522400e+00,-5.370061e+00,-4.637643e+00,2.872295e+01,1.314919e+01,7.610220e+00,5.947166e+00,7.902893e-01,-1.092823e-01,5.338206e+00,4.867361e+00,6.115107e+00,8.861065e+00,1.013245e+01,2.996606e+00,-4.116181e+00,-9.394031e+00,-4.977480e+00,-6.672628e+00,-5.121274e+00,-5.500746e+00,-1.696220e+00,-4.095476e+00,-8.437740e+00
