Coeff 1,Coeff 2,Coeff 3,Coeff 4,Coeff 5,Coeff 6,Coeff 7,Coeff 8,Coeff 9,Coeff 10,Coeff 11,Coeff 12,Coeff 13,Coeff 14,Coeff 15,Coeff 16,Coeff 17,Coeff 18,Coeff 19,Coeff 20,Coeff 21,Coeff 22,Coeff 23,Coeff 24,Coeff 25,Coeff 26,Coeff 27,Coeff 28,Coeff 29,Coeff 30,Coeff 31,Coeff 32,Coeff 33,Coeff 34,Coeff 35,Coeff 36,Coeff 37,Coeff 38,Coeff 39,Coeff 40,Coeff 41,Coeff 42,Coeff 43,Coeff 44,Coeff 45,Coeff 46
-5.042832e+02,-4.915083e+02,-4.909866e+02,-4.910916e+02,-4.869616e+02,-4.728089e+02,-4.664251e+02,-4.676432e+02,-4.634848e+02,-4.129932e+02,-2.054858e+02,-1.283635e+02,-1.295595e+02,-1.473449e+02,-1.584490e+02,-1.623684e+02,-1.530695e+02,-1.475668e+02,-1.515449e+02,-1.417038e+02,-1.167838e+02,-9.976096e+01,-9.876136e+01,-1.117113e+02,-1.175547e+02,-1.058599e+02,-9.311779e+01,-7.613811e+01,-5.549845e+01,-3.851223e+01,-6.035473e+01,-1.283261e+02,-2.182232e+02,-3.139873e+02,-3.898358e+02,-4.380164e+02,-4.645117e+02,-4.629869e+02,-4.647904e+02,-4.769275e+02,-4.911543e+02,-4.891930e+02,-4.875474e+02,-4.923741e+02,-4.930633e+02,-5.001561e+02
4.532777e+01,5.757579e+01,5.963447e+01,5.988825e+01,6.186966e+01,7.965138e+01,9.177700e+01,9.200695e+01,9.530885e+01,1.237366e+02,1.297782e+02,1.082398e+02,8.137098e+01,6.770413e+01,6.527071e+01,7.226035e+01,7.449486e+01,7.454041e+01,7.168028e+01,6.482379e+01,5.592698e+01,5.305408e+01,5.138371e+01,4.842862e+01,4.815005e+01,4.203957e+01,4.368027e+01,4.229753e+01,4.144349e+01,6.216052e+01,8.638303e+01,1.000688e+02,1.191664e+02,1.330637e+02,1.240270e+02,9.357428e+01,7.168537e+01,6.486218e+01,6.311623e+01,6.250684e+01,5.741048e+01,5.737973e+01,5.835158e+01,5.612236e+01,5.590444e+01,5.113103e+01
9.503876e+00,1.289868e+01,1.668667e+01,1.785146e+01,1.433471e+01,2.681350e+01,4.347017e+01,4.615347e+01,4.611177e+01,3.508809e+01,-5.345275e+00,-1.101094e+01,-7.782965e+00,-5.491921e+00,-8.934534e+00,-5.393991e+00,-6.668535e+00,-6.856081e+00,-5.541371e+00,-9.107122e+00,-1.845164e+01,-2.368096e+01,-2.544766e+01,-2.663212e+01,-2.093682e+01,-1.884618e+01,-2.466932e+01,-3.636281e+01,-5.716879e+01,-7.702614e+01,-8.542465e+01,-7.028690e+01,-4.697657e+01,-3.484466e+01,-2.323951e+01,-8.608776e+00,-1.830024e+00,-4.672692e+00,-3.827781e+00,4.956720e+00,1.337366e+01,1.057293e+01,9.024347e+00,1.165354e+01,1.299196e+01,1.551066e+01
-4.389029e+00,-2.980004e+00,1.080595e-01,2.174529e+00,-1.134927e+00,5.531737e+00,2.137503e+01,2.477645e+01,2.548310e+01,2.608538e+01,3.892455e+01,3.223139e+01,1.896299e+01,-3.419901e-01,-1.378788e+01,-1.754828e+01,-1.982816e+01,-1.431092e+01,-4.393252e+00,-6.599539e+00,-1.018968e+01,-1.363646e+01,-2.007764e+01,-2.480790e+01,-2.272177e+01,-2.028455e+01,-2.001900e+01,-2.142479e+01,-2.222063e+01,-3.043802e+01,-2.863459e+01,-2.341828e+01,-2.108601e+01,-3.011433e+01,-3.927902e+01,-2.839042e+01,-1.059990e+01,3.364508e+00,6.286095e+00,2.228362e+00,-1.188246e-01,2.206425e-01,-2.200896e+00,-3.432232e+00,-1.022336e+00,1.278770e+00
6.211973e+00,8.175400e+00,9.331071e+00,1.181939e+01,1.116460e+01,1.350081e+01,2.471173e+01,2.980180e+01,3.260974e+01,2.484095e+01,-2.763020e+01,-4.112937e+01,-3.707260e+01,-3.004586e+01,-2.453852e+01,-2.330836e+01,-2.204845e+01,-1.992726e+01,-1.884810e+01,-1.956843e+01,-2.014430e+01,-1.841544e+01,-1.569496e+01,-1.084934e+01,-7.285520e+00,-3.396073e+00,-6.871243e-01,-4.755843e+00,-4.401039e+00,-8.745075e+00,-1.304731e+01,-1.515707e+01,-9.553310e+00,-7.624543e-01,3.335582e+00,3.171429e+00,1.098899e+01,1.941919e+01,2.036188e+01,1.580580e+01,1.110476e+01,1.469996e+01,1.344916e+01,7.389467e+00,9.643700e+00,9.825851e+00
1.416030e+01,1.437963e+01,1.519014e+01,1.730681e+01,1.662212e+01,1.639424e+01,2.480040e+01,3.134775e+01,3.401387e+01,1.018739e+01,2.918226e-02,3.570994e+00,8.702274e+00,1.466913e+01,2.989862e+01,4.043438e+01,4.273182e+01,4.279217e+01,4.357137e+01,4.439735e+01,4.717255e+01,4.976374e+01,5.033607e+01,5.134167e+01,4.832332e+01,5.026020e+01,4.944496e+01,4.512820e+01,4.664698e+01,4.813857e+01,4.639106e+01,4.290863e+01,3.544061e+01,2.375829e+01,1.039456e+01,1.204291e+01,1.015003e+01,8.595508e+00,6.842921e+00,9.068411e+00,1.691859e+01,1.696144e+01,1.685500e+01,1.318581e+01,1.399170e+01,1.678916e+01
5.261431e+00,6.622582e+00,8.775875e+00,1.035672e+01,1.005153e+01,6.744134e+00,1.372268e+01,1.863124e+01,2.017393e+01,7.466007e+00,-3.594533e+01,-4.520258e+01,-4.540742e+01,-3.963491e+01,-3.511351e+01,-3.359308e+01,-3.143564e+01,-3.206461e+01,-3.312548e+01,-3.320999e+01,-3.272636e+01,-3.842287e+01,-4.459451e+01,-4.609193e+01,-4.377941e+01,-3.541141e+01,-3.349464e+01,-3.446140e+01,-3.813351e+01,-3.504917e+01,-2.761413e+01,-2.334028e+01,-2.024977e+01,-9.728193e+00,5.596835e+00,7.120785e+00,5.201970e+00,4.493092e+00,3.518849e+00,9.202530e+00,1.238351e+01,7.428026e+00,7.916789e+00,8.913303e+00,7.755283e+00,1.182339e+01
-7.991525e+00,-1.390719e+00,2.026143e+00,4.130744e+00,7.398350e+00,-1.418114e-01,3.741877e+00,6.760311e+00,7.728306e+00,1.679811e+00,-8.879669e-01,1.052207e+01,2.176120e+01,2.395210e+01,2.158601e+01,2.569816e+01,2.956613e+01,2.586690e+01,1.838535e+01,2.200116e+01,2.649609e+01,3.009299e+01,3.146610e+01,3.514922e+01,3.607082e+01,3.970831e+01,3.379854e+01,3.376524e+01,3.510463e+01,3.707689e+01,3.420652e+01,3.121320e+01,2.938216e+01,2.152620e+01,1.218773e+01,1.299811e+01,1.263391e+01,1.521528e+01,1.459545e+01,1.744844e+01,6.844527e+00,3.685127e+00,5.089029e+00,7.139936e+00,4.971945e+00,4.157412e+00
-1.107675e+01,-3.407975e+00,2.339668e-01,3.463698e+00,8.188702e+00,-1.138310e+00,9.908643e-02,3.579002e+00,3.929965e+00,-6.255562e+00,-1.960537e+01,-2.177132e+01,-1.262439e+01,-3.723666e+00,-3.952184e+00,-2.094136e+00,-4.662064e-01,-3.273002e+00,-1.621791e+00,3.553547e+00,8.479217e+00,8.652966e+00,3.956410e+00,5.457075e+00,-2.870650e-01,-9.253151e-01,-5.033116e+00,-1.082083e+01,-1.496477e+01,-1.706778e+01,-1.545041e+01,-1.038780e+01,-4.639893e+00,2.284881e+00,6.156950e+00,1.100359e+01,1.038492e+01,9.199312e+00,7.108685e+00,6.253425e+00,2.403822e+00,4.396531e+00,6.045853e+00,6.950206e+00,5.055095e+00,8.624387e-01
-5.767006e+00,-2.881267e+00,-4.370130e-01,2.427720e+00,3.443341e+00,-4.826669e+00,-3.948936e+00,3.479953e-01,3.425038e-01,7.067304e+00,1.093740e+01,1.396184e+01,1.764040e+01,1.173054e+01,1.337941e+01,2.266506e+01,2.055972e+01,1.477834e+01,1.384710e+01,1.607423e+01,1.504867e+01,1.113344e+01,8.486032e+00,1.032354e+01,1.146647e+01,1.501139e+01,1.318598e+01,1.041005e+01,7.957654e+00,2.735769e+00,-8.688726e-01,-5.439423e+00,-1.188276e+01,-1.903919e+01,-8.775208e+00,-5.334942e+00,-2.000340e+00,-9.824204e+00,-1.124816e+01,-6.709889e+00,3.558719e-02,2.916286e+00,3.848817e+00,3.044779e+00,8.783091e-01,2.421568e-01
-1.484064e+00,-7.921333e-01,-9.046069e-01,-2.146299e-01,-2.069741e+00,-1.120138e+01,-1.073456e+01,-7.004774e+00,-6.520547e+00,1.498796e+01,3.187223e+01,2.728338e+01,1.721531e+01,-6.484777e+00,-1.530218e+01,-1.565985e+01,-2.129644e+01,-1.829063e+01,-2.000593e+01,-1.870809e+01,-1.375604e+01,-1.521067e+01,-1.556925e+01,-1.392449e+01,-1.432736e+01,-1.435570e+01,-1.104953e+01,-1.199637e+01,-1.860427e+01,-2.400687e+01,-1.974864e+01,-1.263839e+01,-1.541126e+01,-6.664829e+00,-8.988165e+00,-1.134996e+01,-3.607117e+00,2.131109e-01,2.362662e+00,2.480975e+00,1.235698e+00,2.494523e+00,4.306096e+00,1.405851e+00,-2.588598e+00,5.144242e-01
-1.332917e+00,1.934199e+00,-1.331935e-01,-1.458726e+00,-2.152949e+00,-1.363908e+01,-1.268850e+01,-1.140553e+01,-1.123593e+01,-5.161018e+00,-8.304007e+00,-5.068759e+00,4.373288e+00,4.844923e+00,2.901394e+00,-2.464317e+00,-6.182800e+00,-3.170883e+00,7.047565e-01,3.112779e+00,2.052192e+00,-1.000138e+00,-3.591543e-01,4.454598e+00,2.222899e+00,-1.399773e+00,-4.475780e+00,-8.423712e+00,-1.060517e+01,-1.680404e+01,-1.526962e+01,-1.306244e+01,-1.384381e+01,-7.717401e+00,-3.298986e-02,-1.559383e+00,-1.069730e+00,9.203409e+00,1.389676e+01,7.471005e+00,1.777904e+00,3.478504e+00,7.574299e+00,4.398222e+00,-3.446249e-01,1.607953e+00
