Coeff 1,Coeff 2,Coeff 3,Coeff 4,Coeff 5,Coeff 6,Coeff 7,Coeff 8,Coeff 9,Coeff 10,Coeff 11,Coeff 12,Coeff 13,Coeff 14,Coeff 15,Coeff 16,Coeff 17,Coeff 18,Coeff 19,Coeff 20,Coeff 21,Coeff 22,Coeff 23,Coeff 24,Coeff 25,Coeff 26,Coeff 27,Coeff 28,Coeff 29,Coeff 30,Coeff 31,Coeff 32,Coeff 33,Coeff 34,Coeff 35,Coeff 36,Coeff 37,Coeff 38,Coeff 39,Coeff 40,Coeff 41,Coeff 42,Coeff 43,Coeff 44
-4.905865e+02,-4.652112e+02,-4.608398e+02,-4.598594e+02,-4.621689e+02,-4.604688e+02,-4.436820e+02,-2.121852e+02,-1.199055e+02,-1.140431e+02,-1.464804e+02,-1.606493e+02,-1.624661e+02,-1.634857e+02,-1.706382e+02,-1.693175e+02,-1.677238e+02,-1.634848e+02,-1.516348e+02,-1.434570e+02,-1.405020e+02,-1.356444e+02,-1.329630e+02,-1.201752e+02,-1.125361e+02,-1.036317e+02,-8.935353e+01,-7.789195e+01,-6.713289e+01,-7.749249e+01,-8.791295e+01,-1.301496e+02,-2.142623e+02,-3.296911e+02,-3.809985e+02,-4.130305e+02,-4.296256e+02,-4.335280e+02,-4.377747e+02,-4.408487e+02,-4.456718e+02,-4.541027e+02,-4.695537e+02,-4.912776e+02
5.582455e+01,7.900883e+01,8.241982e+01,8.315919e+01,8.209948e+01,8.268468e+01,8.045863e+01,1.093312e+02,1.050916e+02,9.116408e+01,8.935600e+01,9.086655e+01,9.117441e+01,9.581409e+01,9.570490e+01,9.360497e+01,9.096410e+01,9.130836e+01,8.999495e+01,8.442597e+01,8.155699e+01,7.719220e+01,7.607637e+01,7.051025e+01,6.738261e+01,6.268258e+01,6.590977e+01,6.831105e+01,7.504201e+01,7.655847e+01,8.991945e+01,1.159323e+02,1.360289e+02,1.392408e+02,1.155805e+02,9.348113e+01,7.799261e+01,7.072448e+01,7.210043e+01,7.413673e+01,7.608361e+01,7.635783e+01,6.927928e+01,5.329580e+01
2.396213e+01,2.722394e+01,2.723704e+01,2.808849e+01,2.919383e+01,2.669770e+01,1.222387e+01,-1.052526e+01,-2.150535e+01,-2.364845e+01,-1.752487e+01,-9.423137e+00,-6.552197e+00,-1.464652e+00,-1.005145e+00,9.495080e-01,2.889924e+00,1.511238e+00,4.219611e+00,5.093465e+00,5.646659e+00,5.135982e-01,-2.328130e-01,-7.255076e-01,-6.542632e+00,-1.364733e+01,-2.274481e+01,-2.851333e+01,-2.966098e+01,-3.020744e+01,-5.234783e+01,-5.126315e+01,-3.726652e+01,-2.576944e+01,-3.134809e+01,-2.012435e+01,-1.490241e+01,-1.356629e+01,-7.017746e+00,-6.451333e+00,-5.192185e-01,7.892616e+00,1.527695e+01,2.086479e+01
5.685802e+00,5.286383e+00,6.777450e+00,9.936592e+00,9.430641e+00,5.769715e+00,1.105190e+01,4.139949e+01,3.598318e+01,2.565545e+01,1.395693e+00,-5.469409e+00,-4.339640e+00,-3.405813e+00,-6.525850e+00,-7.478732e+00,-6.065797e+00,-6.208900e+00,-9.747431e+00,-1.719397e+01,-2.396914e+01,-2.562881e+01,-2.592937e+01,-2.543902e+01,-3.039944e+01,-3.311534e+01,-3.828536e+01,-4.214559e+01,-3.756815e+01,-3.437069e+01,-3.761156e+01,-3.626626e+01,-3.355816e+01,-2.583868e+01,-2.583183e+01,-1.094285e+01,1.321401e+00,8.537289e+00,6.209927e+00,6.209478e+00,5.133768e+00,-3.461177e-01,-1.095268e+00,6.325294e+00
7.684924e+00,1.305674e+01,1.693081e+01,2.175476e+01,2.031995e+01,1.699236e+01,1.308471e+01,-3.182869e+01,-4.235082e+01,-4.125371e+01,-2.686167e+01,-2.176946e+01,-2.130376e+01,-2.008397e+01,-1.776789e+01,-2.081237e+01,-2.357254e+01,-2.343297e+01,-1.667426e+01,-1.572888e+01,-9.588574e+00,-6.536665e+00,4.051644e-01,-3.940676e-01,-3.590079e+00,-4.615115e+00,-2.585955e+00,-2.620677e+00,-2.272087e+00,-6.378301e+00,-7.032626e+00,-4.540154e+00,8.615868e-01,1.437184e+01,2.357194e+01,2.221035e+01,2.389931e+01,2.772660e+01,2.024921e+01,2.245605e+01,2.320496e+01,1.487070e+01,1.136415e+01,1.135593e+01
1.476414e+01,1.836304e+01,1.996572e+01,2.343667e+01,2.433199e+01,2.192921e+01,7.936266e+00,-9.581976e+00,-2.056184e+00,1.002411e+01,3.404907e+01,4.511721e+01,4.945966e+01,4.596589e+01,4.518105e+01,4.579584e+01,5.021689e+01,5.396072e+01,5.418903e+01,4.900686e+01,4.484805e+01,4.532074e+01,4.259103e+01,4.561887e+01,4.649075e+01,4.502183e+01,4.977027e+01,5.306536e+01,4.976547e+01,4.728105e+01,5.019259e+01,4.864818e+01,3.922280e+01,2.296533e+01,1.698281e+01,5.926924e+00,-1.777711e+00,-1.912949e+00,4.569155e-02,2.643747e+00,7.444341e+00,1.373520e+01,1.820450e+01,1.726925e+01
1.478299e+01,1.181293e+01,9.553605e+00,9.822723e+00,1.252205e+01,1.271208e+01,1.166558e+01,-3.162107e+01,-4.025989e+01,-4.243333e+01,-4.542195e+01,-4.283253e+01,-4.352631e+01,-4.763112e+01,-4.457920e+01,-4.387209e+01,-4.428801e+01,-4.662721e+01,-4.517393e+01,-4.585913e+01,-5.132504e+01,-5.964549e+01,-5.990428e+01,-5.887623e+01,-5.742524e+01,-5.455899e+01,-4.848984e+01,-4.644592e+01,-4.349747e+01,-4.111054e+01,-3.587451e+01,-2.782343e+01,-1.933149e+01,1.023624e-01,4.441385e+00,2.332080e+00,-1.021676e+00,-2.128301e+00,3.553065e+00,5.511815e+00,8.859729e+00,1.687416e+01,1.740910e+01,1.665367e+01
9.045826e+00,5.176631e+00,2.923022e+00,7.860494e-01,3.197588e+00,5.915363e+00,1.545658e+00,-1.275694e+01,5.164460e+00,2.197976e+01,3.015187e+01,2.706906e+01,1.562774e+01,1.115889e+01,1.210264e+01,1.770045e+01,2.101161e+01,1.546393e+01,1.371471e+01,1.370709e+01,1.492887e+01,1.333487e+01,1.644172e+01,2.163039e+01,2.290361e+01,2.252507e+01,2.600165e+01,2.747843e+01,2.567648e+01,2.182540e+01,2.273262e+01,1.710674e+01,5.498743e+00,3.678743e+00,1.326916e+01,1.720817e+01,2.116618e+01,2.460651e+01,2.371983e+01,1.900835e+01,2.260343e+01,2.121114e+01,1.692667e+01,1.458961e+01
3.133710e+00,1.700313e+00,1.603030e+00,-2.624338e-01,1.788322e+00,2.964832e+00,-1.013444e+01,-2.771378e+01,-2.515729e+01,-1.284118e+01,2.440114e-01,-1.742279e+00,-1.845779e+00,6.531751e-01,-4.567390e+00,-6.083214e-01,1.456456e+00,-6.375311e+00,-7.044647e+00,-6.442337e+00,-7.816891e+00,-1.020884e+01,-6.254757e+00,-1.551260e+00,-1.249070e+00,-3.857950e+00,-2.880463e+00,-1.684343e+00,-1.796756e+00,-3.478096e+00,-3.261658e+00,-9.745933e-01,3.435895e+00,5.997656e+00,1.231693e+01,8.122380e+00,1.824232e+00,-1.929950e+00,-3.646830e+00,5.617843e-01,7.778711e+00,6.991410e+00,1.122621e+01,1.297698e+01
-3.101203e-01,-2.830404e+00,-2.894877e+00,-2.395283e+00,-1.067585e+00,-3.110641e+00,2.732502e+00,2.506925e+01,2.236796e+01,2.235266e+01,2.094997e+01,2.130347e+01,1.831223e+01,1.747834e+01,1.514281e+01,1.887077e+01,2.434486e+01,2.709947e+01,2.867580e+01,2.971471e+01,2.907948e+01,2.585140e+01,2.542567e+01,2.677294e+01,3.093002e+01,2.865329e+01,2.653899e+01,3.181813e+01,3.261691e+01,2.972718e+01,2.370050e+01,1.340700e+01,3.413992e+00,2.098506e+00,3.999299e-02,-1.647271e+00,-7.992859e+00,-1.059660e+01,-1.081907e+01,-1.038785e+01,-5.393971e+00,-4.244748e+00,8.207848e-01,9.654144e+00
