Coeff 1,Coeff 2,Coeff 3,Coeff 4,Coeff 5,Coeff 6,Coeff 7,Coeff 8,Coeff 9,Coeff 10,Coeff 11,Coeff 12,Coeff 13,Coeff 14,Coeff 15,Coeff 16,Coeff 17,Coeff 18,Coeff 19,Coeff 20,Coeff 21,Coeff 22,Coeff 23,Coeff 24,Coeff 25,Coeff 26,Coeff 27,Coeff 28,Coeff 29,Coeff 30,Coeff 31,Coeff 32,Coeff 33
-4.511078e+02,-4.511078e+02,-4.511078e+02,-4.511078e+02,-4.511078e+02,-4.511078e+02,-4.511078e+02,-4.511078e+02,-4.511078e+02,-4.511078e+02,-4.511078e+02,-3.626612e+02,-3.201255e+02,-2.984486e+02,-2.874449e+02,-2.798907e+02,-2.596739e+02,-2.447628e+02,-2.332135e+02,-2.377663e+02,-2.676384e+02,-3.156060e+02,-3.666447e+02,-4.016266e+02,-4.041652e+02,-4.221031e+02,-4.492102e+02,-4.511078e+02,-4.511078e+02,-4.511078e+02,-4.511078e+02,-4.511078e+02,-4.511078e+02
0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.054628e+02,1.455100e+02,1.440104e+02,1.371236e+02,1.386187e+02,1.535414e+02,1.698799e+02,1.854886e+02,1.936313e+02,1.831779e+02,1.475052e+02,1.018942e+02,6.334228e+01,5.366830e+01,3.285106e+01,2.619477e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.684777e+01,6.435378e+01,4.200459e+01,1.887346e+01,7.354710e+00,7.547781e+00,9.324459e+00,7.892865e+00,1.535074e+01,3.462054e+01,5.304875e+01,5.960683e+01,4.682666e+01,2.770713e+01,1.605085e+01,2.430481e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.381692e+00,-7.763712e+00,-1.433148e+01,-1.764753e+01,-2.898305e+01,-3.195710e+01,-3.684262e+01,-5.309561e+01,-6.251303e+01,-5.321281e+01,-1.951178e+01,1.574932e+01,2.759696e+01,8.846231e+00,3.588180e+00,2.126148e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-3.194011e+01,-4.651210e+01,-4.444802e+01,-3.481881e+01,-3.939601e+01,-4.474097e+01,-4.437954e+01,-4.954692e+01,-4.929414e+01,-4.784268e+01,-3.621439e+01,-1.066788e+01,1.112392e+01,1.208815e+00,-1.730331e+00,1.721862e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-4.024679e+01,-4.341711e+01,-3.310019e+01,-2.381584e+01,-2.400773e+01,-2.523344e+01,-2.495507e+01,-2.104635e+01,-1.171544e+01,-1.275207e+01,-2.014759e+01,-1.641962e+01,-9.806418e-01,-5.094636e+00,-6.190680e+00,1.238001e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-2.923791e+01,-2.553575e+01,-1.766828e+01,-1.003543e+01,-6.313565e+00,-2.790039e+00,-4.946500e+00,-4.704685e+00,-2.381376e+00,-5.063129e+00,-8.380104e+00,-1.194619e+01,-9.116704e+00,-1.332418e+01,-1.193973e+01,6.988394e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-1.474904e+01,-1.571416e+01,-1.560196e+01,-1.557335e+01,-9.840256e+00,-5.330055e+00,-7.605050e+00,-1.164629e+01,-1.695395e+01,-2.001735e+01,-1.184747e+01,-9.667065e+00,-1.385405e+01,-1.563927e+01,-1.348013e+01,1.312664e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-8.766541e+00,-1.117115e+01,-2.151274e+01,-2.656607e+01,-2.245317e+01,-2.124333e+01,-2.196189e+01,-2.241431e+01,-2.477344e+01,-2.625156e+01,-1.990126e+01,-1.411070e+01,-1.622981e+01,-9.407275e+00,-8.275337e+00,-4.366357e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-1.274485e+01,-1.419467e+01,-2.354605e+01,-2.704491e+01,-2.651043e+01,-2.706931e+01,-2.798339e+01,-2.629592e+01,-2.251169e+01,-2.132366e+01,-2.466674e+01,-2.129514e+01,-1.798947e+01,-4.441849e+00,-2.781247e+00,-9.770572e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
