Coeff 1,Coeff 2,Coeff 3,Coeff 4,Coeff 5,Coeff 6,Coeff 7,Coeff 8,Coeff 9,Coeff 10,Coeff 11,Coeff 12,Coeff 13,Coeff 14,Coeff 15,Coeff 16,Coeff 17,Coeff 18,Coeff 19,Coeff 20,Coeff 21,Coeff 22,Coeff 23,Coeff 24,Coeff 25,Coeff 26,Coeff 27,Coeff 28,Coeff 29,Coeff 30,Coeff 31,Coeff 32,Coeff 33,Coeff 34,Coeff 35,Coeff 36,Coeff 37,Coeff 38,Coeff 39,Coeff 40,Coeff 41,Coeff 42,Coeff 43,Coeff 44,Coeff 45,Coeff 46,Coeff 47,Coeff 48,Coeff 49
-5.369460e+02,-5.237015e+02,-5.212295e+02,-5.199372e+02,-5.176779e+02,-5.035704e+02,-4.949742e+02,-4.950179e+02,-4.133637e+02,-2.659307e+02,-2.062398e+02,-2.008962e+02,-1.946287e+02,-1.482667e+02,-1.453826e+02,-1.699604e+02,-1.779233e+02,-1.775286e+02,-1.804389e+02,-1.737168e+02,-1.650787e+02,-1.534842e+02,-1.494515e+02,-1.430273e+02,-1.454252e+02,-1.448334e+02,-1.363416e+02,-1.220273e+02,-1.055740e+02,-9.190584e+01,-7.539520e+01,-5.239615e+01,-5.053237e+01,-6.842240e+01,-1.211670e+02,-1.863368e+02,-2.498852e+02,-3.415002e+02,-4.241686e+02,-4.785992e+02,-5.068467e+02,-5.141180e+02,-5.208101e+02,-5.184711e+02,-5.181116e+02,-5.205258e+02,-5.163575e+02,-5.173712e+02,-5.290339e+02
3.643314e+01,4.569176e+01,4.794592e+01,5.012948e+01,5.282832e+01,7.098218e+01,8.158411e+01,8.130161e+01,8.667140e+01,1.061789e+02,1.222354e+02,1.188696e+02,9.912695e+01,8.694878e+01,7.334582e+01,6.636137e+01,6.288341e+01,5.644460e+01,5.045449e+01,4.415025e+01,3.897564e+01,3.471894e+01,3.150127e+01,3.047945e+01,3.495226e+01,3.202292e+01,3.053144e+01,3.397178e+01,3.270124e+01,3.488957e+01,3.050940e+01,2.789238e+01,2.181956e+01,3.644355e+01,7.113094e+01,1.083999e+02,1.183717e+02,1.217083e+02,1.111870e+02,7.874559e+01,5.953249e+01,5.620546e+01,4.959039e+01,5.122171e+01,5.292280e+01,4.996630e+01,5.345919e+01,5.178224e+01,4.219040e+01
1.973154e+01,1.363298e+01,1.447349e+01,1.646003e+01,1.785762e+01,3.132264e+01,3.804459e+01,3.853487e+01,-2.775542e+01,-4.644579e+01,-3.347880e+01,-2.159774e+01,-2.222605e+01,-3.182428e+01,-2.314042e+01,-4.823136e+00,4.775242e+00,7.464472e+00,1.296702e+01,1.021791e+01,5.369147e+00,9.125942e-02,-2.210163e+00,1.414818e+00,4.617826e-01,-5.553095e+00,-1.155366e+01,-1.372128e+01,-2.571680e+01,-4.720173e+01,-5.612199e+01,-6.244241e+01,-6.906730e+01,-7.653204e+01,-7.056987e+01,-6.633374e+01,-5.660703e+01,-4.346049e+01,-2.164388e+01,-5.661002e-01,1.143510e+01,1.804260e+01,1.684106e+01,1.624605e+01,1.842418e+01,1.665314e+01,1.761298e+01,1.608628e+01,1.630965e+01
9.559005e+00,1.584258e+00,3.214627e+00,3.233165e+00,3.973435e+00,1.249246e+01,1.471413e+01,1.764626e+01,8.159638e+00,-1.115261e+01,-1.241320e+01,-7.928290e+00,-1.115061e+01,-1.967892e+01,-2.768772e+01,-3.218823e+01,-3.124368e+01,-3.179465e+01,-3.210195e+01,-3.329658e+01,-3.531780e+01,-3.489162e+01,-3.772221e+01,-3.801440e+01,-4.050710e+01,-4.225999e+01,-4.034303e+01,-4.160199e+01,-4.582541e+01,-4.782854e+01,-4.127877e+01,-3.543125e+01,-2.873516e+01,-3.337379e+01,-3.050934e+01,-2.666152e+01,-2.914902e+01,-2.499694e+01,-2.855205e+01,-1.783686e+01,-3.724844e+00,2.008757e+00,3.613983e+00,4.272827e+00,2.885966e+00,2.803864e+00,5.690708e+00,5.395013e+00,5.206206e+00
7.628024e+00,9.420148e+00,1.222119e+01,1.016444e+01,1.242080e+01,1.858417e+01,1.727436e+01,2.126715e+01,6.265722e+01,5.519510e+01,2.958138e+01,2.077237e+00,-1.145743e+01,-2.129833e+01,-2.092196e+01,-1.427472e+01,-8.675604e+00,-2.770701e-01,2.077462e+00,1.252207e+00,-1.113980e+00,1.041651e-01,6.387781e+00,1.209675e+01,1.272728e+01,9.874264e+00,1.157606e+01,7.518025e+00,-8.147153e-01,5.793958e+00,5.071117e+00,-1.469552e+00,2.590466e+00,-3.900490e-01,-3.790116e+00,4.752285e+00,1.306158e+01,1.903012e+01,1.522618e+01,1.123951e+01,1.083041e+01,9.555133e+00,1.079789e+01,1.469973e+01,9.554132e+00,1.116081e+01,1.575857e+01,1.646587e+01,1.170757e+01
6.680142e+00,1.358272e+01,1.613105e+01,1.436606e+01,1.824617e+01,2.341439e+01,2.051550e+01,2.254128e+01,1.472543e+01,-6.238812e+00,-3.355999e+00,1.922519e+01,3.933726e+01,4.135188e+01,4.208921e+01,3.971213e+01,3.753328e+01,3.772985e+01,3.722379e+01,3.822735e+01,3.848878e+01,4.209502e+01,4.448593e+01,4.715602e+01,4.139308e+01,3.874409e+01,3.963972e+01,3.878025e+01,4.373040e+01,4.285391e+01,4.109166e+01,4.397253e+01,4.560293e+01,4.863951e+01,5.412914e+01,4.715928e+01,3.965908e+01,2.618335e+01,1.348622e+01,2.234893e+01,1.931965e+01,1.506701e+01,1.601176e+01,1.999817e+01,1.667007e+01,1.888825e+01,2.054623e+01,2.060265e+01,1.764383e+01
4.234419e+00,6.657035e+00,8.700117e+00,9.655697e+00,1.163380e+01,1.291176e+01,1.036510e+01,1.114981e+01,-8.416605e+00,-2.041403e+01,-3.282748e+01,-4.547466e+01,-5.250195e+01,-5.506196e+01,-5.037689e+01,-4.041013e+01,-3.646083e+01,-3.707846e+01,-3.692314e+01,-4.247546e+01,-4.475037e+01,-4.836436e+01,-5.016059e+01,-4.756008e+01,-4.119263e+01,-4.140871e+01,-4.310043e+01,-4.037210e+01,-3.849979e+01,-3.564353e+01,-3.329934e+01,-2.922221e+01,-3.096359e+01,-2.800459e+01,-2.575331e+01,-1.911905e+01,-1.651958e+01,-1.047855e+01,5.940048e+00,1.262142e+01,1.330329e+01,8.894806e+00,1.040572e+01,1.108116e+01,1.272947e+01,1.429323e+01,1.313639e+01,1.124567e+01,1.259253e+01
2.666855e+00,1.130644e+00,2.646222e+00,6.702407e+00,4.499040e+00,-1.305209e+00,-2.631196e+00,9.604344e-01,1.224450e+01,1.036736e+01,8.380293e+00,1.327992e+01,1.630725e+01,2.122398e+01,2.759100e+01,3.222282e+01,3.283369e+01,2.890368e+01,2.649243e+01,2.332186e+01,2.616236e+01,2.829243e+01,2.733361e+01,3.230228e+01,3.651062e+01,3.345658e+01,3.132513e+01,2.811323e+01,3.247213e+01,3.887110e+01,4.088902e+01,3.960159e+01,4.109200e+01,4.106641e+01,3.367269e+01,2.458132e+01,2.376537e+01,2.322557e+01,1.741479e+01,1.148242e+01,7.414519e+00,2.354594e+00,3.548800e+00,2.713968e+00,5.130113e+00,5.889902e+00,6.951035e+00,3.420908e+00,4.114271e+00
1.820128e+00,3.048095e+00,2.548114e+00,8.151266e+00,4.216773e+00,-6.642750e+00,-7.172452e+00,1.250780e-01,1.187773e+01,-7.548779e+00,-9.301631e+00,-4.699006e+00,-2.996391e-01,-5.408211e-01,4.444649e+00,5.830025e+00,4.686426e+00,4.287317e-01,-1.611928e+00,-3.593037e+00,-2.155502e+00,-6.786330e-01,-2.510931e+00,-1.888090e+00,-3.163612e+00,-9.573540e+00,-1.223678e+01,-1.064512e+01,-1.208400e+01,-8.854856e+00,-7.270483e+00,-9.369236e+00,-1.004445e+01,-1.302306e+01,-1.342561e+01,-1.375639e+01,-1.310692e+01,-1.307951e-02,1.213620e+01,1.236817e+01,4.172067e+00,1.598035e+00,2.370817e+00,3.231274e+00,1.665305e+00,2.130886e+00,6.739078e+00,3.533932e+00,1.604626e+00
4.656076e-01,4.726362e+00,2.066960e+00,7.067904e+00,4.155461e+00,-6.267927e+00,-7.002675e+00,3.643328e-02,7.063567e+00,1.678418e+01,1.084076e+01,6.092710e+00,1.764536e+01,2.293423e+01,2.765331e+01,2.973415e+01,2.809360e+01,2.315339e+01,2.149626e+01,1.897279e+01,1.995049e+01,1.800454e+01,1.218846e+01,1.325251e+01,1.150769e+01,1.302601e+01,1.029785e+01,1.289106e+01,7.003750e+00,8.807452e+00,7.466364e+00,6.538748e+00,-6.595274e-01,-5.669320e+00,-9.027361e+00,-1.021833e+01,-1.231042e+01,-1.309523e+01,-7.698232e+00,-2.205653e-01,-1.854466e+00,1.350332e+00,3.401969e+00,4.562786e+00,4.087749e-01,1.279165e+00,5.990564e+00,5.364190e+00,3.935756e+00
