Coeff 1,Coeff 2,Coeff 3,Coeff 4,Coeff 5,Coeff 6,Coeff 7,Coeff 8,Coeff 9,Coeff 10,Coeff 11,Coeff 12,Coeff 13,Coeff 14,Coeff 15,Coeff 16,Coeff 17,Coeff 18,Coeff 19,Coeff 20,Coeff 21,Coeff 22,Coeff 23
-4.379842e+02,-4.232593e+02,-4.452056e+02,-4.709008e+02,-4.198597e+02,-2.887143e+02,-2.017303e+02,-1.201326e+02,-8.111356e+01,-8.416714e+01,-7.656585e+01,-5.835667e+01,-3.198943e+01,-4.702559e+01,-1.011119e+02,-1.681421e+02,-2.578684e+02,-3.510426e+02,-4.111901e+02,-4.581011e+02,-4.805684e+02,-4.808085e+02,-4.895413e+02
8.140404e+01,9.176758e+01,8.175111e+01,6.596285e+01,6.891621e+01,5.142790e+01,6.224981e+01,1.009738e+02,8.864725e+01,4.588236e+01,3.469716e+01,3.677118e+01,5.831562e+01,7.815083e+01,1.023259e+02,1.387734e+02,1.652703e+02,1.567141e+02,1.207180e+02,8.271745e+01,6.397439e+01,6.076463e+01,5.630339e+01
-5.094557e+00,-6.771867e+00,-1.769101e+00,9.958036e+00,-1.723098e+01,-2.796490e+01,-2.979486e+01,-4.671653e+01,-4.239304e+01,-1.480056e+01,-8.934420e+00,-1.312306e+01,-3.501049e+01,-4.018243e+01,-2.968517e+01,-1.509406e+01,-4.713603e+00,7.475395e+00,1.663380e+01,1.981949e+01,2.257607e+01,1.667880e+01,2.510949e+01
-1.828305e+01,-1.749378e+01,-1.464812e+01,-4.959888e+00,-2.056917e+01,-9.195400e+00,-1.770843e+01,-3.521924e+01,-3.291136e+01,-2.861667e+01,-3.086308e+01,-3.087451e+01,-4.160741e+01,-4.787822e+01,-4.896201e+01,-4.099920e+01,-3.159985e+01,-2.098564e+01,-1.415566e+01,-5.442211e+00,2.382140e+00,3.304685e-01,1.087271e+01
9.700633e+00,1.677742e+01,1.449207e+01,1.168457e+01,1.664709e+01,6.922712e+00,-8.552899e+00,-2.665814e+01,-2.726558e+01,-2.086757e+01,-1.995796e+01,-2.116001e+01,-2.365022e+01,-1.843395e+01,-2.029173e+01,-1.328209e+01,-1.428864e+00,8.075081e+00,1.067207e+01,7.689244e+00,7.219752e+00,1.026660e+01,1.326623e+01
1.697499e+01,2.154652e+01,2.300882e+01,1.819308e+01,3.742270e+01,6.030734e+01,6.396423e+01,5.564985e+01,5.686846e+01,5.192296e+01,4.783832e+01,4.918687e+01,4.637693e+01,5.093808e+01,5.088296e+01,4.327443e+01,2.857134e+01,1.651081e+01,2.138986e+01,1.698611e+01,1.310056e+01,1.523522e+01,1.303450e+01
1.275637e+01,1.511177e+01,1.565361e+01,1.176877e+01,-3.524174e+00,-1.418389e+01,-1.446358e+01,-1.856726e+01,-1.863923e+01,-2.474323e+01,-2.586211e+01,-2.770173e+01,-3.714759e+01,-3.575516e+01,-3.159448e+01,-3.103728e+01,-2.254547e+01,-5.417141e+00,5.158193e+00,9.711769e+00,1.009253e+01,8.046354e+00,7.096566e+00
1.117529e+01,1.077400e+01,1.211454e+01,9.820287e+00,1.361854e+01,1.428902e+01,8.408916e+00,2.878348e+00,6.311034e+00,1.429046e+01,2.193496e+01,2.422974e+01,1.728974e+01,1.020372e+01,3.937855e+00,-2.478137e+00,-8.912977e+00,-1.001755e+01,-5.854630e+00,6.482723e+00,8.022423e+00,4.900908e+00,5.993956e+00
8.259249e+00,7.023469e+00,7.215236e+00,9.761359e+00,1.014440e+01,8.190954e+00,2.264599e+00,4.940209e-01,-3.803588e+00,-2.638044e+00,3.026381e+00,3.271788e+00,4.803500e+00,4.843053e+00,4.585015e+00,6.883990e+00,6.947899e+00,6.822713e+00,4.495321e+00,1.253699e+01,1.038293e+01,8.756158e+00,9.055759e+00
8.781425e+00,6.205190e+00,9.959304e-02,3.679104e+00,-2.223361e+00,-1.626262e+00,-5.565063e+00,-7.761346e+00,3.379306e-01,1.054583e+01,1.665301e+01,1.828512e+01,2.056022e+01,2.156516e+01,2.113108e+01,1.850276e+01,1.406208e+01,1.338750e+01,1.152206e+01,1.004692e+01,8.435226e+00,6.876935e+00,6.325393e+00
3.084363e+00,1.054772e+00,-4.599400e+00,-3.311341e+00,3.755334e+00,-4.300969e+00,-8.548414e+00,-1.423198e+01,-1.687429e+01,-1.963597e+01,-1.866752e+01,-2.105034e+01,-1.766721e+01,-1.145666e+01,-6.670557e+00,2.259158e+00,1.138618e+01,4.686948e+00,-9.206084e-01,-4.739196e+00,-6.539890e-01,-2.800263e+00,-1.936458e+00
7.796550e-01,-3.308151e+00,-8.563945e+00,-7.046220e+00,-1.419558e+01,-4.014448e+00,-1.707230e+00,-8.337128e+00,-5.136343e+00,8.396223e-01,1.077375e+00,1.502414e+00,2.447809e+00,2.136307e+00,1.255483e+00,-1.597443e+00,-4.997171e+00,-9.192583e+00,-9.284722e+00,-1.353967e+01,-8.444355e+00,-9.053088e+00,-6.960814e+00
-1.542920e+00,-4.429234e+00,-9.188557e+00,-9.509449e+00,-2.554995e+00,-3.665917e+00,-7.921852e+00,-1.505386e+01,-1.989990e+01,-2.433670e+01,-2.737839e+01,-2.583806e+01,-2.076118e+01,-1.456064e+01,-1.418987e+01,-1.162617e+01,-9.115858e+00,-6.241509e+00,-3.060312e+00,-7.889806e+00,-8.707272e+00,-7.686831e+00,-7.226025e+00
