Coeff 1,Coeff 2,Coeff 3,Coeff 4,Coeff 5,Coeff 6,Coeff 7,Coeff 8,Coeff 9,Coeff 10,Coeff 11,Coeff 12,Coeff 13,Coeff 14,Coeff 15,Coeff 16,Coeff 17,Coeff 18,Coeff 19,Coeff 20,Coeff 21,Coeff 22,Coeff 23
-5.035550e+02,-4.906592e+02,-4.732683e+02,-4.039049e+02,-3.054812e+02,-2.066640e+02,-1.441218e+02,-1.252361e+02,-1.183767e+02,-1.384892e+02,-1.533445e+02,-1.053374e+02,-9.394108e+01,-1.350399e+02,-2.146067e+02,-2.842529e+02,-3.540563e+02,-4.072062e+02,-4.557392e+02,-4.787106e+02,-4.845795e+02,-4.839905e+02,-4.913821e+02
3.623888e+01,4.755984e+01,5.951991e+01,6.834195e+01,8.877618e+01,1.140802e+02,9.526601e+01,6.325008e+01,4.712077e+01,4.866953e+01,5.806989e+01,6.206768e+01,8.292601e+01,1.115390e+02,1.407081e+02,1.699508e+02,1.634837e+02,1.219930e+02,7.876329e+01,5.739484e+01,5.111187e+01,5.126151e+01,4.509264e+01
2.278744e+01,2.078791e+01,1.176561e+01,6.207719e-01,1.289650e+01,-7.649618e-01,-3.568122e+00,-4.279673e+00,-1.100313e+01,-3.396628e+00,-2.073675e+00,-3.016954e+01,-4.242462e+01,-3.592119e+01,-1.382929e+01,1.597152e+00,1.746435e+01,1.926340e+01,1.942443e+01,1.684356e+01,1.523951e+01,1.557972e+01,1.640581e+01
1.520163e+01,6.549520e+00,-6.050868e+00,-3.590409e+01,-5.346012e+01,-6.067889e+01,-4.498624e+01,-3.968075e+01,-4.096343e+01,-4.030812e+01,-3.657571e+01,-4.719844e+01,-6.376160e+01,-7.230090e+01,-6.353828e+01,-4.957285e+01,-3.155514e+01,-2.183931e+01,-8.243023e+00,-6.008883e+00,-2.784872e+00,8.995652e-03,2.042483e+00
1.624214e+01,1.122562e+01,1.112862e+01,1.024606e+01,-1.374664e+00,-1.707050e+01,-2.628849e+01,-2.461281e+01,-2.900778e+01,-2.765622e+01,-2.530235e+01,-2.613452e+01,-2.624726e+01,-3.193280e+01,-3.002034e+01,-1.914198e+01,2.460217e+00,1.559243e+00,1.993764e+00,-3.081492e+00,3.614923e+00,7.766224e+00,6.123655e+00
1.794439e+01,1.939221e+01,2.635726e+01,6.002917e+01,6.497011e+01,5.421657e+01,5.964224e+01,6.300510e+01,6.665903e+01,6.508503e+01,6.185336e+01,6.566524e+01,5.988457e+01,5.221431e+01,4.085621e+01,3.258896e+01,2.063937e+01,1.763756e+01,1.184778e+01,4.737041e+00,1.271637e+01,1.582711e+01,1.232044e+01
1.400565e+01,1.743029e+01,1.813677e+01,6.601351e+00,-9.282362e+00,-1.659606e+01,-2.781717e+01,-3.537402e+01,-3.712097e+01,-3.436396e+01,-3.623441e+01,-3.588934e+01,-3.393952e+01,-3.064715e+01,-2.393988e+01,-1.455667e+01,-6.367956e+00,1.807701e+00,3.544268e+00,3.742769e+00,9.926279e+00,1.300022e+01,1.138718e+01
7.379123e+00,8.648715e+00,2.989718e+00,6.190637e+00,8.411209e+00,2.320621e+00,3.375386e+00,9.347043e+00,1.169489e+01,1.963046e+01,1.989632e+01,1.680998e+01,1.383698e+01,1.280122e+01,8.945593e+00,1.032167e+00,-1.327331e+01,-8.647939e+00,-3.022798e+00,1.868113e+00,3.829626e+00,8.000282e+00,8.654413e+00
3.909832e+00,3.086808e+00,1.189035e+00,-1.191691e+01,-1.540372e+01,-1.386337e+01,-1.319854e+01,-8.600336e+00,-2.874010e+00,-2.840386e+00,-2.698762e+00,-3.870124e+00,-3.265112e-01,2.103942e+00,-2.256088e+00,-3.030546e+00,5.170753e+00,4.188960e+00,5.737449e+00,6.681323e+00,5.269499e+00,7.438442e+00,8.303708e+00
3.372433e+00,2.000436e+00,7.347735e+00,4.760709e+00,-3.884488e+00,-1.029555e-01,6.938903e+00,1.910438e+01,2.752416e+01,2.905888e+01,2.806986e+01,2.653240e+01,2.113645e+01,1.850752e+01,1.643681e+01,1.170313e+01,1.503388e+01,1.432138e+01,1.369454e+01,9.596140e+00,8.426641e+00,6.434349e+00,5.887679e+00
1.070553e+00,-7.931563e-01,5.096202e+00,2.186582e+01,1.603083e+01,9.763865e+00,2.129484e+00,-4.465974e-01,-3.863420e+00,-8.956872e+00,-1.035213e+01,-4.916543e+00,-1.116368e+00,5.400201e+00,1.417936e+01,1.521821e+01,4.078613e+00,4.054786e+00,5.203897e+00,1.357414e+00,2.484253e+00,2.701604e-01,-1.725413e+00
-4.018476e+00,-6.950583e+00,-6.558185e+00,-1.243721e+01,-2.131211e+01,-1.950618e+01,-1.238324e+01,-1.133792e+01,-1.103908e+01,-1.319209e+01,-1.282695e+01,-8.243610e+00,-1.224678e+01,-1.247197e+01,-1.507639e+01,-1.551940e+01,-1.222625e+01,-1.090550e+01,-9.064484e+00,-1.076980e+01,-9.254536e+00,-7.694161e+00,-9.260233e+00
-7.610265e+00,-1.082124e+01,-1.475913e+01,-4.029205e+00,-1.058857e+01,-2.582166e+01,-3.110370e+01,-3.383199e+01,-3.751446e+01,-3.514307e+01,-3.344011e+01,-3.138216e+01,-3.128502e+01,-2.741455e+01,-1.878783e+01,-1.364193e+01,-1.325601e+01,-1.321902e+01,-1.170584e+01,-1.376972e+01,-1.435580e+01,-1.106979e+01,-9.849411e+00
