Coeff 1,Coeff 2,Coeff 3,Coeff 4,Coeff 5,Coeff 6,Coeff 7,Coeff 8,Coeff 9,Coeff 10,Coeff 11,Coeff 12,Coeff 13,Coeff 14,Coeff 15,Coeff 16,Coeff 17,Coeff 18,Coeff 19,Coeff 20,Coeff 21,Coeff 22,Coeff 23,Coeff 24,Coeff 25,Coeff 26,Coeff 27,Coeff 28,Coeff 29,Coeff 30,Coeff 31,Coeff 32,Coeff 33,Coeff 34,Coeff 35,Coeff 36,Coeff 37,Coeff 38,Coeff 39,Coeff 40,Coeff 41,Coeff 42,Coeff 43,Coeff 44,Coeff 45,Coeff 46,Coeff 47,Coeff 48,Coeff 49,Coeff 50,Coeff 51,Coeff 52,Coeff 53,Coeff 54,Coeff 55
-5.061430e+02,-4.931620e+02,-4.906731e+02,-4.899435e+02,-4.927446e+02,-4.892796e+02,-4.840154e+02,-4.781104e+02,-4.701663e+02,-4.442744e+02,-3.958614e+02,-3.133426e+02,-2.378412e+02,-1.990975e+02,-1.762792e+02,-1.707153e+02,-1.761774e+02,-1.843347e+02,-1.830758e+02,-1.781197e+02,-1.772550e+02,-1.712506e+02,-1.655927e+02,-1.610075e+02,-1.466712e+02,-1.380704e+02,-1.208759e+02,-1.077223e+02,-1.017776e+02,-9.660352e+01,-8.747890e+01,-8.437775e+01,-6.540376e+01,-5.210511e+01,-5.111916e+01,-6.995811e+01,-9.761439e+01,-1.380383e+02,-2.026123e+02,-2.864800e+02,-3.591497e+02,-4.236050e+02,-4.710236e+02,-4.855912e+02,-4.888853e+02,-4.921910e+02,-4.923496e+02,-4.896025e+02,-4.879252e+02,-4.896112e+02,-4.873727e+02,-4.879713e+02,-4.897441e+02,-4.904374e+02,-5.007419e+02
3.266801e+01,4.534013e+01,4.778005e+01,4.829725e+01,4.816057e+01,5.314621e+01,5.715823e+01,6.209525e+01,6.775995e+01,6.283338e+01,3.820880e+01,8.313228e+00,2.314517e+01,5.138925e+01,7.286317e+01,7.075691e+01,7.022923e+01,6.754448e+01,6.163644e+01,5.229433e+01,4.913733e+01,5.132610e+01,5.628973e+01,5.355051e+01,4.578191e+01,4.009557e+01,4.242940e+01,4.339279e+01,4.500307e+01,4.585001e+01,4.783609e+01,4.682535e+01,4.440800e+01,3.736294e+01,3.463241e+01,4.262718e+01,6.201775e+01,8.139003e+01,1.072367e+02,1.327569e+02,1.248368e+02,8.752635e+01,5.959425e+01,5.086580e+01,4.903760e+01,4.691514e+01,4.714606e+01,4.998982e+01,5.154426e+01,4.895671e+01,5.011337e+01,4.910859e+01,4.957482e+01,5.027505e+01,4.007573e+01
1.597114e+01,1.918879e+01,1.900269e+01,1.877871e+01,2.406332e+01,2.819883e+01,2.686930e+01,2.810156e+01,2.765005e+01,3.436093e+01,3.826039e+01,4.487350e+01,4.407489e+01,2.790454e+01,-2.080469e+00,-4.559986e+00,7.249752e+00,8.494624e+00,1.170823e+01,1.181626e+01,6.244378e+00,4.095923e+00,1.479085e+00,-1.295735e-01,-5.023436e+00,-1.044377e+01,-1.921068e+01,-2.515881e+01,-3.223015e+01,-3.836705e+01,-4.995396e+01,-5.466863e+01,-6.093498e+01,-7.192589e+01,-7.369207e+01,-6.903954e+01,-6.813049e+01,-6.577466e+01,-5.934019e+01,-4.815953e+01,-3.505974e+01,-1.611131e+01,8.730389e+00,1.643669e+01,1.820454e+01,2.071567e+01,2.089412e+01,2.118454e+01,2.160900e+01,1.970585e+01,1.785250e+01,1.606364e+01,2.096968e+01,2.329727e+01,2.171378e+01
7.326822e+00,7.938311e+00,6.430696e+00,5.500701e+00,9.949755e+00,1.145898e+01,9.814797e+00,1.306497e+01,1.620270e+01,-4.297133e-02,-1.778489e+01,-4.828976e+00,8.496885e+00,7.952213e+00,-5.167386e+00,-1.264318e+01,-1.765929e+01,-1.910135e+01,-2.241445e+01,-1.984194e+01,-2.074466e+01,-2.386481e+01,-2.280548e+01,-2.274859e+01,-2.069956e+01,-1.755494e+01,-1.985660e+01,-2.198396e+01,-2.383660e+01,-2.561356e+01,-2.592208e+01,-2.223146e+01,-1.847984e+01,-1.798506e+01,-1.471456e+01,-1.652261e+01,-1.427784e+01,-1.217519e+01,-1.805910e+01,-3.346516e+01,-3.718880e+01,-2.395771e+01,-3.577085e+00,3.583163e+00,4.690583e+00,8.730194e+00,7.741302e+00,5.785445e+00,5.698889e+00,6.126419e+00,4.050470e+00,1.871498e+00,6.810651e+00,6.950918e+00,1.005264e+01
8.247956e+00,1.162142e+01,1.289746e+01,1.076947e+01,1.029896e+01,9.038996e+00,1.074656e+01,1.602797e+01,2.325199e+01,3.409255e+01,3.969055e+01,3.613280e+01,2.448950e+01,9.951288e+00,-8.612881e+00,-1.325633e+01,-8.724739e+00,-2.868139e+00,1.792272e+00,7.109804e+00,1.052384e+01,8.501268e+00,8.913479e+00,5.417239e+00,5.865794e+00,1.601501e+00,-8.601757e-01,-9.978197e-01,-8.712238e-01,2.115162e+00,-5.992076e-01,-1.886914e+00,-1.289881e+00,-5.132391e+00,-1.196705e+01,-1.308510e+01,-2.015914e+01,-2.303725e+01,-6.393919e+00,5.776264e+00,1.411312e+01,1.493457e+01,1.135304e+01,1.087698e+01,1.084792e+01,1.253875e+01,1.167653e+01,9.703051e+00,8.326625e+00,1.022174e+01,9.788053e+00,9.538691e+00,1.137095e+01,8.394354e+00,9.648376e+00
9.648982e+00,1.372411e+01,1.904055e+01,1.675943e+01,1.348602e+01,1.091430e+01,1.372262e+01,1.748781e+01,1.974836e+01,1.806807e+01,1.004614e+01,5.547215e+00,-2.698411e+00,5.293445e+00,3.153154e+01,3.784797e+01,3.060904e+01,2.983682e+01,3.301064e+01,3.689243e+01,3.695674e+01,3.840857e+01,3.862398e+01,3.693118e+01,3.473959e+01,3.965022e+01,4.633831e+01,4.631150e+01,4.942500e+01,4.761858e+01,4.079668e+01,3.913303e+01,4.154498e+01,4.122111e+01,4.346568e+01,5.021831e+01,5.471629e+01,5.037044e+01,4.207396e+01,2.627966e+01,1.357347e+01,1.883762e+01,1.736292e+01,1.613634e+01,1.760908e+01,1.718725e+01,1.789327e+01,1.769610e+01,1.447149e+01,1.509962e+01,1.623883e+01,1.826473e+01,1.753507e+01,1.477997e+01,1.238990e+01
7.938328e+00,9.908058e+00,1.482512e+01,1.410091e+01,1.134430e+01,8.507589e+00,9.077954e+00,1.271025e+01,1.091328e+01,1.184622e+01,1.409535e+01,1.052351e+01,-1.245452e+00,-2.039066e+01,-3.803955e+01,-4.679003e+01,-4.144733e+01,-3.347110e+01,-2.617767e+01,-2.175220e+01,-2.245426e+01,-2.527112e+01,-2.620428e+01,-3.182295e+01,-3.535842e+01,-3.465853e+01,-2.999073e+01,-3.259916e+01,-3.120309e+01,-3.213280e+01,-3.247609e+01,-3.260117e+01,-3.361605e+01,-3.566831e+01,-3.693210e+01,-3.109988e+01,-2.384235e+01,-2.701628e+01,-2.361827e+01,-1.576308e+01,-1.795373e+00,8.589918e+00,1.396407e+01,1.438890e+01,1.578112e+01,1.624404e+01,1.655515e+01,1.737388e+01,1.439271e+01,1.337797e+01,1.637391e+01,1.688040e+01,1.421290e+01,1.372095e+01,1.093324e+01
6.428895e+00,7.525393e+00,8.095592e+00,7.436219e+00,6.729203e+00,3.936469e+00,2.371078e+00,7.302192e+00,1.121953e+01,8.818964e+00,1.038692e+01,7.501920e+00,1.491407e+01,2.460913e+01,4.051828e+01,5.079552e+01,5.117256e+01,4.003260e+01,3.649556e+01,4.000704e+01,3.711512e+01,3.803530e+01,4.428229e+01,4.631758e+01,4.155971e+01,4.048082e+01,4.578164e+01,4.951145e+01,5.312180e+01,5.325689e+01,5.441589e+01,5.464640e+01,5.484939e+01,5.776678e+01,5.710292e+01,5.652800e+01,5.154597e+01,4.620246e+01,3.480769e+01,1.974751e+01,1.005639e+01,1.352115e+01,1.382345e+01,1.248202e+01,1.069464e+01,1.264707e+01,1.033989e+01,1.042659e+01,1.009746e+01,1.017404e+01,1.467737e+01,1.106220e+01,7.105962e+00,7.081765e+00,6.331161e+00
5.480318e+00,7.627899e+00,5.807998e+00,3.230537e+00,4.477324e+00,1.997595e+00,7.181686e-02,2.499101e+00,1.187865e+01,1.063441e+01,-3.765229e+00,-1.370527e+01,-1.607656e+01,-9.906023e+00,-4.234658e+00,-6.504785e+00,-8.259571e+00,-6.609066e+00,-4.286157e+00,-4.660453e+00,-6.695818e+00,-1.132020e+01,-1.469999e+01,-1.200585e+01,-8.905169e+00,-8.237597e+00,-7.535451e+00,-4.725096e+00,-8.706619e+00,-1.216541e+01,-1.031579e+01,-1.744901e+01,-1.963927e+01,-1.660584e+01,-1.630367e+01,-1.332815e+01,-1.262623e+01,-1.602529e+01,-1.634651e+01,-3.919728e+00,6.829818e+00,1.101226e+01,9.574840e+00,8.762869e+00,6.527899e+00,7.409594e+00,4.367842e+00,3.911936e+00,6.010011e+00,8.844254e+00,1.221178e+01,7.201047e+00,5.061704e+00,3.221683e+00,2.703845e+00
1.852938e+00,4.321056e+00,4.299120e+00,2.780287e+00,3.756378e+00,1.603702e+00,1.290839e-02,-1.406051e+00,3.106906e+00,9.862579e+00,1.400485e+01,5.720276e+00,-1.583745e+00,-4.047830e-02,2.788423e+00,9.828931e+00,1.268872e+01,1.537960e+01,1.350083e+01,9.445374e+00,7.176929e+00,5.677068e-01,4.011274e+00,2.078467e+00,2.204710e+00,8.195980e+00,8.192016e+00,6.324140e+00,6.945607e+00,8.421024e+00,4.087560e+00,-6.390669e-01,1.735490e+00,4.377012e+00,2.228047e+00,-7.054861e-01,-7.255848e+00,-1.470670e+01,-2.174348e+01,-1.849494e+01,-6.479895e+00,-4.376922e+00,-4.784349e+00,1.533919e-01,2.190191e+00,1.024335e+00,3.792245e-01,7.870528e-01,3.751742e+00,7.066319e+00,7.233049e+00,4.709744e+00,7.049756e+00,3.648494e+00,8.978354e-01
