Coeff 1,Coeff 2,Coeff 3,Coeff 4,Coeff 5,Coeff 6,Coeff 7,Coeff 8,Coeff 9,Coeff 10,Coeff 11,Coeff 12,Coeff 13,Coeff 14,Coeff 15,Coeff 16,Coeff 17,Coeff 18,Coeff 19,Coeff 20,Coeff 21,Coeff 22,Coeff 23,Coeff 24
-5.251988e+02,-4.898223e+02,-2.882653e+02,-1.189514e+02,-4.427212e+01,-3.788432e+01,-5.894383e+01,-8.354686e+01,-1.026051e+02,-1.144130e+02,-1.314360e+02,-1.462323e+02,-1.750902e+02,-2.116531e+02,-2.601554e+02,-3.202268e+02,-3.817953e+02,-4.169781e+02,-4.391736e+02,-4.768065e+02,-4.919173e+02,-4.954409e+02,-4.979461e+02,-5.026709e+02
5.216805e+01,7.290904e+01,9.263233e+01,8.590649e+01,7.460751e+01,6.078020e+01,4.744139e+01,4.902844e+01,5.554913e+01,6.379849e+01,8.436490e+01,1.095282e+02,1.391401e+02,1.637375e+02,1.781845e+02,1.896648e+02,1.781466e+02,1.536177e+02,1.260204e+02,9.119798e+01,7.808310e+01,7.498569e+01,7.136345e+01,6.718771e+01
9.519993e+00,-2.918144e+00,-4.022132e+01,-5.589473e+01,-5.767302e+01,-6.068822e+01,-5.626366e+01,-4.065299e+01,-3.121574e+01,-2.746723e+01,-2.052818e+01,-1.604323e+01,-8.147446e+00,7.856021e+00,1.340080e+01,1.884217e+01,3.189192e+01,3.856923e+01,2.361889e+01,1.321975e+01,7.404349e+00,5.295227e+00,2.111145e+00,2.790458e+00
-5.010152e+00,-9.412867e+00,-5.342812e+01,-5.025859e+01,-4.843816e+01,-4.497338e+01,-3.303674e+01,-2.835628e+01,-2.899230e+01,-3.182299e+01,-2.873584e+01,-3.240895e+01,-4.049799e+01,-4.549313e+01,-4.217030e+01,-2.955041e+01,-2.425656e+00,9.832423e+00,6.572657e+00,1.403447e+00,-5.035756e+00,-8.885492e+00,-1.047697e+01,-8.800898e+00
6.287356e+00,9.319777e+00,-1.886063e+01,-3.841674e+01,-3.744633e+01,-3.451456e+01,-2.737994e+01,-2.159412e+01,-2.057513e+01,-2.683568e+01,-4.182912e+01,-5.408667e+01,-6.134052e+01,-6.462233e+01,-5.248439e+01,-2.447369e+01,4.946008e+00,1.488040e+01,1.276541e+01,1.373320e+01,1.499200e+01,1.209706e+01,1.297181e+01,1.160838e+01
1.422752e+01,9.784163e+00,3.493755e+01,4.314361e+01,5.344196e+01,6.476985e+01,7.252695e+01,7.981702e+01,7.701157e+01,7.290054e+01,7.411423e+01,6.928448e+01,6.233678e+01,5.092439e+01,2.994856e+01,5.721864e+00,-8.268967e+00,-4.252734e+00,-3.562740e+00,6.768567e+00,1.449386e+01,1.437874e+01,1.739404e+01,1.515145e+01
1.033085e+01,9.154655e+00,-3.761386e+01,-5.774958e+01,-5.742593e+01,-5.653202e+01,-5.713362e+01,-5.533440e+01,-5.257351e+01,-6.394099e+01,-6.788475e+01,-6.366592e+01,-5.506341e+01,-4.516477e+01,-3.335863e+01,-2.317193e+01,-2.082427e+01,-1.969745e+01,-1.231242e+01,-1.553855e+00,2.003701e+00,2.177943e+00,4.568855e+00,2.969064e+00
5.714293e+00,8.804451e+00,3.523872e+01,4.143289e+01,4.819321e+01,5.052741e+01,4.545781e+01,3.967153e+01,3.945702e+01,3.539779e+01,3.230912e+01,3.165605e+01,2.955904e+01,2.453866e+01,1.097542e+01,-5.024339e+00,-1.828572e+01,-1.999199e+01,-1.585469e+01,-4.568629e+00,4.714523e-01,8.871177e-02,-9.608622e-01,-2.476830e+00
4.742893e+00,1.253146e+00,7.063790e+00,2.400561e+00,3.147119e+00,3.104475e+00,2.675266e+00,-3.708022e+00,-6.686678e+00,-4.477429e-01,1.682244e+00,-2.274687e+00,-1.127985e+00,-2.591387e+00,-9.820769e+00,-9.433819e+00,-1.172293e+01,-1.935149e+01,-2.322467e+01,-1.067787e+01,7.637985e-01,2.292514e+00,-3.362927e-01,1.211786e+00
1.369395e+00,-5.905999e+00,-1.414556e+01,-1.729581e+01,-1.562348e+01,-1.781776e+01,-1.736486e+01,-1.407552e+01,-1.206396e+01,-2.812293e+00,-7.421050e-01,-7.067464e+00,-7.588075e+00,-3.739030e+00,-1.424123e+00,-5.156783e+00,-1.108116e+01,-1.669489e+01,-2.157807e+01,-1.429756e+01,-5.385173e+00,-1.868940e+00,-1.420180e+00,3.559076e+00
