Coeff 1,Coeff 2,Coeff 3,Coeff 4,Coeff 5,Coeff 6,Coeff 7,Coeff 8,Coeff 9,Coeff 10,Coeff 11,Coeff 12,Coeff 13,Coeff 14,Coeff 15,Coeff 16,Coeff 17,Coeff 18,Coeff 19,Coeff 20,Coeff 21,Coeff 22,Coeff 23,Coeff 24,Coeff 25,Coeff 26,Coeff 27,Coeff 28,Coeff 29,Coeff 30,Coeff 31,Coeff 32,Coeff 33,Coeff 34,Coeff 35,Coeff 36,Coeff 37,Coeff 38,Coeff 39,Coeff 40,Coeff 41,Coeff 42,Coeff 43,Coeff 44,Coeff 45,Coeff 46,Coeff 47,Coeff 48,Coeff 49,Coeff 50
-5.313811e+02,-5.221438e+02,-5.216194e+02,-5.145662e+02,-4.948845e+02,-4.767119e+02,-4.267164e+02,-3.524698e+02,-2.614549e+02,-1.833441e+02,-1.525645e+02,-1.483214e+02,-1.207614e+02,-1.170392e+02,-1.428222e+02,-1.619492e+02,-1.714871e+02,-1.754693e+02,-1.783591e+02,-1.801295e+02,-1.742145e+02,-1.557095e+02,-1.486554e+02,-1.463779e+02,-1.486622e+02,-1.461905e+02,-1.334210e+02,-1.140386e+02,-9.778486e+01,-8.131232e+01,-6.574490e+01,-6.129011e+01,-5.325329e+01,-5.022863e+01,-5.034989e+01,-5.185382e+01,-5.213770e+01,-6.782349e+01,-1.231258e+02,-1.916747e+02,-2.864482e+02,-3.893509e+02,-4.497136e+02,-4.904260e+02,-5.092553e+02,-5.087696e+02,-5.139460e+02,-5.175982e+02,-5.165461e+02,-5.173239e+02
4.722449e+01,5.192449e+01,5.567593e+01,6.746860e+01,9.280614e+01,1.125977e+02,8.512661e+01,2.989785e+01,2.098785e+01,4.173504e+01,6.012439e+01,7.603871e+01,7.034454e+01,5.757049e+01,5.305862e+01,5.378973e+01,4.836002e+01,4.605050e+01,4.784085e+01,4.747799e+01,4.520370e+01,4.666914e+01,4.814837e+01,4.845014e+01,4.533376e+01,4.784132e+01,4.416321e+01,3.940829e+01,3.571568e+01,3.451464e+01,3.139024e+01,3.019783e+01,3.107056e+01,2.999874e+01,2.816747e+01,2.510400e+01,2.251334e+01,3.985100e+01,6.947839e+01,9.990045e+01,1.321788e+02,1.303805e+02,1.002087e+02,7.807886e+01,6.696890e+01,6.692024e+01,6.121192e+01,5.665078e+01,6.068045e+01,6.089394e+01
1.440162e+01,1.077338e+01,1.436415e+01,2.387706e+01,4.528332e+01,5.694643e+01,7.747542e+01,8.151669e+01,7.326285e+01,4.898951e+01,2.424232e+01,-5.213008e+00,-2.271134e+01,-1.799094e+01,2.403900e+00,1.361311e+01,1.801629e+01,1.802603e+01,2.119075e+01,1.819053e+01,1.131774e+01,7.399582e+00,4.269506e-01,-3.939703e+00,-2.584899e-01,3.968477e+00,-8.541741e-01,-7.402310e+00,-1.226436e+01,-2.298369e+01,-3.751366e+01,-4.679992e+01,-5.162598e+01,-6.079475e+01,-6.353480e+01,-6.039513e+01,-6.258124e+01,-6.722745e+01,-5.513216e+01,-4.490068e+01,-4.247231e+01,-3.239093e+01,-2.244272e+01,6.228608e-01,1.256192e+01,1.259753e+01,9.716579e+00,7.277208e+00,1.304034e+01,1.451496e+01
5.787822e+00,4.820277e+00,3.476621e+00,6.967871e+00,2.546960e+01,2.893586e+01,6.553801e+00,8.030135e-01,1.220243e+01,7.265068e+00,7.603434e+00,-1.047873e+00,-1.175463e+01,-1.488194e+01,-2.045047e+01,-2.847973e+01,-3.064011e+01,-3.004564e+01,-2.399308e+01,-2.435670e+01,-2.876879e+01,-3.247756e+01,-3.310099e+01,-3.759282e+01,-3.776717e+01,-3.601474e+01,-3.016807e+01,-2.832612e+01,-2.929939e+01,-3.032857e+01,-3.086945e+01,-3.557935e+01,-3.649112e+01,-3.645640e+01,-3.310559e+01,-3.457780e+01,-2.533634e+01,-2.353635e+01,-2.436995e+01,-2.813662e+01,-3.710717e+01,-3.907977e+01,-3.067422e+01,-1.707220e+01,-3.306659e+00,-1.099092e+00,-3.010980e+00,-2.249156e+00,6.080890e-01,9.845369e-01
1.076935e+01,1.058214e+01,1.103994e+01,1.444444e+01,2.836493e+01,3.273238e+01,5.643958e+01,5.169299e+01,3.487943e+01,9.856359e+00,-7.243679e+00,-2.331538e+01,-2.605120e+01,-2.015718e+01,-1.336642e+01,-6.598087e+00,-2.848268e+00,-3.830731e+00,1.833216e+00,4.994612e+00,7.123154e-01,-6.413372e-01,2.362518e+00,6.702569e+00,6.693405e+00,9.749044e+00,5.331701e+00,2.155187e+00,4.678635e+00,2.244381e+00,-1.381164e+00,-5.136160e+00,-4.746969e+00,-3.312306e+00,8.050154e-01,-7.121803e-01,1.453592e-01,-5.927848e+00,-2.834730e+00,6.992842e+00,1.575630e+01,1.652135e+01,1.375107e+01,5.365867e+00,9.354390e+00,1.204828e+01,9.967278e+00,1.261295e+01,1.402404e+01,1.365715e+01
1.405260e+01,1.360744e+01,1.771201e+01,1.996408e+01,2.832685e+01,3.074683e+01,2.131498e+01,2.150492e+01,-4.237957e+00,-1.918147e+01,-6.730234e+00,1.719732e+01,3.037960e+01,3.131994e+01,3.347502e+01,3.342958e+01,3.488456e+01,3.445938e+01,3.640545e+01,3.758527e+01,3.772418e+01,4.118623e+01,3.854670e+01,3.579740e+01,3.591025e+01,3.511794e+01,3.568853e+01,3.120614e+01,3.393828e+01,3.543061e+01,3.616354e+01,3.851933e+01,4.016234e+01,3.829945e+01,3.976727e+01,4.138655e+01,4.363981e+01,4.673344e+01,4.643842e+01,4.848767e+01,3.737258e+01,1.816338e+01,1.699022e+01,1.729044e+01,1.650373e+01,1.708411e+01,1.630106e+01,1.765394e+01,1.959056e+01,2.068645e+01
1.093130e+01,1.422782e+01,1.677657e+01,1.462423e+01,1.949263e+01,1.977906e+01,2.840736e+01,2.893918e+01,1.341056e+01,-4.592218e+00,-2.042033e+01,-3.407601e+01,-3.236628e+01,-3.411106e+01,-3.092467e+01,-2.849228e+01,-3.142666e+01,-3.436036e+01,-3.841642e+01,-4.008643e+01,-4.465824e+01,-4.669388e+01,-4.395615e+01,-3.980597e+01,-4.064993e+01,-3.980273e+01,-4.050691e+01,-3.838946e+01,-3.624673e+01,-4.000190e+01,-4.142831e+01,-4.160885e+01,-3.612584e+01,-3.388285e+01,-3.079111e+01,-2.988483e+01,-3.082288e+01,-2.939362e+01,-2.393940e+01,-1.652849e+01,-9.759547e+00,-5.021482e-01,1.307163e+01,2.154376e+01,1.567063e+01,1.553475e+01,1.609980e+01,1.483455e+01,1.508707e+01,1.758020e+01
3.104820e+00,6.990246e+00,7.522914e+00,6.530131e+00,9.018284e+00,9.676325e+00,1.374452e+01,1.288097e+01,4.751147e+00,4.846746e+00,1.780398e+01,3.320666e+01,3.868054e+01,3.945962e+01,3.556579e+01,3.425303e+01,3.258434e+01,3.075331e+01,3.161310e+01,3.031316e+01,2.890356e+01,3.052272e+01,3.412452e+01,4.052344e+01,4.369641e+01,3.998512e+01,4.309457e+01,4.541534e+01,4.597324e+01,4.702303e+01,4.544043e+01,4.948831e+01,5.539762e+01,5.159425e+01,4.826685e+01,4.362540e+01,3.954665e+01,4.033152e+01,4.229601e+01,3.674552e+01,2.767593e+01,2.105830e+01,2.755783e+01,2.421458e+01,1.292955e+01,1.275572e+01,1.258155e+01,1.118999e+01,1.147093e+01,1.345600e+01
2.873537e+00,4.887215e+00,3.079787e+00,2.569861e+00,1.097759e+00,5.401793e+00,-3.652691e+00,-7.634557e+00,-2.344649e+01,-2.561298e+01,-2.448383e+01,-1.637663e+01,-1.045125e+01,-9.072390e+00,-1.713651e+00,5.129850e+00,4.297885e+00,-2.639655e+00,-3.577603e+00,-5.442327e+00,-6.155590e+00,-9.311172e+00,-4.180181e+00,-1.381316e+00,-5.109006e+00,-1.025403e+01,-1.162041e+01,-1.269764e+01,-1.339526e+01,-1.321668e+01,-1.718726e+01,-1.768342e+01,-1.743249e+01,-2.043579e+01,-2.495808e+01,-2.798508e+01,-2.991931e+01,-3.019288e+01,-2.509192e+01,-2.596440e+01,-1.999900e+01,5.660407e+00,1.699910e+01,9.870448e+00,5.559240e+00,3.082726e+00,2.751725e+00,4.609825e+00,8.493045e+00,8.596134e+00
7.267455e+00,7.859139e+00,4.990080e+00,5.786574e-01,-6.823615e+00,-4.324094e+00,9.427988e+00,1.528016e+01,5.401245e+00,-3.743069e+00,-4.877073e+00,6.212783e+00,1.086668e+01,1.083603e+01,1.244154e+01,1.279984e+01,9.249346e+00,7.609112e+00,1.436425e+01,1.553386e+01,1.336207e+01,9.754100e+00,1.056998e+01,1.219993e+01,1.121712e+01,1.175065e+01,1.162226e+01,6.830798e+00,1.085943e+01,1.031441e+01,1.066888e+01,9.238678e+00,5.061907e+00,2.330602e+00,1.768007e+00,-1.114624e+00,-1.035459e-01,-4.461580e+00,-1.309634e+01,-1.860018e+01,-1.901700e+01,-1.721253e+01,-1.467181e+01,-1.048465e+01,-1.064380e+00,-3.780502e+00,-2.875978e+00,2.286576e+00,5.590387e+00,3.713819e+00
