Coeff 1,Coeff 2,Coeff 3,Coeff 4,Coeff 5,Coeff 6,Coeff 7,Coeff 8,Coeff 9,Coeff 10,Coeff 11,Coeff 12,Coeff 13,Coeff 14,Coeff 15,Coeff 16,Coeff 17,Coeff 18,Coeff 19,Coeff 20,Coeff 21,Coeff 22,Coeff 23,Coeff 24
-5.102884e+02,-4.733245e+02,-3.788214e+02,-2.809565e+02,-2.293026e+02,-2.039237e+02,-1.456230e+02,-9.776662e+01,-8.517921e+01,-9.609254e+01,-1.096675e+02,-7.735128e+01,-4.825333e+01,-5.657578e+01,-1.018652e+02,-1.861581e+02,-2.730712e+02,-3.464361e+02,-4.131744e+02,-4.649644e+02,-4.875729e+02,-4.895612e+02,-4.867906e+02,-4.920223e+02
7.438805e+01,1.032690e+02,1.359358e+02,1.401620e+02,1.275772e+02,1.191641e+02,1.205675e+02,1.033414e+02,7.771614e+01,6.547115e+01,5.942936e+01,4.560357e+01,5.406921e+01,8.235780e+01,1.320190e+02,1.778122e+02,1.829473e+02,1.670025e+02,1.429469e+02,1.055724e+02,8.862907e+01,8.712876e+01,8.824758e+01,8.292438e+01
1.285839e+01,1.664392e+01,1.102791e+01,-1.118182e+01,-1.974818e+01,-2.560489e+01,-3.004823e+01,-3.017765e+01,-2.823620e+01,-1.419025e+01,-6.997838e+00,-1.715004e+01,-4.066281e+01,-5.331594e+01,-4.890339e+01,-3.809141e+01,-9.847189e+00,-5.201166e+00,-3.292267e+00,2.196334e+00,5.970292e+00,7.657091e+00,6.814740e+00,6.383483e+00
-7.849810e+00,1.857215e+00,3.912284e+01,3.740960e+01,2.392357e+01,1.776442e+01,2.839097e+00,-1.280963e+01,-1.875879e+01,-2.298407e+01,-2.785706e+01,-2.916782e+01,-3.725154e+01,-4.660890e+01,-4.216109e+01,-3.252885e+01,-2.720940e+01,-2.440264e+01,-1.880558e+01,-1.476223e+01,-1.056650e+01,-8.050081e+00,-5.693920e+00,-1.605381e+00
5.729864e+00,1.744159e+01,1.153717e+01,-9.769314e+00,-1.935522e+01,-2.058671e+01,-2.253929e+01,-1.982298e+01,-1.380934e+01,-7.300355e+00,-6.007988e+00,-4.164643e+00,-6.302301e+00,-1.122660e+01,-1.760278e+01,-1.793711e+01,-5.742971e+00,3.247231e+00,1.676517e+01,1.359353e+01,8.900234e+00,9.200850e+00,1.194338e+01,1.626688e+01
1.108674e+01,1.210085e+01,1.295219e+01,1.420839e+01,1.834799e+01,2.091495e+01,2.441219e+01,2.969675e+01,3.361879e+01,3.476540e+01,3.194812e+01,3.571125e+01,3.616435e+01,3.947912e+01,3.999041e+01,3.658537e+01,3.628418e+01,2.592350e+01,2.334385e+01,1.904434e+01,9.948635e+00,1.052553e+01,1.057561e+01,1.147295e+01
3.950942e+00,-5.956483e-01,1.319855e+01,7.321489e+00,3.532332e-01,-1.753121e+00,-9.302402e+00,-1.374451e+01,-1.396457e+01,-1.976932e+01,-2.645650e+01,-2.653351e+01,-2.244160e+01,-2.051404e+01,-1.986873e+01,-1.581147e+01,-1.210382e+01,-2.313128e-01,1.368955e+01,9.694219e+00,1.960374e+00,3.389569e+00,6.670426e+00,7.082870e+00
4.050140e+00,5.363364e-01,-1.066656e+01,1.262572e+00,5.781451e+00,1.627442e+00,-3.136669e+00,3.132351e+00,7.458635e+00,1.117454e+01,1.144319e+01,1.074108e+01,1.425234e+01,1.189087e+01,8.672556e+00,8.710826e+00,2.403991e+00,1.138775e+00,-1.488775e+00,5.150422e+00,3.323164e+00,2.991342e+00,1.025673e+01,1.267421e+01
8.712843e+00,8.702170e+00,6.275424e+00,-2.323950e+00,-7.642439e+00,-1.322725e+01,-2.377261e+01,-2.969493e+01,-2.554700e+01,-2.225501e+01,-2.257430e+01,-2.390388e+01,-1.929466e+01,-2.339373e+01,-2.848855e+01,-2.783658e+01,-2.132949e+01,-1.126612e+01,-5.202675e+00,4.125196e+00,5.740664e+00,5.945967e+00,1.023728e+01,1.049778e+01
4.224937e+00,2.181501e+00,-6.971556e+00,-4.785472e+00,2.130459e+00,3.990174e+00,4.820148e+00,1.023756e+01,1.795302e+01,2.027100e+01,1.744261e+01,1.780856e+01,1.523500e+01,1.421817e+01,1.201907e+01,1.103575e+01,3.558484e+00,1.828139e+00,2.324971e+00,1.996690e+00,1.438897e+00,2.673403e+00,4.632840e+00,3.452858e+00
